myot,x,y,z
54514874936,4.9375,0.8125,12.0625
54514912462,6.375,1.25,4.375
54514943050,1.375,1.1875,-1.0625
54514943828,-6,2.375,1.875
54514952468,-12.4375,3.1875,9.25
54514964893,-13.8125,0.625,16.5625
54514988016,-4.375,-1.5625,22.9375
54515003896,-2.5,-9.3125,20.9375
54515024914,-3.25,-8.9375,25.25
54515048143,0.5,-6.125,24.875
54515063806,1.0625,6.1875,28.1875
54515085006,28.25,-50.5625,-3.25
54515108075,-5.6875,13,-16.0625
54515130661,-17.6875,2.8125,-5.3125
54515145469,-6.8125,1.375,-2.0625
54515168079,8.125,-6.3125,-5.25
54515183854,17.0625,-10.375,-8.375
54515204957,16.375,-11.4375,-11.9375
54515227830,12.875,-10.375,-17.25
54515243890,0.875,-1.9375,-17.3125
54515264971,6.875,-2.625,-6.375
54515287429,4.5625,2.75,-11.5
54515303804,9.6875,-5,-8.0625
54515324944,7.5,-5.25,-6.25
54515347424,2.5625,-13.5625,-8.25
54515370585,-5.3125,-8.3125,-19.6875
54515384928,4.125,-6.0625,-38.6875
54515407381,16.9375,-11.3125,-41.625
54515430565,33.0625,-32.125,-46.0625
54515444835,19.5625,-30,-68.3125
54515467372,-1.4375,41.5,-18.625
54515490587,-10.4375,-8.625,-4.875
54515504893,-8.375,-4.8125,8.0625
54515527435,6.5625,-2,-0.1875
54515550511,4.625,3.8125,-4.3125
54515564872,4.3125,3.625,-2.375
54515587394,5.375,1.5,-2.6875
54515603872,3.1875,2.9375,-3
54515626310,2.875,-3.5,1.625
54515647356,0.75,-4.25,2.6875
54515663845,-2.0625,-7.9375,-2.125
54515686345,-0.6875,-12.375,-1.9375
54515707401,6.75,-6.4375,-0.625
54515723814,6.9375,-5.3125,-3.125
54515746354,10.5,-1.9375,-2.3125
54515767359,-4.4375,-11.5625,3.875
54515783812,7.4375,-9.6875,-1.625
54515806844,11.375,-19,6.8125
54515827359,40.9375,-1.375,2.9375
54515850543,43.3125,-2.625,6.8125
54515866315,23.9375,0.5,6.6875
54515887385,13.375,-5.625,-2.25
54515909889,27.75,4.1875,-7.125
54515926381,20.3125,7.5625,0.375
54515947369,25.125,9.6875,1.75
54515969908,31,-4.125,-2.75
54515986296,-15.1875,-10.5,4.4375
54516007412,-8.0625,-13.0625,-0.5
54516029905,2.125,-7.1875,-1.625
54516046286,6.9375,9.5,-1
54516067373,-1.9375,-0.5,1.25
54516083847,4.375,-1.0625,-1.25
54516106320,-4.8125,-1.9375,-0.125
54516127400,-1.0625,0.875,1
54516143869,3.75,0.5625,0.5
54516166286,1.5625,-4.5,-0.6875
54516187416,-1.8125,1.9375,0.875
54516203805,-1.8125,-0.6875,0.5625
54516226376,-0.625,-0.3125,-0.5
54516247385,-2.25,-1.1875,1.125
54516263869,6.375,8.625,2.8125
54516286348,1.75,-9.9375,0.625
54516307419,-4.1875,2.8125,0.375
54516329921,3.5,-0.3125,-3.8125
54516347845,-4.9375,1.75,2
54516367359,6.4375,-3,-0.4375
54516383893,-4.0625,2.625,1.6875
54516406323,0.125,-2.125,0.625
54516427344,-0.8125,-1,0.75
54516443878,0.0625,0.125,-0.4375
54516466315,-3.625,0.125,1.125
54516487391,-0.3125,-1.5625,0.375
54516503803,-5.25,-2.0625,4
54516526319,3.4375,1.375,-4.125
54516548861,-0.5625,5.0625,2.375
54516563851,1.125,-7.3125,-0.25
54516586342,-1.4375,7.375,0.9375
54516608871,1.5625,-2.375,0.1875
54516625348,-2.0625,5.0625,3.1875
54516646340,-4.5625,-5.5,0.0625
54516668871,1.1875,3.0625,0.375
54516685278,5.75,0.8125,-2.875
54516707874,0,2.375,0.8125
54516728844,-3.5625,-6.3125,-0.3125
54516745348,2.5625,3.875,0.3125
54516766310,-2.1875,-2.1875,0.375
54516788035,0.5,1.3125,0.375
54516804468,-0.375,-2.125,0.1875
54516825593,0.75,1.4375,0
54516848084,-1.1875,-1.8125,0.5625
54516864546,1.4375,0.25,-0.125
54516885568,1.125,-1.3125,-0.0625
54516908056,0.5,1.625,0.0625
54516923874,0.375,-0.375,-0.25
54516945558,-2.375,-0.9375,0.5
54516968062,-6.8125,-5.125,0.125
54516984464,2.6875,-1.9375,-2.375
54517005584,-4.125,13.25,3.25
54517028132,-0.875,-2.625,1.25
54517044537,-6.5,-2.9375,1.375
54517065524,-7.0625,-1.1875,2.125
54517088075,13.375,-3.3125,-3.3125
54517110566,27.4375,-18.8125,-0.5625
54517125584,16.1875,1.125,1.375
54517148044,2.75,-2.8125,0.3125
54517170531,10.6875,-5.6875,1.4375
54517185567,14.6875,-1.75,-0.0625
54517208070,4.5625,-3.6875,-0.75
54517230656,-2.8125,-9.9375,-2
54517245591,14.875,1.6875,-0.875
54517268102,-3.375,2.3125,3
54517284511,5.75,2.0625,-0.9375
54517305546,2.0625,6,1.5
54517328099,0.5625,6.125,0.375
54517344528,6.75,-8.625,-1.4375
54517365573,7.75,-0.25,-1.625
54517388019,-2.3125,0.125,1
54517404535,1.0625,1.8125,0
54517425604,1,-5.9375,0
54517455569,9.5625,4.5,-1.5625
54517463859,3.3125,11.125,-1.5625
54517485565,-1,-11.1875,1.0625
54517508088,-7.9375,10.25,2.0625
54517530628,-2.0625,9.4375,1.75
54517546991,11.25,8.8125,2.1875
54517568059,17.25,5.375,1.5
54517583858,17,-4,1.125
54517607017,6.4375,-3.5625,0
54517628098,4.1875,0.625,0.25
54517652079,0.3125,-1.625,0.125
54517667140,1.125,-3.875,-0.4375
54517688106,-5.875,-13.25,-2.25
54517703878,-7.375,2.25,2.875
54517727031,-1.6875,2.1875,1.1875
54517748128,-9.5,-9.25,-1.8125
54517763883,-6.5,3.25,1.9375
54517787030,-1.75,-3.4375,0.5
54517808164,3.375,-1.5625,-1.1875
54517823954,5.25,-3.25,-1.3125
54517847066,5.5625,0.25,0
54517868097,10.75,-1.6875,-1.3125
54517883882,6.3125,-1,0.375
54517907041,0.75,1.5,1
54517928159,1.1875,0.375,0.1875
54517943882,0.3125,-1.3125,0.1875
54517967114,1,-1.5,-0.0625
54517988150,0.25,0.0625,0.1875
54518003946,1.75,1.0625,0.3125
54518027071,0.6875,1.5,0.5
54518048215,0.375,3.125,0.4375
54518063975,20.875,-10.5,-1.625
54518087119,10.9375,-11.5625,-1.4375
54518108192,9.5625,2.25,1.1875
54518123912,-0.25,-0.875,1.3125
54518147065,4.8125,2.9375,-0.125
54518168139,0,-1.8125,0.25
54518183972,1.1875,-0.375,0
54518207101,0.3125,-1.5,0.375
54518228706,0.1875,-1.25,0.25
54518243927,0.9375,0.1875,0
54518267042,-0.125,-0.8125,0.25
54518288175,0,0,0.125
54518303972,0.3125,-1.375,0.125
54518327125,-2.4375,-1.375,-0.6875
54518348192,-0.3125,2.75,-1.25
54518363949,4.125,1.0625,0.0625
54518387101,5.3125,2.125,0.625
54518408140,1.25,-0.875,0.125
54518423937,1.375,1.0625,0.5625
54518446438,-5.4375,-3.125,0.0625
54518468217,-3,3.875,0.5625
54518483921,0.25,-1.5625,0.375
54518506468,-0.625,-0.3125,0.5625
54518529626,0,2.3125,0.1875
54518543905,0.3125,-1.75,0.1875
54518566434,0.3125,0.3125,0.125
54518589592,2.5625,-2.9375,-0.5625
54518603972,-6.75,-6.875,-2.5
54518626479,-14.5,2.5,0.6875
54518649627,-14.25,0,4.125
54518663923,30.375,10.8125,-7.4375
54518686488,9.5,14.625,3.875
54518709600,-15.6875,-21.5,-3.0625
54518723885,6.3125,0.5625,-0.8125
54518746426,6.125,16.5,3.4375
54518777171,0.9375,-9.75,-1.8125
54518790656,-4.375,-3.5,-0.1875
54518806380,-0.4375,0.5625,-1.1875
54518829607,1.4375,1.1875,3.9375
54518843885,-6.5625,-3.875,2.4375
54518866400,-0.625,0.25,0.5
54518889647,-3.75,-2.3125,1.625
54518903942,3.0625,2.3125,-0.875
54518926484,-0.625,-4.875,0.8125
54518949587,-2.1875,1.125,0.875
54518963954,1.375,-1.4375,1.5
54518986449,2.125,-3.125,3.6875
54519009706,-6.25,8.375,-2
54519030740,20.5625,-3,1.5625
54519046511,34.0625,-4.8125,-2.875
54519069583,4.3125,-9.6875,-2.375
54519090656,13.125,-5.5625,-6.5625
54519106402,12.125,-10,-0.5625
54519129593,16.6875,-5.375,0.125
54519150692,2.5,-1.375,1.6875
54519166479,5.625,4.875,-1.375
