timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,timestamp_accelerometer,accelerometer-x,accelerometer-y,accelerometer-z,timestamp_gyro,gyro-x,gyro-y,gyro-z,timestamp_orientation,orientation-x,orientation-y,orientation-z,,orientation-w,roll,pitch,yaw
140734799966975,1,0,0,0,0,0,0,0,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699469568,1,0,-2,-2,-1,-4,-2,-2,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699469568,-4,0,1,4,-5,0,-1,2,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699473823,0,-5,-2,-1,-1,-1,-1,-1,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699473823,-8,-7,-3,-2,12,1,-3,-5,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699474540,2,2,-2,1,-11,1,1,-3,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699474540,5,13,2,3,4,0,1,1,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699476137,0,2,-1,-5,-1,-6,-3,-2,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699476137,0,0,0,-3,-1,0,-1,-2,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699488287,-10,-9,-1,3,0,-1,-1,0,11699468834,-0.33252,0.231934,0.922852,11699468834,10,-3.625,4.5,11699468834,-0.0141602,0.218933,0.582764,0.78241,0.252339,0.367298,1.3274
11699488287,-1,-2,1,-7,-5,5,2,-2,11699489120,-0.354492,0.24707,0.918457,11699489120,8.6875,-2.4375,5.25,11699489120,-0.0123901,0.219482,0.583191,0.781921,0.256186,0.365791,1.32916
11699489927,-1,0,-2,2,0,-4,-3,0,11699489120,-0.354492,0.24707,0.918457,11699489120,8.6875,-2.4375,5.25,11699489120,-0.0123901,0.219482,0.583191,0.781921,0.256186,0.365791,1.32916
11699489927,-1,-3,-1,2,-2,4,1,0,11699489120,-0.354492,0.24707,0.918457,11699489120,8.6875,-2.4375,5.25,11699489120,-0.0123901,0.219482,0.583191,0.781921,0.256186,0.365791,1.32916
11699502809,-1,-1,-3,-3,3,-1,0,0,11699489120,-0.354492,0.24707,0.918457,11699489120,8.6875,-2.4375,5.25,11699489120,-0.0123901,0.219482,0.583191,0.781921,0.256186,0.365791,1.32916
11699502809,2,-3,-2,-3,-5,-9,-2,-2,11699503452,-0.356934,0.251953,0.925293,11699503452,1.6875,-0.125,5.5625,11699503452,-0.0117798,0.219604,0.583923,0.781372,0.257689,0.364993,1.33124
11699510829,-1,1,2,10,4,10,-1,-1,11699503452,-0.356934,0.251953,0.925293,11699503452,1.6875,-0.125,5.5625,11699503452,-0.0117798,0.219604,0.583923,0.781372,0.257689,0.364993,1.33124
11699510829,0,-1,3,-1,-4,-2,1,1,11699503452,-0.356934,0.251953,0.925293,11699503452,1.6875,-0.125,5.5625,11699503452,-0.0117798,0.219604,0.583923,0.781372,0.257689,0.364993,1.33124
11699517742,0,2,1,2,-4,-4,-4,1,11699503452,-0.356934,0.251953,0.925293,11699503452,1.6875,-0.125,5.5625,11699503452,-0.0117798,0.219604,0.583923,0.781372,0.257689,0.364993,1.33124
11699517742,-2,-5,-2,0,19,5,1,0,11699518622,-0.364746,0.239746,0.904785,11699518622,-0.625,-0.6875,5.125,11699518622,-0.0116577,0.219543,0.584656,0.780884,0.258141,0.364527,1.33313
11699541985,-3,-2,-1,-2,-16,-6,1,-1,11699518622,-0.364746,0.239746,0.904785,11699518622,-0.625,-0.6875,5.125,11699518622,-0.0116577,0.219543,0.584656,0.780884,0.258141,0.364527,1.33313
11699541985,1,2,-3,-1,8,5,-3,-1,11699518622,-0.364746,0.239746,0.904785,11699518622,-0.625,-0.6875,5.125,11699518622,-0.0116577,0.219543,0.584656,0.780884,0.258141,0.364527,1.33313
