myot,x,y,z
60014396981,4.6875,6.9375,0.875
60014411979,2.625,5.5,0.5625
60014433383,3.1875,4.1875,0.375
60014448321,3.875,3.625,-0.25
60014472057,1.0625,3.8125,-1
60014493439,-2.0625,5.25,-1.3125
60014532010,-2.875,5.5,-0.875
60014540112,1.0625,5.625,-0.25
60014554007,3.125,6,0.1875
60014577657,0.3125,7.25,0.875
60014592782,-6.375,6.6875,0.25
60014614068,-12.625,5.9375,-0.25
60014650709,-12,4.25,-0.125
60014660782,-8.25,2.1875,0.375
60014674693,-6.0625,0.375,0.875
60014689627,-4.8125,-0.3125,1.75
60014712146,-2.9375,-0.8125,2.75
60014734698,-1,-1.125,2.9375
60014749631,-3.0625,-1.3125,2.4375
60014772182,-4.3125,-1.375,2.6875
60014794598,-3.75,-1.75,3.4375
60014809639,1.25,-2.3125,3.875
60014831287,2.875,-2.875,4
60014853780,0,-3.1875,3.4375
60014876276,-3.4375,-3.75,3.125
60014891276,-4.3125,-4.75,3
60014914194,-4.5,-6,3.4375
60014936384,-2.6875,-6.875,3.375
60014951350,-2.25,-7.1875,3.1875
60014973866,-0.375,-6.5625,3.25
60014996402,0.875,-5.5625,3
60015012733,1.75,-4.5,2.625
60015033937,2.9375,-3.5,1.8125
60015056399,3.125,-2.5,1.1875
60015071415,2.8125,-1.25,0.4375
60015093880,1.9375,-0.125,-0.25
60015116324,2.1875,0.375,-0.8125
60015131306,2.875,0.3125,-1.1875
60015153780,0.75,0.1875,-2.0625
60015176280,-1.0625,0.5,-2.3125
60015191334,-0.1875,0.3125,-2.5
60015213756,0.4375,0.75,-3
60015236316,-0.8125,1.0625,-3.125
60015251311,-1.125,1.3125,-2.9375
60015273777,0.1875,1.1875,-3.1875
60015296287,1.1875,0.8125,-3.1875
60015318858,0.4375,0.1875,-2.75
60015333914,-0.5625,-0.75,-2.3125
60015356262,-0.1875,-1.375,-2
60015371369,-0.8125,-2.0625,-1.9375
60015403472,0.375,-1.8125,-1.875
60015408201,2.5625,-1.875,-1.5625
60015431376,3.125,-1.75,-1.5
60015453808,2.125,-1.6875,-1.1875
60015468224,2.375,-1.75,-1.4375
60015498825,1.5,-1.75,-1.5625
60015513801,0.8125,-1.9375,-1.6875
60015528155,-1.125,-2.1875,-1.75
60015551326,-0.8125,-1.6875,-1.6875
60015573779,-0.3125,-1.3125,-1.8125
60015588208,-1.75,-0.6875,-1.75
60015611382,-1.5,-0.6875,-1.5
60015633787,0.25,-0.6875,-1.5
60015649578,0.0625,-0.6875,-1.4375
60015672731,-1,-0.8125,-1.3125
60015693848,-2.4375,-0.6875,-1.25
60015709632,-2.3125,-0.75,-1
60015732752,-1.375,-0.5,-0.8125
60015753805,-1.375,-0.375,-0.5625
60015769595,-0.3125,-0.1875,-0.3125
60015792846,1.1875,-0.3125,0.125
60015813971,1.75,-0.25,0.5625
60015829656,2,-0.4375,0.5625
60015852849,2,-0.3125,0.3125
60015873876,-0.125,-0.25,0.3125
60015889673,-1.125,-0.25,0.375
60015912818,0.1875,0,0.3125
60015933849,0.625,0.1875,0.25
60015949600,-0.375,0.75,-0.125
60015972791,-0.625,1.25,-0.5
60015993852,-1.0625,1.6875,-0.4375
60016009582,-1.25,1.5625,-0.5
60016032752,-0.0625,1.5,-0.6875
60016053762,0,1.4375,-1.0625
60016069553,-1.875,1.25,-0.875
60016092781,-2.3125,0.8125,-0.5625
60016113804,-0.75,0.75,-0.5
60016129607,-0.0625,0.4375,0.0625
60016152765,-0.125,0.5625,-0.125
60016173940,-1.375,0.9375,-0.25
60016189673,-1.9375,0.6875,0
60016212754,-1.0625,0.75,-0.0625
60016234543,-0.4375,0.375,0.0625
60016249660,0,0.125,0.5
60016272164,-0.3125,-0.0625,0.5625
60016293926,-1.5625,0.0625,0.75
60016309694,-0.9375,-0.25,0.875
60016332140,0.25,-0.1875,0.5625
60016353910,0.1875,-0.125,0.625
60016369669,1.125,-0.0625,0.625
60016392172,1.8125,0.125,0.625
60016413820,1.75,0.375,0.375
60016429582,2,0.1875,0.25
60016452096,1.875,0.1875,0.125
60016475241,1.25,0,0.5
60016496385,2.125,-0.625,0.375
60016512104,0.4375,-1.4375,-0.1875
60016535259,-3.5625,-2.8125,-1.25
60016549611,0,-3.1875,-0.75
60016572136,9.3125,-8.0625,-0.5625
60016595286,9.4375,-8,0
60016609725,6.375,-5.875,0.375
60016632223,6.375,-4,0.4375
60016655371,4.6875,-2.6875,0.625
60016669646,2.75,-1.6875,0.4375
60016692195,0.8125,-0.75,0.375
60016715305,0.8125,0.4375,0.0625
60016729694,0.0625,1.75,-0.5
60016752222,-2.5,2.5625,-0.5625
60016775380,-2.4375,3,-0.0625
60016789644,0.375,2.9375,-0.125
60016812104,3,2.5,0
60016835262,2.5,2.0625,0.1875
60016849576,2.5625,1.75,0.3125
60016872130,4.1875,1.625,-0.1875
60016895289,2.8125,1.5,-0.3125
60016909606,0.125,2.1875,-1.0625
60016932148,-2.8125,2.3125,-1.75
60016955307,-3.1875,2.4375,-1.9375
60016976425,-2.5,2.5625,-2.0625
60016992179,-2.6875,2.8125,-2.4375
60017015346,-4.0625,2.9375,-2.8125
60017036349,-4.75,2.625,-2.9375
60017052130,-4.5,1.75,-3.0625
60017075320,-5,1.4375,-3.1875
60017096348,-4.8125,1.25,-2.8125
60017112118,-3.5,0.9375,-2.5
60017135310,-2,0.8125,-2.1875
60017163818,-1.125,0.6875,-1.75
60017172142,-1.25,0.5625,-1.5625
60017194638,-1.375,0.6875,-1.1875
60017216396,-0.0625,0.5,-1
60017232128,1.4375,0.1875,-0.75
60017262838,0.75,0,-0.6875
60017276320,-0.3125,0.25,-0.875
60017292104,-0.9375,0.625,-1
60017314633,-1.1875,0.875,-0.9375
60017336312,-1.75,0.75,-0.5625
60017352135,0.0625,0.5,-0.5625
60017374645,-0.8125,0.3125,-0.25
60017397783,-1.375,0.25,-0.25
60017412156,-1.125,-0.125,0.25
60017434609,0,-0.6875,0.5
60017457773,0.9375,-1,0.8125
60017472151,1.5,-1.375,1.1875
60017501382,1.875,-1.5,1.25
60017517781,2.25,-1.5625,1.4375
60017532167,2.5,-1.5625,1.3125
60017554645,2.875,-1.75,1.1875
60017577778,2.9375,-1.8125,0.9375
60017592122,2.0625,-1.8125,0.6875
60017614657,1.3125,-1.5,0.4375
60017638468,1.1875,-1,0
60017652134,-0.875,-0.5625,-0.25
60017674645,-1.6875,0.125,-0.375
