timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
9919493580,-3,-4,-1,0,-2,-2,-1,-8
9919493580,3,6,1,2,0,1,0,3
9919507787,-1,-5,-3,-7,-1,1,-1,-2
9919507787,-1,2,-3,0,-3,2,2,4
9919514634,-3,-2,0,1,2,0,-3,-1
9919514634,-1,-1,1,3,-1,-2,-4,-5
9919522064,2,-1,1,0,-1,0,-1,-1
9919522064,-1,1,-2,-4,1,-1,-3,0
9919531071,0,2,-3,-1,-2,-2,1,0
9919531071,-4,-3,0,-9,1,-3,-1,0
9919544624,1,1,0,3,1,0,3,3
9919544624,-2,-2,3,0,2,-1,-3,-3
9919553586,0,-3,0,0,-2,1,0,-3
9919553586,-4,-1,0,-4,-2,-4,-4,-5
9919567802,1,0,0,-5,-3,-2,2,-1
9919567802,-4,0,-1,4,-3,-2,0,-2
9919574540,0,-2,0,-3,0,2,-3,-1
9919574540,1,-1,-3,1,1,0,0,2
9919582138,-1,1,-1,1,2,1,0,2
9919582138,1,-1,-1,-1,0,-1,-1,-5
9919591098,-1,1,-7,-1,-4,-1,0,0
9919591098,0,-1,3,0,-8,3,0,2
9919604617,-1,0,-1,-2,-1,1,-1,-2
9919604617,-1,-4,-4,0,1,0,-2,-5
9919619651,-1,-3,1,-1,2,-3,-1,0
9919619651,1,-1,-1,-6,3,1,1,-2
9919627846,0,1,0,-1,-5,1,-3,2
9919627846,0,0,2,-1,-2,0,0,1
9919634615,-1,2,1,-2,-1,3,-4,-2
9919634615,-1,-4,-3,6,0,2,-1,-2
9919642074,-2,-1,-1,1,-3,-1,-3,-1
9919642074,0,-2,0,-4,-1,-1,-2,-4
9919651083,1,2,-1,2,-1,-1,0,2
9919651083,-1,0,-1,1,5,1,4,1
9919664628,1,-2,-3,3,0,-3,-1,-2
9919664628,-2,3,1,4,-4,0,-6,1
9919673650,1,-2,-4,-2,3,0,2,1
9919673650,-4,0,-2,1,-2,-3,-2,-2
9919687959,-3,-1,-3,-1,-1,0,2,-2
9919687959,0,-2,-3,-4,-6,-1,0,-1
9919694804,0,2,2,-6,4,-1,-2,4
9919694804,-4,-5,-1,0,4,-2,-3,-5
9919711185,-1,-5,0,1,-3,1,-3,-6
9919711185,1,4,-1,1,3,0,0,2
9919712634,0,-2,-2,3,-7,0,0,-1
9919712634,-1,-2,0,-4,4,-2,-1,-1
9919724670,-2,1,0,-3,3,-5,-3,-7
9919724670,-2,-1,-3,-1,-2,0,-1,-2
9919733583,-3,-3,-4,-3,-1,-1,-1,-1
9919733583,-2,0,2,-3,-2,-3,0,-1
9919747878,-3,-2,0,-1,-3,-2,-1,-4
9919747878,1,-3,1,1,-3,0,1,1
9919762234,0,0,-3,-4,-4,0,0,0
9919762234,1,-2,-3,-4,-3,-2,-4,-5
9919770973,-2,-1,1,-5,1,0,2,5
9919770973,-1,-2,-1,5,-2,-2,-1,0
9919772591,-1,0,-1,0,2,1,0,-1
9919772591,0,-1,-2,-4,-4,-1,-2,1
9919784798,1,-2,-3,1,-2,1,-3,1
9919784798,-2,0,0,-1,4,0,-3,-1
9919793581,1,-2,0,0,0,1,1,3
9919793581,-1,0,1,-1,-3,-5,-3,-1
9919807815,0,-2,2,-3,1,2,-1,1
9919807815,-1,0,-5,-4,1,-1,2,0
9919814626,-2,-1,-2,-3,-1,-4,-2,-3
9919814626,0,-1,-3,2,2,3,-3,-1
9919830967,-2,-1,-3,-2,-6,-1,-2,0
9919830967,0,-2,2,2,-1,1,-3,3
9919832583,-2,1,0,0,-1,-6,0,-2
9919832583,-1,-2,-3,-1,-5,-2,1,-1
9919844751,-2,2,-2,-1,2,-1,0,-2
9919844751,-2,-3,-1,-2,0,-2,-1,-1
9919853618,-2,-3,-4,3,-3,-1,-1,-2
9919853618,0,0,4,-2,2,2,1,-2
9919867997,0,1,0,-1,-2,-3,-1,2
9919867997,0,-4,-3,-4,1,-2,1,-7
9919874836,-2,-3,-2,6,-3,-1,-3,-2
9919874836,0,1,-3,2,-2,2,0,-1
9919890796,-3,-1,-1,-3,-1,0,0,-1
9919890796,1,-2,-2,-3,1,1,0,2
9919897115,-3,1,3,-7,2,0,-3,-6
9919897115,-1,1,-3,-4,0,1,2,2
9919904621,0,-1,-1,3,-11,-2,-2,1
9919904621,-1,1,0,0,6,-2,-2,-1
9919913604,-2,-1,0,1,-1,-2,1,1
9919913604,0,-4,-1,-2,-3,-3,-1,-3
9919927812,-1,0,-1,-2,-3,-1,-1,-1
9919927812,0,0,-2,-3,-5,0,1,-2
9919934663,-1,0,-2,-3,-10,-2,0,2
9919934663,0,1,0,-2,5,1,-1,0
9919951020,-3,-2,-3,-4,2,-1,0,-1
9919951020,-3,-1,-1,1,-2,-1,-1,-3
9919952597,1,-1,-1,0,1,4,-1,-1
9919952597,-3,-2,-4,3,-3,1,-2,0
9919964696,1,-3,-2,-3,2,-1,-5,-7
9919964696,-2,-1,1,0,-3,2,2,3
9919973602,1,0,-1,1,2,2,-5,-2
9919973602,0,0,0,-2,-1,0,3,2
9919987786,-2,-1,1,3,0,-1,-1,-1
9919987786,-2,4,-2,-3,-1,-1,-2,-2
9919994603,1,-3,0,0,-3,-3,1,-2
9919994603,1,-2,4,2,-1,0,-3,-4
9920010950,-1,-1,-2,1,1,1,1,0
9920010950,0,-3,1,1,-2,0,0,1
9920012600,-1,-1,-1,-6,2,0,0,-1
9920012600,-3,-1,-1,-2,-1,1,-1,-1
9920024640,0,-3,0,0,-2,-1,1,-1
9920024640,-1,-2,-1,2,0,0,-4,0
9920041060,-3,-1,-1,1,6,1,1,-1
9920041060,0,-2,-3,-4,-1,-4,-1,4
9920047816,-2,1,0,1,-2,-2,0,-5
9920047816,-1,0,-1,-1,-3,0,0,0
9920054639,-1,-1,0,0,0,-2,-4,-2
9920054639,-3,-2,0,-1,-1,-2,-3,-5
9920070955,2,-1,-2,1,0,-2,-2,3
9920070955,0,-3,-3,-2,-1,-2,4,-1
9920072599,0,-2,1,-1,-2,-2,-2,-2
9920072599,-4,2,1,2,0,-3,-1,4
9920084629,0,-4,1,-2,1,0,1,-4
9920084629,0,-2,-3,-3,0,-1,-2,3
9920093649,0,-3,0,1,-2,-1,1,2
9920093649,3,3,-4,-4,-1,-4,-4,-8
9920107845,0,-3,-2,1,-2,-1,0,3
9920107845,-2,-1,-1,0,-1,0,-2,-2
9920114651,-1,-1,1,-2,1,3,-3,-1
9920114651,0,0,-1,3,1,1,0,4
9920131055,-1,-1,-3,-1,-3,-2,-4,-4
9920131055,0,0,1,-4,-2,0,-1,-3
9920132575,-2,-3,-5,-2,-8,-1,0,-2
9920132575,0,-1,4,0,5,-1,-3,-5
9920144835,-1,1,-2,1,-2,3,-1,7
9920144835,0,-2,-1,1,0,-6,2,0
9920153629,-3,2,1,-4,0,-3,0,0
9920153629,-3,-1,-4,-4,-7,-2,-1,-3
9920167637,0,-3,-3,0,-5,0,0,0
9920167637,0,-2,-1,-2,-2,1,-1,1
9920176224,1,0,-1,1,1,-1,-1,2
9920176224,-2,-3,-5,2,3,0,-1,-4
9920191028,3,-1,2,0,2,-4,-1,0
9920191028,0,2,-3,-2,-4,-1,-2,0
9920192575,-1,-3,-2,-1,3,-1,-2,-3
9920192575,0,-1,0,-3,-3,2,1,0
9920204655,-2,0,-1,-2,-1,0,0,-4
9920204655,-4,-3,-2,1,-1,-3,-4,-5
9920213653,-1,0,-4,0,-3,-1,-1,3
9920213653,0,-1,0,-1,-6,0,2,1
9920228035,-2,0,3,0,-3,0,-3,-5
9920228035,-1,-1,2,1,7,0,0,1
9920234817,-2,-2,-6,1,-3,-2,-2,-7
9920234817,-2,-3,-2,-1,-9,0,0,2
9920250975,2,1,0,-6,7,-3,1,1
9920250975,-3,-1,1,-1,-4,-3,-1,0
9920252595,1,0,-3,-1,-2,-1,-1,0
9920252595,2,1,0,1,1,0,0,1
9920264643,-2,0,0,-4,-10,0,-2,-2
9920264643,-3,-2,-4,-4,-1,-2,0,-4
9920273586,-2,0,0,-3,1,0,1,-1
9920273586,1,-2,0,-2,1,-1,0,2
9920287825,-3,1,-1,0,4,2,-2,-3
9920287825,3,-3,2,-1,-2,-1,-3,0
9920294644,-2,-1,-1,-1,-2,0,-2,-3
9920294644,-1,-2,1,0,-1,-4,-2,-6
9920318417,-2,-2,-3,-1,3,0,-2,2
9920318417,1,0,0,3,-3,-1,-2,-2
9920320028,-1,1,0,0,-1,0,2,-5
9920320028,-3,-2,-4,0,0,1,-4,1
9920324830,0,0,0,1,0,-1,0,1
9920324830,1,1,-1,-4,-1,3,2,0
9920333643,0,-2,2,2,-2,-4,-3,0
9920333643,-2,-1,0,0,1,1,0,-1
9920347826,0,0,1,-1,-2,4,-4,-1
9920347826,-3,-3,-3,0,-11,-1,1,-2
9920354823,1,0,0,-3,10,0,-1,3
9920354823,-1,1,-3,-2,2,1,1,3
9920371200,-1,-1,-4,-5,-6,-2,-1,1
9920371200,-2,1,2,-1,1,3,-1,-1
9920372677,-2,-2,-3,-2,-8,-2,-3,-6
9920372677,-1,-3,-2,-1,-1,-3,-1,2
9920384825,-2,-3,-1,1,4,-2,1,0
9920384825,-3,-1,0,1,-5,-1,-3,-3
9920393633,-1,-3,-5,1,2,0,1,1
9920393633,-1,3,0,2,-5,2,-2,0
9920408037,-1,-1,0,2,0,-1,-2,1
9920408037,-2,-4,-4,-4,-1,-1,0,-4
9920414702,-1,0,1,-2,2,-2,-2,-1
9920414702,0,-1,1,-3,1,-2,0,-2
9920430988,-1,0,-3,-1,-4,0,-1,-1
9920430988,-1,-1,-2,-2,-1,1,0,-1
9920432636,0,1,-1,2,-2,-1,-2,0
9920432636,1,-1,2,-2,-2,0,-4,0
9920453607,-2,1,-1,-1,0,-3,-2,1
9920453607,-1,-1,0,3,5,-2,3,0
9920455084,-2,-1,-2,-3,-6,1,-1,-4
9920455084,-3,-3,-2,-5,0,-2,-2,-5
9920468019,1,-2,-4,0,0,-2,-2,-2
9920468019,-1,0,1,0,-1,-1,-2,2
9920474825,1,0,1,1,3,-2,1,1
9920474825,-1,3,-3,2,-3,-1,-1,-4
9920491169,-2,1,-3,1,-2,-1,0,0
9920491169,0,2,-4,-7,-5,-1,-2,-2
9920492646,0,1,0,-1,2,2,0,-1
9920492646,-2,-3,-2,-2,2,-2,-3,-4
9920504679,1,3,4,-3,-1,-1,2,-2
9920504679,1,-3,-3,4,3,-3,0,0
9920513594,1,0,0,1,2,0,-1,2
9920513594,-1,-2,-3,-3,-6,0,1,-2
9920528028,-3,-4,0,2,0,-2,-1,-4
9920528028,1,1,-1,-1,2,-3,-2,0
9920534765,-1,-3,-2,-6,-3,2,-1,-1
9920534765,-1,1,-2,4,2,-3,-1,1
9920558468,-3,-2,-2,-4,-5,-3,-2,-4
9920558468,-2,-1,1,-1,3,2,-2,-3
9920560071,0,2,5,-3,-1,-2,-1,1
9920560071,-2,-2,-5,-5,-4,-1,1,0
9920564603,1,-2,-3,-1,1,-2,0,3
9920564603,-2,1,-5,0,0,-1,-2,-3
9920573595,-5,-2,0,1,-4,-1,-1,-3
9920573595,1,0,-1,3,-2,2,0,1
9920587824,-2,2,-1,-1,-1,-1,1,0
9920587824,-1,-1,0,-1,1,-3,-3,-1
9920594655,-3,-2,-1,-2,1,-5,-3,-3
9920594655,0,-1,-2,-2,1,2,-1,2
9920610375,-2,-1,1,-1,2,1,1,0
9920610375,2,-5,-2,1,0,1,-3,-1
9920617151,0,1,4,1,-7,0,0,2
9920617151,-1,-1,-1,-1,2,-2,-1,1
9920633462,0,-4,-1,3,0,-1,1,-1
9920633462,-1,1,-2,-2,-1,-1,-1,0
9920635060,-1,-3,-6,0,2,0,-2,-3
9920635060,-1,0,1,3,1,2,1,0
9920647863,-2,0,-1,-1,1,-2,-1,-1
9920647863,0,-2,1,1,-4,-1,1,1
9920654846,0,-2,-2,4,-2,1,0,1
9920654846,-1,-3,-4,-1,1,-2,-2,-3
9920670397,0,-1,-3,2,-3,1,-2,-2
9920670397,-2,0,2,-1,0,1,0,0
9920677303,0,-4,4,1,-6,-3,-1,-1
9920677303,0,4,1,3,2,-4,-2,-5
9920693692,-2,-6,-2,-2,3,-3,0,-2
9920693692,1,-2,-1,-5,-4,0,-1,-4
9920695082,0,-2,-2,-3,-1,-1,0,1
9920695082,-2,-2,1,-3,-2,1,-1,3
9920707923,0,-2,2,-3,-4,-1,-5,-14
9920707923,-2,-2,-5,2,6,-2,-1,4
9920714698,-1,0,-2,-2,-5,-4,-2,-2
9920714698,-1,-1,-3,-4,0,1,1,-5
9920730377,-2,-1,2,1,2,3,-2,5
9920730377,-1,-1,0,1,-1,0,0,-1
9920737183,1,1,-6,-4,0,-3,-1,-3
9920737183,-2,-1,1,-4,-6,-2,-2,-1
9920753513,1,0,-2,2,-1,-4,2,1
9920753513,3,-1,1,-3,0,2,-1,1
9920755140,0,-3,-3,3,2,-3,3,3
9920755140,-1,-3,-2,2,1,0,0,1
9920767996,-3,1,2,-1,-1,1,-5,-6
9920767996,-3,-1,-2,0,-6,-1,-1,-2
9920774851,-2,-1,-2,1,1,-1,-3,-4
9920774851,0,-3,1,-4,-5,2,-1,1
9920790504,-1,5,0,-2,0,-3,1,1
9920790504,-1,2,-4,-3,1,-1,-3,-6
9920797202,-2,-1,1,-4,-9,0,-1,4
9920797202,0,-4,-4,2,8,-4,-3,-4
9920813520,-1,-2,-2,-1,-2,0,1,1
9920813520,0,1,5,0,-2,0,-3,-1
9920815093,-1,-1,-4,-2,-4,0,-1,1
9920815093,-1,1,0,2,-4,-4,-2,-8
9920827979,-3,-1,-6,0,-3,-2,-2,3
9920827979,-1,-1,-3,0,0,-2,-1,1
9920834736,1,1,2,-3,4,2,1,0
9920834736,-3,0,-1,-2,-2,-1,-2,-3
9920850387,-1,-2,-4,2,-2,2,1,2
9920850387,-1,-1,0,1,-1,-5,3,1
9920857157,-3,1,-1,-4,3,-3,-1,-1
9920857157,-2,0,2,-2,2,1,-2,0
9920873488,1,-2,-4,0,1,-2,0,-2
9920873488,1,2,4,0,-3,2,2,1
9920875074,-3,-1,1,2,-1,0,-1,-9
9920875074,2,-3,-3,-3,-2,0,-1,3
9920887800,0,3,-1,0,-2,-1,-3,-3
9920887800,-2,-1,-4,-2,-1,-3,2,1
9920894614,1,-3,0,-3,1,0,-3,-1
9920894614,-1,2,4,-3,-3,-1,1,-1
9920910399,0,-1,-1,-4,-2,0,0,2
9920910399,-1,-2,-3,0,-1,-1,-2,-2
9920917134,-2,-1,-1,3,-2,-2,-1,-1
9920917134,-1,-2,-5,2,-5,0,-2,0
9920933469,4,1,2,-1,0,-4,-1,0
9920933469,-2,1,-2,0,2,-2,-4,1
9920935070,-2,-1,-1,-2,1,-2,2,1
9920935070,-2,-4,-2,1,-7,-3,0,3
9920947768,-1,0,-4,-3,2,0,-3,-3
9920947768,-1,-3,2,1,-5,0,2,-3
9920954643,0,2,-3,-4,-2,-1,-5,-1
9920954643,2,-2,-1,4,0,-1,2,-3
9920970540,-1,-3,2,0,-3,0,-1,0
9920970540,-3,-1,-4,1,-1,-2,-3,-6
9920977409,-1,-2,-5,1,0,-1,2,5
9920977409,2,2,3,0,1,-4,-2,0
9920993757,-1,1,2,-3,1,-1,2,-4
9920993757,-2,0,-6,-5,1,-1,0,1
9920995165,-2,-1,1,1,0,-1,-3,-4
9920995165,-1,-2,-7,0,1,-3,0,1
9921007970,-1,-1,1,1,-2,0,-2,1
9921007970,-1,-2,4,-2,1,-2,-1,1
9921014655,-2,-1,1,-3,-4,-2,-1,-9
9921014655,-1,-1,-2,-1,-2,-2,-4,-1
9921030393,-1,-2,-1,-1,-1,0,1,0
9921030393,-1,-4,-2,-2,-2,-1,-2,-4
9921037271,2,1,-1,-3,-3,1,-1,1
9921037271,-1,-1,2,-3,1,-1,3,-3
9921053643,-4,-4,-5,-1,0,1,-4,2
9921053643,-2,1,4,0,-2,-2,-5,-6
9921055107,1,-1,0,3,0,-3,3,2
9921055107,-1,0,-3,-1,-3,-1,-3,0
