myot,myox,myoy,myoz
1458181516,myox,myoy,myoz
42680007430,0.983887,-0.0800781,0.043457
42680023872,0.975586,-0.0776367,0.0371094
42680045136,0.976074,-0.0737305,0.0375977
42680068788,0.975586,-0.0888672,0.0473633
42680083816,0.970703,-0.0854492,0.0405273
42680105176,0.96875,-0.0810547,0.046875
42680128778,0.98291,-0.0878906,0.0488281
42680159487,0.97998,-0.0786133,0.0458984
42680168682,0.978516,-0.0732422,0.0390625
42680191077,0.977051,-0.0756836,0.0327148
42680206673,0.970703,-0.0830078,0.0356445
42680226973,0.975586,-0.0791016,0.0351562
42680249377,0.977539,-0.0791016,0.0463867
42680277474,0.978516,-0.0771484,0.0458984
42680293821,0.976074,-0.0761719,0.0478516
42680309599,0.974609,-0.0737305,0.0375977
42680322502,0.975098,-0.0810547,0.0371094
42680345615,0.979492,-0.0742188,0.0419922
42680368160,0.975586,-0.0742188,0.0463867
42680382453,0.980957,-0.078125,0.043457
42680405632,0.975586,-0.0791016,0.0483398
42680428114,0.977539,-0.074707,0.0483398
42680442489,0.977539,-0.0751953,0.0454102
42680465652,0.970215,-0.0810547,0.0395508
42680488113,0.970703,-0.078125,0.0419922
42680502465,0.975586,-0.0825195,0.0454102
42680525633,0.970215,-0.0712891,0.0424805
42680548144,0.977539,-0.0756836,0.0473633
42680562510,0.979492,-0.081543,0.043457
42680585631,0.979492,-0.0742188,0.0454102
42680608116,0.97168,-0.0737305,0.0522461
42680623909,0.966797,-0.0869141,0.0488281
42680644965,0.980469,-0.0712891,0.0454102
42680668139,0.973633,-0.0737305,0.0424805
42680682438,0.970703,-0.0830078,0.0512695
42680704934,0.975098,-0.074707,0.0473633
42680728109,0.975098,-0.0756836,0.0541992
42680742457,0.976562,-0.0771484,0.0424805
42680764993,0.976562,-0.0791016,0.0498047
42680788162,0.978516,-0.0771484,0.0444336
42680802427,0.97998,-0.0791016,0.0410156
42680826415,0.973145,-0.078125,0.0366211
42680848103,0.974121,-0.0795898,0.0454102
42680862503,0.976562,-0.0761719,0.0517578
42680884991,0.973633,-0.0742188,0.0429688
42680908153,0.97168,-0.0820312,0.0424805
42680923922,0.979004,-0.0830078,0.0512695
42680945026,0.970703,-0.0854492,0.0532227
42680968119,0.967773,-0.0703125,0.0415039
42680983931,0.966797,-0.0698242,0.0483398
42681004965,0.969727,-0.0625,0.0454102
42681028141,0.972168,-0.0898438,0.0566406
42681043881,0.978516,-0.0913086,0.0571289
42681064945,0.977539,-0.0830078,0.0366211
42681088098,0.975098,-0.0698242,0.0283203
42681103875,1.00244,-0.0820312,0.0566406
42681124963,0.984863,-0.0673828,0.0644531
42681148118,0.98291,-0.0693359,0.0722656
42681163874,0.969238,-0.0810547,0.0668945
42681185000,0.96875,-0.081543,0.0703125
42681208114,0.964355,-0.0874023,0.0654297
42681223927,0.978027,-0.0839844,0.0629883
42681244971,0.978516,-0.0717773,0.0698242
42681267484,0.96875,-0.0629883,0.074707
42681283958,0.969727,-0.0551758,0.0742188
42681304998,0.976562,-0.0673828,0.0927734
42681335651,1.00293,-0.0678711,0.0771484
42681343918,0.992676,-0.078125,0.0595703
42681364946,0.974121,-0.0761719,0.0576172
42681387539,0.962402,-0.0625,0.0566406
42681403962,0.95459,-0.0551758,0.0664062
42681425025,0.969238,-0.0649414,0.0698242
42681447521,0.980469,-0.0649414,0.0874023
42681463912,0.999023,-0.0610352,0.0810547
42681485230,1.0166,-0.0493164,0.0664062
42681507496,1.0166,-0.0444336,0.0449219
42681523912,1.05908,-0.0473633,0.0859375
42681544986,1.09619,-0.0629883,0.131836
42681567490,1.11475,-0.0361328,0.146973
42681583907,1.17383,0.00439453,0.11084
42681604905,1.2085,-0.0390625,0.145996
42681627457,1.26562,-0.0361328,0.23291
42681643932,1.30859,-0.121094,0.375488
42681664942,1.09717,-0.227051,0.0390625
42681687450,1.01123,-0.251465,-0.0356445
42681703930,1.03955,-0.146484,0.294434
42681725204,0.821289,-0.160156,0.4375
42681747705,0.780273,0.0297852,0.56543
42681765473,0.700195,0.0922852,0.592285
42681785186,0.68457,0.161133,0.582031
42681807709,0.682617,0.150391,0.575684
42681824123,0.768555,0.151855,0.523438
42681845166,0.837891,0.129883,0.476074
42681867641,0.891602,0.0742188,0.415527
42681885386,0.981445,0.0395508,0.328125
42681914570,1.03857,0.0102539,0.257324
42681927446,1.11133,0,0.206543
42681951405,1.16113,-0.046875,0.16748
42681966415,1.17188,-0.0195312,0.138672
42681987487,1.18066,-0.0581055,0.143066
42682003933,1.14355,-0.175293,-0.0717773
42682026486,1.12158,-0.189453,-0.0336914
42682047705,1.10693,-0.174805,-0.103027
42682064078,1.05518,-0.214844,-0.213379
42682086557,0.960938,-0.182129,-0.22998
42682107487,0.93457,-0.165527,-0.379883
42682123935,0.88916,-0.199707,-0.4375
42682146467,0.822266,-0.263184,-0.399902
42682169028,0.794922,-0.107422,-0.203613
42682191397,1.57178,-0.578613,1.83398
42682206402,1.2417,0.212891,0.0976562
42682227487,1.35107,0.196777,-0.362305
42682251434,1.10205,-0.111328,0.191895
42682266445,0.776855,-0.42041,0.231934
42682287719,0.897461,-0.274902,0.22168
42682303940,0.989258,-0.172363,0.424805
42682326520,1.01514,0.00585938,0.265137
42682347699,1.08594,-0.0273438,0.25
42682363211,1.0376,-0.195801,0.200195
42682385945,0.926758,-0.192871,0.188965
42682408361,0.869141,-0.31543,0.263184
42682423372,0.874023,-0.365234,0.222168
42682445841,0.895508,-0.315918,0.245605
42682469669,0.906738,-0.243652,0.300781
42682490652,0.911621,-0.28125,0.224609
42682505627,0.892578,-0.287109,0.22168
42682528134,0.919434,-0.290527,0.189941
42682543123,0.90625,-0.28125,0.144531
42682565631,0.91748,-0.0908203,0.0610352
42682588150,0.941406,-0.455566,0.180664
42682603378,0.903809,-0.783691,0.143066
42682625902,0.986816,0.125488,0.0078125
42682648259,1.13281,-0.0322266,-0.0161133
42682670870,1.02832,-0.138672,0.0405273
42682686096,0.974121,-0.180176,0.019043
42682708338,0.918945,-0.313965,0.0419922
42682723287,0.890137,-0.410156,0.015625
42682747214,0.964844,-0.355957,-0.0849609
42682776091,0.994629,-0.256836,-0.0854492
42682784408,1.06299,-0.185547,-0.0678711
42682805683,1.14355,-0.0532227,-0.132812
42682828168,1.16553,-0.00878906,-0.101562
42682850672,1.16016,-0.0917969,-0.0493164
42682865867,1.27441,-0.131348,0.0151367
42682888399,1.54541,-0.143555,0.319336
42682903199,1.98291,-0.428711,0.812988
42682925896,2.0459,-0.236816,1.51758
42682948239,1.69092,0.86084,1.02539
42682963364,1.44629,-2.03955,-0.418457
42682985870,1.48389,-1.10205,-0.777832
42683008308,1.75342,-0.216797,-0.73291
42683030656,0.927246,-0.0698242,0.280273
42683047124,0.425293,-0.3125,0.422852
42683068641,0.31543,0.0913086,0.446289
42683083212,0.294434,0.0195312,0.236816
42683105676,0.319336,-0.0888672,0.216797
42683128224,0.330566,-0.208984,0.221191
42683143278,0.425293,-0.266602,0.184082
42683165794,0.516602,-0.242676,0.174316
42683188382,0.614746,-0.199707,0.184082
42683204656,0.718262,-0.166504,0.121094
42683225722,0.863281,-0.0595703,0.0932617
42683248341,1.16699,0.0722656,-0.0244141
42683271537,1.42334,0.0703125,-0.210449
42683287227,1.63574,-0.0170898,-0.0522461
42683308190,1.91943,-0.224121,-0.175293
42683323182,2.04883,-0.180664,-0.337891
42683345686,1.96533,-0.331055,-0.460449
42683376362,1.91211,-0.449219,-0.692871
42683383234,1.60596,-0.222168,-1.17432
42683405657,1.21875,0.29834,-2.12158
42683428250,0.849609,-0.582031,-1.60645
42683443278,1.16064,-0.523438,-1.16064
42683465827,1.31934,-0.419922,-0.291992
42683488382,1.18164,-0.156738,4.03955
42683503276,1.69287,0.0644531,0.34668
42683527173,1.49951,0.354004,-1.05273
42683548232,1.20312,0.0546875,-0.0473633
42683563164,1.21094,-0.162109,0.241211
42683585647,0.637695,-0.4375,0.3125
42683608152,1.00244,-0.149414,0.296387
42683623137,1.0459,-0.183594,0.225098
42683645653,1.14893,0.00439453,0.0595703
42683668157,0.98291,-0.239746,0.197754
42683683368,1.01025,-0.205566,0.109863
42683705770,1.03418,-0.0981445,0.131348
42683728339,0.975098,-0.263184,0.149414
42683743431,0.917969,-0.369141,0.14209
42683765868,0.909668,-0.333984,0.0317383
42683788343,0.880371,-0.328613,0.0297852
42683804090,0.87207,-0.330566,0.0336914
42683825896,0.95166,-0.212402,0.0288086
42683848245,1.03564,-0.19873,0.0507812
42683863958,1.02832,-0.179199,-0.00878906
42683893184,0.994629,-0.149902,-0.034668
42683908186,0.952637,-0.241211,-0.0424805
42683930928,0.947266,-0.325684,-0.0390625
42683948260,0.972168,-0.33252,-0.0727539
42683968296,1.02002,-0.216797,-0.147949
42683984102,1.03467,-0.185547,-0.146973
42684007150,1.05029,-0.20459,-0.113281
42684028273,1.09082,-0.195801,-0.123047
42684044005,1.15625,-0.158691,-0.134277
42684067234,1.26416,-0.193848,-0.0556641
42684088437,1.44678,-0.193848,0.0839844
42684103973,1.84668,0.0195312,0.348633
42684126946,2.29248,-0.171875,1.08643
