myoTS,x,y,z
41218374988,5.375,-0.3125,-0.5625
41218389937,-3.8125,0.875,1.3125
41218413573,-8.4375,1.9375,1.75
41218434954,-5.9375,2.75,1.4375
41218449896,-2.25,3.625,1.0625
41218473602,-0.625,3.8125,0.3125
41218527477,1,2,-0.375
41218528210,0.4375,-0.4375,-0.125
41218537891,-2.5625,-2.8125,0.5625
41218554884,-3.625,-4.5,1.125
41218578463,1.25,-5.875,0.625
41218596377,6.3125,-6.125,-0.4375
41218637917,6.5625,-5.1875,-1.25
41218638702,3.0625,-3.4375,-0.375
41218652346,0.9375,-1,0.5
41218675474,1.375,1.5625,0.6875
41218691242,4.4375,2.875,0.125
41218713715,4.125,3.0625,0.0625
41218735415,-1,2.3125,0.625
41218751248,-5.25,0.3125,1.25
41218772232,-3.3125,-1.875,0.5625
41218795364,2.4375,-3,-0.625
41218811148,7.125,-2.75,-2.0625
41218832218,12.3125,-2.125,-3.6875
41218856787,13.125,-0.8125,-3.4375
41218871134,11.125,0.75,-2.875
41218892179,6.5,2.3125,-1.8125
41218915477,0.875,4.0625,-1.5
41218931134,-1.125,3.5625,-2.125
41218952275,1.3125,2.75,-2.0625
41218975487,1.4375,2.25,-1.25
41218991186,1.8125,1.5,-0.625
41219012340,4.5625,-0.5625,-1.1875
41219035543,5.125,-2.125,-1.25
41219051234,3.75,-1.8125,-1.125
41219072318,2.875,-1.1875,-1
41219095486,4,-0.9375,-0.9375
41219111202,2.8125,0,-0.125
41219132192,-1.9375,1.625,0.375
41219155397,-3.9375,3.125,0.4375
41219171149,-2.4375,3.75,0.6875
41219192195,0.0625,3.75,0.4375
41219215375,1.5,2.6875,0.4375
41219231143,1.4375,1.0625,1.5
41219260463,-0.4375,-0.125,2.3125
41219275491,-1.4375,-1.3125,1.625
41219291206,-1.0625,-1.9375,0.75
41219313746,-0.375,-1.8125,0
41219335390,1.625,-1.4375,-0.5
41219351221,2.25,-0.9375,0.0625
41219373780,-1,0.0625,1.0625
41219395458,-3.5625,0.5625,1.1875
41219411253,-2.1875,0.3125,0.6875
41219433676,0.5,-0.25,0.75
41219455409,1.125,-0.1875,1
41219471207,1,-0.125,0.6875
41219493756,4.0625,-0.4375,0.0625
41219515548,5.9375,-0.1875,-0.5625
41219531263,2.75,0.375,-0.25
41219553712,-2.5625,0.625,0.75
41219574762,-5,0.625,1.1875
41219591237,-2.4375,-0.1875,0.875
41219613690,0,-0.9375,0.875
41219636167,0.375,-0.9375,1.1875
41219657940,0.0625,-1.0625,0.8125
41219673671,1.625,-1.75,-0.5625
41219696161,4.8125,-2.6875,-1.3125
41219717960,3.4375,-2.1875,-1.3125
41219733729,0.875,-1,-1.5
41219756249,2.6875,-0.3125,-2.6875
41219779460,4.75,0.75,-2.875
41219793789,3.75,2.4375,-2.125
41219816354,1.875,3.5625,-1.3125
41219839393,0.5,4.125,-1.5
41219853759,1.1875,4.0625,-2.75
41219876272,6.6875,2.5625,-4.375
41219899376,12.8125,0.625,-4.1875
41219921846,11.3125,-0.0625,-1.9375
41219936167,5.5,-0.25,0.125
41219959348,1.625,-1.5,0.5625
41219973731,-1.1875,-2.375,0.375
41219996136,-5.8125,-2.5,-1.375
41220019364,-7.8125,-3.875,-2.5
41220033762,-2.625,-4.4375,-1.875
41220056296,-3.3125,-3.125,1.5625
41220079472,-8.75,-1.125,3.875
41220093764,-13.125,-0.0625,3.1875
41220116240,-11.5625,-0.625,1.0625
41220145543,-1.1875,-4.9375,2
41220153789,-0.3125,-3.625,2.5
41220183706,-3.1875,-0.875,4.125
41220189838,-2.4375,0.375,5
41220212940,-1.125,-0.1875,3.8125
41220235438,-2.9375,-1,2.3125
41220249734,-4.5,-2.1875,1.8125
41220272954,-5.8125,-3.8125,2.125
41220295471,-7.9375,-5.1875,1.6875
41220309754,-12.1875,-5.25,1.625
41220332925,-15.375,-4.1875,1.1875
41220355393,-16,-2.6875,1.3125
41220369876,-14.75,-1.0625,1.75
41220393037,-8.75,-1.3125,2.125
41220415479,-5.125,0.6875,3.0625
41220429833,-1.3125,2.375,4.6875
41220453007,-1.4375,2.5625,5.875
41220475436,-3.375,1.5,5.375
41220489800,-4.0625,0.1875,4.375
41220513011,-5.0625,-1,3.875
41220535528,-7.3125,-1.75,4.3125
41220557971,-6.6875,-1.5,4.375
41220572864,-4.3125,-1.4375,4
41220595431,-1.625,-0.8125,3
41220609731,-0.625,0,1.9375
41220632902,1.8125,0.1875,0.5625
41220655412,2.375,0.375,-0.1875
41220669774,2.75,-0.5625,-0.3125
41220692361,3.375,-0.75,-0.625
41220715485,2.625,-0.0625,-0.5
41220729831,2.1875,0.3125,-0.875
41220752344,4.9375,-0.875,-0.9375
41220775540,6,1.25,-1.25
41220789795,11.4375,3.3125,-1.1875
41220812303,14.5625,5.75,0.0625
41220835573,14.25,6.375,0.3125
41220849865,12.75,4.9375,-0.625
41220872298,7.875,3.125,-1.0625
41220895406,2.125,1.6875,-1.0625
41220909728,0.9375,0.4375,-1.75
41220932260,3.8125,-1.0625,-2.1875
41220955405,7,-1.625,-2.375
41220969747,7.5625,-0.9375,-2.25
41220992258,5.4375,0.0625,-2.125
41221015534,4.625,0.5625,-2.125
41221029857,6.9375,0.75,-1.3125
41221052335,13.4375,0.1875,-0.3125
41221075567,24.8125,-0.625,-2
41221089871,36.75,0.9375,-6.5
41221112297,38.6875,4.125,-7.5
41221135574,30.3125,8.875,-7.5625
41221149784,29.5,10.4375,-9.5625
41221172347,35.375,11.3125,-9.5
41221195450,35.9375,14.625,-8.9375
41221209820,33.4375,14.5,-8.6875
41221232374,26.0625,11,-10.375
41221255476,21.625,10,-11.375
41221269847,18,13.6875,-7.25
41221292400,19,13.125,-5.25
41221315483,22.125,7.3125,-7.25
41221329810,25,7.875,-10.5
41221352254,14.4375,11.5,-10.1875
41221375427,5.5,12.875,-8.6875
41221389782,12.875,8.9375,-7.625
41221412284,18.625,3.8125,-7.25
41221435439,18.8125,5.5,-5.4375
41221449808,17.125,9.4375,-4.625
41221472274,12.25,13.375,-7.8125
41221495498,6.875,13.0625,-11.1875
41221509885,15.75,11.4375,-10.9375
41221532330,30,9.4375,-7.875
41221555528,28.875,8.375,-4.8125
41221569893,22.125,6.6875,-1.375
41221592395,7,4.1875,-2.25
41221616354,-3.8125,0.8125,-3.375
41221629871,-1.3125,1.25,-2.75
41221652407,3.3125,2.3125,0.3125
41221674929,1.5625,-1.25,3.9375
41221689790,9.6875,-8.75,8.3125
41221712393,9.0625,-13.4375,11.3125
41221734842,-1.9375,-14.625,10.6875
41221749902,-10.3125,-10.6875,11.875
41221772414,-19.1875,-6.125,12.8125
41221794879,-17.6875,-4.8125,11.9375
41221809873,-13.3125,-8.5625,11.75
41221832396,-11.1875,-12.1875,9.6875
41221863577,-4.4375,-11.125,7
41221869775,0.1875,-4.1875,6.5625
41221892313,7.75,4.25,3.4375
41221914840,9.625,9.6875,2.5625
41221929878,4.875,13.1875,3.5
41221952267,1.875,14.375,3.125
41221974881,3.3125,13.8125,1.3125
41221992718,2.875,11,-1.125
41222012308,-1.1875,8.125,-2.375
41222034809,-4.6875,3.6875,-2.3125
41222049941,-4.375,0.8125,-2.125
41222072403,-3.5625,-0.5,-1.3125
41222094934,-2.3125,-0.8125,-1.4375
41222109905,-2.625,-0.8125,-1.125
41222132369,-1.6875,-0.75,-1.4375
41222164371,1.75,-1.1875,-1.6875
41222169838,5.25,-1,-1.6875
41222192394,5.1875,-0.4375,-0.875
41222214786,3.5625,-1.0625,-0.3125
41222229784,1.4375,-2,-0.1875
41222252327,1.6875,-1.9375,-0.5
41222274838,1.5,-1.9375,-0.8125
41222289776,0.1875,-2.4375,-1.8125
41222312295,-1.6875,-3.6875,-2
41222335269,0.4375,-5.125,-1.6875
41222349865,1.25,-5.25,-1.4375
41222372401,1.5,-4.375,-2.125
41222394730,2.1875,-2.9375,-2.6875
41222411246,3.625,-2.0625,-2.4375
41222432357,4.9375,-1.75,-1.6875
41222454780,5.875,-1.6875,-1.375
41222471298,3.75,-1.375,-0.375
41222492321,1.9375,-0.375,0
41222514849,0.875,-0.375,-0.25
41222531311,1.125,-0.625,0
41222552354,2.0625,-0.5,-0.125
41222574795,2.75,0.625,-0.375
41222591378,4.25,0.625,-0.75
41222612372,5.4375,0.125,0.125
41222634829,4,0.5625,1.3125
41222651214,0.5625,1.6875,2.3125
41222672414,-3,2.0625,2.625
41222694778,-3.0625,1.125,2.0625
41222711243,-1.5,-0.4375,1.375
41222732248,-1.125,-0.5625,1.5625
41222754848,-1.8125,-0.1875,1.5625
41222771419,-3.6875,0.6875,1.375
41222792346,-5.3125,0.375,1.4375
41222814915,-6.8125,0,1.4375
41222831355,-6.8125,-0.625,0.9375
41222852376,-5.25,-0.75,0.5
41222874814,-2.375,-0.625,0.5625
41222891334,-2,-0.25,0.875
41222912345,-2.25,-0.1875,1.1875
41222934929,-2.125,-0.3125,1.25
41222951214,-0.625,-0.6875,1.3125
41222973765,-1.5,0,1.1875
41222994774,-2.0625,-0.25,0.75
41223011211,-1.4375,-0.875,0.125
41223032257,0.0625,-1.25,-0.1875
41223054794,-0.25,-1.25,0.4375
41223071241,-1.9375,-0.8125,0.8125
41223092313,-3.5,-0.3125,1.125
41223114863,-3.4375,-0.3125,0.8125
41223131345,-3.0625,-0.4375,0.25
41223152369,-1.6875,-1,-0.125
41223174916,-1.5,-1.4375,0.1875
41223191326,-2.4375,-1.4375,0.75
41223212475,-3.375,-1,1.0625
41223234904,-2.9375,-1.1875,0.375
41223251272,-2.0625,-1.5,0.1875
41223272445,-1.5,-2,0.25
41223294861,-2.125,-2.3125,0.625
41223311295,-3.4375,-2.875,0.75
41223333743,-4.625,-3.6875,0.6875
41223354840,-4.1875,-3.5625,0.5625
41223371342,-4.9375,-3,1.125
41223393844,-6,-3.375,0.5
41223414912,-6,-3.875,0.625
41223431288,-6.125,-4.4375,1.375
41223453757,-6.4375,-4.125,1.75
41223474846,-7.0625,-2.8125,1.625
41223491272,-4.8125,-1.9375,1.1875
41223513762,-3.1875,-1.9375,0.9375
41223534838,-2.9375,-1.8125,1.125
41223551267,-3.375,-1.8125,1.3125
41223573773,-3.625,-1.6875,1.625
41223594821,-7.5625,-1.8125,3.25
41223611281,-9.625,-3.9375,1.6875
41223633758,-10.25,-7.5,-1.5625
41223654813,-20.4375,-11.6875,-2.6875
41223671273,-30.0625,-25.3125,-6.3125
41223693771,-60.1875,-36.5625,-6
41223714907,-91.25,-33.0625,-9.1875
41223731334,-124.188,-19.0625,-14.25
41223753810,-139.125,-3.1875,-20.4375
41223774839,-132.688,4.3125,-21.625
41223791302,-118.625,8,-17.3125
41223813811,-93.125,7.3125,-15.0625
41223834976,-27.6875,1.125,-24.5625
41223851379,11.3125,4.4375,-22.0625
41223873811,-25.8125,10.125,-22
41223894859,-64.0625,7.625,-27.125
41223911239,-66.625,0.75,-25
41223932974,-48.4375,-10.4375,-29.375
41223955512,-42.625,-19.25,-35.4375
41223970497,-53.1875,-24.375,-41.75
41223993012,-62,-32.25,-49.3125
41224015455,-65.125,-42.6875,-54.875
41224030534,-69,-51.875,-59.9375
41224053070,-75.4375,-57.75,-63.6875
