myot,x,y,z
74255532410,28.625,58.375,40.875
74255547384,34.875,51.0625,45.3125
74255571025,47.375,43.4375,50.0625
74255592359,56.75,40.125,52.1875
74255607453,62.125,39.25,46.1875
74255631093,45.1875,40.1875,33.375
74255676044,68.1875,43.375,32
74255685059,126.5,15.625,2
74255693777,221.75,-23.1875,-36.1875
74255712834,179.438,-46.75,-62.25
74255728914,117.25,-61.6875,-85.75
74255751085,63,-73.1875,-106.938
74255795214,47.0625,-71.8125,-102.5
74255804888,83.5625,-54.0625,-81.6875
74255811166,186.938,-32.0625,-61
74255832928,124.25,36.6875,-7.8125
74255848664,152.688,41.625,14.6875
74255869783,15.5625,-6.1875,60.5625
74255892924,29.75,0.8125,55.3125
74255908678,-64.1875,-38.9375,46.5625
74255929713,-54.375,-40.3125,49.5
74255952784,38.4375,-43.9375,23.1875
74255968664,49.5,-42.6875,23.3125
74255989730,31,-41.5,22.5625
74256012837,16.25,-50.375,21.9375
74256028593,30.375,-50.75,13.8125
74256049665,33.5,-43.1875,10.375
74256072884,24.875,-44.375,10.1875
74256088621,15.875,-40,7.5625
74256117928,-38.75,-38.125,13.75
74256132948,-15.4375,-42.125,7.3125
74256148640,8.5,-50.0625,-2.875
74256169747,-0.625,-57.125,-1.25
74256192914,-17.6875,-59.375,3.3125
74256208709,-0.875,-64.3125,4
74256231111,2.1875,-78.75,1.4375
74256252908,14.625,-92.75,-5.0625
74256268671,3,-99.5,-2.0625
74256291115,-9.875,-107.188,-5.0625
74256312840,-15.4375,-116.062,-8.5625
74256328615,-21.4375,-105.875,-16.125
74256351108,-22.4375,-98.6875,-30.1875
74256366105,-18.625,-88.6875,-41.8125
74256388615,-28.6875,-80.4375,-43.5
74256411158,-28.125,-84.8125,-46.0625
74256426113,-25.25,-74.1875,-47.0625
74256448723,-25.4375,-72.3125,-46.1875
74256471219,-19.75,-69.8125,-46.75
74256492248,-17.4375,-66.6875,-48.75
74256508613,-3.4375,-66.25,-57
74256531107,5.6875,-65.6875,-59.1875
74256552154,6.5,-71.8125,-52
74256577509,3.8125,-78.6875,-43.4375
