myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
150927533521,0.96875,-0.0161133,0.05322270x7fff5fbfe038
150927557225,0.976074,-0.00878906,0.05175780x7fff5fbfe038
150927586581,0.978516,0.00146484,0.05078120x7fff5fbfe038
150927593511,0.975098,-0.0102539,0.05126950x7fff5fbfe038
150927624711,0.978516,-0.0078125,0.05322270x7fff5fbfe038
150927639733,0.97168,-0.00488281,0.03955080x7fff5fbfe038
150927693750,0.975098,-0.0141602,0.04101560x7fff5fbfe038
150927694438,0.975098,0.000488281,0.04248050x7fff5fbfe038
150927703900,0.97998,-0.00683594,0.04248050x7fff5fbfe038
150927717449,0.984863,-0.0117188,0.04931640x7fff5fbfe038
150927739907,0.989258,-0.00195312,0.04931640x7fff5fbfe038
150927758557,0.983887,-0.00732422,0.05859380x7fff5fbfe038
150927775076,0.978027,-0.0170898,0.05273440x7fff5fbfe038
150927813157,0.978516,-0.0332031,0.06396480x7fff5fbfe038
150927821072,0.982422,-0.0185547,0.06152340x7fff5fbfe038
150927841558,0.981445,-0.0126953,0.06738280x7fff5fbfe038
150927863997,0.977539,-0.00976562,0.0659180x7fff5fbfe038
150927879014,0.97168,-0.0229492,0.06396480x7fff5fbfe038
150927894810,0.978027,-0.0249023,0.05615230x7fff5fbfe038
150927915817,0.975586,-0.0185547,0.06005860x7fff5fbfe038
150927938969,0.977539,-0.0195312,0.05712890x7fff5fbfe038
150927954796,0.977051,-0.0258789,0.06103520x7fff5fbfe038
150927975919,0.977539,-0.0229492,0.05810550x7fff5fbfe038
150927999082,0.979492,-0.027832,0.05419920x7fff5fbfe038
150928014784,0.975098,-0.03125,0.05712890x7fff5fbfe038
150928035917,0.984375,-0.0361328,0.06347660x7fff5fbfe038
150928058970,0.978516,-0.0185547,0.06542970x7fff5fbfe038
150928074779,0.975586,-0.0322266,0.05517580x7fff5fbfe038
150928095912,0.974121,-0.0410156,0.06396480x7fff5fbfe038
150928119049,0.978516,-0.0219727,0.06298830x7fff5fbfe038
150928151155,0.973145,-0.0341797,0.07177730x7fff5fbfe038
150928155832,0.97998,-0.0395508,0.06640620x7fff5fbfe038
150928178324,0.974609,-0.0234375,0.06054690x7fff5fbfe038
150928194772,0.976074,-0.0322266,0.06689450x7fff5fbfe038
150928215846,0.97998,-0.03125,0.06689450x7fff5fbfe038
150928238370,0.974121,-0.0302734,0.07080080x7fff5fbfe038
150928254758,0.976074,-0.0380859,0.06298830x7fff5fbfe038
150928284062,0.976074,-0.0322266,0.07421880x7fff5fbfe038
150928298366,0.977051,-0.0356445,0.07568360x7fff5fbfe038
150928314755,0.980469,-0.0375977,0.06542970x7fff5fbfe038
150928337274,0.975586,-0.0336914,0.06347660x7fff5fbfe038
150928358332,0.973145,-0.0380859,0.06835940x7fff5fbfe038
150928376269,0.972656,-0.0366211,0.06884770x7fff5fbfe038
150928395888,0.980957,-0.0361328,0.06835940x7fff5fbfe038
150928418383,0.974121,-0.0400391,0.06835940x7fff5fbfe038
150928434777,0.975098,-0.0380859,0.06982420x7fff5fbfe038
150928457255,0.977051,-0.0371094,0.07080080x7fff5fbfe038
150928478334,0.976562,-0.0356445,0.06982420x7fff5fbfe038
150928494788,0.979004,-0.0400391,0.07861330x7fff5fbfe038
150928517257,0.974121,-0.0356445,0.07568360x7fff5fbfe038
150928538377,0.973633,-0.0439453,0.07666020x7fff5fbfe038
150928554800,0.972656,-0.0371094,0.07177730x7fff5fbfe038
150928577311,0.978516,-0.0336914,0.06640620x7fff5fbfe038
150928598353,0.978027,-0.0454102,0.06884770x7fff5fbfe038
150928614825,0.982422,-0.0424805,0.07958980x7fff5fbfe038
150928637332,0.983887,-0.0297852,0.06835940x7fff5fbfe038
150928658394,0.988281,-0.0332031,0.08203120x7fff5fbfe038
150928674821,0.975098,-0.0307617,0.07714840x7fff5fbfe038
150928697763,0.990234,-0.0405273,0.09082030x7fff5fbfe038
150928718388,0.967285,-0.0263672,0.08398440x7fff5fbfe038
150928734760,0.988281,-0.0551758,0.0815430x7fff5fbfe038
150928757268,0.999023,-0.0366211,0.1083980x7fff5fbfe038
150928778359,0.956543,-0.0112305,0.07958980x7fff5fbfe038
150928794835,0.963867,-0.0693359,0.05957030x7fff5fbfe038
150928817277,0.967773,-0.0493164,0.03906250x7fff5fbfe038
150928838357,0.960938,-0.0200195,0.04150390x7fff5fbfe038
150928854757,0.974121,-0.0742188,0.04492190x7fff5fbfe038
150928877260,0.964844,-0.0136719,0.0190430x7fff5fbfe038
150928898395,0.955566,-0.0307617,0.006347660x7fff5fbfe038
150928914785,0.968262,-0.0307617,-0.02050780x7fff5fbfe038
150928937376,0.9375,0.000488281,-0.01806640x7fff5fbfe038
150928958359,0.937988,-0.128418,0.01171880x7fff5fbfe038
150928980878,0.928711,-0.149414,0.02929690x7fff5fbfe038
150928997380,1.00684,-0.0371094,0.06689450x7fff5fbfe038
150929018392,1.13672,-0.12207,0.09960940x7fff5fbfe038
150929040915,1.04883,-0.0551758,0.06445310x7fff5fbfe038
150929057286,0.932129,-0.102051,0.1259770x7fff5fbfe038
150929078361,0.91748,-0.149902,0.1440430x7fff5fbfe038
150929100794,0.948242,-0.157715,0.1508790x7fff5fbfe038
150929117306,0.978516,-0.0844727,0.09667970x7fff5fbfe038
150929138330,0.940918,-0.118652,0.1103520x7fff5fbfe038
150929160841,0.92627,-0.0981445,0.1376950x7fff5fbfe038
150929177285,0.912109,-0.0976562,0.1435550x7fff5fbfe038
150929198339,0.997559,-0.166504,0.1977540x7fff5fbfe038
150929220839,1.17676,-0.119629,0.2802730x7fff5fbfe038
150929237320,1.28076,-0.188477,0.2182620x7fff5fbfe038
150929258359,1.55762,0.0532227,0.1494140x7fff5fbfe038
150929280980,1.40869,0.158203,0.07421880x7fff5fbfe038
150929297394,1.44434,-0.436035,0.18750x7fff5fbfe038
150929318443,1.17041,0.0585938,-0.01513670x7fff5fbfe038
150929340965,0.768066,0.393555,-0.2148440x7fff5fbfe038
150929357345,0.470703,0.109375,-0.4506840x7fff5fbfe038
150929378455,0.543945,0.390137,-0.6782230x7fff5fbfe038
150929400951,0.67334,0.421387,-0.6157230x7fff5fbfe038
150929417333,0.552734,0.510254,-0.670410x7fff5fbfe038
150929439833,0.557129,0.31543,-0.4624020x7fff5fbfe038
150929460889,0.522461,0.277344,-0.3403320x7fff5fbfe038
150929477342,0.473145,0.300293,-0.3007810x7fff5fbfe038
150929499816,0.456055,0.211914,-0.2109380x7fff5fbfe038
150929529013,0.419434,0.124512,-0.1093750x7fff5fbfe038
150929537338,0.369629,0.271484,-0.1938480x7fff5fbfe038
150929559831,0.983398,0.203125,-0.1118160x7fff5fbfe038
150929580832,1.27734,-1.28564,0.642090x7fff5fbfe038
150929597347,1.69043,-0.146484,-0.05566410x7fff5fbfe038
150929619869,1.63965,-0.326172,0.05517580x7fff5fbfe038
150929640991,1.45459,-0.0185547,-0.0815430x7fff5fbfe038
150929657308,1.08643,0.32959,0.1816410x7fff5fbfe038
150929679930,1.03174,0.557129,0.1367190x7fff5fbfe038
150929700883,1.18994,-0.0473633,0.08789060x7fff5fbfe038
150929716601,0.956055,-0.285156,-0.04882810x7fff5fbfe038
150929739094,0.865234,0.0356445,0.1166990x7fff5fbfe038
150929761639,0.842285,-0.447754,0.2963870x7fff5fbfe038
150929778044,0.948242,-0.322754,0.1538090x7fff5fbfe038
150929799072,1.00586,-0.182617,0.04394530x7fff5fbfe038
150929821617,1.03857,-0.12207,0.04980470x7fff5fbfe038
150929836581,1.00732,-0.00878906,0.04296880x7fff5fbfe038
150929859092,0.962402,-0.0317383,0.04931640x7fff5fbfe038
150929881620,0.947754,-0.0380859,0.05957030x7fff5fbfe038
150929896572,0.945312,-0.0493164,0.06298830x7fff5fbfe038
150929919020,0.937012,0.0126953,0.05517580x7fff5fbfe038
150929941633,0.946289,0.0180664,0.05810550x7fff5fbfe038
150929956522,0.993164,0.0146484,0.1235350x7fff5fbfe038
150929979124,1.21143,-0.274414,0.1416020x7fff5fbfe038
150930001653,1.16504,-0.0742188,0.1870120x7fff5fbfe038
150930016637,1.23975,0.441895,0.1054690x7fff5fbfe038
150930039119,1.44189,0.342285,0.1284180x7fff5fbfe038
150930061642,1.48926,-0.114746,0.1406250x7fff5fbfe038
150930076369,1.42432,-0.162109,0.02832030x7fff5fbfe038
150930099102,1.37451,-0.143555,0.198730x7fff5fbfe038
150930121653,0.530762,0.342773,-0.3481450x7fff5fbfe038
150930136616,0.447266,0.217285,-0.5805660x7fff5fbfe038
150930159059,0.595215,0.396973,-0.4335940x7fff5fbfe038
150930181660,0.434082,0.411133,-0.4643550x7fff5fbfe038
150930196649,0.445801,0.0776367,-0.3173830x7fff5fbfe038
150930219154,0.368164,0.152832,-0.3476560x7fff5fbfe038
150930241562,0.506348,0.289062,-0.2714840x7fff5fbfe038
150930256628,0.46875,0.219238,-0.1396480x7fff5fbfe038
150930279036,0.495117,0.183105,-0.1240230x7fff5fbfe038
150930301577,0.591309,0.0629883,-0.02001950x7fff5fbfe038
150930316547,0.789551,0.012207,0.07080080x7fff5fbfe038
150930339060,1.02588,-0.0449219,0.1982420x7fff5fbfe038
150930362982,1.31934,0.0961914,-0.8911130x7fff5fbfe038
150930376523,2.01807,0.940918,-0.8427730x7fff5fbfe038
150930399041,1.94385,-0.63916,0.8559570x7fff5fbfe038
150930421575,0.836914,0.240234,0.6967770x7fff5fbfe038
150930436529,0.88623,1.01562,-0.09082030x7fff5fbfe038
150930459093,1.0498,-0.189941,0.1083980x7fff5fbfe038
150930481569,0.807617,-0.360352,0.07568360x7fff5fbfe038
