myot,x,y,z
138511969164,14.25,8.5625,-8.25
138511984127,8.5625,7,-7.4375
138512005483,7.375,5.4375,-7.25
138512029179,15.75,12.9375,-11.0625
138512044151,10.25,7,-9.625
138512065602,3.9375,5,-8.875
138512103004,3.9375,4,-6.25
138512113602,1.625,3.5625,-6
138512129377,-1.5625,3,-4.9375
138512147950,-0.0625,2.0625,-1
138512164347,-2.875,1.0625,-1.1875
138512186903,-3.625,-0.25,-0.4375
138512209128,-2.5625,-1,3.125
138512238433,-4.5,-2.75,2.75
138512248956,-5.375,-3.4375,2.375
138512268391,-5.9375,-4,4.3125
138512282782,-5.6875,-2.6875,3.4375
138512306002,-1.1875,0.5,0.9375
138512328468,0.5,1.6875,-0.3125
138512342820,-1.6875,1,0.25
138512365996,-0.875,-0.125,-0.1875
138512388471,-1.1875,-1.1875,-0.3125
138512402817,-2.75,-1.625,1.5625
138512425969,-1.0625,-2.375,1.6875
138512448577,-0.25,-2.0625,0.6875
138512462843,-1.5625,-2.1875,1.5625
138512486041,-0.125,-0.875,2.625
138512508488,1,-0.0625,3.9375
138512522819,-0.6875,-0.5625,4.125
138512546014,-1.5,-0.875,3.1875
138512568471,1.5,0.5625,3.5
138512582805,5.75,3,-1.875
138512605311,6.9375,3.125,-1.5625
138512628492,4.3125,3.8125,-2.4375
138512642784,6.5,5,-3.9375
138512665282,6.1875,3,-2.25
138512688476,4.1875,2.3125,-2.3125
138512702807,4.0625,3.5,-2.625
138512725322,6.625,4.0625,-3
138512748506,3.8125,2.0625,-3.8125
138512762793,3.875,1.4375,-3.875
138512785249,3.375,0.5,-3
138512809899,3.0625,0.75,-3.875
138512822787,5.25,2.25,-3.1875
138512853469,5.0625,3.25,-4.625
138512868488,5.75,2,-3.6875
138512884203,3.75,0.625,-7.625
138512905340,4.375,-0.125,-4
138512928471,2.1875,-1,-4
138512944272,0.1875,-1,-2.9375
138512965336,2.5625,-0.625,-1
138512988466,0.5,-1,-0.8125
138513004256,-0.125,-1.3125,0.6875
138513025349,-1.3125,-1.4375,1.0625
138513048494,-1.4375,-1.5,1.9375
138513064269,-3.6875,-1.625,1.875
138513085337,-2.5625,-0.8125,2.1875
138513109909,-1.125,0.25,1.1875
138513124253,-1.625,1,-0.125
138513153491,-0.5625,1.5625,0.5625
138513169714,-1.25,1.625,-0.625
138513184274,-0.6875,1.625,-0.4375
138513205338,-1.5625,0.75,0.375
138513227891,-3.9375,-0.8125,1.5
138513245709,-4.75,-3.0625,2.3125
138513265280,-8.125,-5.375,3.3125
