myot,x,y,z
152016867666,2.25,-0.125,0.6875,1464789805504
152016882630,2.5,0,0.625,1464789805519
152016905073,3,0.125,0.6875,1464789805541
152016927634,2.25,0.1875,0.8125,1464789805564
152016942628,2.125,0.25,0.6875,1464789805579
152016965105,2.125,0.3125,0.6875,1464789805601
152016987626,1.9375,0.5,0.75,1464789805623
152017002597,1.9375,0.5,0.9375,1464789805638
152017025039,1.3125,0.5,0.9375,1464789805661
152017047702,1.4375,0.5625,0.9375,1464789805684
152017062629,0.25,0.5,0.5625,1464789805698
152017085558,-0.125,0.5625,0.125,1464789805721
152017107537,-0.3125,0.4375,-0.1875,1464789805743
152017130161,-0.5625,0.1875,-0.375,1464789805766
152017145091,-0.375,0,-0.5,1464789805781
152017167579,-0.1875,0.125,-0.625,1464789805803
152017182635,0.3125,-0.0625,-0.3125,1464789805818
152017205140,0,-0.0625,-0.25,1464789805841
152017227618,0.4375,-0.1875,-0.125,1464789805863
152017243141,0.4375,-0.1875,0,1464789805879
152017265093,0.5,-0.3125,0.125,1464789805901
152017287696,0.375,-0.25,0.1875,1464789805924
152017317716,0.25,-0.4375,0.1875,1464789805954
152017332718,0.4375,-0.4375,0.375,1464789805969
152017347614,0.5,-0.4375,0.375,1464789805983
152017362661,0.25,-0.5,0.4375,1464789805998
152017385139,0.5,-0.5625,0.4375,1464789806021
152017407671,0.6875,-0.5625,0.3125,1464789806043
152017422615,0.625,-0.625,0.4375,1464789806058
152017445163,0.6875,-0.6875,0.5,1464789806081
152017467721,0.5,-0.8125,0.5625,1464789806104
152017482673,0.8125,-0.75,0.375,1464789806119
152017505214,0.8125,-0.6875,0.625,1464789806141
152017527684,0.5,-0.75,0.5625,1464789806164
152017542652,0.375,-0.75,0.5,1464789806178
152017565158,-0.375,-0.6875,0.25,1464789806201
152017587677,-0.8125,-0.625,0,1464789806224
152017602680,-0.75,-0.6875,0,1464789806239
152017625183,-1.875,-0.75,-0.4375,1464789806261
152017647628,-1.875,-0.6875,-0.6875,1464789806284
152017662656,-0.9375,-0.9375,-0.375,1464789806299
152017685196,-2,-0.75,-1.125,1464789806321
152017707640,-1.5625,-0.9375,-0.6875,1464789806343
152017722656,-1.875,-0.8125,-1.375,1464789806359
152017745139,-1.1875,-0.8125,-1.3125,1464789806381
152017767554,0,-1,-0.9375,1464789806403
152017782677,-0.0625,-1,-0.875,1464789806419
152017805200,-1.3125,-0.5625,-0.875,1464789806441
152017827677,-2.0625,-0.4375,-0.75,1464789806464
152017842627,-1.125,-0.375,-0.625,1464789806478
152017865155,-0.25,-0.3125,-0.4375,1464789806501
152017887626,-0.1875,-0.5625,-0.125,1464789806523
152017902684,0.125,-0.5,-0.0625,1464789806539
152017925192,0.1875,-0.375,-0.25,1464789806561
152017947651,0.1875,-0.375,-0.0625,1464789806583
152017962673,0.0625,-0.1875,-0.125,1464789806598
152017985126,0.5,-0.125,0.125,1464789806621
152018007633,-0.9375,-0.0625,0.3125,1464789806643
152018022587,-0.8125,0,0.3125,1464789806658
152018045183,-0.125,0,0.3125,1464789806681
152018067638,0.125,-0.1875,0.3125,1464789806703
152018082606,0.25,0,0.3125,1464789806718
152018105636,0.375,0,0.1875,1464789806741
152018127699,0.5625,0.0625,0.1875,1464789806764
152018142633,0.625,0,0.1875,1464789806778
152018165173,0.625,0,0.25,1464789806801
152018187670,0.9375,-0.0625,0.3125,1464789806824
152018202721,1.0625,0,0.5,1464789806839
152018225118,0.875,0.125,0.5,1464789806861
152018247692,0.8125,0,0.625,1464789806884
152018262659,1.25,0.0625,0.6875,1464789806899
152018285194,1.125,0.0625,0.8125,1464789806921
152018307671,0.9375,0.0625,0.75,1464789806943
152018322632,0.5,0,0.6875,1464789806958
152018345183,0.3125,0,0.4375,1464789806981
152018367717,0.3125,0,0.3125,1464789807003
152018382718,0.5625,-0.125,0.25,1464789807019
152018405170,0.625,-0.125,0.25,1464789807041
152018427659,0.4375,-0.125,0.375,1464789807064
152018442661,0.375,-0.1875,0.375,1464789807079
152018465131,0.375,-0.0625,0.625,1464789807101
152018495140,0.4375,0,0.9375,1464789807131
152018502591,0.25,-0.0625,1.125,1464789807138
152018525130,0.1875,0,1.25,1464789807161
152018547682,0.25,-0.1875,1.1875,1464789807183
152018562691,0.4375,-0.1875,1.125,1464789807199
152018585159,0.375,-0.3125,1.125,1464789807221
152018607722,0.9375,-0.375,0.9375,1464789807244
152018622660,0.875,-0.4375,1.125,1464789807258
152018645216,1.1875,-0.375,1,1464789807281
152018667744,0.9375,-0.375,1,1464789807304
152018682688,1.375,-0.6875,0.875,1464789807319
152018705188,1.5,-0.625,0.5,1464789807341
152018727676,1.5625,-0.5625,0.625,1464789807363
152018742683,1.3125,-0.5,0.6875,1464789807378
152018765121,1.3125,-0.375,1,1464789807401
152018795199,0.8125,-0.4375,1,1464789807431
152018802642,0.8125,-0.4375,1.0625,1464789807438
152018825637,0.8125,-0.375,1.0625,1464789807461
152018847705,1,-0.375,0.9375,1464789807484
152018862684,0.5625,-0.5625,0.8125,1464789807498
152018885158,-1.3125,-0.375,0.3125,1464789807521
152018907725,-1.5,-0.375,-0.125,1464789807544
152018922673,-1.625,-0.4375,-0.3125,1464789807558
152018945065,-1.1875,-0.5625,-0.3125,1464789807581
152018967704,-2.8125,-0.3125,-0.875,1464789807604
152018982683,-1.75,-0.75,-0.6875,1464789807618
152019005160,-0.5625,-1.3125,-0.3125,1464789807641
152019027746,-0.5625,-1.25,-0.375,1464789807663
152019042711,-2.3125,-1.0625,-0.8125,1464789807678
152019065197,-2.125,-1.1875,-1.0625,1464789807701
152019087709,-0.1875,-1.5,-1.25,1464789807724
152019102752,1.125,-1.8125,-1,1464789807739
152019125158,1.3125,-1.75,-0.9375,1464789807761
152019147673,1.4375,-1.5,-0.8125,1464789807784
152019162662,0.625,-1.125,-0.5,1464789807799
152019185225,0.125,-1.125,0.125,1464789807821
152019207711,0.5,-1,0.25,1464789807844
152019222653,0.9375,-0.9375,0.3125,1464789807858
152019245200,0.25,-1,0.1875,1464789807881
152019267723,-0.8125,-0.75,-0.3125,1464789807904
152019290186,-0.1875,-0.875,-0.375,1464789807926
152019305217,0.9375,-1,-0.3125,1464789807941
152019327690,1.125,-1,-0.125,1464789807963
152019350211,0.75,-1,0.125,1464789807986
152019365129,0.75,-0.875,0,1464789808001
152019387632,0.6875,-0.8125,0.25,1464789808023
152019410220,0.6875,-0.8125,0.3125,1464789808046
152019425253,0.875,-0.875,0.6875,1464789808061
152019447690,0.5625,-0.625,0.6875,1464789808083
152019470250,0.5,-0.3125,0.75,1464789808106
152019485141,0.75,-0.25,1,1464789808121
152019507689,1.25,-0.375,1.4375,1464789808143
152019530209,1,-0.5,1.875,1464789808166
152019545205,0.5,-0.4375,1.75,1464789808181
152019567689,0.25,-0.3125,1.5625,1464789808204
152019590133,0.5625,-0.1875,1.625,1464789808226
152019605610,0.875,-0.4375,1.75,1464789808241
152019627686,0.5,-0.625,1.625,1464789808264
152019650169,0.4375,-0.625,1.375,1464789808286
152019665265,0.125,-0.5,1.3125,1464789808301
152019687652,-0.1875,-0.5,1.375,1464789808324
152019710165,-0.1875,-0.5,1.25,1464789808346
152019725149,0.25,-0.4375,1.25,1464789808361
152019755222,-0.5625,-0.625,1.375,1464789808391
152019770143,-0.375,-0.5625,1.1875,1464789808406
152019785143,-0.75,-0.4375,1.0625,1464789808421
152019807742,-0.5625,-0.25,0.8125,1464789808444
152019830181,-0.75,-0.4375,0.5,1464789808466
152019845188,-2.4375,-0.5,-0.125,1464789808481
152019867711,-2.4375,-0.5625,-0.625,1464789808504
152019890245,-2.4375,-0.5,-1.0625,1464789808526
152019905143,-2.75,-0.75,-1.25,1464789808541
152019927680,-0.9375,-0.9375,-1.3125,1464789808564
152019950175,-0.4375,-0.9375,-1.25,1464789808586
152019965177,-0.375,-1,-1.0625,1464789808601
152019987760,-0.75,-0.6875,-1.1875,1464789808624
152020010266,0.0625,-0.6875,-0.75,1464789808646
152020025188,0.25,-0.75,-0.6875,1464789808661
152020047641,-0.125,-0.6875,-0.6875,1464789808684
152020070150,-0.125,-0.4375,-0.875,1464789808706
152020085207,0.5,-0.4375,-0.6875,1464789808721
152020107729,-0.125,-0.375,-0.9375,1464789808744
152020130264,0.625,-0.5,-0.8125,1464789808766
152020145180,0.625,-0.375,-0.875,1464789808781
152020167742,0.1875,-0.375,-0.875,1464789808803
152020190202,0.3125,-0.4375,-1,1464789808826
152020212715,0.9375,-0.25,-0.9375,1464789808848
152020227677,0.25,-0.125,-0.9375,1464789808863
152020250193,0.375,-0.125,-0.8125,1464789808886
152020265220,0.3125,-0.0625,-0.9375,1464789808901
152020287744,0.5,-0.25,-1,1464789808923
152020310266,0.5,-0.25,-1.25,1464789808946
152020325181,0.5,-0.1875,-1.0625,1464789808961
152020347692,0.1875,-0.3125,-1.125,1464789808983
152020362684,0.5,-0.3125,-1.0625,1464789808999
152020385238,0.8125,-0.25,-1.0625,1464789809021
152020407667,0.9375,-0.25,-0.875,1464789809043
152020422667,1.0625,-0.1875,-0.6875,1464789809058
152020445202,1.3125,-0.125,-0.5625,1464789809081
152020467626,1.25,0,-0.3125,1464789809103
152020482674,1.125,0.0625,-0.25,1464789809118
152020505167,1,0.125,0,1464789809141
152020527644,0.9375,-0.0625,0.1875,1464789809163
152020542648,1.1875,0,0.5,1464789809178
152020565201,1.0625,0.0625,0.75,1464789809201
152020587671,1.5,0.1875,1.125,1464789809223
152020602662,1.6875,0.25,1.5625,1464789809238
152020625196,1.5625,0.125,2.0625,1464789809261
152020647683,1.4375,0.0625,2.3125,1464789809283
152020662663,1.1875,0.1875,2.375,1464789809298
152020685255,1.0625,0,2.5,1464789809321
152020707683,1.5,0,2.5625,1464789809343
152020722685,0.75,-0.1875,2.5625,1464789809358
152020745221,0.4375,-0.1875,2.1875,1464789809381
152020767670,0.5,-0.125,1.9375,1464789809403
152020782675,0.5,-0.1875,1.9375,1464789809418
152020805149,0.3125,-0.25,1.9375,1464789809441
152020827670,0.1875,-0.3125,1.9375,1464789809463
152020842675,0.25,-0.3125,1.8125,1464789809478
152020865173,-0.375,-0.375,1.625,1464789809501
152020887718,-0.5,-0.25,1.1875,1464789809523
152020902661,-0.375,-0.375,0.875,1464789809538
152020925139,-0.1875,-0.6875,0.625,1464789809561
152020947710,-0.375,-0.6875,0.375,1464789809583
152020962658,-1.625,-0.625,-0.3125,1464789809598
152020985188,-1.3125,-0.6875,-0.375,1464789809621
152021007702,0.125,-0.75,-0.1875,1464789809643
152021022710,-0.5625,-0.875,-0.125,1464789809658
152021045182,0.1875,-0.8125,0.25,1464789809681
152021067691,0.3125,-0.8125,0.3125,1464789809703
152021082700,0.5625,-0.8125,0.375,1464789809718
152021105180,0.5,-0.8125,0.4375,1464789809741
152021120180,0.8125,-0.8125,0.375,1464789809756
152021142702,0.5,-0.8125,0.4375,1464789809778
152021165175,0.875,-0.75,0.3125,1464789809801
152021180188,0.125,-0.625,0.125,1464789809816
152021202653,0.4375,-0.5625,0.125,1464789809838
152021225183,0.5625,-0.5625,0,1464789809861
152021240145,0.375,-0.5625,0.0625,1464789809876
152021262709,0.4375,-0.625,0.125,1464789809898
152021285164,-0.3125,-0.5,-0.125,1464789809921
152021300178,-0.5,-0.4375,-0.1875,1464789809936
152021322762,-0.6875,-0.5625,-0.5,1464789809959
152021345181,-0.5625,-0.625,-0.625,1464789809981
152021367680,-0.375,-0.875,-0.6875,1464789810003
152021382747,-0.125,-0.75,-0.75,1464789810019
152021405198,-0.0625,-0.625,-0.5625,1464789810041
152021420199,-0.375,-0.625,-0.375,1464789810056
152021442684,-0.75,-0.6875,-0.375,1464789810078
152021465220,-0.5,-0.5,-0.3125,1464789810101
152021480193,-0.75,-0.3125,-0.0625,1464789810116
152021502679,-0.8125,-0.3125,0.1875,1464789810138
152021525199,-0.875,-0.25,0.375,1464789810161
152021540209,-1,-0.1875,0.25,1464789810176
152021562665,-0.5,-0.125,0.4375,1464789810198
152021585212,-0.125,-0.0625,0.375,1464789810221
152021600170,-0.1875,-0.4375,0.1875,1464789810236
152021622701,-0.375,-0.375,-0.375,1464789810258
152021645203,0.375,-0.5625,-0.8125,1464789810281
152021667671,-0.1875,-0.75,-0.9375,1464789810303
152021682665,-0.3125,-0.625,-1,1464789810318
152021705450,-0.5,-0.625,-0.875,1464789810341
152021720238,-0.75,-0.4375,-0.375,1464789810356
152021742689,-1.125,-0.6875,0.1875,1464789810378
152021765307,-1.25,-0.625,0.75,1464789810401
152021780318,-0.5,-0.5,1.3125,1464789810416
152021802660,-0.4375,-0.5,1.5,1464789810438
152021825313,0.3125,-0.5,1.3125,1464789810461
152021840229,1.1875,-0.5,0.9375,1464789810476
152021862761,2.0625,-0.625,0.75,1464789810498
152021885276,2.75,-0.75,0,1464789810521
152021900314,3.375,-0.6875,-0.9375,1464789810536
152021922747,3.4375,-0.625,-1.8125,1464789810558
152021945196,4.1875,-0.875,-2.3125,1464789810581
152021967769,4.5,-1,-3,1464789810603
152021982763,3.75,-1,-3.25,1464789810618
152022005211,2.9375,-0.75,-3.3125,1464789810641
152022020215,1.4375,-0.4375,-2.875,1464789810656
152022042688,0.0625,0.0625,-2.3125,1464789810678
152022065160,-4.6875,0.25,-2.1875,1464789810701
152022080153,-3,0.5625,-2,1464789810716
152022102706,-1.625,0.5,-1.6875,1464789810738
