myoTS,x,y,z
490521796125,1.25,-0.4375,0.25
490521811891,1.9375,-0.5,-0.125
490521841277,1.8125,-0.5625,-0.125
490521856903,1.625,-0.625,0.25
490521871944,1.375,-0.5,0.3125
490521893324,1.5,-0.4375,0.0625
490521949003,2.0625,-0.25,-0.0625
490521951042,2.1875,-0.25,-0.0625
490521951909,2.0625,-0.5,0.125
490521962578,1.875,-0.6875,0.25
490521983910,2.0625,-0.6875,0.375
490521998283,2,-0.5625,0.25
490522051430,2,-0.4375,0.25
490522052079,1.875,-0.5625,0.3125
490522065735,1.875,-0.75,0.4375
490522082152,1.9375,-0.75,0.5
490522104617,2.1875,-0.625,0.375
490522133826,2.3125,-0.4375,0.3125
490522150274,2.3125,-0.4375,0.1875
490522178912,2.125,-0.375,0.25
490522193854,2,-0.4375,0.25
490522210259,2.0625,-0.625,0.3125
490522232708,2.1875,-0.5625,0.4375
490522253776,2.5625,-0.5,0.25
490522270170,2.75,-0.5,0.1875
490522292724,2.125,-0.625,0.25
490522298069,2.0625,-0.75,0.25
490522320776,1.625,-1,0.4375
490522343752,1.25,-0.875,0.125
490522358288,1.375,-0.4375,0.0625
490522380808,2,-0.375,0.25
490522403152,1.375,-0.25,0.1875
490522418276,1.125,-0.1875,0.3125
490522440789,1.3125,-0.25,0.375
490522463079,1.5,-0.5,0.125
490522478243,1.5625,-0.5,0
490522500551,1.9375,-0.4375,-0.0625
490522523060,1.8125,-0.4375,0.125
490522538136,1.9375,-0.3125,0.125
490522560583,2.0625,-0.5625,0.25
490522583086,1.8125,-0.625,0.375
490522598059,1.8125,-0.625,0.375
490522620515,1.9375,-0.625,0.3125
490522643085,1.9375,-0.625,0.25
490522658045,1.3125,-0.5625,0.1875
490522680502,1.4375,-0.375,0.25
490522703107,1.375,-0.3125,0.3125
490522718086,1,-0.1875,0.0625
490522740761,1,-0.3125,0.25
490522763306,0.75,-0.25,0.1875
490522778284,0.625,-0.25,0.0625
490522800589,0.3125,-0.0625,-0.0625
490522823294,0.125,-0.125,-0.1875
490522838370,0.125,0.125,-0.25
490522860772,0.1875,0.1875,0
490522883180,0.25,0.1875,0
490522898298,0.1875,0.1875,-0.0625
490522928807,0.0625,0.125,-0.0625
490522943194,-0.25,-0.0625,0
490522958226,-0.1875,0,0.125
490522980747,0.1875,-0.0625,0.125
490523003135,0.25,0,0.125
490523018255,0.125,-0.0625,0.125
490523040786,0.5625,-0.125,0.0625
490523063080,0.375,-0.3125,0.125
490523080975,0.125,-0.125,0
490523100544,0.375,-0.125,0
490523123097,0.1875,-0.0625,-0.0625
490523141007,-0.25,0.0625,-0.25
490523160605,0.125,0.25,-0.1875
490523183044,0.0625,0.125,0
490523200980,-0.5625,0.125,0.125
490523220557,-0.625,0.0625,0.0625
490523243077,-0.125,-0.0625,0.125
490523265587,0.3125,-0.125,0
490523280520,0.375,0,-0.125
490523303099,0.125,0.125,-0.125
490523320980,-0.125,0.1875,-0.0625
490523342121,-0.1875,0.1875,-0.1875
490523363272,0.125,0.1875,-0.0625
490523381004,0.4375,0.125,0.125
490523400750,0.0625,0.125,0.1875
490523423278,-0.1875,-0.0625,0.125
490523441092,-0.3125,0,-0.0625
490523460760,0.25,0.125,0.1875
490523483206,0.6875,0.125,0.375
490523501007,0.6875,0.0625,0.3125
490523522057,0.625,-0.125,0.25
490523543304,0.75,-0.1875,0
490523561058,0.75,-0.25,0
490523582147,0.5625,-0.25,0.1875
490523603101,0.5625,-0.3125,0.0625
490523620996,0.5625,-0.125,0.125
490523642029,0.5,-0.125,0.125
490523663016,0.5,0,0.1875
490523680980,0.3125,0.125,0
490523702092,0.125,0.125,0.25
490523723148,0.0625,0.1875,0.1875
490523741040,0,0.375,0.0625
490523762106,0.0625,0.5625,0.0625
490523783157,0.3125,0.375,0.0625
490523800989,0.3125,0.125,0.125
490523823572,0.4375,-0.25,0.25
490523843264,0.75,-0.4375,0.1875
490523861086,0.5625,-0.5,0.3125
490523883566,0.625,-0.3125,0.25
490523903191,1,-0.125,0
490523921031,0.5,-0.125,-0.125
490523943513,0.125,0.125,-0.25
490523963223,0.3125,0.1875,-0.25
490523981061,0.5,0.125,-0.125
490524003524,0.1875,0,0
490524023114,0.1875,-0.125,0.125
490524040956,0.375,-0.3125,0.125
490524063482,0.4375,-0.5,0
490524083121,0.4375,-0.5625,0.1875
490524101039,0.3125,-0.4375,0.125
490524123499,0.1875,-0.375,0.125
490524143086,0.25,-0.1875,0.125
490524161058,0.3125,0,0.0625
490524183595,0.25,0.0625,0.125
490524203126,0.5,-0.0625,0.25
490524221006,0.375,-0.125,0.125
490524243548,0.25,0.0625,0
490524263308,0.5,0.1875,-0.0625
490524281065,0.875,0.25,0.25
490524303539,0.8125,0.0625,0.375
490524323125,0.5625,-0.25,0.25
490524340962,0.6875,-0.5625,0.125
490524363621,0.8125,-0.625,0.125
490524383324,1.125,-0.5625,0.25
490524401082,1.125,-0.6875,0.375
490524423563,0.75,-0.5,0.125
490524444570,0.3125,-0.1875,0.0625
490524461008,0.5,0.25,0.1875
490524483463,0.6875,0.5,0.0625
490524504616,0.625,0.3125,-0.125
490524521013,0.5,0,-0.0625
490524543502,0.4375,-0.1875,0.0625
490524564634,0.8125,-0.1875,0.125
490524581047,1.0625,0,0.125
490524603545,0.5625,0.3125,-0.0625
490524624679,0.3125,0.375,-0.125
490524641036,0.5625,0.125,-0.125
490524663529,0.625,-0.125,0
490524684658,0.6875,-0.375,0.125
490524701085,1,-0.5,0.1875
490524723590,0.625,-0.75,0.3125
490524744579,1.625,-0.6875,0.1875
490524761029,1.9375,-0.6875,0.125
490524783485,0.6875,-0.375,-0.125
490524806018,0.0625,0.125,-0.3125
490524826239,0.0625,0.125,-0.25
490524842703,0.1875,-0.125,0
490524871304,0.25,-0.4375,0.375
490524893838,0.4375,-0.625,0.375
490524902737,0,-0.5,0.375
490524925273,0.3125,-0.4375,0.125
490524946458,0.6875,0,0.125
490524962805,0.5625,0.0625,0
490524985295,0.4375,0.0625,-0.0625
490525006237,0.625,-0.1875,-0.0625
490525022693,0.875,-0.3125,0.125
490525051473,1,-0.4375,0.25
490525059607,0.9375,-0.3125,0.25
490525090237,0.5625,-0.3125,0.1875
490525106830,0.5625,-0.125,0
490525119538,0.75,0,0.125
490525142801,1,0.125,0.25
490525165300,0.8125,0.125,0.1875
490525179603,0.75,-0.0625,0.1875
490525202726,0.9375,-0.25,0
490525225249,1.125,-0.4375,0.125
490525239605,0.9375,-0.4375,0.125
490525262742,0.9375,-0.375,0.1875
490525285193,0.875,-0.1875,0.1875
490525306499,0.875,0.125,0.125
490525322802,0.4375,0.1875,0
490525345237,0.5,0.125,0
490525366408,0.5,-0.0625,0.5
490525382877,0.5,-0.125,0.4375
490525405269,0.5625,-0.0625,0.25
490525426341,0.6875,-0.125,0.1875
490525442821,0.625,-0.0625,0.0625
490525465369,0.75,-0.125,0.0625
490525486395,1.0625,-0.1875,0.0625
490525502729,1.1875,-0.1875,0.1875
490525525333,1.125,-0.25,0.25
490525546511,1.125,-0.3125,0.125
490525562827,1.5,-0.1875,0
490525592796,1.125,-0.1875,0.25
490525606360,1.5625,-0.25,0.0625
490525622884,2.1875,-0.3125,0.1875
490525645328,1.6875,-0.5625,0
490525666456,1.1875,-0.375,-0.1875
490525682756,1.25,-0.5625,0.125
490525705288,1.25,-0.5625,0.25
490525727705,1.125,-0.5625,0.375
490525742816,1.1875,-0.4375,0.375
490525765226,1.625,-0.4375,0.25
490525787732,1.75,-0.4375,0.125
490525802734,1.8125,-0.3125,0.1875
490525825219,1.4375,-0.3125,0.3125
490525847738,1.1875,-0.3125,0.25
490525862064,1.75,-0.375,0.125
490525885272,1.9375,-0.6875,0.3125
490525907826,-0.4375,-1.4375,1.375
490525922115,-3.0625,-0.8125,1.4375
490525945318,-1.3125,-1.375,1.125
490525967829,0.6875,-2.25,1.3125
490525982108,1.375,-2.375,1.25
490526005298,-0.6875,-3.75,0.75
490526027872,-4,-10.875,1.3125
490526048964,-2.625,-22.125,4.0625
490526065299,5.0625,-32.875,8.25
490526087816,12.5,-39.375,10
490526108962,13.1875,-47.25,9.5
490526125361,8,-56.625,10.6875
490526147822,1.5,-64.4375,15.375
