timestamp,roll,pitch,yaw
150927533521,-0.411554,-1.45562,0.324478
150927557225,-0.41434,-1.45794,0.327396
150927586581,-0.417543,-1.45956,0.330517
150927593511,-0.421638,-1.46121,0.334439
150927624711,-0.424363,-1.4629,0.336992
150927639733,-0.425987,-1.46478,0.338548
150927693750,-0.427525,-1.46589,0.339625
150927694438,-0.427957,-1.46785,0.339253
150927703900,-0.429217,-1.46892,0.339306
150927717449,-0.431863,-1.4697,0.340718
150927739907,-0.435094,-1.46942,0.342672
150927758557,-0.439533,-1.46899,0.345726
150927775076,-0.446,-1.46831,0.35125
150927813157,-0.455517,-1.46758,0.359819
150927821072,-0.458233,-1.46759,0.362162
150927841558,-0.46287,-1.46748,0.36679
150927863997,-0.466129,-1.46771,0.369603
150927879014,-0.472877,-1.46779,0.376264
150927894810,-0.478832,-1.46726,0.382034
150927915817,-0.484056,-1.46844,0.386939
150927938969,-0.490117,-1.46884,0.392661
150927954796,-0.496261,-1.46897,0.398629
150927975919,-0.502364,-1.46829,0.40463
150927999082,-0.51084,-1.46926,0.412859
150928014784,-0.517676,-1.46851,0.41968
150928035917,-0.523057,-1.46928,0.424984
150928058970,-0.524405,-1.46835,0.426581
150928074779,-0.528895,-1.46829,0.431159
150928095912,-0.533198,-1.468,0.435811
150928119049,-0.532921,-1.4687,0.43592
150928151155,-0.532739,-1.46848,0.435999
150928155832,-0.535511,-1.46824,0.439123
150928178324,-0.535187,-1.46813,0.439256
150928194772,-0.535805,-1.46879,0.440071
150928215846,-0.538008,-1.46869,0.442358
150928238370,-0.539389,-1.46857,0.443915
150928254758,-0.543923,-1.46864,0.448456
150928284062,-0.5453,-1.46852,0.450009
150928298366,-0.546883,-1.46861,0.451507
150928314755,-0.549243,-1.46878,0.453788
150928337274,-0.551576,-1.46901,0.45614
150928358332,-0.554804,-1.47007,0.459225
150928376269,-0.556387,-1.47022,0.460821
150928395888,-0.557849,-1.47029,0.462475
150928418383,-0.559344,-1.47031,0.464064
150928434777,-0.562397,-1.47116,0.467235
150928457255,-0.562909,-1.47019,0.468085
150928478334,-0.565149,-1.47102,0.470534
150928494788,-0.565714,-1.47088,0.471367
150928517257,-0.56805,-1.47091,0.473706
150928538377,-0.566989,-1.47051,0.472098
150928554800,-0.569117,-1.47131,0.474712
150928577311,-0.569113,-1.47137,0.474806
150928598353,-0.568412,-1.47143,0.474017
150928614825,-0.568412,-1.47143,0.474017
150928637332,-0.567704,-1.47155,0.473319
150928658394,-0.565341,-1.47152,0.470953
150928674821,-0.565341,-1.47152,0.470953
150928697763,-0.563801,-1.47156,0.469417
150928718388,-0.561441,-1.47253,0.467277
150928734760,-0.5663,-1.47284,0.472254
150928757268,-0.571465,-1.47401,0.47956
150928778359,-0.589438,-1.47668,0.50039
150928794835,-0.621674,-1.48047,0.536063
150928817277,-0.651178,-1.48404,0.570714
150928838357,-0.676259,-1.48872,0.598969
150928854757,-0.715979,-1.49104,0.639069
150928877260,-0.747492,-1.49344,0.673298
150928898395,-0.791283,-1.49545,0.718776
150928914785,-0.834698,-1.49409,0.762416
150928937376,-0.876561,-1.49249,0.800343
150928958359,-0.931524,-1.48616,0.84827
150928980878,-0.971479,-1.47674,0.888944
150928997380,-0.984945,-1.46759,0.908948
150929018392,-0.990296,-1.45256,0.915295
150929040915,-0.959645,-1.42569,0.878115
150929057286,-0.937682,-1.41108,0.853854
150929078361,-0.92245,-1.40536,0.836322
150929100794,-0.910608,-1.40512,0.825535
150929117306,-0.901837,-1.41167,0.814804
150929138330,-0.893133,-1.42141,0.800398
150929160841,-0.883562,-1.43568,0.785218
150929177285,-0.88479,-1.4549,0.780666
150929198339,-0.911018,-1.48001,0.8011
150929220839,-0.958635,-1.51132,0.849567
150929237320,-1.16463,-1.54511,1.05497
150929258359,-3.01241,-1.5567,2.89352
150929280980,2.75297,-1.52302,-2.89783
150929297394,2.87086,-1.50385,-3.04951
150929318443,2.82321,-1.4891,-3.02185
150929340965,2.72411,-1.46189,-2.93716
150929357345,2.73703,-1.44321,-2.96905
150929378455,2.72551,-1.4137,-2.96128
150929400951,2.71416,-1.38773,-2.95598
150929417333,2.68748,-1.35815,-2.93322
150929439833,2.67873,-1.33576,-2.92806
150929460889,2.66049,-1.31857,-2.91555
150929477342,2.63395,-1.30266,-2.89311
150929499816,2.60467,-1.29294,-2.86832
150929529013,2.577,-1.29222,-2.84404
150929537338,2.5433,-1.29361,-2.80848
150929559831,2.49376,-1.30512,-2.75938
150929580832,2.53371,-1.34489,-2.80143
150929597347,2.53011,-1.37493,-2.77129
150929619869,2.63586,-1.41533,-2.8384
150929640991,2.65066,-1.45336,-2.84009
150929657308,2.56209,-1.48717,-2.74464
150929679930,2.40768,-1.51847,-2.57958
150929700883,2.46911,-1.55754,-2.6454
150929716601,-1.15035,-1.54477,0.970533
150929739094,-0.947606,-1.51394,0.762204
150929761639,-0.938075,-1.4845,0.744423
150929778044,-0.947031,-1.47899,0.760879
150929799072,-0.957794,-1.48519,0.777129
150929821617,-0.930506,-1.49516,0.751736
150929836581,-0.861508,-1.50644,0.687022
150929859092,-0.764855,-1.51716,0.590413
150929881620,-0.6171,-1.52691,0.442964
150929896572,-0.392762,-1.538,0.217625
150929919020,0.0665939,-1.5441,-0.241889
150929941633,0.79291,-1.54635,-0.96896
150929956522,1.37372,-1.53499,-1.54894
150929979124,1.67649,-1.51797,-1.85433
150930001653,1.86753,-1.48639,-2.04389
150930016637,1.96315,-1.44521,-2.13436
150930039119,2.00433,-1.41265,-2.18765
150930061642,2.04611,-1.38832,-2.24961
150930076369,2.10116,-1.36799,-2.31884
150930099102,2.12408,-1.36866,-2.38054
150930121653,2.1708,-1.35028,-2.44251
150930136616,2.22622,-1.33077,-2.5011
150930159059,2.24163,-1.31573,-2.52326
150930181660,2.26994,-1.30781,-2.54925
150930196649,2.30291,-1.31498,-2.57822
150930219154,2.34279,-1.32511,-2.6052
150930241562,2.37068,-1.33513,-2.61252
150930256628,2.37602,-1.35125,-2.59898
150930279036,2.38065,-1.3714,-2.58259
150930301577,2.3721,-1.40198,-2.55062
150930316547,2.35923,-1.44113,-2.50781
150930339060,2.29979,-1.48997,-2.41783
150930362982,2.09722,-1.52809,-2.17834
150930376523,1.52886,-1.5414,-1.57669
150930399041,1.15239,-1.5501,-1.19504
150930421575,0.195992,-1.53625,-0.201865
150930436529,0.842719,-1.50568,-0.861541
150930459093,0.450388,-1.51222,-0.502327
150930481569,0.0401608,-1.50627,-0.110454
150930498015,-0.248672,-1.49342,0.196073
150930519062,-0.315327,-1.48421,0.267736
150930541599,-0.376147,-1.47627,0.317697
150930558019,-0.425538,-1.46835,0.363645
150930579046,-0.43594,-1.46233,0.375939
150930594952,-0.435074,-1.4592,0.378717
150930618032,-0.44784,-1.45877,0.395899
150930639157,-0.475567,-1.46028,0.42638
150930654929,-0.490411,-1.46279,0.442521
150930678022,-0.491105,-1.46662,0.442011
150930698994,-0.50456,-1.46957,0.452523
150930714892,-0.526214,-1.47057,0.472719
150930738010,-0.532197,-1.47182,0.47939
150930759114,-0.531653,-1.47248,0.481275
150930774884,-0.542574,-1.4737,0.492969
150930798090,-0.555923,-1.47421,0.505987
150930819105,-0.554211,-1.47694,0.50477
150930834909,-0.548799,-1.47921,0.499201
150930858047,-0.542627,-1.48302,0.492944
150930880523,-0.529597,-1.48663,0.481228
150930894824,-0.51443,-1.49161,0.467514
150930918458,-0.497408,-1.4965,0.45228
150930939133,-0.480819,-1.49889,0.437638
150930954895,-0.467809,-1.5021,0.426334
150930978035,-0.457987,-1.50362,0.418242
150930999080,-0.453421,-1.50505,0.414606
150931014872,-0.452983,-1.50376,0.414653
150931038040,-0.450649,-1.50505,0.412275
150931059183,-0.450649,-1.50505,0.412275
150931074958,-0.450649,-1.50505,0.412275
150931098011,-0.453022,-1.50502,0.414647
150931119040,-0.449561,-1.50372,0.411229
150931134856,-0.446349,-1.5036,0.407925
150931158031,-0.454318,-1.50313,0.415437
150931179056,-0.460104,-1.50122,0.420714
150931194868,-0.473397,-1.4991,0.433488
150931218041,-0.481962,-1.49707,0.441271
150931239089,-0.497716,-1.49498,0.457032
