timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
355967800,-2,12,3,-2,5,12,5,5
355967800,-2,-1,3,1,-1,0,1,-5
355968604,0,-1,-5,-1,1,-14,-3,-10
355968604,1,3,1,1,0,5,1,4
355969507,-3,-3,2,-2,-3,0,-2,1
355969507,1,-3,-1,-2,0,-5,-3,-2
355972880,1,0,1,-4,-2,9,0,2
355972880,-5,0,-2,-3,3,-5,-3,0
355979333,-1,-2,-4,-2,-3,-11,-3,-9
355979333,-4,-2,-7,1,0,-4,-2,2
355989249,-3,2,6,6,3,7,-1,5
355989249,-3,-4,-7,-2,-4,-7,1,-3
355995805,2,-8,-4,0,-6,-7,-2,1
355995805,-2,0,-3,-4,0,-3,2,-1
356009391,-1,0,2,0,-4,1,2,2
356009391,2,-8,-4,-2,-2,-6,-4,-8
356020846,1,-3,0,0,2,2,-2,-3
356020846,-2,1,0,-1,-3,-1,0,-2
356024492,0,-3,-5,-1,-3,-8,0,-1
356024492,1,-2,-1,0,2,-2,-1,-5
356039443,-1,-3,2,-1,2,-2,1,-4
356039443,2,-3,-4,1,-6,-4,-4,-2
356047935,-2,-4,-5,-6,-3,-8,-4,-8
356047935,-1,-2,-2,-2,-5,3,-2,2
356087723,3,4,0,1,4,3,5,4
356087723,0,-7,-6,-1,-4,-11,-6,-5
356088439,1,1,3,0,-2,6,1,3
356088439,-4,1,0,-2,1,4,0,1
356089237,0,-5,0,5,-7,-3,-6,-4
356089237,-2,-2,0,0,1,8,-3,2
356092367,-3,1,-3,-4,6,7,-2,3
356092367,5,-5,-3,2,-3,-4,-7,0
356099163,-1,-5,-2,-1,-4,-1,1,-2
356099163,1,3,-1,0,5,5,1,2
356106866,-4,0,-3,3,-1,-6,2,0
356106866,1,-4,-1,-1,-6,-5,0,-3
356115696,-3,1,1,-2,2,3,4,4
356115696,-4,0,0,-4,0,-2,1,1
356129390,0,-6,-2,-2,-4,-1,1,-4
356129390,-2,-2,-2,0,3,0,-1,-2
356138225,-1,2,-4,-4,0,1,-4,-2
356138225,-2,1,-1,0,-1,-3,-5,0
356144309,2,-5,2,-2,-1,-2,-4,-1
356144309,-2,1,0,-1,-3,5,2,0
356159166,2,-4,1,0,-2,-5,-1,-2
356159166,1,3,2,-2,-4,-5,-1,-4
356175777,0,1,-1,-1,-1,-3,-1,-3
356175777,1,-1,-1,-4,-5,1,0,-3
356177204,0,-1,0,-2,-2,-8,-7,-2
356177204,-1,0,-2,2,-2,0,2,-1
356189229,-3,5,-1,1,-1,0,-1,-1
356189229,-2,5,0,0,-2,-1,0,0
356198146,-5,4,-4,-1,3,2,0,1
356198146,-1,-6,4,0,1,-3,-2,-1
356204291,-3,-3,1,-4,0,-4,0,0
356204291,-2,-3,-2,0,2,-2,1,-3
356219145,-2,4,-2,-4,1,4,-1,-3
356219145,-2,-4,-2,-5,-3,3,-1,-2
356226616,0,2,-2,2,2,-2,3,-3
356226616,-4,-4,3,-1,2,4,-5,4
356235682,0,-1,1,-1,1,0,5,-3
356235682,-4,3,-2,-1,-1,-5,5,1
356249116,3,0,-3,2,-5,-4,1,0
356249116,3,2,-1,-1,2,-9,-1,0
356258133,-1,-7,2,3,0,6,-5,0
356258133,-1,-2,3,1,1,5,0,-3
356264177,-1,0,3,-2,0,4,-4,3
356264177,2,-5,-2,2,-2,-4,-3,-3
356279128,-2,-3,-2,-2,-2,-6,-3,-2
356279128,3,-4,-3,3,-5,-2,-3,1
356286608,1,-2,3,-2,1,4,-5,0
356286608,-3,-2,1,-4,-2,2,-3,0
356295651,2,-1,4,2,1,0,-7,1
356295651,-2,4,-7,-2,2,-2,3,-2
356309184,1,-2,1,5,-5,2,-4,-1
356309184,1,-2,2,-1,5,2,0,4
356318166,-2,1,-2,2,2,7,2,1
356318166,-2,3,1,-1,1,7,-1,1
356324110,1,-6,-2,0,-2,-6,-3,-1
356324110,-5,2,-4,-2,0,2,2,-2
356339155,0,5,-3,-2,-3,-4,1,0
356339155,3,-4,0,-1,-2,-6,-1,1
356346655,-6,-4,-2,-3,0,-4,4,0
356346655,-3,-2,-1,-1,-3,-4,-1,-3
356355626,-5,-5,-6,-1,0,-10,0,-6
356355626,-1,-5,2,-1,-1,1,1,0
356369138,-1,2,0,-2,-3,-1,2,-3
356369138,-1,-2,-1,-1,0,-8,-2,-7
356378197,1,-4,-1,0,1,1,0,2
356378197,-3,3,0,1,0,1,2,0
356384205,-5,-5,0,0,-2,1,-1,-5
356384205,-1,1,2,-2,4,2,1,4
356399166,-4,0,0,-4,-3,-4,-5,-4
356399166,-3,-1,-1,-1,3,0,-2,0
356406706,0,-3,-5,-6,-2,-7,-3,1
356406706,0,-4,2,3,-1,-3,-2,-2
356415630,-3,1,1,-4,-1,0,-3,0
356415630,1,-6,0,-1,-1,3,-2,-1
356429200,-1,0,-3,-3,2,3,-2,0
356429200,0,1,-1,3,-1,6,-2,2
356438146,-1,-5,1,-4,-2,1,-1,1
356438146,1,3,-3,-3,-3,-5,-1,-3
356444175,4,0,1,0,0,-1,-3,0
356444175,1,-4,-6,-2,0,0,1,0
356459164,-1,-2,2,4,3,-3,1,3
356459164,0,3,-2,0,1,3,1,2
356466653,-7,-3,0,-1,3,-5,1,-4
356466653,0,-2,2,-4,-4,3,0,1
356475660,-2,1,-1,2,-2,1,2,0
356475660,0,-2,-1,0,-2,3,-3,1
356489223,2,1,0,-3,0,-3,-3,0
356489223,-3,0,-2,1,1,-1,1,-1
356498163,-1,2,-1,-2,-3,-1,-2,1
356498163,0,-4,-2,-2,-4,-8,-5,0
356512388,-2,-3,-3,2,1,0,-2,-1
356512388,0,3,1,0,-1,-8,-3,-2
356519200,3,-3,1,-3,-2,-3,1,-4
356519200,2,0,2,5,4,2,-2,-3
356526738,-3,1,-2,0,-2,3,-1,1
356526738,0,2,-4,-5,0,3,1,4
356535647,-2,-3,-3,-6,0,1,0,-3
356535647,-1,0,0,-1,-2,-4,-4,-6
