myot,x,y,z
355814418,10.9375,-11.5,5.5,1468766295182
355838062,15.5625,-12.6875,3.3125,1468766295206
355853088,20.4375,-11.4375,7.625,1468766295221
355874355,24.1875,-8.0625,6.0625,1468766295242
355898056,2.375,-8.4375,5.5625,1468766295266
355913085,9.375,-6.4375,5.8125,1468766295281
355958103,15,-4.375,4.375,1468766295326
355967024,2.375,-5.0625,3.5625,1468766295335
355975784,1.3125,-4.9375,3.625,1468766295343
355994993,-0.9375,-5.5,4.25,1468766295363
356018778,-3.375,-5.5,4.125,1468766295386
356033116,0.8125,-3.6875,3.375,1468766295401
356076917,0.1875,-2.125,1.75,1468766295445
356087042,-10.375,-4.3125,1.5625,1468766295455
356093173,1.3125,-4.125,1.9375,1468766295461
356115022,-0.1875,-6.5,0.5625,1468766295483
356137543,-4.125,-8.125,0.875,1468766295506
356151886,-2.25,-6.5625,0.875,1468766295520
356176397,-8,-7,2.1875,1468766295544
356197357,-9.25,-8.0625,5.375,1468766295565
356211769,-13,-9.875,6.1875,1468766295580
356234875,-18.0625,-9.3125,6.625,1468766295603
356257383,-15.8125,-6.5,7.1875,1468766295625
356271715,-20.375,-4.4375,8.125,1468766295639
356294861,-25.1875,-5.625,7.5,1468766295662
356317361,-21.6875,-8.1875,8.375,1468766295685
356331713,-7.375,-9.1875,11.3125,1468766295699
356354834,-2.125,-7.8125,10.0625,1468766295723
356377398,-7.25,-6.25,7.9375,1468766295745
356391711,-9.625,-5.625,6.375,1468766295759
356414831,-19,-8.25,2.0625,1468766295783
356437357,-13.0625,-9.75,1.375,1468766295805
356451714,-6.125,-9.8125,1.4375,1468766295819
356474888,-4.875,-8.6875,2.25,1468766295843
356497394,-3.3125,-5.8125,2.75,1468766295865
356513176,-7.3125,-4.375,3.125,1468766295881
356534912,-7,-3.5625,4.25,1468766295903
356557354,-4.9375,-2.875,5.5625,1468766295925
356573155,-1.375,-1.75,6.5,1468766295941
356594880,-1.125,-1.5,5.75,1468766295963
356617365,-1.3125,-1.125,4.25,1468766295985
356633204,0.1875,-0.375,2.375,1468766296001
356654847,-0.3125,-0.3125,-0.625,1468766296023
356677198,2.1875,-0.3125,-2.375,1468766296045
356693157,1.5625,-1.375,-4.875,1468766296061
356714877,1.5625,-3.4375,-6.5625,1468766296083
356737355,6.75,-3.625,-6.9375,1468766296105
356753153,7,-4,-7.5,1468766296121
356774228,6.5625,-4.1875,-6.875,1468766296142
356797393,4.0625,-5.1875,-7.375,1468766296165
356813172,4.5,-5.9375,-7.4375,1468766296181
356834230,6.1875,-6.25,-7.25,1468766296202
356857399,6.125,-6.375,-7.8125,1468766296225
356873167,3.5625,-6.9375,-8.875,1468766296241
356894274,2.5625,-7.4375,-9.3125,1468766296262
356917422,1.375,-7.8125,-9.5625,1468766296285
356933166,0.5,-8.25,-9.6875,1468766296301
356954275,2.4375,-8.25,-9.5625,1468766296322
356977377,5.5625,-7.9375,-8.1875,1468766296345
356993198,3.75,-7.875,-7.6875,1468766296361
357014229,3.5625,-7.3125,-6.125,1468766296382
357037380,3.6875,-5.5,-3.8125,1468766296405
357053139,4,-3.625,-2,1468766296421
357075690,1.4375,-2.875,-1.25,1468766296443
357098853,2.25,-2.0625,-0.6875,1468766296467
357113179,4,-1.3125,0,1468766296481
357135651,0.5625,-1.125,-0.6875,1468766296503
357158822,1.5,-0.375,-0.625,1468766296527
357173151,0.5,-0.0625,-0.125,1468766296541
357195643,-1.5625,-0.1875,0.1875,1468766296563
357218843,0.0625,0.1875,0.8125,1468766296587
357233184,1.0625,0.1875,1.375,1468766296601
357255665,-1.1875,-0.4375,0.9375,1468766296623
357278812,0.9375,-0.375,0.6875,1468766296646
357293206,0.5,-0.25,0,1468766296661
357315654,0.4375,-0.0625,-0.0625,1468766296683
357338783,-0.5625,-0.0625,0.0625,1468766296706
357353182,-0.375,0.0625,1,1468766296721
357375736,-0.0625,0.3125,1.875,1468766296743
357398848,1.3125,0.75,2.125,1468766296767
357413154,2.5,1.125,1.9375,1468766296781
357435662,1.375,1.125,1.25,1468766296803
357458813,1.0625,1.125,1.1875,1468766296826
357479926,0,0.9375,1.0625,1468766296848
357495684,0.6875,0.875,0.9375,1468766296863
357518831,0.5,0.6875,1.375,1468766296886
357539919,0.3125,0.5,1.5,1468766296908
357555662,0.5,0.4375,1.25,1468766296923
357578867,0.5,0.375,0.6875,1468766296947
357599878,0,0.125,0.4375,1468766296968
357615692,-0.1875,-0.25,0.125,1468766296983
357639230,-0.625,-0.625,0.4375,1468766297007
357659916,-1,-0.6875,0.6875,1468766297028
357675702,-0.8125,-0.625,1.125,1468766297043
357698821,-1.8125,-0.375,1.1875,1468766297066
357719859,0.125,0.0625,1,1468766297088
357735637,0.8125,-0.25,0.5625,1468766297103
357758196,1.5,-0.4375,0.1875,1468766297126
357779862,1.3125,-0.5625,0.375,1468766297148
357795724,0.3125,-0.75,0.3125,1468766297163
357818279,0.4375,-0.875,0.3125,1468766297186
357839966,0.625,-1.1875,-0.3125,1468766297208
357855776,2.5,-1.5,-0.6875,1468766297223
357878300,3.4375,-1.8125,-1,1468766297246
357901390,3.9375,-1.5625,-1.5,1468766297269
357915789,2.5625,-1.3125,-1.625,1468766297284
357938198,0.375,-1.0625,-1.5,1468766297306
357961338,0.8125,-0.875,-0.9375,1468766297329
357975707,0.9375,-0.6875,0.125,1468766297343
357998176,0.625,-0.4375,0.5625,1468766297366
358021333,0.375,-0.625,0.4375,1468766297389
358035687,1.4375,-0.9375,0.25,1468766297403
358058212,1.875,-1.125,0.0625,1468766297426
358081435,1.0625,-1.3125,-0.375,1468766297449
358095797,0.75,-1.375,-0.6875,1468766297464
358118375,0.5,-1.3125,-0.4375,1468766297486
358141439,1.25,-1.1875,-0.3125,1468766297509
358155831,1,-1.125,-0.25,1468766297524
358178318,1.3125,-0.9375,-0.1875,1468766297546
358201377,1,-0.75,-0.0625,1468766297569
358215699,0.75,-0.375,-0.0625,1468766297583
358238274,0.125,-0.25,0.0625,1468766297606
358261549,0,-0.0625,-0.0625,1468766297629
358275742,0.3125,0.25,0.125,1468766297644
358298309,0.5625,0.3125,0.4375,1468766297666
358321437,-0.25,0.5625,0.4375,1468766297689
358335691,-0.75,0.75,0.6875,1468766297703
