myot,x,y,z
41869682715,-0.125,0.8125,1.125
41869706375,-0.8125,0.3125,1
41869721407,-0.125,-0.625,0.6875
41869742688,0.8125,-1.3125,0.4375
41869766403,0.9375,-1.625,0.4375
41869781378,0.8125,-1.5625,0.4375
41869827107,0,-1.125,0.5
41869829192,-0.125,-0.75,0.5625
41869848376,-0.25,-0.5,0.75
41869865016,0.3125,-0.25,0.625
41869885904,0.1875,0.125,0.5625
41869900231,-0.25,0,0.75
41869923905,-0.0625,-0.0625,0.625
41869962833,-0.5625,-0.0625,0.6875
41869968266,-0.5625,-0.125,0.75
41869998919,-0.375,0,0.9375
41870005715,-0.4375,0.1875,1.125
41870020865,-1.1875,0.3125,1.25
41870043288,-0.4375,0.125,1.0625
41870073999,-0.625,0.1875,0.8125
41870080782,-0.8125,-0.125,0.5625
41870111635,0.125,-0.5625,0.1875
41870125877,0.5625,-1.125,0.0625
41870140770,-0.3125,-1.375,0.3125
41870163329,0.6875,-1.5,-0.0625
41870193862,1.4375,-1.4375,-0.4375
41870200021,0.5,-1,-0.5
41870223184,-0.1875,-0.625,-0.375
41870245702,0.5,-0.5,-0.25
41870260040,0.4375,-0.1875,-0.0625
41870283208,-0.4375,0.375,0.125
41870306086,-0.5625,0.8125,0.125
41870322954,0.25,0.8125,0
41870343219,-0.3125,0.5625,-0.0625
41870365690,-0.375,0,-0.125
41870380039,0.5625,-0.3125,-0.4375
41870403177,-0.25,-0.3125,-0.4375
41870433845,-0.8125,-0.125,-0.3125
41870440056,0.25,-0.125,-0.25
41870463187,0.25,0.1875,-0.4375
41870485896,-0.0625,0.4375,-0.25
41870501511,0.0625,0.75,-0.125
41870523387,-0.125,0.875,-0.0625
41870545918,0.25,0.9375,0.0625
41870560235,0.375,0.9375,0.25
41870583401,0,1.1875,0.1875
41870605711,0.125,1.0625,0.125
41870620125,-0.25,1.125,0.3125
41870643252,-0.3125,1.25,0.25
41870665791,0.5625,1.125,0.25
41870680092,0.5625,1,0.1875
41870703366,0.5625,0.9375,0.25
41870725854,0.625,0.875,0.25
41870740050,0.5625,0.9375,0.1875
41870763376,0.0625,1,0.3125
41870785925,0.5625,1.125,0.4375
41870808335,0.625,0.9375,0.375
41870823281,0.5625,1.0625,0.375
41870845920,0.3125,1.1875,0.25
41870860239,-0.1875,1.5625,0.3125
41870883282,-0.625,1.6875,0.4375
41870905920,-0.125,1.4375,0.4375
41870920214,0.875,0.9375,0.25
41870942616,1.125,0.5,-0.3125
41870974068,1.25,0.125,-0.8125
41870988447,0.3125,0,-0.9375
41871002587,-0.125,0.1875,-0.9375
41871025239,0.4375,0.4375,-0.9375
41871040312,0.5,0.75,-0.8125
41871062751,0.0625,1,-0.8125
41871085224,-0.25,1.125,-0.625
41871100203,0.1875,0.9375,-0.75
41871130845,0.25,0.75,-0.6875
41871145065,0.5625,0.25,-0.6875
41871162978,1.125,-0.125,-0.9375
41871190801,1.4375,-0.25,-1.0625
41871205202,0.4375,-0.1875,-1.125
41871223000,-0.125,-0.375,-1
41871251186,0.4375,-0.5,-1
41871268023,0.5625,-0.5,-1
41871282960,0.375,-0.5,-1.125
41871310867,0.0625,-0.6875,-1.0625
41871325108,0.1875,-0.8125,-1.125
41871348277,0.1875,-0.8125,-1.125
41871362774,0.75,-0.9375,-1.0625
41871385101,1.0625,-1.25,-1.1875
41871408377,1.5625,-1.5625,-1.1875
41871424040,1.1875,-1.6875,-1.0625
