myoTS,x,y,z
41685724923,11.25,-31.1875,-30.0625
41685739961,12.8125,-35.25,-28.3125
41685763630,10.125,-33.8125,-27.5625
41685784911,10.3125,-31.875,-25.125
41685799905,12.9375,-29.6875,-21.6875
41685823576,10.75,-26.4375,-17.6875
41685868637,6.8125,-23.9375,-13.625
41685877547,-0.3125,-22.75,-9.75
41685885063,-6.875,-20.9375,-5.1875
41685905592,-13.25,-19.125,0.1875
41685921419,-14.9375,-17.6875,5.75
41685943621,-8.6875,-16.1875,11.4375
41685987338,0.5,-14.0625,13.375
41685997436,7.75,-12.25,13.125
41686004379,8.875,-10.5,11
41686025551,8.625,-8.75,7.9375
41686041282,2.4375,-8.1875,9.3125
41686062322,-4.125,-7.25,9.5
41686085521,-6.1875,-6.125,8.4375
41686101228,-4.3125,-4.5625,8.3125
41686122330,-6.5625,-3.1875,6.75
41686145481,-6.75,-3,4.125
41686161287,-4.5625,-4.125,3.9375
41686182324,-3.125,-3.5625,3.6875
41686205447,1.5625,-3.4375,3.6875
41686221236,5.5,-3.9375,5.3125
41686242312,7.0625,-3.6875,6.125
41686265496,5.125,-2.75,4.625
41686281279,2.75,-0.0625,3.5625
41686302221,0.25,2.75,2
41686325488,2.5,5.0625,-1
41686341213,4.375,7,-2.5625
41686362283,5.5,6.75,-1.9375
41686385476,6.8125,5.125,-0.25
41686401215,5.125,3.625,1.4375
41686423695,3.9375,1.6875,1.5
41686445457,4.625,-0.25,0.625
41686461208,4.125,-1.5625,0.4375
41686483781,0.5625,-1.125,0.75
41686505446,1.625,0.6875,0.6875
41686521179,6.75,1.375,1.1875
41686543700,8.625,1.0625,2.5625
41686565536,6.75,1.3125,3.1875
41686581309,3.25,2.125,3.3125
41686603728,1.375,2.5625,3.1875
41686625511,3.5625,2.875,2.3125
41686641267,6.375,2.6875,1.5
41686663721,6.75,2.3125,1.375
41686684841,5.25,2.625,1.5
41686701186,6.0625,3.75,1.4375
41686723704,6.4375,4,1.8125
41686744888,5.1875,3.625,1.6875
41686761235,3.4375,3,1.5625
41686783691,1.6875,2.3125,1.4375
41686804877,-0.6875,2,1.5
41686821215,-2.6875,1.625,0.875
41686843689,-3.8125,1.125,-0.0625
41686864753,-3,1,-0.4375
41686881169,-0.9375,1.8125,-0.8125
41686903818,0.8125,1.875,-0.8125
41686924807,1.1875,1.625,-0.625
41686941298,-0.375,1.75,-0.375
41686963782,-0.3125,1.4375,-0.6875
41686986346,0.25,0.875,-0.5625
41687009407,-0.125,1.0625,-0.125
41687023787,-0.6875,1.5,0.75
41687046282,-5,0.5,1.5
41687069388,-8.625,0,1.3125
41687083721,-8.875,-0.0625,1.375
41687106172,-7.125,-0.5625,1.8125
41687129448,-4.9375,0.6875,2.3125
41687143724,1.5,1.9375,2.75
41687166255,5.625,1.625,2.875
41687189344,3.5625,1.6875,2.9375
41687203721,1.0625,2.0625,2.3125
41687226733,-0.9375,1.875,1.5625
41687249393,-2.4375,1.375,0.625
41687263747,-3.0625,0.875,-0.25
41687286325,-3,0,-0.6875
41687309467,-3.0625,-0.1875,-0.75
41687323832,-3.625,-0.0625,-0.3125
41687346255,-7.3125,-1.3125,0.1875
41687369476,-15.1875,-2.5,0.5
41687390600,-24,-3.5625,0.6875
41687406278,-27,-5.0625,-2.75
41687429368,-28.875,-4.6875,-5.25
41687450443,-43.0625,-4.375,-6.6875
41687466196,-55.8125,-6.25,-14.3125
41687489359,-74.8125,-10.375,-18.875
41687510484,-82.9375,-10.6875,-22
41687526330,-81.0625,-10.9375,-24.125
41687549503,-56.9375,-10.9375,-21
41687570548,-35.625,-20.375,-22.9375
41687586255,-36.6875,-30.0625,-23.375
41687609447,-43,-34.75,-22.75
41687630506,-46.125,-37.125,-21.6875
41687645557,-46.0625,-37.625,-19.6875
41687659848,-60.1875,-36.8125,-12.25
41687682294,-75,-40.9375,-17.0625
41687705442,-78.625,-41,-18.1875
41687719811,-63.9375,-37.4375,-20.875
41687742314,-39,-32.375,-18.75
41687765513,-27.0625,-28.5625,-13.5625
41687779887,-31.5,-30.1875,-11.8125
41687802288,-42.5625,-28.9375,-10.5
41687825548,-36.5625,-24.75,-10.6875
41687839888,-18.9375,-18.25,-10.375
41687862395,-12.875,-13.375,-9
41687885566,-13.5625,-11.625,-6.9375
41687899944,-13.5625,-9.875,-4.625
41687922361,-10.0625,-7.3125,-3.75
41687945532,-1.9375,-4,-2.6875
41687959799,6.25,-1,-0.875
41687982278,3.6875,-1.6875,-0.0625
41688005678,-5.0625,-3.5,-0.3125
41688019818,-11.4375,-4.25,-1.375
41688042374,-5.5,-3.6875,-1.875
41688065536,2.25,-1.75,-1.5
41688079883,0.25,-1.6875,-1.75
41688102216,-7.875,-3.875,-3.375
41688125609,-10.75,-4.75,-4.125
41688139825,-7,-4.4375,-4
41688162326,-4.0625,-3.6875,-3.25
41688185485,-7.625,-4.0625,-3.5
41688199869,-10.6875,-5.375,-4.1875
41688222329,-10.1875,-6.0625,-5.6875
41688245421,-4.25,-5.8125,-5.8125
41688259817,0.6875,-3.5,-3.75
41688282408,2.4375,-0.9375,-1.125
41688305457,2.6875,0.5,0.125
41688319907,3.5,1.6875,1
41688342406,6.875,3.125,1.875
41688365598,10.4375,5.1875,2.5
41688379928,9.75,6.375,2.25
41688402299,6.25,5.625,2.0625
41688433717,5.1875,5.375,2.125
41688439903,8.125,5.5,2.125
41688462438,7.3125,3.75,1.6875
41688485514,0.5,2.1875,0.4375
41688499861,-4.3125,1.1875,-0.625
41688522293,-0.8125,0.3125,-0.9375
41688545450,4.5625,-0.625,0
41688559752,4.375,-1.1875,0.625
41688582315,0.625,-1.5,0.875
41688605527,-2.25,-1.3125,-0.125
41688619885,-1.1875,-0.6875,-0.25
41688642449,3.1875,0.1875,0.625
41688665563,5.5,0.4375,1.1875
41688679859,1.4375,0.125,0.9375
41688702311,-3.25,0.0625,0.125
41688725497,-1.5,0.25,-0.25
41688739885,4.5,0.3125,0.25
41688762455,6.375,0.3125,0.3125
41688784801,1.75,0,-0.0625
41688799801,-3.1875,-0.1875,-0.875
41688822337,-2.9375,-0.1875,-0.375
41688844787,2.25,-0.125,0.5
41688859909,4.75,-0.5,1.0625
41688882360,2.0625,-0.6875,1.625
41688904838,0.0625,-0.8125,1.3125
41688919905,0.9375,0.0625,1
41688942407,3.25,0.0625,0.8125
41688964908,3.6875,0.75,0.9375
41688979928,1.5625,1.0625,0.4375
41689002302,-1.6875,1.625,-0.5
41689024806,-2.6875,1.375,-1.5625
41689039835,-0.125,0.125,-1.3125
41689062450,-0.3125,-0.6875,-0.75
41689084921,1.625,-1,0.5625
41689099855,2.0625,-1,-0.125
41689122391,-0.4375,-0.6875,-1
41689144811,-0.6875,0,-0.25
41689159892,1,0.1875,0.375
41689183758,3.5,0.375,0.875
41689204811,1.9375,0.5,0.25
41689219803,-3.75,0.75,-0.4375
41689242367,-3,0.5625,-0.8125
41689266269,2.1875,0.125,0.1875
41689279916,4.1875,-0.0625,0.6875
41689302361,1.75,-0.125,0.25
41689324823,-2.6875,-0.3125,-0.875
41689339798,-4.125,-0.625,-0.875
41689362382,-1,-0.75,-0.4375
41689386337,3.8125,-0.8125,0.4375
41689399852,5.125,0.3125,0.875
41689422506,4.3125,1.25,0.625
41689444934,2.125,1.375,0.3125
41689459811,1.25,2.25,0.5
41689482358,5.25,3.3125,1.25
41689504857,11.625,4,2.1875
41689519824,15.6875,5.375,3.125
41689542348,22,7.0625,5.4375
41689564859,32.75,9.6875,9.1875
41689581218,43.6875,15.625,12.375
41689602306,59.625,20.625,14.625
41689624858,74.5,22.8125,14.5625
41689641382,80.5625,23.875,13.75
41689662465,76.4375,25.25,13.4375
41689684901,66.9375,28.6875,15
41689701254,61.125,27.5625,14.4375
41689722464,59.125,23.625,10.125
41689744843,54.4375,18.875,7.5625
41689761345,44.25,14.6875,5.3125
41689782434,32.5625,15.625,5.375
41689804848,30.0625,15.5,6.25
41689821365,38.1875,13.75,5.25
41689842367,43.3125,11.1875,4.5
41689864929,38.8125,8.5625,4.75
41689881362,28.5625,7.375,4.125
41689902428,19.75,6,5.625
41689924874,19.0625,6.1875,4.875
41689941215,19.25,6.375,1.75
41689962430,15.875,8.25,-0.125
41689984843,13.3125,8.0625,-1.1875
41690001254,20.9375,5.375,-2.9375
41690022274,28.4375,3.8125,-4
41690044895,28.0625,4.8125,-4.5625
41690061373,27.75,6,-6
41690082404,31.25,5.5625,-8.9375
41690104869,29.8125,5.125,-8.3125
41690121370,31.8125,2.625,-8.9375
41690142478,32.6875,5.25,-10
41690164935,37.0625,9,-10.375
41690181398,37,9,-9.9375
41690202393,32.1875,4.25,-10
41690224953,17.0625,4.5,-8.8125
41690241332,7.1875,2.8125,-5
41690262399,6.6875,2.5,-3.125
41690284829,8.0625,4.5,-4.9375
41690301307,11.3125,2.25,-5.1875
41690323731,13.625,-0.5,-1.4375
41690344832,14.9375,-2.3125,0.0625
41690361281,3.0625,-2.8125,-0.1875
41690382307,-9.8125,-1,0.1875
41690404911,-6.8125,1.3125,-0.4375
41690427400,8.375,3.4375,-0.8125
41690442448,18.25,2.625,2.1875
41690464940,18.0625,4,2.25
41690481332,8.5,6.125,0.8125
41690503804,0.4375,8.75,0.125
41690524918,-0.625,10.5625,0.625
41690541387,6.1875,10.3125,0.9375
41690563851,8.9375,9.375,0.4375
41690584892,6.625,8.8125,0.75
41690601280,5.5,7.4375,1.5625
41690623840,7.3125,5.875,2.6875
41690644914,9.1875,4.6875,3.125
41690661388,11.25,5.125,2.9375
41690683879,12.125,5.9375,2.5
41690704901,12.75,6.1875,2.875
41690721391,12.125,6.1875,2.625
41690743776,9.6875,6.125,3.0625
41690764843,9,6.1875,2.375
41690781265,7.3125,7,2.4375
41690803839,3.25,8.0625,2.5625
41690824855,-0.125,7.6875,1.5625
41690841278,2.0625,6.4375,1.25
41690863822,3.625,5.125,1.25
41690884889,4.25,4.625,1.5
41690901263,3.4375,4.9375,1.125
41690923864,1.75,5.0625,1.0625
41690944886,1.4375,4.375,0.8125
41690961361,1.875,3.25,1.0625
41690983789,1.125,2.1875,1.1875
41691004924,0.1875,1.4375,1.1875
41691021394,-1.0625,0.625,0.9375
41691043896,-3,0.375,1.375
41691064955,-5.125,-0.1875,1.5
41691081377,-4.125,-0.75,1.1875
41691103791,-1.4375,-1.6875,0.5
41691126402,-0.125,-1.5,0.3125
41691141444,-1.4375,-0.6875,0.3125
41691163903,-2.75,0.25,0.3125
41691184936,-1.9375,0.75,0.0625
41691201346,-1,1.25,0.0625
41691223969,-1.1875,1.6875,0.5
41691244857,-1.375,2,0.9375
41691261408,-0.875,1.8125,0.5
41691283804,0.1875,1.0625,0.25
41691304893,-0.3125,0.5625,0.75
41691321343,-0.4375,-0.125,1.4375
41691343816,1.8125,-1.25,2.125
41691364888,-0.25,-0.9375,4.1875
41691381310,-4,-0.8125,4.6875
41691403784,-4.8125,-1,3
41691426287,-4,-1.375,1.6875
41691441305,-2.125,-1.75,1.375
41691463786,-0.9375,-1.375,1.4375
41691485536,-1.375,-1.0625,0.9375
41691500475,-0.8125,0.1875,0.9375
41691523005,1.8125,1.1875,1.25
41691545584,4.625,1.375,1.1875
41691560617,5,1.75,1.375
41691583075,3.1875,2.375,1.6875
41691605640,1.5625,3.0625,2.1875
41691622007,1.125,3.0625,1.9375
41691643085,2.9375,2.125,0.6875
41691665577,3.625,1.3125,0.875
41691682025,-0.5,2.0625,1.625
41691703056,-4.9375,4.1875,1.4375
41691725542,2.75,3.8125,0.8125
41691741951,14.25,3.25,0.625
41691762998,16,3.4375,1.5
41691785645,9.4375,5.75,2.1875
41691801952,3.25,6.5625,0.25
41691823151,3.875,4.375,-2.9375
41691845566,9.6875,1.5,-3.3125
41691861998,13.375,-0.4375,-1.8125
41691883106,11.375,-0.375,-1.75
41691905591,11.625,-1.5625,-3.375
41691921995,12.5625,-2.75,-4.0625
41691943129,11,-1.5,-4.25
41691966346,8.75,2.125,-3.6875
41691982103,8.875,5.1875,-4.125
41692003113,10.625,5,-5.8125
41692025622,10,3.375,-6.75
41692041970,6.375,1,-6.625
41692062995,1.375,1.4375,-6.6875
41692085577,2.4375,5.9375,-7
41692101979,6.6875,9.5,-6.375
41692123018,6.1875,12,-5.3125
41692145572,1.25,12.25,-3.0625
41692161947,-2.4375,12.75,-2.5
41692183020,-3.5,15,-2.875
41692205522,-5.0625,17,-2.3125
41692222030,-4.9375,15.6875,0.25
41692243067,-2,14.875,2.125
41692265606,4.0625,14.125,2.4375
41692282133,9,14.6875,1.625
41692303046,10.9375,16.4375,1.75
41692325620,10.9375,18.4375,1.9375
41692341395,8.8125,19.25,1.625
41692363112,6.5625,20.125,1.5
41692385501,3.25,20.8125,0.875
41692401368,0.25,21.75,0.4375
41692424479,0.125,22.125,-0.375
41692445578,3.125,21.25,-1
41692461353,3.75,21.125,-1
41692483091,1.5,22.25,-0.375
41692505523,1.6875,21.875,0.75
41692521347,2.125,22.3125,1.1875
41692543036,5.4375,22.1875,2.125
41692565563,7.6875,22,2.75
41692581370,6.6875,21.875,3.1875
41692604492,4.1875,21.3125,2.875
41692625581,4,19.625,3.375
41692641345,4,17.5625,4.5
41692664535,2.6875,14.5,5.75
41692685518,3.375,10.5625,6.1875
41692701385,3.6875,7.4375,7.25
41692724473,3.5625,4.375,8.0625
41692745541,4.875,1.6875,8.25
41692761379,4.0625,-0.25,9.0625
41692784542,2.125,-1.3125,9
41692805532,1.6875,-3,8.9375
41692821347,4.5,-5.0625,9.9375
41692844482,7.8125,-6.3125,10.4375
41692865510,10.8125,-7.3125,10.625
41692881355,11.875,-7.6875,10.8125
41692904518,11.9375,-7,10.3125
41692925556,8.375,-5.8125,10.25
41692941401,4.625,-5.125,9.9375
41692964505,2.9375,-3.5,8.5625
41692985551,4.4375,-2.1875,7.6875
41693001444,5.4375,-2.25,8.3125
41693024499,4.75,-3.0625,7.8125
41693045597,1,-4.125,7.125
41693061372,-5.1875,-4.1875,7.25
41693084502,-6.5,-2.8125,8.4375
41693105556,-1.8125,-1.125,7.9375
41693121348,3.8125,0.8125,7.25
41693144505,7.125,3.125,7.125
41693165563,7.75,5.3125,7.375
41693181355,5.625,7,7.75
41693204492,1.6875,8.1875,8.1875
41693225572,-3.5625,8.0625,7.625
41693249512,-6.875,5.9375,7
41693264509,-6.6875,3.25,5.9375
41693286986,-5.0625,1.0625,5.75
41693301387,-7.1875,0.0625,4.1875
41693323900,-10.3125,-0.25,1.875
41693345562,-12.875,-0.4375,1.0625
41693361380,-14.0625,-1.125,-0.0625
41693383878,-14.4375,-2,-0.8125
41693405594,-10.3125,-3.25,-0.375
41693421397,-3.9375,-4.875,0.4375
41693443841,-0.625,-3.6875,0.25
41693465576,1.125,-2.0625,-0.125
41693481368,1.0625,-1,-0.6875
41693503822,-0.125,-0.125,-0.5625
41693527013,-1.8125,0.625,-0.4375
41693541388,-3.125,0.1875,-0.6875
41693563883,-3,-0.6875,-0.875
41693587055,-1.4375,-1.625,-1.3125
41693601342,-0.1875,-1.375,-1.375
41693623875,-0.625,-0.6875,-1.375
41693647007,-1.625,0.5,-2
41693661388,-0.9375,1.4375,-3.3125
41693683819,0.8125,0.875,-4.375
41693707037,2,-0.375,-3.8125
41693721359,2.0625,-0.125,-2.375
41693743861,4.0625,0.875,-1.6875
41693767640,8.6875,0.6875,-0.8125
41693781375,10.875,0,-0.625
41693803830,10.875,1.3125,-2.3125
41693826977,9.3125,2.4375,-4.1875
41693841443,7.75,2.375,-5
41693863854,4.8125,2.25,-4.375
41693886999,3.0625,1.3125,-3.875
41693901468,3,0.3125,-3.3125
41693923881,6.3125,-1.125,-2.8125
41693946985,6.8125,-0.625,-1.5
41693961398,5.625,0.125,-1.4375
41693983908,5.25,0.9375,-1.5
41694007037,5,2.1875,-1.6875
41694028089,2.5625,2.6875,-2.75
41694043894,-0.125,2.3125,-3.125
41694067056,-0.5625,0.875,-2.75
41694088035,1.875,-0.3125,-2.625
41694103980,2.625,-0.875,-2.625
41694127126,0.6875,-0.625,-2.5625
41694148199,-2.0625,-1.0625,-1.9375
41694163882,-2,-1.4375,-1.25
41694187121,0.375,-1.5,-1.9375
41694208162,1.6875,-1.25,-2.75
41694223878,0.8125,-0.625,-2.875
41694247052,0.25,-0.625,-2.4375
41694268213,-1.3125,-0.3125,-2.375
41694283950,-2.125,-1,-2.375
41694306412,-0.3125,-2.625,-2.25
41694328235,5.3125,-2.125,-0.25
41694343914,5.875,0.4375,2.875
41694366413,2.25,-0.375,2.375
41694388173,4.3125,-5.6875,-1.75
41694403913,6.125,-8.3125,-4.0625
41694426448,-1.875,-5.6875,-3.125
41694449429,-14.5625,-2.125,-2.125
41694463960,-18.0625,-1,-3.6875
41694486470,-19.3125,0.5,-4.625
41694509612,-28.5,4.625,-1.125
41694523969,-41.9375,14.1875,0.6875
41694546430,-46.1875,23.4375,1.375
41694569493,-47.1875,27.875,1.3125
41694583849,-45.875,30.125,3.6875
41694606355,-47.8125,35,7.5625
41694629472,-57.0625,43.375,12.75
41694643991,-66.625,49.25,17.875
41694666493,-72.3125,52.8125,23
41694689582,-73.9375,53.0625,24.25
41694703884,-68.125,52.75,25.25
41694726377,-62.125,54.625,29.0625
41694749545,-63.875,60.5,32.625
41694778198,-71.6875,62.875,33.375
41694786491,-70.8125,61.375,35.125
41694809602,-57.4375,59.875,37.125
41694830653,-48.875,61,37
41694853191,-47,63.375,35
41694869513,-43.25,63,32.8125
41694890683,-33.0625,59.0625,30.6875
41694906363,-17.5,53.8125,29.0625
41694929529,-6.1875,50.9375,27.625
41694950693,-5.625,50,24.5625
41694966427,-12.4375,48.125,22.8125
41694989558,-16.8125,42.875,22.625
41695010683,-13.75,35.5,21.75
41695026491,-5.25,27.5625,20.9375
41695049620,1,19.25,20.25
41695070645,-0.8125,12.625,18.6875
41695086470,-7.5625,5.4375,15.625
41695109610,-13.4375,0.75,12.125
41695130597,-12.5625,-2.5,10.5
41695146412,-7.9375,-4.5625,9.9375
41695169553,-6.125,-5.4375,8.4375
41695190588,-5.875,-5.6875,4.1875
41695206376,-5.875,-5.8125,1
41695228863,-3.375,-3.5,-0.25
41695250654,1.125,0,-0.625
41695266474,2.625,3.6875,-0.875
41695288923,-1.6875,6,-1.125
41695302479,-6.375,8.375,-3.1875
41695325662,-0.125,9.8125,-5.25
41695340010,6.0625,10.3125,-3.25
41695362505,1.875,9.1875,-0.25
41695385706,-2.5625,6.4375,1
41695400060,-4.375,3.8125,2.1875
41695422572,-1.5,2.125,3
41695445630,-1.125,1.25,3.125
41695459939,-2.5,1.0625,3.1875
41695482479,-3.625,1.625,2.1875
41695505639,-3.3125,1,1.3125
41695519939,-0.1875,-0.4375,1.25
41695542409,2.5,-0.8125,1.4375
41695565646,-1.0625,0,1.125
41695579989,-5.625,1.4375,0.875
41695603914,-3.5625,1.1875,1.5625
41695625688,1.25,0.5,1.5625
41695641469,3.625,0.875,0.0625
41695662507,2.625,2,-0.6875
41695685746,-0.0625,3.5625,-0.5625
41695700085,-0.9375,4.5625,-0.1875
41695722494,-0.25,4.5625,-1.125
41695745678,0,2.75,-2.8125
41695759967,1.0625,0.0625,-3.25
41695782448,1.375,-1.125,-1.625
41695805585,-1.625,-0.875,-0.375
41695819916,-3.25,-1.1875,-0.5625
41695842557,-0.8125,-2,-1.875
41695865627,4.0625,-2.125,-2.3125
41695880046,6.6875,-1.5625,-2.5
41695902471,4.75,-0.5,-3.0625
41695925652,1.6875,0.25,-3.6875
41695940054,7.25,1.1875,-3.375
41695962581,25.25,4.125,-3.4375
41695985735,53.0625,10.1875,-5
41696000079,78.75,15.5,-10.6875
41696022559,86.0625,14.25,-16.75
41696045644,86.5625,2.5,-21.125
41696059927,95.625,-14.5625,-18.6875
41696082435,95.875,-33.3125,-12.125
41696112933,93.9375,-50.75,-4.9375
41696122827,99.3125,-62.75,-3.0625
41696150771,101.688,-72.5,-1.9375
41696165704,93.375,-78.1875,2.3125
41696180022,81,-79.9375,4.4375
41696202517,69.25,-78.3125,4.4375
41696225723,57.75,-71.4375,3.6875
41696240044,43.0625,-65.625,-2.3125
41696262541,35.8125,-62.5,-8.6875
41696285682,42,-58.0625,-8.6875
41696300015,42.875,-52.75,-7.6875
41696322531,34.0625,-49.0625,-7.4375
41696344974,27.125,-47,-6.6875
41696359945,27.1875,-44.6875,-3.125
41696382441,24.5,-43.0625,-1.625
