myot,x,y,z
113585225,1.1875,-1.5625,1.375,1468766052953
113607589,0.6875,-2,1.4375,1468766052975
113622661,-0.3125,-2.5625,1.5625,1468766052990
113645195,-0.9375,-2.875,1.6875,1468766053013
113667574,-0.4375,-3.0625,1.5,1468766053035
113683942,-0.6875,-3.5625,1.5,1468766053052
113705005,-0.875,-3.875,1.0625,1468766053073
113727521,0.8125,-4.125,0.9375,1468766053095
113742619,1.1875,-4,0.8125,1468766053110
113773243,0.625,-3.75,1,1468766053141
113787523,-0.0625,-3.1875,0.6875,1468766053155
113802519,-0.8125,-2.5625,0.3125,1468766053170
113825114,-0.25,-1.9375,-0.125,1468766053193
113847773,0.375,-1.25,-0.5625,1468766053216
113862734,0.3125,-0.6875,-0.875,1468766053231
113885253,-0.125,-0.1875,-0.875,1468766053253
113907532,0.1875,0.25,-0.75,1468766053275
113922769,-0.375,0.625,-0.5625,1468766053291
113945180,0.5,0.75,-0.25,1468766053313
113967751,0.3125,0.8125,0.3125,1468766053336
113982757,0.5625,1,1.25,1468766053351
114005216,-0.25,1.125,1.3125,1468766053373
114027610,-0.375,1,1.625,1468766053395
114042561,-0.3125,1.0625,2.0625,1468766053410
114064991,1.25,1.9375,2.0625,1468766053433
114087552,2.875,1.75,0.5,1468766053455
114102507,1.5,3.0625,2.1875,1468766053470
114125025,1.625,6.3125,3.75,1468766053493
114147608,1.9375,5.125,5.5625,1468766053515
114162784,1.25,2.875,6.1875,1468766053531
114185108,1.8125,0.8125,6.6875,1468766053553
114207736,-0.75,-0.6875,7.5,1468766053576
114222806,-4.75,-0.6875,5.5625,1468766053591
114245105,-3,-1.5625,5.375,1468766053613
114267762,-2.25,-3.0625,5,1468766053636
114282637,-2.4375,-4.8125,4.875,1468766053651
114305260,-2.125,-6.25,4.9375,1468766053673
114327723,-2.6875,-6.5625,4.0625,1468766053696
114344067,-2.9375,-6.5,3.625,1468766053712
114365086,0,-6.125,3.4375,1468766053733
114387581,1.25,-5.625,3.4375,1468766053755
114404117,0.8125,-4.8125,3.25,1468766053772
114425210,0.8125,-3.875,3.0625,1468766053793
114447777,0.125,-2.9375,2.75,1468766053816
114464132,0.3125,-1.9375,2.75,1468766053832
114485217,1.5625,-1.0625,2.5625,1468766053853
114507688,1.5625,-0.1875,2.0625,1468766053875
114524105,-0.75,0.5,1.4375,1468766053892
114545252,0.125,0.9375,0.8125,1468766053913
114567775,0.75,1.25,0.5,1468766053936
114584067,-0.1875,1.125,-0.0625,1468766053952
114605233,0.5,0.6875,-0.3125,1468766053973
114627762,0.8125,0.3125,-0.625,1468766053996
114644139,0.25,-0.125,-0.9375,1468766054012
114665252,0.5625,-0.5,-1.25,1468766054033
114687560,0.875,-0.625,-1.1875,1468766054055
114703953,0.75,-0.4375,-1,1468766054072
114725110,0.0625,-0.25,-1,1468766054093
114747515,-0.3125,0.0625,-0.9375,1468766054115
114763980,-0.1875,0.125,-0.375,1468766054132
114785012,-0.125,0.125,0.125,1468766054153
114807719,-0.9375,0.1875,0.4375,1468766054176
114824013,0.375,0.1875,0.6875,1468766054192
114845224,0.1875,0.3125,0.4375,1468766054213
114867785,0.125,0.4375,0.4375,1468766054236
114884105,0.1875,0.625,0.4375,1468766054252
114913258,-0.5625,0.6875,0,1468766054281
114927650,-0.3125,0.8125,-0.125,1468766054296
114944121,0.375,0.875,-0.375,1468766054312
114965296,-0.5,1.0625,-0.4375,1468766054333
114987669,0.4375,1.25,-0.3125,1468766054356
115004047,0.625,1.6875,-0.375,1468766054372
115025090,3.9375,3.75,-5.8125,1468766054393
115047564,8.8125,8.125,-8.875,1468766054415
115064189,8.375,20.3125,-10.125,1468766054432
115085253,7.9375,37.25,-10.625,1468766054453
115107741,8.375,42.125,-10.8125,1468766054476
115124119,10.0625,29.1875,-9.1875,1468766054492
115145319,-0.125,16.1875,-4,1468766054513
115167630,-0.5625,10.0625,1.5625,1468766054535
115184095,-0.9375,8.375,4.8125,1468766054552
115205221,-1.8125,6.25,6.5625,1468766054573
115227820,1.5,3.4375,7.9375,1468766054596
115244117,2.875,1.6875,8.8125,1468766054612
115266616,3,1.5,9.0625,1468766054634
115287737,1.375,0.875,8.4375,1468766054656
115304122,-3,1,5.125,1468766054672
115326643,-8.8125,-0.5,2.0625,1468766054694
115349016,-11.25,-0.75,-0.75,1468766054717
115364005,-13.5,-1,-2.9375,1468766054732
115386517,-14.75,-2.5625,-4.0625,1468766054754
115407558,-14.9375,-3.4375,-4,1468766054775
115424002,-10.875,-6.75,-2.0625,1468766054792
115446563,1,-9.125,-1.3125,1468766054814
115467760,11.5625,-9.25,-1.9375,1468766054836
115484144,17.75,-13.4375,-1.75,1468766054852
115506577,13.5,-17.75,-0.5,1468766054874
115527772,13,-20.3125,1.75,1468766054896
115544081,16.75,-24.875,4.4375,1468766054912
115566649,18.3125,-29.0625,7.375,1468766054934
115587730,10.0625,-29.125,7.1875,1468766054956
115604042,-2.6875,-33,3.5625,1468766054972
115626615,-7.875,-31.0625,0,1468766054994
115647876,-3.125,-27.3125,1.25,1468766055016
115664114,-5.9375,-27.1875,4.5625,1468766055032
115686552,-9.25,-25.75,4.25,1468766055054
115707849,-8.1875,-27,3.375,1468766055076
115724142,-8.6875,-29.3125,5.9375,1468766055092
115746695,-16.6875,-31.0625,8.4375,1468766055114
115767741,-12.0625,-21.375,4.4375,1468766055136
115784146,-7.4375,-13.75,0.5625,1468766055152
115806583,-8.3125,-8.5,0.875,1468766055174
115827594,-6.3125,-5.8125,3.25,1468766055195
115851511,-6.5625,-4,6.3125,1468766055219
115866502,-13.1875,-2.6875,8.5625,1468766055234
115887583,-15.875,-5.4375,10.9375,1468766055255
115904135,-13.25,-14.3125,12.5,1468766055272
115926688,-9.625,0.5,7.25,1468766055294
115947823,-8.8125,9.3125,5.0625,1468766055316
115964099,-5.5625,9.1875,5.3125,1468766055332
115986648,-4.375,5.5625,4.8125,1468766055354
116007806,-9.3125,-0.8125,6.3125,1468766055376
116024086,-9.875,4,6.375,1468766055392
116046645,-13.9375,11,4.625,1468766055414
116067864,-14.875,15.6875,1.75,1468766055436
116084080,-9.875,17.875,0.875,1468766055452
116106634,-9.625,20,1.125,1468766055474
116130542,-15,21.75,-0.375,1468766055498
116144049,-9.6875,21,0.25,1468766055512
116172556,-2.875,20.6875,0.6875,1468766055540
116187562,-5.9375,22.125,0.5625,1468766055555
116204037,-6.3125,22.375,0.6875,1468766055572
116226524,-6.5625,21.8125,0.625,1468766055594
116249016,-0.8125,21.8125,1.3125,1468766055617
116264042,8.5625,20.5,2.375,1468766055632
116286630,9.25,18.125,0.25,1468766055654
116309061,-3.1875,16.0625,0,1468766055677
116324056,1.4375,14.3125,-0.6875,1468766055692
116345781,19.4375,12.8125,0.25,1468766055713
116368243,14.625,11.875,0.625,1468766055736
116390759,2.5,11.75,1.3125,1468766055759
116405788,10.125,9.5,0.3125,1468766055774
116435773,10.4375,8.4375,-0.5625,1468766055803
116444696,13,5.75,-1.3125,1468766055812
116465756,13.1875,5.1875,-0.625,1468766055833
116488301,7.1875,3.1875,0,1468766055856
116504730,7.9375,0.625,-0.25,1468766055872
116525748,21.875,0.125,0.875,1468766055894
116548257,6.375,-0.625,0.75,1468766055916
116572210,3.1875,-0.25,1.8125,1468766055940
116585772,5.75,0.5,2.125,1468766055954
116608293,3.25,-1,1.3125,1468766055976
116624725,4.125,-1.4375,1.9375,1468766055992
116645802,0.75,-1.9375,2.5,1468766056013
116668280,-4.25,-2.25,1.3125,1468766056036
116684663,1.0625,-2.4375,0.5625,1468766056052
116705823,0.5625,-2.6875,0.5,1468766056074
116728305,-0.6875,-2.875,-0.3125,1468766056096
116744718,-4.1875,-4.5,-1.3125,1468766056112
116765784,-7.5625,-6.25,-2,1468766056133
116788234,5.6875,-8.75,-1.625,1468766056156
116804696,7.8125,-10.0625,-0.5625,1468766056172
116825720,4.375,-9.9375,0.5625,1468766056193
116848271,0.25,-11.375,0.875,1468766056216
116864747,2.4375,-11.875,2.125,1468766056232
116885789,3.75,-9.1875,3.125,1468766056253
116908275,7.8125,-4.75,3.6875,1468766056276
116924696,10,-0.9375,4.0625,1468766056292
116945765,-1.4375,2.6875,4.0625,1468766056313
116968275,-5.4375,3.4375,3.9375,1468766056336
116984717,3.375,3.4375,5.25,1468766056352
117005776,1.1875,2.5,7,1468766056373
117028274,3.0625,5.3125,7.5625,1468766056396
117044691,2.8125,4.8125,7.0625,1468766056412
