myot,x,y,z
41845150108,0.125,-1.5625,-1.3125
41845164671,-0.25,-1.625,-1.1875
41845187231,0.5,-1.625,-1.0625
41845210090,0.1875,-1.5,-1.0625
41845225892,2.9375,-1.75,-1.1875
41845248339,3.0625,-1.5625,-0.9375
41845269730,1,-0.75,-0.5625
41845309031,-0.625,0.0625,-0.4375
41845311112,-1.3125,0.5625,-0.4375
41845330373,-0.875,0.5,-0.4375
41845345363,-0.0625,0.375,-0.4375
41845369085,1.1875,-0.125,-0.5625
41845390257,0.6875,-0.1875,-0.625
41845426991,-0.4375,-0.1875,-0.8125
41845437188,-0.125,-0.625,-0.8125
41845450283,0.1875,-1.125,-0.8125
41845465382,1.1875,-1.625,-0.4375
41845487883,1.8125,-2,-0.25
41845503568,1.9375,-1.8125,0.1875
41845525112,2.625,-1.4375,0.375
41845547692,2.4375,-1.125,0.3125
41845561988,0.9375,-0.6875,0.5
41845585138,0.0625,-0.75,0.6875
41845608099,0.8125,-0.875,0.5625
41845622000,1,-1,0.875
41845645142,1.625,-0.875,0.875
41845667653,2.75,-0.75,0.8125
41845682000,1.375,-0.1875,1.125
41845705150,-0.125,-0.0625,0.75
41845736053,0.875,-0.3125,0.5
41845742135,0.75,-0.6875,0.4375
41845765323,1.25,-1.1875,0.3125
41845787830,1.75,-1.125,0.3125
41845803486,1.625,-0.75,0.3125
41845824967,0.875,-0.625,0.25
41845847679,0.75,-0.3125,0.375
41845863467,0.9375,-0.25,0.5625
41845885436,0.9375,-0.4375,0.5625
41845907735,1.5,-0.6875,0.4375
41845923526,1.375,-0.8125,0.375
41845945247,1,-0.625,0.375
41845967467,-0.375,-0.0625,0.5625
41845983473,0.625,0.1875,0.3125
41846005192,1,0.125,0.3125
41846027682,0.5625,-0.0625,0.3125
41846043456,1.5625,-0.6875,-0.0625
41846072667,0.5625,-1,-0.0625
41846087682,-0.375,-1.625,-0.4375
41846103458,-0.625,-3.125,-0.9375
41846124491,0.9375,-4.875,-1.4375
41846147669,4.25,-6.5,-1.9375
41846163454,3.8125,-9.1875,-2.4375
41846184529,1.8125,-10.0625,-2.5
41846207644,1.9375,-10.0625,-2.75
41846223594,5.3125,-9.875,-2.75
41846252830,2.6875,-9.1875,-2.125
41846267832,5,-8.5,-1.9375
41846283576,6.6875,-7.375,-0.75
41846304718,4.5,-4.0625,0.9375
41846327746,1.75,-2.625,2.5
41846343571,4.5625,-1.875,3.3125
41846364677,4.25,-1.5625,4.3125
41846395199,3.1875,-1.5,5
41846403429,3.125,-2.1875,5.5
41846425934,2.5,-3.125,6.3125
41846449161,1.75,-4.9375,6.875
41846463494,2,-7.1875,7.3125
41846485975,2.8125,-9.5625,7.5625
41846509125,6.875,-12,8.125
41846523472,10,-12.5625,9.25
41846545972,15.5625,-13.875,9.4375
41846569584,14.875,-13.375,10.375
41846590414,11.875,-12.6875,12.5
41846606752,7.6875,-12.5,12.75
41846629225,12.5625,-13.9375,14.3125
41846650369,16.625,-14.1875,14.3125
41846666014,16.0625,-13,13.625
41846689196,1.75,-11.3125,15.375
41846710332,2.5625,-12.0625,14.875
41846726065,10.6875,-11.6875,13.25
41846749145,8.875,-11.4375,11.25
41846770407,5,-10.75,8.9375
41846786077,-2.0625,-9.0625,7.25
41846809126,-3.5,-9.5,6.375
41846830154,-5.25,-8.0625,6.375
41846845999,-8.8125,-8.875,4.75
41846869154,-11.9375,-8.5625,3.8125
41846890191,-15.5,-5.3125,3.25
41846905950,-10.6875,-4.5,1.5625
41846929123,-5.5625,-4.625,0.3125
41846950153,-7.0625,-6.75,-0.25
41846966008,-7.75,-11.9375,-2.3125
41846989267,-8.75,-9.75,-3.875
41847010224,-9.375,-11.25,-5.5
41847026082,-6.625,-22,-8.4375
41847049174,-11.8125,-26.6875,-11.1875
41847071685,-21.3125,-23.25,-11.5
41847092754,-22.5625,-28.9375,-14.3125
41847108473,-21.0625,-36.1875,-16.25
41847131744,-26.5625,-43.5,-18.1875
41847152750,-29.875,-50.3125,-21.25
41847168469,-34.125,-56.1875,-23.5
41847191633,-36.8125,-62.4375,-26.9375
41847212646,-31.25,-68,-30.1875
41847228447,-25.75,-67.9375,-34.8125
41847251664,-24.4375,-70.4375,-40.9375
41847272683,-21.8125,-72.9375,-50.0625
41847288485,-15,-74.5625,-65.9375
41847311644,-12.25,-93.75,-67.8125
41847332682,-31.5,-105.188,-69
41847348519,-52.3125,-123.812,-71.9375
41847371713,-32.75,-145.562,-85.5625
41847392671,-59.375,-134.438,-84.4375
41847409250,11.5625,-137.688,-92.4375
41847431814,17.1875,-123.562,-68.625
41847452941,-8.1875,-80.25,-55.125
41847468590,5.3125,-39.8125,-31.5625
41847491785,5.375,0.5,-26.0625
41847512778,14.3125,36.5625,-16.3125
41847528505,23.4375,73.8125,3.6875
41847551656,24.75,115.188,19.625
41847572685,23.75,165.25,35.1875
41847595188,17.5625,210.812,51.6875
41847617700,7.875,239.312,74
41847632697,10.5,260.125,90.375
41847648483,16.75,269,101.688
41847679106,19,273.5,114.312
41847692679,7.125,287.5,120.25
41847708460,7.25,291.875,116
41847731684,-6.1875,293.062,112.688
41847752858,-25.6875,282.25,121.25
41847768624,0.375,256.188,127.5
41847791745,41.375,225.875,124.312
41847812781,74.375,183.938,110.688
41847836704,90.375,133.625,83.375
41847851109,74.6875,60.625,41
41847880258,-0.6875,-27.5,7.875
41847888619,-27.125,-84.875,-11.5
41847917748,-29.3125,-100.812,-33.375
41847932701,67.9375,-127.5,-49.875
41847955209,74.1875,-177.25,-79.5
41847970979,38.5625,-171.688,-38.4375
41848000193,9.4375,-136.062,-16.125
41848008505,80.1875,-107.812,-5.875
41848031029,88.9375,-90.25,-21.125
41848054286,-8.8125,-92.3125,-9.75
41848068698,-27,-91.375,-5.625
41848091072,5.875,-94.25,-5.9375
41848114192,37.0625,-87.125,-9.5
41848135441,17.5625,-82.0625,-2.25
41848151013,-22.375,-78.5625,1.75
41848174260,-16.9375,-76.5625,-1.875
41848196415,29.0625,-72.125,-12.8125
41848211025,41.125,-60.0625,-10.875
41848241645,21.1875,-52.5,-3.875
41848255238,5.3125,-50.875,-2.375
41848271107,2.25,-53.1875,-4
41848294215,-0.875,-53.8125,-6.75
41848307225,-12.25,-55.5,-9.125
41848330472,-25.9375,-58.4375,-7.8125
41848344709,-35.6875,-61.4375,-7.5
41848367249,-33.125,-64.75,-12.1875
41848390300,-32.9375,-69.6875,-15.875
41848404741,-35.625,-73.1875,-19.0625
41848427132,-38.25,-77.25,-23.375
41848450223,-36.1875,-80.125,-34.3125
41848464592,-23.75,-91.6875,-45.4375
41848487033,-17.375,-102.625,-57.8125
41848518629,-36.5625,-112.75,-69.8125
41848526009,-70.625,-110.125,-90.125
41848547244,-143.438,-108.062,-124.125
41848570434,-205.688,-180.25,-101.562
41848584811,-122.125,-181.562,-120.312
41848607184,35.625,-198.5,-107.562
41848630470,-6.5,-163.875,-83.8125
41848644726,30.625,-101.312,-60
41848667199,17.9375,-49.25,-22.125
41848690505,-3.625,-0.5,18.0625
41848704796,33.375,30.3125,34.6875
41848727116,45.375,77.875,55.25
41848758397,46.5,118.625,74.9375
41848773368,76.875,163.75,85.875
41848787082,61.125,203,101.125
41848810240,16.875,240.125,117.312
41848826068,-19.75,272.25,118.688
41848847123,-35.3125,280.75,118
41848870261,-18.6875,278.625,119.875
41848884709,-8.75,287.438,120.062
41848939980,6.5625,291.75,118.375
41848942170,40.8125,293,115
41848947537,75.1875,290.5,109.875
41848967283,92.5625,271.688,106.688
41849006661,88,238.25,103.875
41849009054,49.0625,204.875,101.312
41849027248,47.9375,153.062,84.5
41849050466,28.9375,68.8125,38.25
41849064673,-23.75,-27.875,-6.9375
41849087298,-26.0625,-86.0625,-28.5
41849110243,-46.25,-110.875,-26.1875
41849132952,-78.5,-71.875,-20.5
41849147138,131,-111.062,-50.6875
41849170355,116.812,-188.688,-65.125
41849184798,78.8125,-186.562,-31.3125
41849223461,-12.8125,-169.188,-15.375
41849229996,19.25,-139,-24.9375
41849244497,-29.125,-103.062,-5.375
41849268592,-38.875,-89.1875,-8
41849290038,5.75,-87.5625,-13.3125
41849315629,15.9375,-70.875,-11.0625
41849336122,6.4375,-55.5625,-5.4375
41849350856,-8.5625,-39.75,-0.4375
41849375710,-19.75,-26.625,3.6875
41849412417,-21.9375,-20.5625,4.75
41849414710,-15.0625,-16.9375,4.3125
41849424844,-12.0625,-15.4375,2.625
41849455934,-10.25,-14.875,1.25
41849470461,-13.9375,-16.5625,0.5625
41849484703,-15.875,-20.125,-1.8125
41849507261,-7.625,-24.3125,-4.625
41849533231,-4.875,-28.1875,-6.9375
41849544664,-8.5,-31.9375,-8.375
41849567279,-15.0625,-36.875,-8.75
41849590463,-16.9375,-39.375,-12.9375
41849612991,-9.625,-27.125,-18.875
41849636169,-7.75,-32.6875,-19.5
41849650417,-8.75,-24.25,-25
41849664800,-19.375,-32.125,-29.3125
41849687247,-32.6875,-47.5,-32.9375
41849718589,-22.9375,-56.875,-41.375
41849724806,-4.375,-54.4375,-52.375
41849748709,-55.5625,-46.6875,-62.9375
41849770497,-199.75,-54.125,-48.8125
41849792898,-111.312,-94.1875,-63.4375
41849807218,-50.4375,-115.062,-63.9375
41849830066,-28,-113.25,-58.25
41849844628,-15.0625,-95.8125,-52.1875
41849867079,-12.875,-64.25,-36.0625
41849890035,-11.75,-45.6875,-18.25
41849907627,32.25,-26,3.0625
41849927260,66.1875,3.25,14.875
41849949860,63.1875,33.6875,20.8125
41849964798,49.1875,62.625,29.375
41849987355,40.8125,87.0625,36.3125
41850009645,37.75,104.375,39.625
41850024811,31.3125,116.688,38.6875
41850055282,30,122.438,40.4375
41850087965,35.9375,124.062,42.4375
41850102402,42.0625,118,40.3125
41850107041,52.6875,107.375,35.125
41850140581,40,92.75,27.3125
41850144584,27.5,77.375,21.875
41850175233,17.25,64.75,21.625
41850189672,16.9375,44.1875,16.375
41850204817,23.5,25.5,10.4375
41850227198,39.5625,10.375,-2
41850249819,53.5,1.1875,-15.5
41850264707,23.1875,6.1875,3
41850296765,-4.8125,2.4375,6.5
41850318676,-14.25,7.375,9.875
41850324842,-25.625,14.6875,15.125
41850347306,-24.3125,10.6875,16.4375
41850369726,-16.625,4.875,14.5625
41850384646,5.0625,-1.6875,10.5
41850407118,16.9375,-5.3125,7.3125
41850429594,6.5625,-5.6875,7.75
41850455782,-6.25,-4.0625,7.875
41850467324,-7.625,-3.625,6.375
