myoTS,myox,myoy,myoz
1449674132,myox,myoy,myoz
264848387444,0.323242,0.922363,0.131348
264848402546,0.327637,0.915039,0.126465
264848423798,0.344238,0.889648,0.143555
264848447534,0.34082,0.896973,0.162109
264848462527,0.34082,0.918945,0.143555
264848483897,0.334473,0.92041,0.132812
264848523158,0.338867,0.942383,0.131348
264848545942,0.328613,0.931641,0.150879
264848546765,0.324707,0.922852,0.164062
264848567562,0.315918,0.957031,0.153809
264848585269,0.325195,0.935059,0.125977
264848605363,0.333984,0.924316,0.0922852
264848641084,0.339355,0.914062,0.11084
264848651278,0.339355,0.911133,0.115234
264848665063,0.324219,0.883301,0.104492
264848686169,0.324219,0.900391,0.105469
264848702607,0.328613,0.91748,0.126465
264848725112,0.336426,0.922852,0.133301
264848746158,0.332031,0.90332,0.149902
264848762531,0.351074,0.898438,0.126953
264848785094,0.371582,0.899414,0.13916
264848806191,0.376465,0.896484,0.105469
264848822547,0.399414,0.92627,0.0927734
264848851808,0.375,0.901367,0.081543
264848866170,0.338379,0.890625,0.11377
264848882554,0.304199,0.891113,0.130371
264848905073,0.29541,0.910645,0.160645
264848926155,0.286133,0.943359,0.179688
264848942611,0.291992,0.944824,0.181641
264848965046,0.314941,0.945312,0.169434
264848986142,0.348145,0.944336,0.166504
264849002574,0.342773,0.983398,0.191895
264849025073,0.308594,1.021,0.189453
264849046168,0.299805,1.02832,0.195801
264849062555,0.302246,0.981934,0.196289
264849085091,0.299316,0.930664,0.185059
264849107577,0.304688,0.925781,0.173828
264849122526,0.316895,0.911133,0.148438
264849145073,0.331055,0.88623,0.140625
264849166177,0.338867,0.854004,0.140625
264849182550,0.344238,0.831055,0.150391
264849205062,0.336914,0.833008,0.162109
264849227603,0.334473,0.866699,0.156738
264849242582,0.333496,0.870117,0.150879
264849265097,0.33252,0.87793,0.141113
264849287586,0.317871,0.895508,0.164551
264849301764,0.304199,0.902344,0.168945
264849324349,0.303223,0.916016,0.176758
264849347027,0.312988,0.919922,0.160645
264849363346,0.32373,0.907715,0.155762
264849384442,0.324219,0.899902,0.152832
264849406971,0.333496,0.888184,0.155762
264849421881,0.349609,0.883789,0.161621
264849444300,0.329102,0.900879,0.179688
264849466781,0.308594,0.864746,0.198242
264849489446,0.311035,0.910156,0.197754
264849504269,0.319824,0.955566,0.16748
