myot,myox,myoy,myoz
4371706720,-0.0395508,-0.0737305,0.993164
4371736717,-0.0463867,-0.103027,0.927246
4371746783,-0.109863,-0.0874023,0.993164
4371759839,-0.145996,-0.0444336,1.02686
4371774812,-0.145996,0.0571289,1.06055
4371797336,-0.129883,-0.0117188,1.01221
4371819855,-0.185059,0.0229492,1.06055
4371834866,-0.17334,-0.00390625,1.08252
4371857331,-0.137207,0.00585938,1.02637
4371879840,-0.120117,-0.0537109,1.02979
4371894797,-0.125,-0.034668,0.999023
4371925705,-0.116211,-0.0454102,0.980957
4371939918,-0.132812,-0.0507812,0.976074
4371955016,-0.0292969,0.140137,1.03906
4371977487,-0.12793,-0.126465,0.970703
4371991924,-0.186523,-0.157715,0.921387
4372014878,-0.137695,0.10791,0.947266
4372037522,-0.118164,0.000488281,1.04932
4372060071,-0.128906,-0.0214844,1.08154
4372074936,-0.107422,-0.0717773,1.0874
4372097366,-0.115723,-0.0864258,1.06348
4372136265,-0.141602,-0.0800781,1.05469
4372165562,-0.117188,-0.0883789,1.02051
4372166373,-0.0961914,-0.0883789,0.963867
4372187383,-0.150879,-0.0341797,0.979492
4372202385,-0.0917969,-0.0522461,1.01611
4372218844,-0.122559,-0.0776367,1.06689
4372241405,-0.178223,-0.0546875,0.870117
4372262155,-0.00341797,-0.115234,1.1543
4372278883,-0.0859375,-0.0541992,0.972168
4372301348,-0.144043,0.00634766,0.924805
4372322575,-0.175293,-0.0546875,0.900391
4372338219,-0.177246,-0.0678711,0.912109
4372361346,-0.172852,-0.0908203,0.902832
4372383802,-0.147949,-0.0834961,0.94873
4372398141,-0.0966797,-0.0498047,1.09131
4372420016,-0.103516,-0.00830078,1.14551
4372434384,-0.252441,0.00830078,0.942871
4372464921,-0.0893555,-0.0834961,1.03711
4372480053,-0.081543,-0.097168,1.02002
4372495701,-0.0400391,-0.0922852,0.980957
4372517572,0.0112305,-0.065918,0.947266
4372533171,-0.00439453,-0.0258789,0.921875
4372554199,-0.0683594,0.012207,0.94043
4372577328,-0.123047,0.102051,0.990723
4372601319,-0.202148,0.00585938,1.08203
4372622657,-0.301758,-0.0219727,1.04199
4372637541,-0.202637,-0.140137,0.986816
4372660068,-0.123535,-0.0341797,0.957031
4372675736,-0.0439453,0.0102539,0.916016
4372697331,-0.168457,0.108887,0.979004
4372719641,-0.165039,0.0263672,1.05127
