timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
605503217713,21,24,1,0,7,-4,0,13
605503217713,-48,-48,-1,-3,-5,8,-1,-25
605503218482,-2,2,-2,-3,-3,-1,-4,4
605503218482,21,25,-7,-10,4,-7,-3,14
605503219295,-4,-4,-7,-4,1,-3,-1,-5
605503219295,1,-2,-1,3,2,-3,5,0
605503220091,29,33,3,1,8,-7,2,15
605503220091,-7,-6,1,-1,0,-2,-3,2
605503230752,-25,-24,3,3,-7,5,-5,-15
605503230752,10,16,-7,0,2,0,-1,7
605503240151,5,2,-3,-4,-1,-7,-4,-2
605503240151,-33,-31,0,0,-7,4,1,-14
605503245693,7,5,1,7,2,19,6,0
605503245693,18,20,1,-3,-1,-7,-6,11
605503261379,-9,-13,4,-1,1,2,-2,-7
605503261379,-4,-6,-5,-1,-5,-3,-2,-3
605503269408,18,28,0,-2,-5,-9,5,14
605503269408,2,5,3,2,-2,0,1,-1
605503275735,-13,-12,3,2,-1,5,-2,-9
605503275735,8,6,5,4,5,4,4,1
605503290830,-3,-4,-4,-1,6,-2,-2,0
605503290830,-14,-15,4,0,0,4,0,-12
605503299326,-3,-4,-2,-3,-4,-3,-2,-5
605503299326,6,7,2,1,7,-5,-3,0
605503338998,-30,-36,-2,-7,-5,5,-5,-17
605503338998,-3,-8,0,6,-3,1,-3,-1
605503339905,43,40,-4,-7,4,-8,-1,24
605503339905,2,8,1,-2,-2,-5,-9,2
605503340642,-15,-15,2,5,-6,4,-2,-13
605503340642,16,19,2,8,3,-6,2,12
605503343751,-12,-16,0,-3,-3,4,-4,-6
605503343751,-29,-38,-4,2,-7,8,2,-16
605503350555,5,4,-2,-1,1,1,-1,1
605503350555,12,9,-6,-6,0,-3,-6,8
605503358719,-33,-34,0,-3,-2,5,-3,-18
605503358719,2,1,-1,-2,-2,-1,2,-1
605503365549,27,32,-4,-1,4,-6,1,17
605503365549,-8,-4,-3,-9,-1,-4,-1,-7
605503381223,-9,-10,-2,1,-10,-4,1,-9
605503381223,17,19,-2,0,3,0,-1,8
605503388088,5,7,3,5,0,-7,-1,0
605503388088,-20,-23,0,-2,-3,2,0,-12
605503395579,-7,-5,-3,2,-2,4,-1,-4
605503395579,3,1,-9,-6,0,-5,-4,-1
605503410588,-11,-14,-2,-1,-7,0,-3,-6
605503410588,-5,-1,1,-3,0,-3,-5,-7
605503418720,12,14,4,1,0,-7,-2,9
605503418720,-2,0,-2,-5,-1,4,1,-3
605503425522,2,6,1,2,0,-1,-8,0
605503425522,9,15,1,0,-4,-2,2,-1
605503441232,-1,3,1,1,-3,-1,1,-5
