myot,x,y,z
42707564393,0.25,-0.4375,-1.5
42707580643,-0.5625,-0.375,-1.4375
42707600739,-0.6875,-0.9375,-1.125
42707624444,-0.5,-0.875,-1.5
42707653815,-0.6875,-1.1875,-1.5
42707660834,0.125,-1.0625,-1.5625
42707700086,0.375,-1,-1.5
42707702186,-0.6875,-0.6875,-1.3125
42707722164,-0.5625,-0.8125,-1.5
42707752706,-0.4375,-0.6875,-1.6875
42707766784,-2.0625,0,-1.6875
42707784613,-2.375,0,-1.0625
42707826260,-0.875,-1,-0.8125
42707827103,-0.625,-2,-0.5
42707840535,0,-2.625,-0.375
42707863684,0.8125,-2.6875,-0.5625
42707879484,-0.125,-2.3125,-0.5625
42707900730,0.25,-2.1875,-0.75
42707923942,0.6875,-2.0625,-0.625
42707939472,0.5625,-2.0625,-0.5625
42707960734,1.3125,-2.0625,-0.3125
42707991168,1.3125,-1.75,-0.4375
42707999480,1.4375,-1.875,-0.6875
42708020646,0.5625,-2.25,-0.8125
42708043692,0.6875,-2.8125,-0.75
42708059482,1.0625,-3.3125,-0.625
42708080598,1.9375,-3.625,-0.6875
42708103681,3.125,-3.8125,-0.75
42708119479,2.125,-4.375,-1.3125
42708140510,1.6875,-5.5,-1.375
42708163679,2.1875,-6.6875,-1.4375
42708195829,2.5625,-7.875,-1.9375
42708208754,3.375,-9.125,-2.4375
42708223702,4,-6.3125,-4.8125
42708239498,3.5625,22,-14
42708260564,-3.4375,42.125,-24.1875
42708283707,2.8125,34.9375,-27.1875
42708299503,-12.25,13.375,-25
42708320848,-17.0625,-16.6875,-17.625
42708343963,-34.6875,-24.6875,-16.75
42708359524,-45.75,-40.8125,-13.5625
42708380682,-45,-50.1875,-14.375
42708403824,-49.8125,-56.5625,-14.5
42708419696,-48.6875,-51.875,-6.125
42708450217,-41.75,-35.3125,-2.375
42708463766,-36.875,-14.8125,4.125
42708487691,-15.8125,3.125,7.9375
42708502002,-7.3125,25.25,4.4375
42708523754,-20.125,49.875,-3.625
42708555210,-40,72.125,-6.0625
42708561958,-45.5625,90.1875,-4.9375
42708600238,-36.4375,103,-3.875
42708602591,-17.1875,112.188,-0.625
42708622016,7.1875,119.688,1.875
42708651395,24.75,127.125,2.5625
42708659531,31.25,131.625,3.125
42708688827,26.9375,133.875,4.5
42708703775,26,135.25,5.3125
42708719577,25.1875,130.938,6.875
42708750256,21.875,120.625,6.625
42708763293,22.375,111,7.3125
42708779607,17.375,101.5,9.8125
42708802106,4.0625,91.375,6.9375
42708824514,-24.375,68.875,5.4375
42708847744,-48,39.3125,7.875
42708862100,-52,9.4375,4.6875
42708884570,-44.125,-20.5625,2.875
42708909134,-27.8125,-45.0625,3.4375
42708922055,-17,-59.9375,12.875
42708944769,-23.75,-64.5,26.1875
42708975225,-20.9375,-24.8125,10.4375
42708982037,52.9375,-68.875,-17.6875
42709004551,50.4375,-97.1875,17.8125
42709027722,-75.625,-103,32.75
42709042113,35.5,-92.5625,30.5
42709064591,44.5625,-66.875,27.875
42709087743,19.6875,-49.5625,20.25
42709108960,2.375,-46.75,17.625
42709124588,6.75,-43.6875,20.6875
42709147678,26.0625,-39.8125,17.625
42709168974,20.625,-43.4375,20.375
42709184714,-23.5,-42.5625,20.75
42709207716,-61.4375,-32.625,17.125
42709228925,-51.9375,-23.8125,12.75
42709244668,-48.75,-20.4375,11.4375
42709267715,-51.4375,-19.9375,11.3125
42709288957,-44.6875,-19.9375,9.3125
42709304619,-22.5625,-20.9375,4.25
42709327774,-21.0625,-22.5625,0.75
42709348897,-30.0625,-26.75,0.0625
42709364591,-32.125,-32.625,-1.875
42709379640,-26.1875,-37,-5.75
