myot,x,y,z
42563229527,7.9375,-15.5625,7.375
42563251954,1.75,-16,6.3125
42563275630,-5.625,-16.8125,5.375
42563290631,-1.9375,-21.3125,3.1875
42563312004,-2.3125,-25.1875,3
42563335692,-5.875,-30.6875,1.625
42563379665,-12,-38.625,0.1875
42563390131,-14.6875,-46.25,-1.5
42563396007,-10.0625,-52.875,-6.5625
42563410925,-6.4375,-54,-9.25
42563434675,-8.375,-51.3125,-9.0625
42563454514,-3.9375,-50.5,-12.6875
42563471313,11.5,-40.5,-17.5
42563507459,4.25,-40.3125,-18.4375
42563516978,-2.375,-48,-15.75
42563530754,0.25,-50.25,-14.375
42563551877,-4.1875,-48.8125,-15.5
42563575048,-17.8125,-55.75,-11.3125
42563590848,-15.625,-76.0625,-10.375
42563619959,-16.875,-84.0625,-12.8125
42563634933,-23.625,-89.4375,-8.75
42563650715,-24.4375,-83.4375,-12.125
42563679982,-34.1875,-87.1875,-8.9375
42563694948,-40.75,-98.375,-7.8125
42563710760,-35.0625,-97.5625,-10.125
42563731796,-37.8125,-108.062,-11.5
42563754920,-40.8125,-111,-13.4375
42563770720,-50.75,-114.312,-12.8125
42563791785,-57.3125,-112.312,-16.125
42563814944,-43.1875,-113.5,-33.5625
42563830703,3.3125,-135.188,-60.4375
42563851784,56.375,-150.312,-85.625
42563874363,57.75,-151.5,-91.5625
42563890917,46.875,-137.938,-87.625
42563911827,9.8125,85.25,-35.0625
42563935728,82.6875,-28.125,-38.5625
42563950805,34.0625,-19.9375,-44.4375
42563973294,-30.875,0.5625,-30.875
42563994488,-60.3125,29.875,-21.75
42564010783,-67.6875,72.1875,-15.625
42564032092,-39.0625,105.188,-2.3125
42564057210,-15.75,138.062,9.5625
42564070733,-28.1875,169.312,17.9375
42564101367,-57.9375,219.688,21.25
42564114276,-61.3125,225.812,49.1875
42564130727,-37,226.125,67.625
42564153233,-2.8125,206.5,70.6875
42564174258,-14,210.438,71.4375
42564190788,-18,227.312,71.25
42564213241,-17.0625,229.375,68.9375
42564234287,-9.1875,219.25,69.9375
42564250757,1.9375,201.438,66.125
42564273264,7.5625,178.875,56.1875
42564302654,10.25,159.25,43.375
42564310866,-9.625,133.562,12.1875
42564340156,-36.3125,100.5,3.125
42564354548,-29.375,61.6875,6.4375
42564370845,-18.875,25.75,9.0625
42564393370,-14.5,-15.1875,16.625
42564415864,16.5625,-46.375,19.4375
42564430814,42.9375,-60.375,15.625
42564453317,47.3125,-171.25,37.1875
42564474559,-62.3125,-126.25,52.1875
42564492249,27.75,-67.625,36.0625
42564519318,-68.75,-133.812,17
42564534293,29.625,-73.1875,29.75
42564550752,26.5625,-72.3125,-1.8125
42564573250,20.5,-27.5625,17.5
42564594287,45.5625,-73.875,-12.75
42564610759,-16.5,-34.1875,8.375
42564633264,-20.75,-27.125,8.625
42564654311,7.625,59.75,-6.8125
42564670757,-9.375,53.125,-10.0625
42564693237,-11.125,19,-6.6875
42564714466,-4.6875,0.75,-5.6875
42564730818,9.375,-15.125,-5.125
42564753323,-8.875,-37.1875,-0.75
42564774550,-14,-60.4375,2.625
42564790885,-1.5625,-78.75,4.3125
42564813354,10,-90.5,3.6875
42564834523,18.375,-96.75,-0.25
42564850881,13.25,-101.312,-1.625
42564873305,-0.1875,-96.5625,1.4375
42564894392,-25.75,-74.625,9
42564910733,-38.8125,-66,4.375
42564933287,-24.625,-96.125,1
42564954263,-22.9375,-96.1875,0.125
42564969945,-36.8125,-100,2.875
42565000635,-26.3125,-101.75,-5.5
