myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
355814418,0.897949,-0.109863,0.42334,1468766295182
355838062,0.897461,-0.106445,0.419434,1468766295206
355853088,0.836914,-0.117676,0.411621,1468766295221
355874355,0.893555,0.027832,0.311035,1468766295242
355898056,0.894043,-0.0537109,0.381348,1468766295266
355913085,0.90332,-0.125,0.447266,1468766295281
355958103,0.90918,-0.0195312,0.4375,1468766295326
355967024,0.888672,-0.0527344,0.416504,1468766295335
355975784,0.912109,-0.0688477,0.409668,1468766295343
355994993,0.904785,-0.059082,0.39502,1468766295363
356018778,0.869629,-0.11084,0.422363,1468766295386
356033116,0.854492,-0.108398,0.387207,1468766295401
356076917,0.887695,-0.0458984,0.34668,1468766295445
356087042,0.881348,-0.144531,0.371094,1468766295455
356093173,0.929199,-0.112305,0.418457,1468766295461
356115022,0.924316,-0.0517578,0.419922,1468766295483
356137543,0.855469,-0.117676,0.406738,1468766295506
356151886,0.882324,-0.0708008,0.419434,1468766295520
356176397,0.867188,-0.0683594,0.345215,1468766295544
356197357,0.901855,-0.0595703,0.334961,1468766295565
356211769,0.926758,-0.0234375,0.371094,1468766295580
356234875,0.890625,-0.0976562,0.414551,1468766295603
356257383,0.900391,-0.0966797,0.349121,1468766295625
356271715,0.929199,-0.0683594,0.330566,1468766295639
356294861,0.924805,-0.108398,0.313965,1468766295662
356317361,0.914551,-0.193848,0.385254,1468766295685
356331713,0.876953,-0.168457,0.462402,1468766295699
356354834,0.868164,-0.134277,0.428223,1468766295723
356377398,0.888184,-0.134766,0.362305,1468766295745
356391711,0.894531,-0.119629,0.268555,1468766295759
356414831,0.937988,-0.157227,0.311035,1468766295782
356437357,0.922363,-0.202148,0.379883,1468766295805
356451714,0.888184,-0.171387,0.378906,1468766295819
356474888,0.881836,-0.18457,0.344727,1468766295843
356497394,0.884766,-0.15918,0.295898,1468766295865
356513176,0.920898,-0.128906,0.299805,1468766295881
356534912,0.948242,-0.132812,0.334961,1468766295903
356557354,0.949219,-0.122559,0.375977,1468766295925
356573155,0.926758,-0.129883,0.348633,1468766295941
356594880,0.915527,-0.161133,0.30127,1468766295963
356617365,0.889648,-0.207031,0.312012,1468766295985
356633204,0.862793,-0.20166,0.334961,1468766296001
356654847,0.874023,-0.216309,0.353027,1468766296023
356677198,0.89209,-0.181641,0.34082,1468766296045
356693157,0.908203,-0.159668,0.317383,1468766296061
356714877,0.896484,-0.194824,0.341309,1468766296083
356737355,0.893066,-0.176758,0.35498,1468766296105
356753153,0.904785,-0.150879,0.339355,1468766296121
356774228,0.902344,-0.125,0.324219,1468766296142
356797393,0.908203,-0.144531,0.314453,1468766296165
356813172,0.90918,-0.148438,0.344727,1468766296181
356834230,0.904297,-0.15332,0.349121,1468766296202
356857399,0.904785,-0.132812,0.333496,1468766296225
356873167,0.92041,-0.131348,0.324219,1468766296241
356894274,0.924316,-0.134277,0.314941,1468766296262
356917422,0.917969,-0.119629,0.318848,1468766296285
356933166,0.900879,-0.131348,0.296875,1468766296301
356954275,0.915527,-0.143555,0.307129,1468766296322
356977377,0.92334,-0.10498,0.310059,1468766296345
356993198,0.925781,-0.0986328,0.29541,1468766296361
357014229,0.929688,-0.0976562,0.296875,1468766296382
357037380,0.932129,-0.0839844,0.304199,1468766296405
357053139,0.939453,-0.0864258,0.282715,1468766296421
357075690,0.930176,-0.0834961,0.271973,1468766296443
357098853,0.939453,-0.118164,0.299316,1468766296467
357113179,0.927734,-0.0913086,0.299316,1468766296481
357135651,0.915039,-0.115723,0.30127,1468766296503
357158822,0.922852,-0.111816,0.297363,1468766296526
357173151,0.931641,-0.0844727,0.293945,1468766296541
357195643,0.930664,-0.100586,0.289062,1468766296563
357218843,0.933105,-0.104004,0.297363,1468766296587
357233184,0.925293,-0.0874023,0.287109,1468766296601
357255665,0.92041,-0.116211,0.305176,1468766296623
357278812,0.913574,-0.117676,0.307617,1468766296646
357293206,0.919922,-0.115234,0.305664,1468766296661
357315654,0.933594,-0.102051,0.297363,1468766296683
357338783,0.927246,-0.100098,0.296387,1468766296706
357353182,0.925781,-0.0922852,0.297852,1468766296721
357375736,0.921875,-0.110352,0.300293,1468766296743
357398848,0.924316,-0.114746,0.303711,1468766296767
357413154,0.921387,-0.109375,0.295898,1468766296781
357435662,0.933105,-0.116699,0.297363,1468766296803
357458813,0.920898,-0.10791,0.306641,1468766296826
357479926,0.917969,-0.11084,0.310547,1468766296848
357495684,0.928711,-0.108887,0.306152,1468766296863
357518831,0.922363,-0.104004,0.301758,1468766296886
357539919,0.928223,-0.111328,0.301758,1468766296908
357555662,0.921875,-0.117676,0.298828,1468766296923
357578867,0.92334,-0.114746,0.308594,1468766296947
357599878,0.916992,-0.117676,0.306152,1468766296968
357615692,0.913086,-0.120117,0.307617,1468766296983
357639230,0.920898,-0.106445,0.311523,1468766297007
357659916,0.925781,-0.11084,0.308105,1468766297028
357675702,0.930176,-0.0966797,0.295898,1468766297043
357698821,0.92627,-0.113281,0.294434,1468766297066
357719859,0.927734,-0.126465,0.304199,1468766297088
357735637,0.922852,-0.118164,0.30957,1468766297103
357758196,0.915527,-0.124023,0.311035,1468766297126
357779862,0.911621,-0.115723,0.313965,1468766297148
357795724,0.926758,-0.112305,0.308105,1468766297163
357818279,0.921875,-0.117676,0.29834,1468766297186
357839966,0.922852,-0.123047,0.297852,1468766297208
357855776,0.920898,-0.132324,0.312988,1468766297223
357878300,0.916504,-0.123535,0.318359,1468766297246
357901390,0.921387,-0.115723,0.303711,1468766297269
357915789,0.925781,-0.10498,0.296875,1468766297284
357938198,0.927246,-0.102051,0.297852,1468766297306
357961338,0.930664,-0.10498,0.295898,1468766297329
357975707,0.922852,-0.0952148,0.30127,1468766297343
357998176,0.921387,-0.0996094,0.29541,1468766297366
358021333,0.922852,-0.118652,0.300293,1468766297389
358035687,0.919434,-0.128906,0.3125,1468766297403
358058212,0.916992,-0.117188,0.314941,1468766297426
358081435,0.916992,-0.115723,0.300293,1468766297449
358095797,0.929199,-0.105469,0.296387,1468766297464
358118375,0.92627,-0.10498,0.305664,1468766297486
358141439,0.929688,-0.103027,0.297363,1468766297509
358155831,0.927734,-0.10791,0.292969,1468766297524
358178318,0.922852,-0.11084,0.295898,1468766297546
358201377,0.921875,-0.114746,0.297363,1468766297569
358215699,0.928711,-0.109375,0.300781,1468766297583
358238274,0.926758,-0.106445,0.295898,1468766297606
358261549,0.928711,-0.103027,0.295898,1468766297629
358275742,0.927246,-0.11084,0.30127,1468766297643
358298309,0.919434,-0.101074,0.297852,1468766297666
358321437,0.924316,-0.104492,0.294922,1468766297689
358335691,0.921387,-0.109375,0.297363,1468766297703
358358238,0.924805,-0.111328,0.305664,1468766297726
358381418,0.922363,-0.110352,0.308594,1468766297749
358402550,0.925781,-0.112793,0.302246,1468766297770
358418373,0.919434,-0.112793,0.299805,1468766297786
358441458,0.922363,-0.11084,0.305176,1468766297809
358462584,0.926758,-0.111328,0.307129,1468766297830
358478297,0.925293,-0.106934,0.304688,1468766297846
358501407,0.923828,-0.11084,0.298828,1468766297869
358522623,0.924805,-0.105469,0.297363,1468766297891
358538340,0.927734,-0.102539,0.295898,1468766297906
358561455,0.930176,-0.105469,0.29248,1468766297929
358582470,0.920898,-0.112793,0.300293,1468766297950
358598349,0.914551,-0.121582,0.304199,1468766297966
358621438,0.919922,-0.123535,0.304199,1468766297989
358650119,0.92627,-0.106934,0.303223,1468766298018
358658372,0.924805,-0.111328,0.297363,1468766298026
358671757,0.923828,-0.104492,0.301758,1468766298039
358694272,0.917969,-0.10791,0.305176,1468766298062
358717447,0.925781,-0.108398,0.30127,1468766298085
358731720,0.92627,-0.109863,0.296875,1468766298099
