myot,myox,myoy,myoz
1457951534,myox,myoy,myoz
4035295531,0.763672,-0.236816,0.594238
4035318275,0.762695,-0.237305,0.59082
4035333253,0.758789,-0.233887,0.591309
4035356954,0.76123,-0.236328,0.59375
4035378220,0.759766,-0.230469,0.589844
4035393247,0.764648,-0.233398,0.59082
4035416897,0.762207,-0.236328,0.593262
4035447592,0.765625,-0.236816,0.591797
4035456776,0.76123,-0.237305,0.603516
4035477590,0.76123,-0.237793,0.597168
4035499346,0.764648,-0.234375,0.593262
4035513958,0.764648,-0.239746,0.59375
4035544344,0.764648,-0.237793,0.591797
4035573021,0.76709,-0.235352,0.595215
4035583189,0.767578,-0.238281,0.59082
4035597077,0.766602,-0.237793,0.593262
4035618101,0.768555,-0.239258,0.591309
4035634509,0.770996,-0.240723,0.600098
4035657083,0.77002,-0.23877,0.599121
4035687644,0.770996,-0.236328,0.59668
4035694506,0.776855,-0.240234,0.600586
4035716988,0.773438,-0.23877,0.596191
4035738110,0.771973,-0.239258,0.604004
4035754504,0.772949,-0.23584,0.596191
4035777085,0.770996,-0.23877,0.600098
4035798095,0.771484,-0.241699,0.602539
4035814513,0.771484,-0.240234,0.598633
4035837071,0.768555,-0.237793,0.597168
4035858150,0.770996,-0.236816,0.599609
4035882114,0.763184,-0.233398,0.595703
4035897093,0.765625,-0.232422,0.592773
4035918730,0.762695,-0.23291,0.595703
4035933768,0.760742,-0.236816,0.597656
4035957642,0.758301,-0.232422,0.589355
4035978738,0.755859,-0.233398,0.59082
4035993721,0.757324,-0.231445,0.59082
4036016205,0.754883,-0.227539,0.59082
4036046910,0.748047,-0.229492,0.587891
4036053747,0.752441,-0.225098,0.589844
4036076243,0.75,-0.224121,0.591309
4036098742,0.75293,-0.230957,0.592773
4036113760,0.753418,-0.227051,0.588867
4036136222,0.751953,-0.227539,0.587402
4036158749,0.750977,-0.224121,0.59082
4036173731,0.755371,-0.226562,0.588379
4036196217,0.755371,-0.227539,0.592773
4036218744,0.755859,-0.227051,0.590332
4036233774,0.756836,-0.225098,0.591797
4036257706,0.757324,-0.229004,0.59082
4036278822,0.76123,-0.228027,0.601074
4036293750,0.760254,-0.228516,0.595703
4036325154,0.760254,-0.227539,0.597656
4036338726,0.763184,-0.229004,0.602051
4036361252,0.766602,-0.231445,0.604004
4036376252,0.765137,-0.230469,0.603516
4036398799,0.765137,-0.231445,0.601074
4036413783,0.77002,-0.233398,0.600586
4036436254,0.770996,-0.230469,0.602539
4036458698,0.769043,-0.236328,0.607422
4036473724,0.769043,-0.235352,0.605469
4036496194,0.76709,-0.237793,0.600098
4036518701,0.770508,-0.234375,0.601074
4036533731,0.77002,-0.234863,0.601562
4036557707,0.767578,-0.230469,0.602051
4036578731,0.769531,-0.23584,0.604004
4036595186,0.767578,-0.233887,0.603027
4036617730,0.771973,-0.236816,0.597656
4036638744,0.765625,-0.23877,0.598633
4036655172,0.762695,-0.235352,0.597656
4036676294,0.763672,-0.234863,0.594238
4036698768,0.761719,-0.233887,0.59668
4036715186,0.76416,-0.235352,0.594727
4036736309,0.766602,-0.235352,0.594727
4036758787,0.762207,-0.233887,0.598145
4036775246,0.762695,-0.236328,0.598145
4036796270,0.763184,-0.233887,0.59082
4036818748,0.759277,-0.235352,0.59375
4036835177,0.762207,-0.231934,0.591309
4036856227,0.763184,-0.23877,0.594238
4036878768,0.760742,-0.233887,0.592773
4036895212,0.76709,-0.236816,0.589355
4036916263,0.763672,-0.237305,0.595703
4036938737,0.764648,-0.237793,0.600586
4036962723,0.768066,-0.236328,0.595703
4036976255,0.76709,-0.236328,0.591309
4036998799,0.768066,-0.236328,0.599121
4037015236,0.767578,-0.239746,0.595215
4037036270,0.76709,-0.235352,0.59668
4037058512,0.767578,-0.239746,0.59668
4037074574,0.768555,-0.237793,0.600586
4037096283,0.769531,-0.240234,0.596191
4037118778,0.771973,-0.239746,0.604004
4037134548,0.770996,-0.242676,0.596191
4037157700,0.770508,-0.238281,0.596191
4037178772,0.768066,-0.236816,0.592773
4037194537,0.768066,-0.239746,0.593262
4037217773,0.769043,-0.239258,0.598633
4037238816,0.765625,-0.235352,0.593262
4037254571,0.76123,-0.235352,0.594238
4037277773,0.765625,-0.233887,0.594238
4037298728,0.762695,-0.23291,0.593262
4037314671,0.759766,-0.235352,0.585938
4037345215,0.76123,-0.233887,0.594238
4037358789,0.757812,-0.228027,0.589844
4037374547,0.754395,-0.229492,0.592285
4037397706,0.750488,-0.229492,0.591797
4037418753,0.753906,-0.227051,0.585449
4037434525,0.751465,-0.225586,0.588867
4037457672,0.754395,-0.228516,0.589355
4037487702,0.750977,-0.225586,0.592773
4037494562,0.750977,-0.224609,0.59082
4037517710,0.755859,-0.228516,0.592285
4037538863,0.751953,-0.227539,0.59668
4037554557,0.751953,-0.225586,0.592285
4037577751,0.755859,-0.229004,0.596191
4037598790,0.75293,-0.229492,0.596191
4037621305,0.753418,-0.226074,0.599609
4037637697,0.758789,-0.226074,0.591309
4037658764,0.762207,-0.226074,0.595703
4037674611,0.762695,-0.229492,0.597656
4037697777,0.762207,-0.230957,0.595215
4037718815,0.765137,-0.230469,0.599609
4037741238,0.765625,-0.229004,0.600098
4037757692,0.765137,-0.232422,0.605957
4037778760,0.768066,-0.23291,0.605957
4037794588,0.768555,-0.233398,0.603516
4037817739,0.769531,-0.233398,0.601074
4037838800,0.767578,-0.23584,0.603516
4037854552,0.76416,-0.231934,0.601562
4037877753,0.768066,-0.233398,0.601562
4037898753,0.766602,-0.236816,0.604492
4037914616,0.76709,-0.233887,0.601074
4037937771,0.768555,-0.233887,0.602539
4037958835,0.76709,-0.234375,0.600586
4037974602,0.767578,-0.239258,0.603027
4037997754,0.769043,-0.234375,0.598633
4038018877,0.769043,-0.231445,0.598633
4038034541,0.771973,-0.234375,0.600586
4038057071,0.764648,-0.234863,0.596191
4038079448,0.76416,-0.23584,0.59082
4038094568,0.762695,-0.236816,0.59375
4038117093,0.764648,-0.239258,0.596191
4038138805,0.763184,-0.236816,0.592773
4038154580,0.762207,-0.236328,0.586426
4038177074,0.762695,-0.234863,0.590332
4038200228,0.76416,-0.23584,0.588867
4038214543,0.759766,-0.238281,0.592285
4038237130,0.763184,-0.240234,0.59375
4038260228,0.762695,-0.235352,0.592773
4038274634,0.763184,-0.237305,0.585449
4038305223,0.761719,-0.234863,0.594727
4038320230,0.766602,-0.237793,0.59082
4038341262,0.766602,-0.235352,0.592285
4038357099,0.765625,-0.238281,0.592773
4038380245,0.767578,-0.239746,0.589355
4038402718,0.765137,-0.237793,0.596191
4038417084,0.769531,-0.240723,0.59375
4038440250,0.768555,-0.236328,0.59668
4038461279,0.769043,-0.237305,0.59668
4038477067,0.768555,-0.23877,0.599609
4038500220,0.767578,-0.236328,0.595215
4038521256,0.77002,-0.237305,0.598145
4038537081,0.767578,-0.239258,0.597168
4038560252,0.765137,-0.236816,0.596191
4038581301,0.769043,-0.237793,0.595215
4038597108,0.762695,-0.232422,0.590332
4038620246,0.76709,-0.23584,0.592773
4038641335,0.763184,-0.233887,0.594238
4038663784,0.760254,-0.23291,0.59375
4038680264,0.764648,-0.232422,0.588379
4038701345,0.756836,-0.233887,0.594238
4038717103,0.759766,-0.233887,0.59082
4038740726,0.760742,-0.231934,0.592773
4038761300,0.757812,-0.230957,0.591797
4038777111,0.754395,-0.228516,0.59082
4038800247,0.755371,-0.229004,0.592773
4038822743,0.755371,-0.228027,0.586914
4038837089,0.754395,-0.227539,0.592285
4038860241,0.753418,-0.227051,0.587891
4038881228,0.753906,-0.224121,0.594727
4038897083,0.751953,-0.227539,0.59082
4038927731,0.75,-0.227051,0.592285
4038941299,0.753906,-0.226562,0.59375
4038957073,0.754883,-0.227539,0.593262
4038979545,0.757324,-0.227539,0.591797
4039010250,0.759277,-0.224121,0.591797
4039017091,0.759766,-0.229004,0.591309
4039039631,0.759766,-0.223633,0.599121
4039062781,0.762695,-0.225098,0.59668
4039077135,0.759766,-0.228516,0.598633
4039099568,0.766113,-0.229004,0.598633
4039122724,0.76416,-0.23291,0.604004
4039137117,0.76709,-0.231445,0.60791
4039160090,0.766602,-0.23584,0.60498
4039182764,0.76709,-0.229004,0.605957
4039197122,0.770996,-0.22998,0.605469
4039219593,0.770508,-0.233887,0.604492
4039242534,0.771484,-0.234863,0.604004
4039257071,0.768555,-0.233887,0.602051
4039279562,0.770996,-0.232422,0.601562
4039302696,0.769043,-0.237305,0.604004
4039332725,0.770508,-0.234375,0.599609
4039339602,0.766113,-0.236328,0.597168
4039362723,0.768066,-0.235352,0.599121
4039383776,0.77002,-0.232422,0.602539
4039399590,0.768066,-0.233398,0.595703
4039422769,0.76416,-0.232422,0.602539
4039443840,0.76416,-0.23584,0.600098
4039459584,0.766602,-0.234863,0.595215
4039482770,0.762207,-0.236328,0.595703
4039503832,0.766113,-0.236816,0.595703
4039519559,0.763184,-0.23584,0.594727
4039544215,0.759277,-0.237793,0.597168
4039563810,0.762207,-0.235352,0.59082
4039586320,0.767578,-0.237305,0.591309
4039593193,0.762695,-0.233398,0.59668
4039615654,0.762695,-0.234375,0.594727
4039638828,0.762695,-0.239258,0.591309
4039653137,0.764648,-0.23877,0.590332
4039675672,0.763672,-0.239746,0.59082
4039707032,0.764648,-0.233398,0.591797
4039713153,0.765625,-0.232422,0.595215
4039735664,0.766113,-0.237305,0.59375
4039758804,0.766602,-0.238281,0.595215
4039773180,0.766602,-0.23877,0.595703
4039795655,0.766602,-0.236816,0.595215
4039818789,0.76709,-0.240234,0.592773
4039841954,0.767578,-0.236816,0.595703
4039855618,0.769043,-0.237793,0.593262
4039878871,0.766113,-0.237793,0.594727
4039893125,0.765625,-0.243164,0.597168
4039915882,0.765137,-0.237305,0.595703
4039939056,0.765625,-0.237793,0.592285
4039953305,0.768555,-0.233887,0.597168
4039975826,0.765625,-0.237305,0.59082
4039998925,0.762207,-0.23584,0.589844
4040013153,0.767578,-0.233398,0.598145
4040037235,0.763184,-0.234863,0.592285
4040059071,0.763672,-0.231934,0.596191
4040073374,0.761719,-0.231934,0.594727
4040111755,0.76123,-0.232422,0.59082
4040120250,0.758301,-0.22998,0.592773
4040133202,0.757812,-0.231445,0.600586
4040155664,0.756836,-0.232422,0.591797
4040178834,0.756836,-0.230469,0.595215
4040193167,0.754883,-0.231934,0.589844
4040215639,0.756836,-0.227539,0.594238
4040238788,0.753418,-0.229492,0.589844
4040253237,0.756348,-0.230957,0.595215
4040275638,0.754883,-0.228027,0.592285
4040298848,0.754883,-0.226074,0.592773
4040313216,0.75293,-0.228516,0.594727
4040335812,0.753418,-0.226074,0.595703
4040358893,0.756836,-0.226562,0.594238
4040373258,0.754883,-0.223633,0.594238
4040395868,0.755859,-0.227051,0.594727
4040419013,0.758789,-0.229492,0.59375
4040433361,0.761719,-0.228027,0.598145
4040455874,0.760254,-0.230469,0.599609
4040486978,0.760742,-0.228027,0.599609
4040501328,0.76416,-0.229004,0.601074
4040515668,0.765137,-0.234863,0.604492
4040538789,0.76416,-0.234863,0.603516
4040553140,0.765625,-0.230469,0.605957
4040575667,0.766602,-0.232422,0.605957
4040598831,0.767578,-0.23291,0.604004
4040613198,0.77002,-0.232422,0.603516
4040635681,0.769043,-0.234375,0.604492
4040659028,0.769043,-0.233887,0.604004
4040673253,0.770508,-0.234375,0.598633
4040695848,0.769531,-0.235352,0.601074
4040719041,0.767578,-0.233398,0.602539
4040733272,0.766113,-0.237305,0.592773
4040757153,0.768066,-0.235352,0.600098
4040779095,0.765137,-0.237305,0.59082
4040793177,0.769043,-0.234863,0.599609
4040815651,0.768066,-0.237793,0.594238
4040839056,0.765625,-0.23291,0.587891
4040853255,0.765137,-0.234375,0.596191
4040875887,0.768066,-0.236816,0.595215
4040898245,0.762207,-0.233398,0.591309
4040916151,0.762695,-0.23584,0.598145
4040935878,0.762695,-0.237305,0.584473
4040959033,0.762207,-0.23584,0.59082
4040973198,0.762695,-0.236328,0.59082
4040997203,0.763672,-0.23877,0.589844
4041027057,0.760742,-0.235352,0.589355
4041033269,0.763672,-0.235352,0.594238
4041055927,0.763672,-0.235352,0.594238
4041087119,0.765625,-0.236328,0.589844
4041093367,0.763184,-0.239746,0.594238
4041115915,0.765625,-0.235352,0.59082
4041138389,0.762695,-0.233887,0.588867
4041153310,0.768555,-0.238281,0.59375
4041175700,0.76709,-0.240723,0.59082
4041198175,0.768066,-0.23877,0.595215
4041213212,0.767578,-0.237793,0.595215
4041235698,0.767578,-0.238281,0.597656
4041258178,0.766113,-0.242676,0.593262
4041281358,0.765625,-0.23877,0.598145
4041295687,0.766602,-0.239746,0.592773
4041319627,0.769531,-0.232422,0.591797
4041333200,0.766602,-0.238281,0.59082
4041355630,0.76416,-0.238281,0.594727
4041378177,0.766602,-0.241699,0.59668
4041393191,0.76416,-0.232422,0.59375
4041423998,0.76416,-0.234863,0.597656
4041438357,0.76416,-0.228516,0.594727
4041453334,0.761719,-0.23291,0.593262
4041475843,0.763672,-0.235352,0.595215
4041498412,0.759766,-0.232422,0.591309
4041513226,0.757812,-0.226562,0.597168
4041537128,0.757812,-0.230469,0.597656
4041558332,0.757812,-0.231934,0.596191
4041574699,0.754395,-0.228516,0.593262
4041595863,0.753906,-0.226074,0.591797
4041618358,0.757324,-0.231445,0.591309
4041641401,0.757812,-0.227539,0.59082
4041655707,0.756348,-0.226074,0.59668
4041678206,0.754883,-0.222168,0.594238
4041693122,0.753418,-0.225098,0.595215
4041715676,0.756836,-0.227051,0.594238
4041738190,0.757812,-0.224121,0.592773
4041756079,0.759277,-0.227539,0.592773
4041783822,0.759766,-0.229492,0.594238
4041798182,0.758789,-0.223633,0.597168
4041814629,0.760742,-0.230469,0.59668
4041835702,0.754883,-0.231934,0.594727
4041858212,0.76416,-0.226074,0.596191
4041874592,0.763184,-0.231445,0.603027
4041895781,0.763672,-0.229004,0.599609
4041918363,0.765137,-0.227539,0.599609
4041936160,0.72998,-0.0385742,0.635742
4041955728,0.812012,-0.0649414,0.620117
4041978393,0.804199,-0.0942383,0.57373
4041996149,0.835938,-0.15918,0.616699
4042015873,0.832031,-0.202637,0.580566
4042046391,0.80127,-0.208008,0.537109
4042054619,0.807617,-0.225586,0.604004
4042075694,0.766602,-0.171875,0.631836
4042098216,0.747559,-0.128906,0.577637
4042114628,0.803711,-0.185547,0.56543
4042135702,0.737305,-0.229492,0.57959
4042158168,0.788574,-0.237793,0.548828
4042174599,0.790527,-0.216797,0.568848
4042195726,0.76416,-0.207031,0.575195
4042219659,0.796875,-0.211426,0.541504
4042234640,0.789551,-0.192383,0.56543
4042255694,0.801758,-0.184082,0.565918
4042278285,0.79834,-0.210449,0.555664
4042294712,0.791504,-0.205078,0.54834
4042315814,0.812012,-0.190918,0.521973
4042347978,0.824707,-0.188965,0.533203
4042360883,0.824707,-0.1875,0.524414
4042375892,0.800781,-0.197266,0.538574
4042398475,0.791504,-0.213867,0.545898
4042414668,0.793945,-0.222656,0.523438
4042435924,0.807617,-0.212891,0.538574
4042459644,0.80127,-0.212891,0.571289
4042474671,0.79248,-0.228027,0.536133
4042503851,0.802734,-0.249023,0.532227
4042518191,0.807617,-0.236328,0.544434
4042534650,0.816895,-0.216797,0.516113
4042555684,0.801758,-0.234863,0.537109
4042572237,0.788086,-0.210938,0.562988
4042594729,0.786133,-0.205566,0.522949
4042615890,0.803223,-0.219238,0.539062
4042632158,0.788086,-0.237793,0.554688
4042654696,0.792969,-0.237305,0.54248
4042675898,0.795898,-0.250977,0.555664
4042698393,0.784668,-0.245605,0.559082
4042714653,0.777344,-0.244141,0.546387
4042735927,0.774414,-0.235352,0.564453
4042752196,0.772461,-0.234375,0.564941
4042774672,0.774902,-0.257812,0.552734
4042797150,0.775879,-0.26709,0.576172
4042812148,0.771973,-0.25,0.564453
4042834644,0.776855,-0.236328,0.555176
4042858638,0.774902,-0.244141,0.579102
4042872120,0.776367,-0.227539,0.573242
4042894781,0.775879,-0.226562,0.565918
4042917288,0.768066,-0.226074,0.583984
4042938269,0.770508,-0.233887,0.561035
4042954714,0.779785,-0.233398,0.543945
4042977269,0.808594,-0.246094,0.55957
4042998265,0.811523,-0.270508,0.549316
4043014750,0.789062,-0.224121,0.552246
4043037145,0.750977,-0.225098,0.577148
4043058399,0.754883,-0.266113,0.550781
4043076147,0.771973,-0.271484,0.542969
4043103347,0.788574,-0.246094,0.557617
4043118269,0.780273,-0.236816,0.577148
4043142246,0.788574,-0.211914,0.570801
4043180288,0.773438,-0.217285,0.583984
4043182669,0.780762,-0.221191,0.576172
4043194678,0.771484,-0.214355,0.592773
4043224680,0.773438,-0.218262,0.576172
4043233643,0.783203,-0.25293,0.55127
4043260693,0.768555,-0.254883,0.569824
4043276382,0.756836,-0.23291,0.571289
4043298896,0.772949,-0.214844,0.566895
4043313892,0.776855,-0.227539,0.573242
4043336406,0.759766,-0.24707,0.583008
4043360361,0.769043,-0.236816,0.572754
4043381405,0.780273,-0.233887,0.568359
4043396441,0.775391,-0.23877,0.589844
4043427045,0.765625,-0.23291,0.58252
4043433856,0.763672,-0.224121,0.572266
4043456412,0.758301,-0.227051,0.595703
4043478872,0.758301,-0.231934,0.588379
4043493924,0.753906,-0.233398,0.588379
4043516381,0.761719,-0.239258,0.599121
4043538839,0.767578,-0.236328,0.59082
4043553866,0.763184,-0.22998,0.586426
4043576371,0.770996,-0.224609,0.581543
4043598917,0.771973,-0.22168,0.585449
4043613883,0.767578,-0.216309,0.583984
4043636379,0.763672,-0.22168,0.594727
4043658925,0.755371,-0.224609,0.58252
4043673862,0.756836,-0.236328,0.588379
4043696428,0.758301,-0.23291,0.59375
4043718961,0.766113,-0.242188,0.584961
4043733915,0.773438,-0.234375,0.583984
4043756400,0.768555,-0.23291,0.576172
4043780331,0.759277,-0.241211,0.564941
4043793876,0.764648,-0.241211,0.584961
4043816367,0.755371,-0.244141,0.598145
