myot,x,y,z
122064139782,0.4375,5.5,-0.0625
122064163443,1.5,1.6875,3.375
122064184769,0.6875,-5.75,8
122064199743,-1.9375,-11.9375,7.875
122064224682,-5.3125,-11.1875,5.75
122064244840,-4.125,-3.4375,3.625
122064284111,-3.625,5.8125,-0.6875
122064286182,-1.4375,9.875,-4.75
122064299659,1,8,-5.5
122064320512,3.25,3.0625,-5.625
122064344240,3.5,-0.75,-4.625
122064358465,4.9375,-1.75,-3.9375
122064402229,3.1875,-0.5,-0.9375
122064412370,1.875,0.8125,0.3125
122064418511,-1.875,0.6875,0.9375
122064440443,-2.375,-0.75,2.6875
122064462945,-3,-2.1875,3.3125
122064477124,-3.5,-2.5,2.3125
122064500428,-1.0625,-1.3125,0.5625
122064522921,-0.1875,1.1875,-0.625
122064537426,0.5625,3.0625,-3
122064560448,3.0625,4.0625,-2.9375
122064582878,2.0625,2.6875,-1.4375
122064597278,1.625,-0.8125,-0.6875
122064620301,0.5,-3.0625,0.8125
122064642975,0.0625,-2.4375,2
122064657174,-0.3125,-0.9375,1.9375
122064680418,-0.5,0.125,1.875
122064702882,0.0625,-0.625,1.625
122064718599,1.3125,-1.5,1.125
122064740452,2.1875,-0.8125,-0.1875
122064762834,3.375,-0.1875,0.3125
122064778575,2.625,0.0625,0.375
122064800329,1,-0.0625,1.375
122064822785,-0.625,0.4375,1.5
122064838525,-2.3125,1,1.9375
122064860308,-2.1875,1.0625,1.4375
122064882786,-0.625,0.3125,1.5
122064898555,0.25,-0.6875,1.9375
122064920326,0.625,-1.4375,0.1875
122064942813,1.6875,-1.5,0
122064958566,2.3125,-0.875,0.25
122064980031,-0.5,1.25,-1.125
122065002771,1.4375,1.625,-0.5625
122065025275,0.4375,-0.0625,0
122065039616,0.3125,-2,-0.3125
122065062737,-0.1875,-2.375,-0.0625
122065078588,-0.0625,0,0.1875
122065099573,-0.875,2.0625,0.0625
122065122755,-1.25,2.75,-1
122065138515,-0.8125,0.875,0.3125
122065159610,0.5,-1.375,0.6875
122065182750,0.0625,-2.6875,0.5625
122065198538,1.8125,-1.5625,-0.5625
122065219596,1.875,1.125,-1.1875
122065242757,1.5625,2.5,-1.75
122065266703,1.875,1.1875,-1.3125
122065279609,2.375,0.625,-0.625
122065302798,-0.6875,-1.5625,0.75
122065318548,3,-1,0.3125
122065339636,-0.0625,0.625,1.375
122065362794,-0.375,1.5625,0.375
122065378543,0.25,0.625,-0.875
122065401071,0.9375,-0.3125,-0.125
122065424167,6.125,-1.9375,-4.0625
122065438511,23.875,2.1875,-14.8125
122065461033,45.375,16.75,-31.875
122065484249,44,42.125,-29.1875
122065505261,40.375,32.125,-24.8125
122065521047,51.25,10.25,-39.625
122065544183,28.0625,17.1875,-21.8125
122065565244,-11.8125,0.625,40.4375
122065581030,-51.6875,2.5,100.125
122065604248,-45.4375,-75.5625,108.812
122065625269,-114.312,-133.312,73.3125
122065641152,-93.25,-260.188,196.938
122065664246,-38.625,-94.4375,237.562
122065685284,65.4375,-19.125,75.0625
122065701055,99.3125,81,-13.75
122065724200,161.75,79.125,-98.875
122065746746,124.75,33.5625,-188.75
122065769261,66.625,51,-246.812
122065784276,34.0625,69.3125,-258.875
122065805453,33.4375,86.9375,-138.062
122065821060,82.625,87.625,61.875
122065859267,59.1875,0.75,74.8125
122065860077,-71.5,50.375,1.6875
122065889291,-78,-74.0625,-71.75
122065904291,29.625,-137.938,50.3125
122065925451,24.25,33.5,224.438
122065947946,42.9375,-42.625,-19.75
