timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
151290966528,0,2,0,0,-1,-1,-1,-4
151290966528,-2,2,2,-1,-4,-3,-2,-2
151290968110,0,1,-2,3,1,0,2,-2
151290968110,2,0,-3,4,0,2,2,-2
151290980317,-2,1,-1,7,2,0,1,0
151290980317,2,-3,-4,2,-1,1,-1,-4
151290991772,-2,-2,-3,1,-1,2,-3,-6
151290991772,4,-3,1,2,-2,-4,-3,-4
151291004749,2,-2,1,0,-1,2,0,0
151291004749,5,0,-8,2,1,1,7,1
151291010346,-2,1,-3,8,-1,4,1,9
151291010346,0,0,-5,5,0,2,-1,-2
151291026685,-3,1,-2,0,0,-4,-3,-3
151291026685,-5,3,-3,-1,-1,0,4,3
151291028299,-3,1,-2,-1,-2,0,-1,-5
151291028299,-3,1,-1,1,-3,-3,0,-1
151291040335,0,-1,-6,4,3,1,2,-2
151291040335,1,-4,-5,1,1,0,-1,1
151291051790,3,-1,0,3,0,-7,-3,0
151291051790,1,-1,1,-4,-4,-4,-6,-3
151291063994,-1,-1,2,2,1,-6,-5,-3
151291063994,-2,-2,-1,0,-1,1,-1,-7
151291071809,-2,-2,-5,2,1,0,1,-3
151291071809,0,-1,3,-4,0,1,-2,6
151291086756,5,-2,-2,3,-2,-2,0,2
151291086756,2,0,-2,1,-3,-5,-6,3
151291088381,-2,-1,-7,-2,-2,0,-1,-1
151291088381,-4,1,5,-1,-1,-5,-5,-9
151291132180,-2,-2,1,1,0,-4,3,-3
151291132180,-1,-1,-6,-1,-1,2,2,5
151291132985,-2,4,-4,0,0,2,-5,0
151291132985,-4,-4,5,1,0,0,-1,-3
151291133797,-2,0,2,-3,-2,-2,-2,-5
151291133797,0,1,3,-3,2,0,-1,0
151291134484,-3,-3,1,-2,-1,-2,4,0
151291134484,1,0,-2,-2,-2,-1,4,0
151291146547,-4,-1,-3,-4,1,1,-5,-3
151291146547,-6,1,-4,-2,-2,1,3,1
151291152631,-3,-2,2,3,-2,-3,-2,1
151291152631,-2,0,-4,5,-1,-3,0,2
151291160132,-3,-2,3,0,1,0,0,3
151291160132,-2,1,-4,1,-2,0,-3,-1
151291175128,-3,2,-3,7,0,1,1,1
151291175128,-3,0,2,-4,-1,0,-2,-3
151291182604,3,4,-3,4,-1,-1,-2,3
151291182604,1,-3,2,0,-3,-1,-2,-5
151291191707,3,-2,2,-1,-2,-5,-2,-2
151291191707,1,3,-3,-7,0,-2,-4,0
151291205840,1,1,3,0,-4,2,3,-1
151291205840,-1,-3,1,2,1,-3,0,-2
151291212659,1,-2,-4,5,0,-1,1,1
151291212659,3,1,1,4,0,-2,0,-3
151291220107,0,-2,-4,1,1,-2,-2,2
151291220107,-2,-1,-4,-3,-1,-2,-3,-1
151291235177,3,3,-6,6,1,1,2,-1
151291235177,-4,-3,-3,6,0,3,1,8
