myoTS,x,y,z
81737605607,-0.25,0.125,0
81737626953,-0.5,0,0.125
81737652572,-0.5625,0,0.0625
81737666872,-0.8125,-0.375,-0.0625
81737686956,-0.5625,-0.1875,-0.25
81737720101,0.25,0,-0.3125
81737724571,0.6875,0.25,-0.4375
81737760349,0.375,0.0625,-0.3125
81737770434,0.0625,-0.125,-0.375
81737784232,0.0625,0,-0.375
81737805304,0.25,0.1875,-0.4375
81737821794,0.6875,0.25,-0.3125
81737844253,1,0.5,-0.3125
81737865310,1.0625,0.375,-0.25
81737881787,0.9375,0.25,-0.0625
81737904275,0.6875,0.25,-0.125
81737925341,0.5625,0.3125,-0.1875
81737941772,0.5,0.3125,-0.1875
81737964278,0.5625,0.375,-0.125
81737993480,0.8125,0.375,0.0625
81738001812,1.1875,0.5,0.3125
81738024273,1.25,0.5625,0.375
81738045333,1,0.375,0.25
81738061782,0.5625,0.1875,0.1875
81738084288,32.625,-3.8125,3.8125
81738105366,19.625,-5.875,0.8125
81738121789,12.6875,-2.6875,0.625
81738144285,2.625,-3,-1.25
81738165343,-1.9375,-2.625,-0.4375
81738181791,-2.125,-1.4375,-0.8125
81738204280,-4.1875,1.1875,-0.4375
81738225311,-11.6875,5.875,-0.125
81738241777,-20.75,9.5,-0.9375
81738270968,-16.75,8,-1.375
81738293528,4.9375,0.75,1.4375
81738301793,0.875,-0.125,-0.5
81738324299,1.6875,2.125,0.9375
81738345332,0.375,1.4375,0.875
81738361776,0.375,0.125,0.75
81738383487,-0.5625,-0.0625,-0.125
81738405984,-0.1875,-0.25,-0.5625
81738420992,0.0625,-0.5625,-0.5
81738443464,0.5,0.1875,-0.375
81738466022,0.1875,0.625,0.1875
81738480972,0.125,0.6875,0.75
81738503513,0,0.625,0.75
81738526005,-0.5,0.0625,0.5
81738541017,-0.9375,-0.5,0.25
81738563516,-0.75,-0.4375,-0.125
81738586024,-0.125,0,-0.4375
81738601055,0.25,0.1875,-0.375
81738623521,0.125,0.125,-0.125
81738646029,-0.3125,0.25,0.0625
81738661012,-0.25,0.1875,0
81738683547,0.1875,0.125,0.1875
81738705985,0.5625,0.0625,0
81738721042,0.6875,-0.125,0
81738743470,8.5,2.875,1.375
81738765969,-2.125,0.875,-0.875
81738782429,-4.1875,-2.125,-0.875
81738803464,-1.6875,-2.8125,-0.5
81738826016,-1.375,-0.4375,0.3125
81738842443,-3.0625,1.125,0.1875
81738863560,-2.4375,1.375,0.5
81738885986,-2.375,1.1875,0.0625
81738902453,-1.5625,1.8125,-0.25
81738923483,-3.125,2.9375,0.25
81738946038,7.25,1.5,0.625
81738962448,-0.9375,0.5625,-0.375
81738983509,0.125,0.5,0.75
81739006049,0.75,0.625,0.3125
81739022924,0.75,0.25,0.375
81739043510,0.5,0.25,0.4375
81739065999,0.8125,-0.125,0.1875
81739082426,0,0,0.0625
81739104961,0.125,0.125,0
81739126015,-0.0625,0.125,-0.0625
81739142464,-0.125,0.5,0
81739163510,0.3125,0.5,-0.0625
81739185986,0.5,0.3125,0
