myoTS,myox,myoy,myoz
1450291276,myox,myoy,myoz
490521796125,-0.140137,0.794922,0.587891
490521811891,-0.14209,0.80127,0.588867
490521841277,-0.138672,0.808105,0.595215
490521856903,-0.140137,0.808594,0.59082
490521871944,-0.141113,0.796875,0.585449
490521893324,-0.140137,0.79541,0.587402
490521949003,-0.145508,0.79834,0.589844
490521951042,-0.145996,0.803223,0.59375
490521951909,-0.139648,0.809082,0.592285
490521962578,-0.140137,0.803223,0.590332
490521983910,-0.136719,0.80127,0.588379
490521998283,-0.13916,0.802246,0.586426
490522051430,-0.141113,0.808594,0.587402
490522052079,-0.144043,0.803711,0.58252
490522065735,-0.141602,0.805176,0.585938
490522082152,-0.13916,0.801758,0.590332
490522104617,-0.138184,0.805176,0.589844
490522133826,-0.140625,0.804199,0.583496
490522150274,-0.138672,0.806152,0.587891
490522178912,-0.144531,0.807129,0.581543
490522193854,-0.140137,0.808105,0.587402
490522210259,-0.140625,0.804688,0.587891
490522232708,-0.134766,0.808105,0.583984
490522253776,-0.137207,0.805664,0.589844
490522270170,-0.141113,0.810059,0.58252
490522292724,-0.14209,0.805664,0.581055
490522298069,-0.139648,0.808105,0.584961
490522320776,-0.137695,0.805176,0.586426
490522343752,-0.134277,0.810547,0.574707
490522358288,-0.140625,0.812988,0.58252
490522380808,-0.132324,0.812988,0.57666
490522403152,-0.134277,0.815918,0.577637
490522418276,-0.142578,0.808594,0.583496
490522440789,-0.141602,0.802246,0.585938
490522463079,-0.141602,0.804199,0.583008
490522478243,-0.135742,0.805664,0.582031
490522500551,-0.136719,0.805176,0.578125
490522523060,-0.13916,0.807129,0.57959
490522538136,-0.139648,0.8125,0.57373
490522560583,-0.139648,0.811035,0.577637
490522583086,-0.138184,0.809082,0.578125
490522598059,-0.139648,0.807617,0.577148
490522620515,-0.138672,0.813477,0.573242
490522643085,-0.136719,0.811523,0.57666
490522658045,-0.138184,0.80957,0.57666
490522680502,-0.133789,0.810547,0.577637
490522703107,-0.13623,0.807129,0.582031
490522718086,-0.134277,0.80957,0.574219
490522740761,-0.136719,0.809082,0.572754
490522763306,-0.136719,0.808594,0.573242
490522778284,-0.134277,0.811035,0.567383
490522800589,-0.135742,0.8125,0.571289
490522823294,-0.138184,0.810059,0.568359
490522838370,-0.138672,0.806641,0.573242
490522860772,-0.13623,0.8125,0.574219
490522883180,-0.138672,0.808594,0.573242
490522898298,-0.141602,0.813965,0.57666
490522928807,-0.138672,0.810059,0.578125
490522943194,-0.142578,0.810059,0.582031
490522958226,-0.137695,0.805664,0.584473
490522980747,-0.138672,0.807129,0.580566
490523003135,-0.135254,0.810547,0.581543
490523018255,-0.136719,0.807129,0.578125
490523040786,-0.141113,0.806152,0.580566
490523063080,-0.13623,0.812012,0.570312
490523080975,-0.134766,0.805176,0.582031
490523100544,-0.135254,0.805176,0.57959
490523123097,-0.13916,0.809082,0.579102
490523141007,-0.140625,0.813965,0.582031
490523160605,-0.138184,0.810547,0.578125
490523183044,-0.140137,0.810059,0.579102
490523200980,-0.134766,0.810547,0.577148
490523220557,-0.144043,0.806152,0.582031
490523243077,-0.141113,0.80127,0.584473
490523265587,-0.13916,0.799805,0.58252
490523280520,-0.13916,0.807617,0.581055
490523303099,-0.136719,0.806152,0.583984
490523320980,-0.135742,0.806152,0.573242
490523342121,-0.138672,0.806641,0.57373
490523363272,-0.139648,0.805664,0.585449
490523381004,-0.14209,0.808594,0.585449
490523400750,-0.13916,0.805176,0.586426
490523423278,-0.14209,0.806641,0.581543
490523441092,-0.137207,0.80127,0.585449
490523460760,-0.143066,0.805176,0.586914
490523483206,-0.14209,0.809082,0.583984
490523501007,-0.142578,0.807617,0.592285
490523522057,-0.143066,0.802246,0.583008
490523543304,-0.141602,0.804688,0.588379
490523561058,-0.146484,0.805664,0.587402
490523582147,-0.14209,0.806152,0.583984
490523603101,-0.13916,0.807129,0.581543
490523620996,-0.137207,0.806152,0.57959
490523642029,-0.137207,0.807129,0.577637
490523663016,-0.142578,0.800781,0.580566
490523680980,-0.146973,0.80957,0.584961
490523702092,-0.143555,0.806641,0.586426
490523723148,-0.135254,0.802246,0.586914
490523741040,-0.139648,0.803711,0.581543
490523762106,-0.143066,0.801758,0.583008
490523783157,-0.149414,0.805176,0.58252
490523800989,-0.148926,0.806641,0.586914
490523823572,-0.140625,0.804199,0.594727
490523843264,-0.136719,0.803223,0.592773
490523861086,-0.137695,0.805664,0.584473
490523883566,-0.141113,0.800293,0.580078
490523903191,-0.137207,0.802734,0.586914
490523921031,-0.138672,0.808594,0.586914
490523943513,-0.143066,0.805664,0.584961
490523963223,-0.140137,0.802734,0.584961
490523981061,-0.140625,0.802246,0.586426
490524003524,-0.14502,0.805664,0.583496
490524023114,-0.14209,0.800781,0.585938
490524040956,-0.146973,0.797852,0.591309
490524063482,-0.148438,0.797852,0.594238
490524083121,-0.143555,0.802734,0.585449
490524101039,-0.13916,0.802734,0.586914
490524123499,-0.140625,0.802246,0.583008
490524143086,-0.139648,0.804199,0.583984
490524161058,-0.14209,0.808105,0.591309
490524183595,-0.140137,0.806152,0.585938
490524203126,-0.135742,0.800293,0.584473
490524221006,-0.138672,0.807129,0.594727
490524243548,-0.137207,0.805176,0.587402
490524263308,-0.144043,0.804199,0.585938
490524281065,-0.145508,0.805176,0.595703
490524303539,-0.141113,0.808105,0.592285
490524323125,-0.140137,0.79834,0.589844
490524340962,-0.144043,0.793457,0.583984
490524363621,-0.144043,0.797852,0.585938
490524383324,-0.145508,0.796387,0.580566
490524401082,-0.137207,0.808594,0.581543
490524423563,-0.131348,0.807617,0.580078
490524444570,-0.133301,0.802246,0.583496
490524461008,-0.14209,0.808105,0.585449
490524483463,-0.146973,0.800293,0.58252
490524504616,-0.146973,0.803223,0.586914
490524521013,-0.143066,0.802246,0.59375
490524543502,-0.136719,0.799316,0.592285
490524564634,-0.137695,0.79834,0.587402
490524581047,-0.137695,0.810547,0.586426
490524603545,-0.142578,0.805176,0.587891
490524624679,-0.147461,0.804199,0.586426
490524641036,-0.149414,0.803711,0.589844
490524663529,-0.144531,0.803223,0.585449
490524684658,-0.147949,0.804688,0.588867
490524701085,-0.148926,0.805176,0.589844
490524723590,-0.143066,0.79834,0.587891
490524744579,-0.141113,0.799805,0.591797
490524761029,-0.140137,0.800781,0.588379
490524783485,-0.141113,0.805664,0.584961
490524806018,-0.147949,0.804199,0.587402
490524826239,-0.150879,0.802246,0.580078
490524842703,-0.146484,0.802734,0.593262
490524871304,-0.144531,0.804199,0.586426
490524893838,-0.143066,0.806152,0.588867
490524902737,-0.140137,0.794434,0.592773
490524925273,-0.141113,0.796387,0.584473
490524946458,-0.143066,0.798828,0.593262
490524962805,-0.144531,0.798828,0.58252
490524985295,-0.145508,0.798828,0.587402
490525006237,-0.146484,0.802246,0.59082
490525022693,-0.146484,0.802246,0.591797
490525051473,-0.13916,0.803223,0.590332
490525059607,-0.142578,0.805176,0.594727
490525090237,-0.13916,0.803711,0.578613
490525106830,-0.138672,0.802246,0.588867
490525119538,-0.139648,0.802734,0.591797
490525142801,-0.140137,0.804688,0.590332
490525165300,-0.144531,0.801758,0.589355
490525179603,-0.146484,0.796387,0.590332
490525202726,-0.146973,0.79834,0.594727
490525225249,-0.144531,0.799316,0.588379
490525239605,-0.14209,0.799316,0.588867
490525262742,-0.138184,0.799316,0.586426
490525285193,-0.140137,0.803223,0.578613
490525306499,-0.144531,0.804688,0.579102
490525322802,-0.144531,0.805664,0.586914
490525345237,-0.150391,0.806152,0.594238
490525366408,-0.145508,0.804199,0.595215
490525382877,-0.143066,0.80127,0.599121
490525405269,-0.140625,0.79541,0.58252
490525426341,-0.149414,0.799316,0.59375
490525442821,-0.14502,0.796875,0.591797
490525465369,-0.148926,0.805176,0.59082
490525486395,-0.144043,0.801758,0.59375
490525502729,-0.141113,0.803223,0.587402
490525525333,-0.140137,0.807617,0.585449
490525546511,-0.141602,0.802734,0.589844
490525562827,-0.143555,0.806641,0.587402
490525592796,-0.144043,0.805176,0.595215
490525606360,-0.14502,0.795898,0.588379
490525622884,-0.14209,0.797363,0.588867
490525645328,-0.140625,0.807129,0.589355
490525666456,-0.148438,0.808105,0.587402
490525682756,-0.145508,0.807617,0.583008
490525705288,-0.14209,0.803223,0.584473
490525727705,-0.14209,0.803711,0.585938
490525742816,-0.144043,0.801758,0.59375
490525765226,-0.144043,0.801758,0.591797
490525787732,-0.144043,0.799805,0.586914
490525802734,-0.142578,0.804199,0.592773
490525825219,-0.141602,0.80127,0.583496
490525847738,-0.143066,0.80127,0.589844
490525862064,-0.14209,0.803711,0.588379
490525885272,-0.14502,0.803223,0.587402
490525907826,-0.14209,0.806152,0.574219
490525922115,-0.133789,0.812988,0.594727
490525945318,-0.143066,0.803223,0.593262
490525967829,-0.14502,0.804688,0.59668
490525982108,-0.139648,0.804199,0.600586
490526005298,-0.151855,0.793457,0.636719
490526027872,-0.16748,0.791504,0.668945
490526048964,-0.165039,0.786133,0.695801
490526065299,-0.145996,0.800293,0.67627
490526087816,-0.132324,0.810059,0.671387
490526108962,-0.134766,0.830078,0.67627
490526125361,-0.143066,0.90332,0.670898
490526147822,-0.14502,0.994141,0.600098
490526168903,-0.107422,0.97998,0.559082
490526185382,-0.00390625,0.856445,0.554199
490526207867,0.0478516,0.696777,0.54248
490526229015,0.0673828,0.633789,0.518066
490526245382,0.0834961,0.616211,0.455566
490526267811,0.0883789,0.634766,0.375
490526288769,0.0825195,0.737305,0.336914
490526305211,0.0693359,0.75,0.335449
490526327738,0.0375977,0.762207,0.471191
490526348813,-0.0688477,0.807617,0.716309
490526365217,-0.233887,0.854492,0.953125
490526387861,-0.330078,0.912109,1.10498
490526409015,-0.242188,0.92041,1.02588
490526425292,-0.130371,0.885254,0.925781
490526447795,-0.0498047,0.869629,0.881348
490526469046,0.0322266,0.890625,0.765137
490526485271,0.0527344,0.818359,0.63916
490526507791,0.0561523,0.71875,0.546875
490526529015,0.0717773,0.641113,0.490234
490526545365,0.12207,0.51709,0.446777
490526567826,0.186035,0.416016,0.42627
490526588851,0.238281,0.382324,0.394043
490526604577,0.269531,0.508789,0.349609
490526627869,0.238281,0.608887,0.361328
490526649045,0.215332,0.719727,0.480469
490526664693,0.114258,0.823242,0.620605
490526687756,-0.0356445,0.817871,0.774902
490526710341,-0.182617,0.75,0.924805
490526724742,-0.209961,0.706543,0.972656
490526747816,-0.160156,0.676758,0.942383
490526770256,-0.155273,0.631836,0.9375
490526784564,-0.154785,0.61377,0.935059
490526807763,-0.13916,0.622559,0.921387
490526830242,-0.126953,0.630371,0.908691
490526844588,-0.106445,0.631348,0.869629
