timestamp,x,y,z
1448346438x,y,z
62017713173,-0.105957,-0.222168,0.98291
62017735702,-0.108398,-0.220215,0.983887
62017752141,-0.107422,-0.222656,0.97998
62017773169,-0.101562,-0.221191,0.98291
62017789627,-0.10498,-0.223145,0.977539
62017812135,-0.119141,-0.287109,0.975098
62017833157,-0.112305,-0.20166,0.964844
62017855680,-0.097168,-0.200684,0.989746
62017878395,-0.111816,-0.221191,0.987793
62017893422,-0.103027,-0.221191,0.995605
62017909712,-0.12207,-0.217285,1.00781
62017932164,-0.111816,-0.210938,1.00244
62017953218,-0.104004,-0.170898,0.99707
62017993561,-0.0888672,-0.130371,0.973145
62017995204,-0.134277,-0.244141,0.974121
62018022823,-0.11084,-0.274414,0.989746
62018044001,-0.0629883,-0.212402,0.977051
62018060316,-0.166992,-0.196289,0.885742
62018075348,-0.0239258,-0.191895,0.976074
62018097853,-0.256348,-0.212891,0.997559
62018112108,0.0917969,-0.197266,1.08057
62018135320,0.14209,-0.223145,1.00879
62018157829,0.0561523,-0.232422,0.991699
62018172176,0.0795898,-0.226562,1.00635
62018195298,0.185547,-0.220703,1.04785
62018217801,0.205078,-0.205566,1.04785
62018232127,-0.0585938,-0.20459,0.97168
62018255273,-0.433594,-0.21582,0.888672
62018277950,-0.125488,-0.209961,1.04346
62018292159,0.144531,-0.20752,1.00635
62018315325,-0.439941,-0.222168,0.914062
62018337839,0.226562,-0.195312,1.07715
62018352160,-0.443848,-0.227539,0.891113
62018375408,0.186523,-0.214355,1.00928
62018397897,-0.222656,-0.206055,1.08252
62018412179,-0.343262,-0.259277,0.781738
62018435329,0.162109,-0.209473,0.967285
62018457808,0.124023,-0.159668,1.1958
62018478875,-0.219727,-0.179199,1.12305
62018495287,-0.405273,-0.229004,0.945312
62018517801,-0.427734,-0.273438,0.804688
62018538903,-0.40625,-0.292969,0.741211
62018555344,-0.401855,-0.297852,0.730469
62018577883,-0.427734,-0.28418,0.797363
62018598960,-0.39209,-0.25293,0.966797
62018615335,-0.1875,-0.176758,1.21875
62018637847,0.130859,-0.105957,1.30762
62018659039,0.135254,-0.18457,0.924316
62018675420,-0.320801,-0.339355,0.590332
62018691232,-0.274414,-0.216797,1.17676
62018712291,0.20166,-0.114258,1.16016
62018742147,-0.321289,-0.381836,0.608398
62018751095,-0.1875,-0.254395,0.907715
62018772124,-0.108398,-0.228027,0.983887
62018794690,-0.101074,-0.230957,0.990723
62018811111,-0.103516,-0.231445,0.989258
62018832184,-0.0869141,-0.217773,0.98877
62018854725,-0.0898438,-0.206543,0.972656
62018871636,-0.0830078,-0.206055,0.953125
62018891563,-0.0512695,-0.183105,0.945312
62018914084,-0.0307617,-0.150391,0.965332
62018936605,-0.0717773,-0.1875,1.00684
62018951530,-0.0385742,-0.248535,0.976562
62018974008,-0.0356445,-0.237305,0.977051
62018996583,-0.0341797,-0.192871,0.990723
62019011488,-0.015625,-0.196777,1.00488
62019033864,-0.0224609,-0.23291,1.01416
62019056372,-0.059082,-0.270508,0.979492
62019071352,-0.0595703,-0.261719,0.976074
62019093919,-0.0424805,-0.218262,0.970703
62019116390,-0.0478516,-0.200684,0.970703
62019131449,-0.0585938,-0.231934,0.96582
62019153968,-0.050293,-0.244141,0.943359
62019176613,-0.0395508,-0.249512,0.912598
62019191586,-0.0522461,-0.212402,0.963379
62019214082,-0.104004,-0.151367,0.999512
62019236583,-0.112793,-0.154297,0.987305
62019251407,-0.0800781,-0.20459,0.954102
62019274093,-0.0541992,-0.216797,0.923828
62019296428,-0.0405273,-0.157227,0.956055
62019311373,-0.159668,-0.0361328,0.994141
62019333878,-0.197266,-0.0415039,1.01123
62019356434,-0.142578,-0.118652,0.962891
62019371512,-0.108887,-0.119141,0.943359
62019394079,-0.0717773,-0.0493164,0.947754
62019416395,-0.0712891,0.0327148,0.986328
62019432856,-0.10498,0.0297852,0.999023
62019453996,-0.0644531,-0.0825195,1.00293
62019492230,-0.00244141,-0.114258,1
62019499065,0.019043,-0.0634766,1.01025
62019515340,0.0527344,-0.0356445,1.02734
62019535768,0.0546875,-0.0458984,1.03564
62019567823,-0.0195312,-0.0581055,1.04834
62019582820,-0.0864258,-0.0668945,1.03418
62019597897,-0.0253906,-0.130859,0.966797
62019620382,-0.00341797,-0.10791,1.15527
62019641483,0.206543,-0.147949,1.05029
62019657882,-0.133789,-0.108398,0.974121
62019680895,-0.357422,-0.0708008,0.994141
62019701424,-0.337402,-0.111328,1.00342
62019717897,-0.301758,-0.149902,0.989258
62019740454,-0.327148,-0.133789,0.959961
62019761598,-0.258301,-0.0917969,0.954102
62019777146,0.0800781,-0.0161133,1.04541
62019800363,0.385254,-0.00146484,1.04688
62019821453,-0.104492,-0.0488281,0.859863
62019837212,0.0117188,-0.0517578,0.973145
62019860422,0.414062,-0.0400391,0.902344
62019882833,-0.0751953,-0.0541992,0.879883
62019897260,0.402344,-0.0864258,0.814941
62019927952,0.333496,-0.105957,0.993164
62019942928,0.00292969,-0.235352,0.689453
62019964076,0.503906,-0.251465,0.790039
62019980831,0.567383,-0.179199,1.01172
62020010347,0.25293,-0.155273,1.03174
62020032104,0.0327148,-0.185059,0.859863
62020040298,-0.0361328,-0.206055,0.770996
62020062820,-0.0327148,-0.202148,0.759277
62020077177,-0.0522461,-0.197754,0.751465
62020101782,-0.019043,-0.179688,0.841797
62020128877,0.0693359,-0.113281,0.961426
62020145326,0.325195,-0.00341797,1.16943
62020160801,0.620117,0.0683594,1.06201
62020176834,0.510254,-0.0180664,0.680176
62020196624,0.103516,-0.116699,0.580078
62020212936,0.423828,0.0712891,1.16895
62020241463,0.669434,0.0302734,0.911133
62020257892,0.516602,0.0141602,0.860352
62020272315,0.520996,0.103516,0.869629
62020294074,0.54541,0.147949,0.849121
62020317884,0.535645,0.145508,0.82666
62020332192,0.544922,0.119629,0.827148
62020355303,0.581055,0.104492,0.829102
62020376399,0.606934,0.162598,0.859863
62020392202,0.64502,0.255859,0.91748
62020415374,0.712891,0.314453,0.892578
62020436623,0.770508,0.314453,0.878418
62020452289,0.826172,0.304688,0.888184
62020475348,0.904785,0.341309,0.875
62020496557,0.941895,0.377441,0.867188
62020512309,0.936523,0.369629,0.866699
62020535389,0.908691,0.375,0.85791
62020557925,0.868652,0.384277,0.824219
62020572234,0.8125,0.416016,0.833496
62020595499,0.741699,0.481934,0.843262
62020623929,0.727051,0.491211,0.84668
62020632873,0.730957,0.426758,0.855469
62020655394,0.715332,0.416992,0.845703
62020676809,0.728516,0.453125,0.83252
62020692204,0.731445,0.48584,0.847656
62020716061,0.735352,0.450195,0.866211
62020736519,0.710449,0.40918,0.872559
62020752225,0.69043,0.381836,0.890137
62020775437,0.656738,0.38916,0.908203
62020796648,0.62793,0.397949,0.913086
62020820475,0.618164,0.375,0.894043
62020835351,0.61377,0.34375,0.868652
62020856496,0.604492,0.325195,0.863281
62020872266,0.577637,0.337402,0.851074
62020895380,0.536133,0.34375,0.850098
62020917106,0.506348,0.289551,0.837402
62020932182,0.466309,0.244141,0.821289
62020955329,0.459473,0.251953,0.825684
62020976371,0.439941,0.289551,0.862793
62020992319,0.41748,0.291016,0.896484
62021015473,0.422852,0.25,0.901367
62021036512,0.443359,0.211914,0.876953
62021052242,0.444824,0.226562,0.897949
62021075404,0.429199,0.272949,0.956543
62021096588,0.432129,0.286133,0.994141
62021112303,0.449707,0.255371,1.00391
62021135375,0.442383,0.207031,0.981934
62021156679,0.41748,0.166504,0.943848
62021172235,0.363281,0.166016,0.909668
62021195364,0.323242,0.169434,0.873535
62021216417,0.289551,0.158203,0.874023
62021232191,0.262695,0.138184,0.876465
62021254762,0.236328,0.0913086,0.862793
62021276578,0.227539,0.027832,0.828125
62021292321,0.212402,-0.0283203,0.787109
62021314779,0.249512,-0.225586,0.800781
62021336597,0.0942383,-0.00146484,0.839355
62021352264,0.219238,-0.0673828,0.770508
62021374762,0.164551,-0.154297,0.779297
62021397942,0.116699,-0.18457,0.821289
62021412259,0.0683594,-0.181641,0.824219
62021434683,0.0244141,-0.175781,0.801758
62021457982,0.00488281,-0.176758,0.814453
62021472223,-0.0258789,-0.159668,0.852539
62021494720,-0.0791016,-0.125488,0.868652
62021517854,-0.0996094,-0.145508,0.854492
62021532211,-0.118652,-0.175293,0.858398
62021554689,-0.176758,-0.171387,0.860352
62021577829,-0.229492,-0.179688,0.839844
62021592308,-0.236328,-0.195312,0.828125
62021614734,-0.287109,-0.191895,0.790039
62021637910,-0.322754,-0.166992,0.824219
62021652294,-0.39502,-0.192383,0.814453
62021674803,-0.378906,-0.202637,0.844238
62021697914,-0.310547,-0.176758,0.824219
62021719119,-0.380859,-0.200684,0.840332
62021734784,-0.411621,-0.223145,0.866699
62021757961,-0.443848,-0.200195,0.881348
62021778988,-0.397461,-0.242188,0.855957
62021803304,-0.496094,-0.27832,0.896484
62021817942,-0.466797,-0.271484,0.85498
62021840480,-0.452637,-0.23877,0.870605
62021854795,-0.484375,-0.255371,0.894531
62021878442,-0.413574,-0.275391,0.883301
62021899113,-0.374023,-0.278809,0.858887
62021914810,-0.391113,-0.290039,0.84375
62021937955,-0.482422,-0.298828,0.819336
62021966507,-0.422852,-0.296875,0.789062
62021974787,-0.516602,-0.327637,0.763672
62021997883,-0.575684,-0.375488,0.780273
62022018926,-0.556641,-0.320801,0.765625
62022034691,-0.534668,-0.341309,0.746094
62022057892,-0.518555,-0.341797,0.750977
62022079048,-0.567383,-0.354004,0.748535
62022094851,-0.633301,-0.344727,0.750977
62022117937,-0.507812,-0.330078,0.685059
62022139043,-0.538086,-0.368164,0.67041
62022154825,-0.547363,-0.394531,0.662109
62022177384,-0.606445,-0.406738,0.641602
62022199135,-0.602051,-0.371582,0.628906
62022214783,-0.593262,-0.387695,0.657715
62022245489,-0.567383,-0.422363,0.636719
62022260372,-0.607422,-0.399414,0.623535
62022274694,-0.602051,-0.410156,0.621094
62022297196,-0.598633,-0.422852,0.654297
62022318966,-0.620605,-0.42041,0.676758
62022334706,-0.674805,-0.41748,0.692871
62022357175,-0.631348,-0.440918,0.680664
62022386738,-0.618164,-0.463867,0.684082
62022394760,-0.558594,-0.445312,0.680176
62022417278,-0.55127,-0.408203,0.706055
62022440453,-0.533203,-0.369629,0.647949
62022454793,-0.550781,-0.428223,0.674805
62022477329,-0.513184,-0.394531,0.680664
62022500415,-0.523438,-0.410645,0.688477
62022514836,-0.562988,-0.407227,0.686523
62022537231,-0.569824,-0.397949,0.700684
62022560154,-0.5625,-0.367676,0.70459
62022574769,-0.48584,-0.34375,0.738281
