timestamp,x,y,z
12020659867,0.11084,-0.549316,0.853027
12020681233,0.11377,-0.540527,0.847168
12020696181,0.12207,-0.543457,0.844238
12020719836,0.129883,-0.539551,0.851074
12020741245,0.126953,-0.544922,0.850586
12020756277,0.119141,-0.54834,0.843262
12020795593,0.11377,-0.541504,0.850098
12020797613,0.114746,-0.541992,0.834961
12020811068,0.118652,-0.539062,0.837402
12020831957,0.130371,-0.536621,0.846191
12020847642,0.129883,-0.532227,0.843262
12020872673,0.119141,-0.53418,0.845215
12020921666,0.117676,-0.541016,0.842285
12020922494,0.118652,-0.542969,0.84375
12020932762,0.117676,-0.546875,0.848633
12020951723,0.121582,-0.547363,0.843262
12020966101,0.122559,-0.542969,0.849121
12020988723,0.119141,-0.544434,0.84668
12021011161,0.120605,-0.538086,0.84668
12021026186,0.114258,-0.53125,0.839355
12021048658,0.11377,-0.541992,0.845703
12021071140,0.11377,-0.550781,0.851074
12021086007,0.118652,-0.541016,0.848145
12021108690,0.121094,-0.529297,0.845703
12021131072,0.125488,-0.539551,0.854004
12021146099,0.125977,-0.546875,0.841797
12021168510,0.122559,-0.549805,0.842285
12021191037,0.116699,-0.540527,0.84082
12021206037,0.123535,-0.536621,0.847168
12021228543,0.121582,-0.535156,0.848145
12021251058,0.118164,-0.541504,0.841797
12021268899,0.110352,-0.542969,0.853027
12021288451,0.108398,-0.527832,0.844238
12021310979,0.118652,-0.540039,0.851562
12021326011,0.127441,-0.55127,0.848633
12021348514,0.125,-0.543457,0.852539
12021372552,0.119629,-0.542969,0.84375
12021386030,0.124512,-0.536133,0.850098
12021408686,0.127441,-0.530273,0.839844
12021431068,0.118652,-0.525879,0.846191
12021446091,0.113281,-0.538574,0.860352
12021468723,0.111816,-0.541016,0.847168
12021491270,0.121582,-0.55127,0.844727
12021506242,0.125,-0.541504,0.842285
12021528725,0.131836,-0.532715,0.846191
12021551171,0.126465,-0.531738,0.850586
12021566173,0.120605,-0.529785,0.852051
12021588712,0.116699,-0.535156,0.851074
12021611204,0.118652,-0.535645,0.854492
12021626224,0.11377,-0.540527,0.84668
12021648705,0.113281,-0.543457,0.854492
12021671173,0.115234,-0.536621,0.847656
12021686230,0.121582,-0.533203,0.841309
12021708724,0.119141,-0.543457,0.841797
12021731174,0.128906,-0.544434,0.848633
12021747437,0.122559,-0.535156,0.848633
12021768465,0.119141,-0.539551,0.842285
12021790966,0.116211,-0.539062,0.841797
12021807435,0.121582,-0.526367,0.844238
12021828469,0.117676,-0.529785,0.842285
12021851035,0.115723,-0.537109,0.853027
12021867473,0.12207,-0.550781,0.848633
12021888527,0.121094,-0.543457,0.847168
12021911179,0.125,-0.539551,0.827637
12021928989,0.128906,-0.529297,0.84668
12021950038,0.128906,-0.535156,0.870117
12021971230,0.101074,-0.571777,0.853027
12021988986,0.112793,-0.552246,0.851074
12022010048,0.121094,-0.513672,0.842285
12022031061,0.12207,-0.518066,0.844238
12022048995,0.121582,-0.547363,0.856445
12022071490,0.123535,-0.546387,0.848633
12022091091,0.128906,-0.538086,0.852051
12022108963,0.130371,-0.54248,0.845703
12022131467,0.119141,-0.541504,0.847168
12022151290,0.117676,-0.539551,0.847168
12022168959,0.120605,-0.535645,0.849121
12022191499,0.126953,-0.524902,0.84375
12022211201,0.128906,-0.537598,0.848633
12022228955,0.126465,-0.544922,0.846191
12022251452,0.126465,-0.548828,0.848145
12022271031,0.12207,-0.533203,0.834961
12022288977,0.125977,-0.519531,0.843262
12022311411,0.126465,-0.539062,0.84375
12022330964,0.126465,-0.547363,0.847656
12022353548,0.120605,-0.54541,0.854004
12022371456,0.120605,-0.540527,0.854492
12022391142,0.117188,-0.527832,0.844238
12022416521,0.116211,-0.540039,0.854492
12022431463,0.123047,-0.552246,0.852051
12022451153,0.128418,-0.545898,0.842285
12022469008,0.128418,-0.535156,0.849609
12022491473,0.123535,-0.539551,0.83252
12022511236,0.119141,-0.549805,0.845703
12022528949,0.137695,-0.541504,0.843262
12022556094,0.137695,-0.558105,0.860352
12022571810,0.131348,-0.555176,0.864746
12022588203,0.155273,-0.554199,0.851074
12022610721,0.157715,-0.57373,0.856934
12022631921,0.131836,-0.570312,0.895996
12022647634,0.114746,-0.597168,0.87793
12022670753,0.0917969,-0.674316,0.894531
12022691943,0.0600586,-0.661621,0.905762
12022708224,0.0449219,-0.596191,0.87793
12022731472,0.00244141,-0.61377,0.873535
12022752399,-0.0249023,-0.65625,0.879883
12022768237,-0.0463867,-0.641113,0.874512
12022790737,-0.0668945,-0.616211,0.867676
12022811896,-0.131836,-0.608887,0.878418
12022828265,-0.168945,-0.604004,0.871582
12022850664,-0.169434,-0.602051,0.851074
12022871759,-0.17627,-0.572266,0.833984
12022887545,-0.208008,-0.55127,0.827637
12022910738,-0.258789,-0.532227,0.827637
12022931911,-0.271484,-0.525879,0.828125
12022947578,-0.275391,-0.495117,0.812988
12022970742,-0.289551,-0.452148,0.807617
12022993332,-0.334473,-0.434082,0.803223
