myot,myox,myoy,myoz
1462920801,myox,myoy,myoz
12022481825,0.932617,-0.296875,0.0449219
12022505519,0.936523,-0.291016,0.0361328
12022521763,0.930176,-0.293457,0.0419922
12022541829,0.935547,-0.31543,0.0849609
12022565515,0.932129,-0.29834,0.0415039
12022580568,0.939941,-0.290039,0.0351562
12022619441,0.930664,-0.301758,0.0551758
12022621097,0.922852,-0.30127,0.0458984
12022641188,0.936523,-0.296875,0.0493164
12022658300,0.929688,-0.298828,0.0390625
12022676952,0.934082,-0.303711,0.0556641
12022701503,0.930664,-0.302246,0.0473633
12022736733,0.932617,-0.293457,0.0478516
12022746882,0.931641,-0.293945,0.0493164
12022759815,0.932617,-0.296387,0.0478516
12022782393,0.931152,-0.29834,0.0527344
12022797536,0.934082,-0.295898,0.0458984
12022820060,0.935059,-0.293945,0.027832
12022835024,0.932617,-0.297852,0.0419922
12022857486,0.92627,-0.300293,0.0400391
12022879903,0.93457,-0.295898,0.0292969
12022903763,0.932129,-0.30127,0.0429688
12022917484,0.929199,-0.314941,0.0458984
12022939951,0.935059,-0.299316,0.027832
12022955041,0.935059,-0.299805,0.0429688
12022977451,0.930176,-0.312012,0.0444336
12022999753,0.930176,-0.31543,0.027832
12023014803,0.936035,-0.296875,0.0268555
12023037500,0.936523,-0.308594,0.0288086
12023059858,0.927734,-0.318848,0.0302734
12023074917,0.931641,-0.306641,0.0249023
12023097549,0.928223,-0.304199,0.0136719
12023119864,0.932129,-0.314941,0.0166016
12023142325,0.933105,-0.301758,0.0195312
12023157325,0.927246,-0.305176,0.0107422
12023179860,0.928223,-0.316895,0.0249023
12023194202,0.935547,-0.307129,0
12023217370,0.938477,-0.306641,0.0126953
12023239854,0.930664,-0.309082,0.015625
12023255586,0.936035,-0.304688,0.0151367
12023277342,0.934082,-0.307129,0.00976562
12023299864,0.94043,-0.303223,0.0146484
12023314206,0.933594,-0.310059,0.00537109
12023337381,0.924316,-0.313477,0.00439453
12023359634,0.93457,-0.313477,0.0263672
12023374185,0.931641,-0.295898,0.0170898
12023397318,0.920898,-0.320801,0.0151367
12023419828,0.928223,-0.321777,0.0078125
12023434135,0.941406,-0.297363,-0.000976562
12023457070,0.927734,-0.302246,0.00830078
12023479829,0.927734,-0.3125,0.00976562
12023494192,0.934082,-0.299805,-0.0078125
12023517388,0.955078,-0.30127,0.0102539
12023539857,0.932129,-0.300293,-0.00585938
12023555652,0.929688,-0.30957,0.00292969
12023577446,0.927246,-0.306152,-0.000976562
12023599865,0.928711,-0.304199,0.000976562
12023614214,0.929199,-0.303711,0.00830078
12023637370,0.933594,-0.306152,0.000488281
12023659877,0.930664,-0.305664,0.00830078
12023674220,0.924805,-0.304688,-0.000488281
12023697321,0.923828,-0.30957,0.000976562
12023719802,0.930176,-0.314941,0.00830078
12023742335,0.93457,-0.303223,-0.0126953
12023758728,0.93457,-0.306152,0.000976562
12023779818,0.937988,-0.312012,-0.000976562
12023795613,0.93457,-0.314941,-0.00878906
12023818754,0.938965,-0.304199,-0.0229492
12023839807,0.932617,-0.303711,-0.0146484
12023855630,0.932617,-0.3125,-0.00195312
12023878775,0.929688,-0.305664,-0.00732422
12023899826,0.926758,-0.311035,0
12023915666,0.932129,-0.308105,-0.00341797
12023945015,0.923828,-0.3125,-0.00537109
12023960029,0.942871,-0.319336,0.0380859
12023975668,0.94043,-0.289551,-0.0249023
12023998845,0.936523,-0.315918,-0.00195312
12024019826,0.933105,-0.302734,-0.00634766
12024035627,0.934082,-0.314453,0.0166016
12024058881,0.951172,-0.314453,0.0268555
12024080011,0.938477,-0.285156,-0.0146484
12024095693,0.924316,-0.322266,0.00439453
12024118221,0.932129,-0.310059,0.00537109
12024139943,0.92334,-0.298828,0.0136719
12024155650,0.919922,-0.313965,0.0185547
12024178186,0.929688,-0.313477,0.0219727
12024200024,0.936523,-0.304199,0.00292969
12024223789,0.930176,-0.311523,0.0175781
12024238123,0.92627,-0.308594,0.0205078
12024259949,0.927734,-0.308594,0.0332031
12024275710,0.932129,-0.300781,0.0273438
12024298150,0.92334,-0.314453,0.0317383
12024321352,0.928711,-0.311035,0.0253906
12024335635,0.931152,-0.302734,0.0166016
12024358214,0.93457,-0.306641,0.0239258
12024381338,0.930664,-0.297363,0.0307617
12024395633,0.934082,-0.311523,0.0180664
12024418165,0.927246,-0.306152,0.0224609
12024441286,0.92334,-0.320801,0.03125
12024455608,0.928223,-0.300293,0.0214844
12024478109,0.925293,-0.32373,0.0263672
12024501247,0.932617,-0.289551,0.0478516
12024515636,0.95459,-0.288086,-0.0112305
12024538128,0.935547,-0.322754,0.0161133
12024561271,0.930176,-0.298828,0.00976562
12024575617,0.945801,-0.268555,-0.00244141
12024598100,0.92041,-0.354492,0.0332031
12024621256,0.947266,-0.324219,0.0610352
12024643847,0.951172,-0.292969,0.0429688
12024658124,0.921875,-0.30127,0.0249023
12024681295,0.999023,-0.36084,0.401367
12024702342,0.865723,-0.28418,-0.10791
12024718098,0.932617,-0.241699,0.0195312
12024741339,0.93457,-0.279297,0.0708008
12024762387,0.916992,-0.302734,0.0537109
12024778138,0.904297,-0.317871,0.0737305
12024801314,0.927246,-0.27832,0.0981445
12024823751,0.931641,-0.235352,0.0703125
12024838147,0.928223,-0.266602,0.0756836
12024868837,0.936523,-0.275879,0.0839844
12024882358,0.955566,-0.237793,0.0825195
12024898117,0.97168,-0.218262,0.00585938
12024921248,0.96875,-0.277832,0.043457
12024942372,0.952148,-0.291992,0.0581055
12024958148,0.949219,-0.21582,0.0239258
12024981304,0.947754,-0.234375,0.0532227
12025002325,0.929199,-0.266113,0.0629883
12025018118,0.937012,-0.271973,0.0732422
12025040606,0.954102,-0.22168,0.0180664
12025062320,0.950684,-0.218262,0.0175781
12025078113,0.937012,-0.266113,0.0454102
12025100627,0.949707,-0.25293,0.0390625
12025122372,0.954102,-0.23877,0.0458984
12025138164,0.964355,-0.223145,0.0263672
12025167341,0.957031,-0.248047,0.0288086
12025182353,0.958496,-0.242676,0.0327148
12025198103,0.971191,-0.210938,0.00292969
