myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
151137666656,0.946777,-0.109375,0.0351562,0x7fff5fbfe0a8
151137681633,0.974121,-0.078125,0.0239258,0x7fff5fbfe0a8
151137696598,0.981445,-0.0844727,0.0302734,0x7fff5fbfe0a8
151137719515,0.991699,-0.0395508,0.0512695,0x7fff5fbfe0a8
151137741591,0.993164,-0.102539,0.0546875,0x7fff5fbfe0a8
151137756593,0.972168,-0.0649414,-0.00878906,0x7fff5fbfe0a8
151137779063,0.978516,-0.0654297,0.0737305,0x7fff5fbfe0a8
151137801588,0.992188,-0.116211,0.0424805,0x7fff5fbfe0a8
151137816572,1.04053,-0.0908203,0.0483398,0x7fff5fbfe0a8
151137839031,1.16943,-0.175781,0.0371094,0x7fff5fbfe0a8
151137861710,0.756348,0.0610352,0.116699,0x7fff5fbfe0a8
151137877857,0.946777,-0.160156,0.0244141,0x7fff5fbfe0a8
151137899130,0.978516,-0.166504,0.0517578,0x7fff5fbfe0a8
151137921633,0.951172,0.03125,0.0483398,0x7fff5fbfe0a8
151137936564,1.06152,-0.16748,0.118164,0x7fff5fbfe0a8
151137959063,0.930176,-0.0288086,-0.015625,0x7fff5fbfe0a8
151137981693,0.974121,-0.102539,0.0380859,0x7fff5fbfe0a8
151137996683,1.02539,-0.00830078,0.0371094,0x7fff5fbfe0a8
151138019075,1.0249,-0.0205078,0.0366211,0x7fff5fbfe0a8
151138041601,0.964355,0.00634766,0.043457,0x7fff5fbfe0a8
151138056674,0.973633,-0.0869141,0.117188,0x7fff5fbfe0a8
151138079115,0.970703,0.0209961,0.0458984,0x7fff5fbfe0a8
151138101626,0.936035,-0.0825195,0.138184,0x7fff5fbfe0a8
151138116601,0.94043,-0.0327148,0.140625,0x7fff5fbfe0a8
151138139616,0.968262,-0.166016,0.140625,0x7fff5fbfe0a8
151138161656,0.944336,-0.0292969,0.125,0x7fff5fbfe0a8
151138176622,0.961426,-0.158691,0.100098,0x7fff5fbfe0a8
151138199071,0.93457,-0.0649414,0.147461,0x7fff5fbfe0a8
151138221642,0.939453,-0.150879,0.18457,0x7fff5fbfe0a8
151138236647,0.932617,-0.119629,0.159668,0x7fff5fbfe0a8
151138259094,0.934082,-0.134766,0.155273,0x7fff5fbfe0a8
151138281633,0.966309,-0.0683594,0.09375,0x7fff5fbfe0a8
151138304074,0.989746,-0.0473633,0.117188,0x7fff5fbfe0a8
151138326632,0.990723,-0.0429688,0.0996094,0x7fff5fbfe0a8
151138341592,1.0127,-0.0717773,0.130371,0x7fff5fbfe0a8
151138356591,0.955566,-0.0205078,0.135254,0x7fff5fbfe0a8
151138379046,0.966309,-0.0610352,0.154785,0x7fff5fbfe0a8
151138401701,0.959961,-0.0610352,0.135254,0x7fff5fbfe0a8
151138416745,0.953613,-0.0693359,0.131348,0x7fff5fbfe0a8
151138439135,0.94873,-0.074707,0.128418,0x7fff5fbfe0a8
151138461665,0.958496,-0.0654297,0.105469,0x7fff5fbfe0a8
151138476669,0.972656,-0.0175781,0.097168,0x7fff5fbfe0a8
151138499110,0.979492,-0.0288086,0.115234,0x7fff5fbfe0a8
151138521624,0.966797,-0.0273438,0.128418,0x7fff5fbfe0a8
