myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
151844884155,0.975586,-0.0498047,0.0595703,1464789633527
151844899090,0.976074,-0.0556641,0.0581055,1464789633542
151844922768,0.975586,-0.0498047,0.0629883,1464789633566
151844944110,0.974121,-0.0541992,0.0581055,1464789633587
151844959092,0.976562,-0.0615234,0.0556641,1464789633602
151844982785,0.975586,-0.0610352,0.0625,1464789633626
151845027315,0.979492,-0.0546875,0.0605469,1464789633670
151845028116,0.974609,-0.0571289,0.0566406,1464789633671
151845042264,0.981934,-0.0585938,0.0537109,1464789633685
151845065938,0.974609,-0.0546875,0.059082,1464789633709
151845081764,0.977539,-0.0615234,0.0566406,1464789633725
151845101672,0.976562,-0.0605469,0.0556641,1464789633745
151845131463,0.972168,-0.0537109,0.0576172,1464789633774
151845154566,0.978516,-0.0625,0.059082,1464789633797
151845164980,0.978027,-0.0625,0.0625,1464789633808
151845184598,0.976074,-0.0615234,0.0683594,1464789633827
151845200346,0.977539,-0.0673828,0.0683594,1464789633843
151845222125,0.976074,-0.0664062,0.0581055,1464789633865
151845244600,0.975098,-0.065918,0.0556641,1464789633887
151845258956,0.977051,-0.0625,0.0561523,1464789633902
151845282107,0.97998,-0.0605469,0.0561523,1464789633925
151845304590,0.980957,-0.0634766,0.0600586,1464789633947
151845318939,0.977539,-0.0625,0.0576172,1464789633962
151845342122,0.976562,-0.0615234,0.059082,1464789633985
151845364622,0.975098,-0.0615234,0.0605469,1464789634007
151845378969,0.977051,-0.0629883,0.0581055,1464789634022
151845402110,0.975098,-0.0600586,0.0541992,1464789634045
151845424624,0.975586,-0.059082,0.0522461,1464789634067
151845447121,0.975586,-0.0620117,0.0585938,1464789634090
151845462084,0.974121,-0.0600586,0.0605469,1464789634105
151845484628,0.97168,-0.0551758,0.0664062,1464789634127
151845498979,0.973633,-0.065918,0.0566406,1464789634142
151845521470,0.977051,-0.0605469,0.0625,1464789634164
151845544592,0.976074,-0.0576172,0.059082,1464789634187
151845558940,0.977051,-0.0610352,0.0512695,1464789634202
151845581442,0.974609,-0.0629883,0.0561523,1464789634224
151845606017,0.977051,-0.0600586,0.0551758,1464789634249
151845618948,0.978516,-0.0610352,0.0532227,1464789634262
151845641473,0.972656,-0.0600586,0.0595703,1464789634284
151845666070,0.977539,-0.0649414,0.0620117,1464789634309
151845678966,0.975586,-0.0625,0.0605469,1464789634322
151845701462,0.975098,-0.065918,0.0576172,1464789634344
151845724644,0.973633,-0.0610352,0.0605469,1464789634367
151845738961,0.978516,-0.0639648,0.0551758,1464789634382
151845761417,0.977051,-0.0610352,0.0561523,1464789634404
151845784643,0.976074,-0.0644531,0.0576172,1464789634427
151845800362,0.973633,-0.0654297,0.0566406,1464789634443
151845821445,0.975586,-0.0639648,0.0585938,1464789634464
151845844623,0.973145,-0.0649414,0.0527344,1464789634487
151845860402,0.976074,-0.0605469,0.0561523,1464789634503
151845881447,0.976562,-0.0610352,0.0566406,1464789634524
151845904707,0.974121,-0.0634766,0.0581055,1464789634547
151845920401,0.974609,-0.0673828,0.0556641,1464789634563
151845941497,0.974609,-0.0639648,0.0522461,1464789634584
151845972167,0.973633,-0.0634766,0.0576172,1464789634615
151845980444,0.975098,-0.0688477,0.0571289,1464789634623
151846001407,0.976074,-0.0698242,0.0581055,1464789634644
151846024628,0.977051,-0.0693359,0.0600586,1464789634667
151846040388,0.978516,-0.0673828,0.0595703,1464789634683
151846061478,0.971191,-0.0712891,0.059082,1464789634704
151846084625,0.975098,-0.0761719,0.0566406,1464789634727
151846100409,0.972168,-0.0737305,0.0566406,1464789634743
151846121477,0.978516,-0.0708008,0.0585938,1464789634764
151846144006,0.973145,-0.0732422,0.0546875,1464789634787
151846160424,0.978516,-0.0727539,0.0517578,1464789634803
151846181506,0.974609,-0.0722656,0.0556641,1464789634824
151846204004,0.978516,-0.0737305,0.0541992,1464789634847
151846220369,0.979004,-0.0742188,0.0576172,1464789634863
151846241452,0.971191,-0.074707,0.0576172,1464789634884
151846263891,0.972656,-0.0786133,0.0546875,1464789634907
151846280446,0.970703,-0.0771484,0.0522461,1464789634923
151846301420,0.970703,-0.0751953,0.0493164,1464789634944
151846323941,0.976562,-0.0727539,0.0488281,1464789634967
151846340414,0.97168,-0.0712891,0.0449219,1464789634983
151846361487,0.977539,-0.0703125,0.0517578,1464789635004
151846383955,0.977051,-0.0766602,0.0473633,1464789635027
151846400474,0.975098,-0.0761719,0.0512695,1464789635043
151846421537,0.975098,-0.0766602,0.0390625,1464789635064
151846444074,0.976562,-0.0805664,0.0454102,1464789635087
151846460505,0.976074,-0.0791016,0.0415039,1464789635103
151846481533,0.978027,-0.0805664,0.0444336,1464789635124
151846504009,0.975586,-0.0761719,0.0458984,1464789635147
151846520476,0.979004,-0.0761719,0.0375977,1464789635163
151846541504,0.973145,-0.0786133,0.043457,1464789635184
151846563956,0.975098,-0.0795898,0.0380859,1464789635207
151846580481,0.976074,-0.078125,0.0424805,1464789635223
151846601527,0.975586,-0.0791016,0.0439453,1464789635244
151846623954,0.972168,-0.074707,0.0410156,1464789635267
151846640448,0.973633,-0.081543,0.0366211,1464789635283
151846661451,0.977051,-0.0834961,0.0395508,1464789635304
151846683975,0.972656,-0.0771484,0.0400391,1464789635327
151846700434,0.975586,-0.0830078,0.0375977,1464789635343
151846721453,0.970703,-0.0874023,0.0371094,1464789635364
151846743977,0.972656,-0.0869141,0.0351562,1464789635387
151846760494,0.978516,-0.0849609,0.0429688,1464789635403
151846782929,0.977051,-0.0878906,0.0419922,1464789635426
151846804081,0.979004,-0.0966797,0.0371094,1464789635447
151846820437,0.972168,-0.0898438,0.0375977,1464789635463
151846842949,0.980957,-0.090332,0.0390625,1464789635486
151846864110,0.981934,-0.09375,0.0429688,1464789635507
151846880465,0.975586,-0.0893555,0.0297852,1464789635523
151846902989,0.976074,-0.0883789,0.0292969,1464789635546
151846924030,0.976562,-0.0859375,0.0268555,1464789635567
151846946549,0.977539,-0.0878906,0.027832,1464789635589
151846962979,0.979004,-0.0830078,0.0332031,1464789635606
151846984058,0.977539,-0.0776367,0.0356445,1464789635627
151847000499,0.973145,-0.0766602,0.0292969,1464789635643
151847022978,0.976562,-0.0854492,0.0307617,1464789635666
151847043997,0.975586,-0.0791016,0.0283203,1464789635687
151847060492,0.947754,-0.0952148,0.0488281,1464789635703
151847082985,0.97168,-0.078125,0.0332031,1464789635726
151847104025,0.97998,-0.0786133,0.0180664,1464789635747
151847120486,0.973145,-0.0791016,0.0273438,1464789635763
151847142977,0.980957,-0.0717773,0.0209961,1464789635786
151847164028,0.972168,-0.0703125,0.0219727,1464789635807
151847180451,0.977051,-0.0776367,0.0180664,1464789635823
151847202926,0.976562,-0.0751953,0.0224609,1464789635846
151847223997,0.978027,-0.0712891,0.0229492,1464789635867
151847246454,0.97998,-0.0688477,0.0258789,1464789635889
151847262977,0.977051,-0.0717773,0.0292969,1464789635906
151847284020,0.979492,-0.0717773,0.0244141,1464789635927
151847300484,0.978027,-0.0693359,0.0249023,1464789635943
151847322968,0.978027,-0.0693359,0.0268555,1464789635966
151847343984,0.973145,-0.0688477,0.0263672,1464789635987
151847360467,0.978516,-0.0693359,0.0253906,1464789636003
151847382943,0.975586,-0.0703125,0.0268555,1464789636026
151847403950,0.974121,-0.0712891,0.0263672,1464789636047
151847420442,0.978027,-0.074707,0.0273438,1464789636063
151847442933,0.976562,-0.0688477,0.0258789,1464789636085
151847463976,0.978027,-0.0722656,0.0249023,1464789636107
151847480413,0.977051,-0.0717773,0.0244141,1464789636123
151847503007,0.976562,-0.0717773,0.0273438,1464789636146
151847524065,0.977051,-0.0727539,0.027832,1464789636167
151847540513,0.978027,-0.078125,0.0317383,1464789636183
151847563037,0.983398,-0.0805664,0.0327148,1464789636206
151847584000,0.975586,-0.0717773,0.0537109,1464789636227
151847600472,0.974121,-0.0791016,0.0395508,1464789636243
151847622970,0.974609,-0.0776367,0.0332031,1464789636266
151847644004,0.977539,-0.0722656,0.0332031,1464789636287
151847660496,0.984375,-0.078125,0.034668,1464789636303
151847682933,0.971191,-0.0717773,0.0405273,1464789636326
151847705485,0.976562,-0.0776367,0.0395508,1464789636348
151847720439,0.978027,-0.074707,0.0366211,1464789636363
151847742980,0.976562,-0.0727539,0.0341797,1464789636386
151847765486,0.973633,-0.0751953,0.0356445,1464789636408
151847781966,0.97998,-0.0717773,0.0419922,1464789636425
151847802947,0.978516,-0.0712891,0.0400391,1464789636446
151847825482,0.974609,-0.0732422,0.0366211,1464789636468
151847841993,0.975098,-0.0712891,0.0375977,1464789636485
151847862984,0.979492,-0.0722656,0.043457,1464789636506
151847885493,0.975098,-0.0717773,0.0395508,1464789636528
151847901925,0.974609,-0.0708008,0.0405273,1464789636545
151847922136,0.975098,-0.0683594,0.0375977,1464789636565
151847944696,0.972656,-0.0654297,0.0410156,1464789636587
151847961113,0.979004,-0.0664062,0.0400391,1464789636604
151847982100,0.978516,-0.0683594,0.0419922,1464789636625
151848004673,0.975586,-0.0683594,0.043457,1464789636647
151848021144,0.977051,-0.0664062,0.0454102,1464789636664
151848042139,0.975098,-0.0639648,0.0405273,1464789636685
151848064651,0.979004,-0.0664062,0.0390625,1464789636707
151848081137,0.974609,-0.0703125,0.046875,1464789636724
151848103659,0.977051,-0.0712891,0.0439453,1464789636746
151848124654,0.978516,-0.0664062,0.0424805,1464789636767
151848147220,0.974609,-0.0639648,0.0429688,1464789636790
151848162232,0.977539,-0.0708008,0.043457,1464789636805
151848184739,0.977051,-0.0678711,0.0458984,1464789636827
151848201183,0.975586,-0.0668945,0.0449219,1464789636844
151848222252,0.977539,-0.0698242,0.0449219,1464789636865
151848244737,0.979004,-0.0722656,0.0405273,1464789636888
151848261168,0.976074,-0.0722656,0.0371094,1464789636904
151848282240,0.973633,-0.0703125,0.0449219,1464789636925
151848304729,0.976562,-0.0678711,0.0473633,1464789636947
151848328639,0.979004,-0.0668945,0.0395508,1464789636971
151848342216,0.974609,-0.0698242,0.0405273,1464789636985
151848364658,0.978027,-0.0722656,0.0444336,1464789637007
151848381098,0.975098,-0.0698242,0.0458984,1464789637024
151848402236,0.977539,-0.0644531,0.0458984,1464789637045
151848424694,0.974609,-0.065918,0.0507812,1464789637067
151848440487,0.977051,-0.0717773,0.0439453,1464789637083
151848462170,0.978516,-0.0717773,0.0463867,1464789637105
151848484410,0.975586,-0.0678711,0.0463867,1464789637127
151848501138,0.976562,-0.0717773,0.0429688,1464789637144
151848522201,0.978027,-0.0727539,0.046875,1464789637165
151848544682,0.970215,-0.0703125,0.0527344,1464789637187
151848561120,0.977051,-0.0722656,0.0458984,1464789637204
151848582171,0.977539,-0.0727539,0.0507812,1464789637225
