myot,x,y,z
138289614855,-2.25,-0.4375,0.625
138289638599,-2.0625,-0.25,0.4375
138289653525,-0.9375,-0.1875,0.6875
138289674972,-1.3125,-0.5625,0.875
138289698531,-1.125,-0.375,0.5625
138289744234,-0.875,-0.4375,0.6875
138289746323,-0.8125,-0.375,0.625
138289758555,-0.5625,-0.5,0.75
138289776309,-0.5625,-0.375,0.8125
138289796339,-0.5,-0.25,0.6875
138289818587,-0.75,-0.3125,1.1875
138289862289,-0.0625,-0.3125,0.875
138289872354,-0.625,-0.125,1.1875
138289878692,-0.25,-0.1875,0.875
138289893654,-0.125,-0.4375,1.25
138289924307,-0.5625,-0.1875,1
138289937213,-0.125,-0.25,1.1875
138289953753,-0.25,-0.125,1
138289976168,-0.5625,0,1.125
138289997296,-0.25,-0.0625,1.25
138290013749,-0.1875,-0.0625,1.0625
138290036166,-0.4375,0,1.125
138290057259,0.125,0.125,1
138290073672,-0.3125,0.1875,1.4375
138290096196,0,0.125,1.125
138290117243,-0.25,0.25,1.1875
138290133698,-0.0625,0.125,1.0625
138290156192,-0.125,0.0625,1.25
138290177253,-0.4375,0.0625,1.25
138290193693,0.3125,-0.3125,1.3125
138290216192,0.3125,-0.125,1.375
138290238643,-0.1875,-0.3125,1.5
138290260394,-0.125,-0.4375,1.25
138290276131,0.5625,-0.3125,1.375
138290298677,0.125,-0.25,1.5625
138290312894,0.6875,-0.125,1.5
138290335368,0.4375,-0.1875,1.6875
138290357919,0.75,-0.4375,1.5
138290372907,0.1875,-0.5,1.6875
138290395372,1.0625,-0.4375,1.75
138290417980,1.1875,-0.4375,1.375
138290432876,2,-0.6875,1.875
138290455425,2.0625,-0.8125,1.375
138290477929,7.125,-1.4375,1.9375
138290492964,3.375,-1.625,1.8125
138290515384,6.8125,-1,1.375
138290537954,3.1875,-1.0625,1.375
138290553013,2.375,-0.875,1.625
138290575452,1.875,-0.9375,0.875
138290597891,2.0625,-0.8125,1.5
138290612971,0.3125,-0.625,1.1875
138290635447,0.1875,-0.25,1.0625
138290657875,-0.3125,0.125,1.5
138290672957,-0.6875,0.5,1.5625
138290695387,-0.8125,0.625,0.875
138290718377,-1,1.125,1.5625
138290732997,-2.6875,0.9375,0.875
138290755450,-2.0625,1.375,1.0625
138290777894,-1.6875,0.9375,1
138290792842,-2.4375,1,1.6875
138290815379,-3.0625,0.75,1.125
138290837925,-1.3125,0.6875,1.3125
138290852242,-2.0625,0.375,0.75
138290874778,-1.1875,0.875,0.9375
138290897921,-0.875,0.5625,1.625
138290912248,-1.0625,0.625,1.125
138290934733,-0.5,0.6875,0.875
138290957866,-0.1875,0.5625,0.9375
138290972184,-0.5,0.375,1.0625
138290994799,-0.125,0.5625,0.75
138291017897,1.5,0.875,1.625
138291032269,-0.125,0.75,0.5
138291054718,1.125,0.8125,1.0625
138291077923,12.125,0.9375,-0.125
138291092206,16.125,-3.375,1.875
138291114710,13,-0.75,1.0625
138291137870,16.125,-0.25,-0.375
138291152228,12.4375,1.75,0
138291174739,11.25,4.4375,-0.875
138291198402,12.0625,3.6875,-1.375
138291212193,9.6875,3.25,0.3125
138291234763,1.8125,1.4375,-1.4375
138291257957,1.0625,0.125,-0.6875
138291272268,0.625,-0.6875,0.5625
138291294791,-1.0625,-1.0625,0.5
138291317954,-1.0625,-1.5625,0.0625
138291332341,-1.375,-1.8125,0.875
138291354775,-2.9375,-2.1875,0.4375
138291378035,-2.6875,-2.75,0.6875
138291392251,-3.8125,-3.375,0.8125
138291414739,-5.5,-3.75,0.9375
138291437896,-8.125,-4.125,1.375
138291452247,-9.1875,-3.5,1.875
138291474751,-10.1875,-2.0625,1.25
138291497985,-10.0625,-1.4375,2
138291512246,-10.25,-1.4375,1.125
138291534799,-8.875,-0.9375,0.625
138291557916,-7.9375,-1.4375,0.0625
138291572214,-7.625,-1,0
138291594714,-6.625,-1.1875,0.0625
138291617875,-3.75,-2.125,-0.3125
138291632233,-3.0625,-2.75,-0.125
138291654766,-2.125,-2.375,-1.0625
138291677165,-0.0625,-2.5625,-0.125
138291692217,2.875,-1.9375,-0.5625
138291714751,-0.0625,-2.25,-0.25
138291737240,0.5,-2.3125,0.3125
138291752260,3.625,-1.875,0.125
138291774691,2.5,-2,0.125
138291797217,2.6875,-1.5625,0.4375
138291812240,2.5625,-1.375,-0.0625
138291834740,2.1875,-1,-0.0625
138291857226,0.75,-0.875,-0.0625
138291872258,0.9375,-0.5625,0.125
138291894731,0.9375,-0.25,-0.125
138291926203,0.0625,-0.1875,0.25
138291932255,0.5,-0.125,-0.1875
138291954771,0.1875,0,-0.25
138291977290,0.8125,0.1875,-0.5
138291992299,9.9375,-0.8125,-0.6875
138292014749,4.5625,-0.6875,-0.5
138292037226,7.375,-0.75,-0.75
138292052282,4.25,-1.1875,-0.5
138292074703,1,-0.25,0
138292097308,1.1875,0.375,-0.8125
138292112277,7.875,1.1875,-1.1875
138292134782,4.875,0.25,-0.4375
138292157238,9.625,0.4375,-1.5
138292172209,12.9375,-0.1875,-1.625
138292194718,9.5,0.75,-0.0625
138292217234,1.125,0.0625,-3.125
138292232244,4.6875,1.5,0
138292256232,4.125,1.625,-0.1875
138292277289,-0.75,1.125,-1.6875
138292292293,0.9375,1.875,0.0625
138292314694,2.4375,5.75,0
138292337253,3.375,8.4375,0.25
138292352319,4.875,5.375,0.6875
138292374775,4.3125,3.8125,1.8125
138292397300,1.75,1.9375,0.25
138292420409,4,2.4375,2.1875
138292434815,2.125,1,0.625
138292457262,0.625,0.9375,1.9375
138292473689,0.375,0.125,0.5
138292494780,-0.6875,0.5,-0.25
138292517295,0.4375,0.4375,1.375
138292533766,-1.375,1.1875,2.5625
138292554800,4.25,0.1875,1.3125
138292577270,0.3125,0.6875,0.875
138292593712,0.5,0.9375,0.5625
138292614744,1.625,-0.4375,-0.4375
138292637258,2.75,0.4375,1.75
138292653704,1.625,-0.375,1.75
138292674787,3.3125,0,1.75
138292698679,3.6875,-0.25,0.875
138292713680,2.75,0.25,1
138292734752,4.4375,-1.375,1.125
138292757223,2.1875,-0.6875,1.4375
138292773706,-0.5625,-0.75,1.625
138292794728,0,-1.25,1.4375
138292817337,-1.875,-1.875,1.3125
138292833703,-2.375,-1.5625,2.875
138292854873,-2.0625,-1.625,2.875
138292877246,-2.5625,-2.375,2.5
138292893669,-6.5625,-4.0625,3.375
138292914802,-11.875,-6.875,3.9375
138292937257,-15.625,-8.25,4.4375
138292953693,-15.25,-8.4375,1.9375
138292977638,-9.75,-9.8125,0.5625
138292997313,-10.25,-10.125,0.9375
138293013683,-13.5625,-11.625,-0.25
138293034741,-10.5625,-11.5,0.5625
138293057268,-8.5,-11.0625,2.5625
138293073731,-8.125,-9.5625,0.8125
138293094759,-5.4375,-7.9375,2.9375
138293117256,-4.625,-5.625,1.75
138293133700,-2.1875,-4.4375,1.9375
138293154785,-1.9375,-3.8125,1.6875
138293177376,-1.6875,-2.625,1.5
138293193757,0.3125,-2.5625,1.375
138293214853,-0.75,-2.5625,1.6875
138293237293,-0.4375,-2.4375,1.625
138293253689,0.25,-2.4375,1.6875
138293274819,-0.1875,-2.375,1.5625
138293297235,0.1875,-2.125,1.4375
138293313746,-0.4375,-2.1875,1.6875
138293334767,-0.0625,-2.375,1.5
138293357277,-0.125,-2.75,1.75
138293373751,-0.5,-2.8125,1.25
138293396196,0,-2.875,1.5
138293417330,-0.0625,-2.875,1.4375
138293433779,0.1875,-2.5625,1.5
138293456210,0,-2.6875,1.75
138293477307,-0.3125,-2.4375,1.375
138293493781,0.4375,-2.25,1.4375
138293516254,0.125,-2.75,2.0625
