myoTS,x,y,z
487654452217,0.25,0.4375,-0.25
487654467232,-0.25,0.75,-0.375
487654488588,-0.1875,0.8125,-0.1875
487654512241,-0.1875,0.375,-0.375
487654527275,0.0625,-0.1875,-0.25
487654549739,0.25,-0.25,-0.4375
487654603741,0.3125,-0.3125,-0.3125
487654604531,0.4375,-0.0625,-0.0625
487654613138,0.3125,0.4375,-0.0625
487654632940,0.625,0.6875,0
487654647706,0.4375,0.5625,0.0625
487654668584,0.3125,-0.125,-0.3125
487654683700,0,-0.3125,-0.3125
487654729813,-0.375,-0.25,-0.1875
487654730559,0.0625,-0.1875,-0.25
487654744059,-0.625,0.125,-0.25
487654766584,-0.4375,-0.0625,-0.125
487654789084,0.5625,-0.25,-0.125
487654805507,0.3125,-0.375,0.125
487654828042,0.1875,-0.25,0.25
487654850487,-0.25,-0.1875,0.125
487654865484,-0.3125,-0.0625,-0.125
487654888033,-0.3125,-0.1875,-0.0625
487654910511,-0.1875,-0.375,-0.1875
487654925475,-0.1875,-0.5625,0.1875
487654948048,-0.1875,-0.5625,0.125
487654970506,0.1875,-0.375,0.125
487654985524,-0.0625,0.0625,-0.125
487655015599,0.375,0.125,-0.1875
487655030538,0.625,0,-0.4375
487655044873,0.875,-0.125,-0.4375
487655067995,0.1875,0,-0.625
487655090482,-0.3125,0.125,-0.375
487655104922,0,-0.125,-0.1875
487655128037,0.625,-0.4375,-0.3125
487655150489,0.625,-0.5625,-0.25
487655164877,0.5625,-0.3125,-0.3125
487655187966,0.625,-0.125,-0.1875
487655216566,0.1875,0.0625,-0.25
487655224905,-0.4375,0,-0.3125
487655255498,-0.4375,-0.1875,-0.25
487655270566,0.375,-0.4375,-0.125
487655284900,0.4375,-0.125,-0.1875
487655308164,0.25,0.25,-0.375
487655330932,0.5,0.5,-0.25
487655344909,0.625,-0.0625,-0.3125
487655368013,-0.3125,-0.625,-0.25
487655390537,-1.1875,-0.75,-0.375
487655411583,-1.9375,-1,-0.3125
487655427993,-1.375,-0.9375,-0.125
487655450575,-0.625,-0.875,-0.0625
487655471590,-0.125,-0.5625,0
487655488519,0.4375,0.125,0.125
487655510530,0.3125,0.625,0
487655531580,0.75,0.5,-0.125
487655547993,0.625,0.0625,-0.1875
487655570852,0.5,-0.0625,-0.25
487655591595,-0.1875,0.25,-0.375
487655608039,-0.3125,0.75,-0.4375
487655630504,0.125,0.9375,-0.625
487655651535,0.875,0.625,-0.625
487655668048,1,0.125,-0.3125
487655690496,0.125,-0.375,-0.125
487655720524,-1.625,-0.625,-0.1875
487655735490,-1.125,-0.75,-0.0625
487655749886,-0.0625,-0.625,0
487655772997,0.125,-0.1875,0.1875
487655795509,-0.25,0.375,0.3125
487655809872,-0.8125,0.5625,0.0625
487655832991,0.5,0.125,-0.375
487655856017,0.8125,0.0625,-0.5625
487655877067,0.625,0,-0.5625
487655893588,0.125,0.1875,-0.5625
487655915760,-0.125,0.4375,-0.75
487655936635,-0.125,0.25,-0.75
487655953053,0.25,0.0625,-0.5625
487655975588,0.625,-0.25,-0.1875
487655996622,0.25,-0.1875,-0.1875
487656013287,-0.0625,-0.1875,-0.125
487656035546,-0.125,-0.0625,-0.125
487656064493,-0.375,-0.1875,-0.125
487656072967,-0.5,-0.25,0
487656095494,-0.6875,-0.125,0.0625
487656116632,-0.8125,0.3125,-0.0625
487656133050,-0.3125,0.4375,-0.1875
487656155498,0.5625,0.1875,-0.375
487656176546,0.5,0.3125,-0.5
487656193030,-0.625,0.5625,-0.3125
487656215553,-1.0625,0.3125,-0.0625
487656238000,-0.5625,0,0.125
487656253059,0.125,-0.1875,0.0625
487656275992,0.125,0.0625,-0.0625
487656296666,-0.125,0.4375,-0.1875
487656313149,0.1875,0,-0.625
487656336174,-0.875,0.1875,-0.5625
487656358706,-0.875,-0.3125,-1
487656381349,-1.1875,-0.375,-1.125
487656395739,-1.375,-0.375,-1
487656418143,-0.5625,-0.625,-0.625
487656432368,-0.0625,-0.5625,-0.3125
487656455690,-0.25,-0.1875,0
487656478740,-0.125,0.1875,-0.0625
487656492770,0.375,0.1875,0.0625
487656515805,0.125,-0.0625,-0.0625
487656538081,0.0625,-0.25,0.0625
487656552516,0.0625,-0.1875,0
487656576015,-0.25,0,0
487656598098,-0.25,0.375,-0.125
487656612511,-0.3125,0.125,-0.0625
487656641965,0.3125,-0.1875,-0.0625
487656658051,0.75,-0.1875,-0.0625
487656673054,0.5625,0.0625,-0.125
487656695520,0.5625,0.4375,-0.25
487656725939,0.1875,0.5,-0.4375
487656732815,0.1875,0.25,-0.5
487656755584,-0.0625,0,-0.5625
487656778026,-0.0625,-0.1875,-0.375
487656792874,0.3125,-0.1875,-0.25
487656816023,0.0625,-0.1875,-0.25
487656838672,0.0625,0.125,-0.1875
487656859225,0.5625,0.0625,-0.125
487656875566,0.25,-0.125,-0.25
487656898575,0.25,-0.25,-0.125
487656919186,0,-0.3125,-0.125
487656935633,-0.4375,-0.0625,-0.125
487656958339,-0.1875,0.25,0.125
487656979093,0,0.0625,0.3125
487656995592,0.1875,0,0.3125
487657018529,0.1875,0.125,0.25
487657039210,-0.75,0.3125,-0.125
487657055594,-0.3125,0.3125,0.0625
487657078102,-0.0625,0.1875,0.1875
487657099241,0.1875,0,0.3125
487657115687,-0.25,0.25,0.25
487657138214,-0.3125,0.125,0.25
487657159046,0.5625,0,0.375
487657175524,0.875,-0.0625,0.4375
487657204118,0.375,0,0.75
487657219261,-0.0625,-0.4375,1.1875
487657235715,-0.3125,-1.1875,1.625
487657258032,1.8125,-1.25,1.25
487657280582,1.9375,-0.25,1.125
487657296166,1.3125,0.5,1.3125
487657318770,1.9375,1.0625,0.5
487657340630,3.4375,2.25,-1.5625
487657355631,1.375,3.375,-3.375
487657378753,0.5625,2.9375,-4
487657407148,4.3125,-0.9375,-3
487657416415,5.4375,-3.8125,-0.5625
487657438077,5.3125,-5.1875,0.25
487657460607,2.5,-4.4375,-0.5
487657483918,1.5,-4.625,-1.4375
487657498307,3,-5.375,0.75
487657520595,3.8125,-5.9375,2.5
487657535233,5.25,-6,1.1875
487657558266,7.5625,-4.0625,-0.8125
487657580647,7.5,-2.375,-2.375
487657595043,10.625,-5.5,-4.1875
487657618133,21.375,-12.25,-3.6875
487657640551,30.5625,-17.3125,-1.8125
487657662242,31.9375,-18.625,-1.125
487657678085,26.5625,-19.8125,0.3125
487657700718,25.3125,-22.875,3.9375
487657721630,33.625,-26.4375,8.5625
487657745588,38.4375,-26.875,10.625
