myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
151290967262,0.979004,-0.0361328,0.0307617,1464789079633
151290989742,0.977051,-0.034668,0.0244141,1464789079655
151291006765,0.980469,-0.0400391,0.0244141,1464789079672
151291027480,0.978027,-0.0361328,0.0253906,1464789079692
151291049737,0.979004,-0.0356445,0.0283203,1464789079715
151291071053,0.978516,-0.0375977,0.0253906,1464789079736
151291087561,0.981445,-0.0273438,0.0263672,1464789079752
151291122748,0.979492,-0.0395508,0.0249023,1464789079788
151291147330,0.979004,-0.0458984,0.0244141,1464789079812
151291148166,0.985352,-0.0473633,0.0332031,1464789079813
151291167745,0.975098,-0.0454102,0.0322266,1464789079833
151291190869,0.979004,-0.0532227,0.0214844,1464789079856
151291206708,0.977539,-0.0517578,0.027832,1464789079872
151291227750,0.978516,-0.0454102,0.0268555,1464789079893
151291244163,0.978027,-0.0512695,0.0317383,1464789079909
151291266713,0.978516,-0.0488281,0.0209961,1464789079932
151291287795,0.983398,-0.0551758,0.0219727,1464789079953
151291304104,0.977051,-0.0532227,0.0317383,1464789079969
151291326622,0.984863,-0.0576172,0.0302734,1464789079992
151291347724,0.973633,-0.0600586,0.0307617,1464789080013
151291364139,0.981445,-0.0541992,0.0375977,1464789080029
151291386650,0.978027,-0.0493164,0.0297852,1464789080052
151291407780,0.981934,-0.0532227,0.0253906,1464789080073
151291424146,0.977051,-0.0551758,0.0332031,1464789080089
151291446733,0.981445,-0.0517578,0.0292969,1464789080112
151291467780,0.97998,-0.0556641,0.0244141,1464789080133
151291484168,0.971191,-0.0581055,0.0297852,1464789080149
151291506728,0.976074,-0.0527344,0.0253906,1464789080172
151291529138,0.98584,-0.0517578,0.0336914,1464789080194
151291544208,0.986816,-0.0522461,0.0385742,1464789080209
151291566740,0.977539,-0.0571289,0.034668,1464789080232
151291589135,0.975098,-0.059082,0.0327148,1464789080254
151291604134,0.974609,-0.0512695,0.0361328,1464789080269
151291626713,0.975098,-0.0688477,0.0341797,1464789080292
151291649117,0.984375,-0.0561523,0.0356445,1464789080314
151291670185,0.973633,-0.0561523,0.0234375,1464789080335
151291686714,0.979004,-0.0625,0.0297852,1464789080352
151291709148,0.973633,-0.0610352,0.0288086,1464789080374
151291724134,0.97998,-0.0537109,0.0405273,1464789080389
151291746749,0.979004,-0.0585938,0.0390625,1464789080412
151291769144,0.979492,-0.0561523,0.0322266,1464789080434
151291784152,0.978516,-0.059082,0.0351562,1464789080449
151291806754,0.979492,-0.059082,0.0273438,1464789080472
151291829155,0.975586,-0.0517578,0.0322266,1464789080494
151291844140,0.978027,-0.0541992,0.0288086,1464789080509
151291866722,0.977051,-0.050293,0.0361328,1464789080532
151291889165,0.975586,-0.0546875,0.0380859,1464789080554
