myot,x,y,z
151137666656,-3.875,-14.4375,-20.1875,0x7fff5fbfe0a8
151137681633,-1.1875,-12,-14,0x7fff5fbfe0a8
151137696598,-0.4375,-7.5625,-10.375,0x7fff5fbfe0a8
151137719515,1.4375,-4.3125,-4.25,0x7fff5fbfe0a8
151137741591,1.625,-1.8125,-1.625,0x7fff5fbfe0a8
151137756593,13,2.125,0.5625,0x7fff5fbfe0a8
151137779063,9.9375,0.3125,2.1875,0x7fff5fbfe0a8
151137801588,7.875,0.5,-0.5625,0x7fff5fbfe0a8
151137816572,10.5625,3.375,-4.25,0x7fff5fbfe0a8
151137839031,-0.875,11.5625,-13,0x7fff5fbfe0a8
151137861710,-4.625,2.5625,-14.75,0x7fff5fbfe0a8
151137877857,-25.125,-4,-24.75,0x7fff5fbfe0a8
151137899130,9.3125,-7.9375,-19.3125,0x7fff5fbfe0a8
151137921633,16.4375,-9.1875,-18.1875,0x7fff5fbfe0a8
151137936564,-24.3125,5.3125,4.75,0x7fff5fbfe0a8
151137959063,-28.0625,23.4375,3.6875,0x7fff5fbfe0a8
151137981693,-11.375,19.0625,-3,0x7fff5fbfe0a8
151137996683,-14.3125,36.8125,7.8125,0x7fff5fbfe0a8
151138019075,-23.25,47.75,18.875,0x7fff5fbfe0a8
151138041601,-11.4375,30.375,14.125,0x7fff5fbfe0a8
151138056674,-7.6875,19.4375,9.25,0x7fff5fbfe0a8
151138079115,-6.5625,18.25,11.0625,0x7fff5fbfe0a8
151138101626,-5.875,12.5,6.9375,0x7fff5fbfe0a8
151138116601,-5.8125,10.6875,3.1875,0x7fff5fbfe0a8
151138139616,-7.375,7.3125,0.9375,0x7fff5fbfe0a8
151138161656,-0.6875,9.375,0.8125,0x7fff5fbfe0a8
151138176622,2.125,6.125,-0.625,0x7fff5fbfe0a8
151138199071,5.75,5.875,-1.4375,0x7fff5fbfe0a8
151138221642,2.25,3.875,-4.75,0x7fff5fbfe0a8
151138236647,5.0625,0.625,-6.375,0x7fff5fbfe0a8
151138259094,3.375,-1.3125,-8.9375,0x7fff5fbfe0a8
151138281633,4.875,-0.1875,-7.4375,0x7fff5fbfe0a8
151138304074,6.125,-2,-7.1875,0x7fff5fbfe0a8
151138326632,4.3125,-0.75,-5.375,0x7fff5fbfe0a8
151138341592,0.5,-0.25,-3.9375,0x7fff5fbfe0a8
151138356591,3.125,0.75,-0.5,0x7fff5fbfe0a8
151138379046,1.625,-0.625,-0.8125,0x7fff5fbfe0a8
151138401701,2.4375,-1.9375,-1.5,0x7fff5fbfe0a8
151138416745,2.375,-4.8125,-3.4375,0x7fff5fbfe0a8
151138439135,2.625,-8.9375,-7.125,0x7fff5fbfe0a8
151138461665,5.5625,-11.6875,-10.0625,0x7fff5fbfe0a8
151138476669,7.9375,-14.3125,-11.125,0x7fff5fbfe0a8
151138499110,4,-15.5625,-11.875,0x7fff5fbfe0a8
151138521624,4.625,-17.5,-11.8125,0x7fff5fbfe0a8
