myoTS,x,y,z
82157412962,-1.625,1,0.9375
82157436606,-3.3125,0.0625,1.625
82157482278,5.8125,-0.3125,1.75
82157484370,11,-2.1875,-0.6875
82157504118,3.875,-1.4375,-1.1875
82157519131,2,-3.3125,-0.5625
82157564058,2.8125,0.5,0.75
82157573061,1,1.625,-0.6875
82157578982,0.0625,-0.25,1.375
82157594785,-0.6875,0.25,1.5625
82157616089,1.375,0.625,0.5625
82157631116,3.5,-1.75,-0.5625
82157660210,1.8125,-4.9375,-2.375
82157683471,-7.375,-2.0625,-2.75
82157693790,-5.6875,2.875,1.625
82157713434,-0.375,-0.75,0.375
82157735936,3.125,-0.8125,0.375
82157750930,0.8125,0.1875,0.875
82157773441,-0.3125,0.0625,0.625
82157795887,0.625,-0.3125,-0.5625
82157810911,0.375,0,-1.0625
82157833409,0,0.1875,-0.5
82157855885,1.25,0.375,-0.1875
82157870966,2.3125,0,0
82157893414,1.3125,0.125,0.375
82157915901,0.375,0,0.6875
82157930908,0.9375,0.1875,0.625
82157953392,1.5,0.125,0.5625
82157975894,0.5,-0.0625,0.5625
82157990888,-0.8125,0,0.75
82158013398,-0.1875,0.25,0.4375
82158035215,0.75,-0.125,0.3125
82158059201,1.1875,0,0.3125
82158074869,1.6875,-0.1875,0.625
82158095253,3.3125,-0.75,0.125
82158110276,4.25,-1.5625,2.25
82158132751,2.1875,-1,1.9375
82158155272,3.75,0.125,-2.1875
82158170269,4.375,2.8125,-4.125
82158193387,2.9375,5.125,-5.4375
82158216353,-3.375,4.875,-6.5
82158230214,-0.375,3.8125,0.25
82158253429,6.875,6.25,5
82158275934,2.625,6.875,6.9375
82158290237,3.5625,5.125,8.5
82158313464,3.3125,4.5625,8.25
82158336370,-2,6.8125,5.6875
82158350225,-8.5,8.3125,4.8125
82158373436,-13.4375,9.0625,4.375
82158395969,-22.4375,6.625,1.9375
82158410264,-29.25,6.6875,4.0625
82158433460,-28.1875,7.5625,11.5
82158455913,-23.0625,8.1875,16.125
82158470274,-16.4375,7.375,17
82158493396,-6.9375,5.75,15.8125
82158515896,2.625,2.6875,12.75
82158530241,8.625,-0.9375,11.8125
82158553414,9.75,-1.5,15.3125
82158575932,6.375,-1,19.9375
82158590264,2.25,-5.3125,22.5625
82158613402,5.375,-11.625,27.25
82158635907,15.625,-14.125,31.375
82158650245,24.875,-12.9375,29.75
82158672727,27.75,-11.3125,25.625
82158695249,24.3125,-11.9375,23.5
82158710292,18.75,-12.5625,23.3125
82158732728,14.9375,-11.8125,24.375
82158755255,8.8125,-13.9375,25.75
82158773141,3.625,-19.1875,26.375
82158792746,0.25,-21.8125,22.75
82158815220,6.6875,-22.375,17.75
82158830237,19.6875,-20.1875,16.0625
82158852741,27.0625,-16.5,20.5
82158875293,22.75,-14.5,25.9375
82158893158,9.4375,-16.875,30.4375
82158912805,-3.125,-21.25,30.5
82158935278,-7.3125,-25.75,28.125
82158950281,-5.8125,-27.75,30.25
82158972819,-5.3125,-29.75,30.75
82158995235,-5.625,-31.125,29.0625
82159010244,-2,-30.625,20.25
82159032812,18.4375,-28.625,10.0625
82159055280,31.8125,-18.8125,11.0625
82159070289,26,-7.125,10.875
82159100916,19.375,1.5625,12.25
82159124074,22.9375,5.875,12.125
82159130210,22.9375,6.875,11.0625
82159152842,15.125,5.75,10.625
82159175281,0.5625,0.8125,8.75
82159190296,-10.875,-5.75,7.0625
82159212738,-12.9375,-15.125,6.75
82159235245,-0.5625,-27.0625,2.875
82159250256,24.75,-35.875,-4.9375
82159272845,33.25,-29.75,-8.9375
82159295301,15,-14.4375,-6.8125
82159310292,-12.4375,-0.5,-2.5625
82159332737,-18,3.8125,0.5
82159355243,3.5625,0.25,-0.4375
82159370266,28.625,-4.25,-3.875
82159392826,41.4375,-8.5,-4.9375
82159417355,36.6875,-11.25,1.9375
82159430253,16.1875,-10.75,13.25
82159452818,-10.125,-7.25,19.1875
82159475265,-35.9375,-2.3125,18.9375
82159491783,-43.375,1.625,13.0625
82159512819,-27.6875,2.0625,8.1875
82159535277,-4.75,-0.4375,3.0625
82159551703,12.9375,-2,-2.125
82159572732,17.9375,1.0625,-5.1875
82159595283,14.1875,3.375,-2.5625
82159611690,3.375,3.6875,1.375
82159632816,-6,4.25,4
82159655290,-7.75,4.5,4.125
82159671684,-1.9375,3.0625,3.875
82159692798,5.3125,1.6875,5.0625
82159715236,10.5625,1.3125,5.125
82159731782,12.3125,1.25,5
82159752818,11.125,1,5.5625
82159775266,9.125,1.125,5.6875
82159791709,6.875,1.4375,5.3125
82159812792,4.875,1.5,4.5625
82159835282,1.5,1.875,4.5
82159851814,-1.4375,1.9375,4.125
82159872835,-3.125,1.625,2.6875
82159895296,-2.0625,1.125,0.8125
82159911787,0.625,0.875,-0.75
82159932825,2.25,0,-2.125
82159955344,1,-0.8125,-1.625
82159971672,-2.875,-0.9375,-0.375
82160000946,-6.375,0.4375,0.25
82160015312,-6.4375,1.625,-0.1875
82160031691,-2.8125,2.25,0.375
82160052974,-0.125,5.3125,1.375
82160076776,-0.375,8.875,0.375
82160091819,3.3125,10.75,-2.3125
82160112803,10.0625,14.875,-4.25
82160135282,11.5,29.75,-6.625
82160151730,3.0625,47.75,-11.3125
82160172839,-9.9375,60.5625,-8.6875
82160195257,-17.125,70.4375,-6.6875
82160211699,-16.75,82.875,-5.9375
82160232824,-19.6875,94.5625,-7.125
82160255264,-28.125,103.5,-7.875
82160271793,-42.3125,111.25,-8.1875
82160292843,-55.375,116.125,-8.625
82160315291,-66.8125,117.625,-9.625
82160331797,-73.5625,117.5,-11.25
82160352833,-72.9375,119.25,-8.4375
82160375293,-74.8125,124.062,-1.875
82160391778,-88.9375,130,3.9375
82160414225,-105.062,133.5,7.875
82160435338,-110.125,134.75,12.125
82160459239,-97.8125,136.125,14.4375
82160474258,-47.375,127.125,20.25
82160495301,-18.0625,137.188,29.3125
82160511781,-34.1875,156,31.8125
82160534204,-70.625,168.5,28.125
82160556788,-100.188,170.312,30.875
82160571702,-119.25,166.625,37.875
82160594252,-119.938,160.938,45.5625
82160615319,-104.75,153.125,45
82160631792,-88.6875,143.938,39.6875
82160654251,-72.1875,133.125,37.1875
82160675278,-59.1875,125.188,37.5
82160691784,-48.0625,120.312,36.3125
82160714227,-43,115.062,35.375
82160735304,-46.375,110.25,34
82160751818,-52.875,106.875,33.4375
82160775694,-59.625,101.5,35.8125
82160795275,-60.875,94.125,34.375
82160811777,-56.9375,92.6875,28.9375
82160834223,-44,93.5,20.875
82160855338,-33.6875,87.5625,14.75
82160871783,-28.625,79.25,13.375
82160894218,-34.25,76.0625,12.1875
82160915296,-42.875,74.0625,8.25
