myoTS,myox,myoy,myoz
1448406644,myox,myoy,myoz
82157412962,0.214844,0.0957031,0.966797
82157436606,0.211914,0.0717773,0.983398
82157482278,0.209473,0.0424805,0.998047
82157484370,0.196289,0.0805664,0.975098
82157504118,0.212891,0.11377,0.957031
82157519131,0.189941,0.0771484,0.993164
82157564058,0.317871,0.101562,1.01611
82157573061,0.267578,0.114746,1.04688
82157578982,0.285156,0.081543,0.952637
82157594785,0.220215,0.0908203,0.967773
82157616089,0.207031,0.0610352,0.992676
82157631116,0.193359,0.0805664,0.995605
82157660210,0.226074,0.115234,0.962891
82157683471,0.244629,0.126465,0.923828
82157693790,0.210449,0.0932617,0.962402
82157713434,0.214355,0.0810547,0.961914
82157735936,0.235352,0.0922852,0.965332
82157750930,0.210449,0.0913086,0.975586
82157773441,0.208496,0.0839844,0.978027
82157795887,0.216309,0.0864258,0.972168
82157810911,0.217773,0.097168,0.967773
82157833409,0.221191,0.09375,0.963379
82157855885,0.217773,0.0864258,0.972656
82157870966,0.223633,0.0922852,0.970215
82157893414,0.224121,0.100098,0.97168
82157915901,0.216797,0.0864258,0.973633
82157930908,0.213867,0.0888672,0.973145
82157953392,0.212402,0.0917969,0.975098
82157975894,0.215332,0.0927734,0.973633
82157990888,0.214844,0.0913086,0.974609
82158013398,0.210938,0.0844727,0.977539
82158035215,0.217773,0.0888672,0.967285
82158059201,0.220215,0.0927734,0.960938
82158074869,0.216309,0.0927734,0.959961
82158095253,0.211426,0.0908203,0.983887
82158110276,0.208008,0.0986328,0.927246
82158132751,0.274902,0.111328,0.953125
82158155272,0.136719,0.0361328,0.998047
82158170269,0.196777,0.0664062,1.08301
82158193387,0.185547,0.10791,1.08252
82158216353,0.102051,0.0786133,1.03076
82158230214,0.236816,0.0810547,0.962891
82158253429,0.258789,0.0673828,0.957031
82158275934,0.230469,0.0532227,0.96582
82158290237,0.23291,0.074707,0.996094
82158313464,0.262695,0.0825195,1.00049
82158336370,0.244629,0.0898438,1.00049
82158350225,0.227051,0.0957031,0.989258
82158373436,0.219727,0.104004,0.978027
82158395969,0.200684,0.126465,0.969727
82158410264,0.197754,0.0922852,0.957031
82158433460,0.212891,0.0361328,0.978027
82158455913,0.226562,0.00732422,0.96875
82158470274,0.246582,0.0185547,0.942871
82158493396,0.26709,0.0151367,0.920898
82158515896,0.258301,0.0244141,0.905273
82158530241,0.25293,0.0375977,0.904785
82158553414,0.266602,0.0620117,0.900879
82158575932,0.26709,0.0859375,0.938477
82158590264,0.206543,0.110352,0.961426
82158613402,0.173828,0.0957031,0.954102
82158635907,0.221191,0.0541992,0.964844
82158650245,0.260254,0.0512695,0.950195
82158672727,0.273438,0.0751953,0.944336
82158695249,0.26123,0.0908203,0.936523
82158710292,0.25,0.0839844,0.944336
82158732728,0.253906,0.0683594,0.95752
82158755255,0.25293,0.0668945,0.959473
82158773141,0.248535,0.0864258,0.930664
82158792746,0.282227,0.0717773,0.952148
82158815220,0.310059,0.0795898,0.957031
82158830237,0.299316,0.0786133,0.994629
82158852741,0.277344,0.102051,0.973145
82158875293,0.264648,0.131836,0.939453
82158893158,0.226562,0.150879,0.939941
82158912805,0.198242,0.140625,0.90918
82158935278,0.183105,0.126953,0.930664
82158950281,0.208496,0.125977,0.947266
