myot,x,y,z
151164817368,0.125,0.1875,-0.375,1464788953487
151164832344,0.1875,0.1875,-0.375,1464788953502
151164856023,0.0625,0.25,-0.4375,1464788953526
151164877340,-0.1875,0.3125,-0.25,1464788953547
151164892343,-0.25,0.375,-0.3125,1464788953562
151164915974,-0.1875,0.375,-0.1875,1464788953586
151164961744,-0.25,0.5,-0.125,1464788953632
151164963767,-0.4375,0.5,0,1464788953634
151164976105,-0.1875,0.4375,-0.0625,1464788953646
151164998000,-0.0625,0.5,0,1464788953668
151165013844,-0.0625,0.5625,0,1464788953684
151165036004,0.3125,0.625,0,1464788953706
151165079675,0.0625,0.5625,0.1875,1464788953750
151165089755,-0.1875,0.625,0.1875,1464788953760
151165096149,-0.0625,0.5,0.1875,1464788953766
151165117895,-0.0625,0.4375,0.125,1464788953788
151165133604,-0.5625,0.3125,0.0625,1464788953804
151165154663,-0.4375,0.3125,-0.0625,1464788953825
151165177878,-0.3125,0.3125,-0.125,1464788953848
151165193597,-0.3125,0.25,-0.125,1464788953864
151165214646,-0.25,0.375,0,1464788953885
151165237929,-0.3125,0.5,0,1464788953908
151165253638,-0.25,0.375,0,1464788953924
151165274634,-0.25,0.375,0,1464788953945
151165297850,-0.0625,0.3125,0,1464788953968
151165313628,-0.125,0.3125,-0.25,1464788953984
151165334742,0.125,0.1875,-0.3125,1464788954005
151165357861,-0.1875,0.1875,-0.375,1464788954028
151165373560,0.1875,0.25,-0.4375,1464788954043
151165394740,0.125,0.1875,-0.375,1464788954065
151165417867,0.125,0.125,-0.3125,1464788954088
151165433690,0.1875,0.125,-0.3125,1464788954104
151165456097,0.0625,0.1875,-0.4375,1464788954126
151165477797,0.3125,0.25,-0.1875,1464788954148
151165493577,-0.0625,0.25,-0.1875,1464788954164
151165516082,0.1875,0.25,-0.125,1464788954186
151165537798,-0.0625,0.3125,0,1464788954208
151165553604,0.0625,0.5,0,1464788954224
151165576086,0.125,0.5,0,1464788954246
151165597845,0.3125,0.4375,0,1464788954268
151165613580,-0.0625,0.5,0,1464788954284
151165636133,0,0.4375,0,1464788954306
151165657750,-0.4375,0.0625,-0.25,1464788954328
151165673593,-0.0625,0.125,-0.25,1464788954344
151165696112,0.125,0,-0.25,1464788954366
151165717822,-0.0625,0.125,-0.3125,1464788954388
151165733580,0,0.125,-0.25,1464788954403
151165756082,0,0.0625,-0.125,1464788954426
151165777160,-0.3125,0.1875,0,1464788954447
151165793623,-0.1875,0.0625,-0.0625,1464788954464
151165816103,-0.4375,0.1875,-0.125,1464788954486
151165837181,-0.1875,0.0625,-0.25,1464788954507
151165853624,0,0,-0.3125,1464788954524
151165876137,-0.125,-0.125,-0.4375,1464788954546
151165905371,-0.25,-0.0625,-0.375,1464788954575
151165913623,0.0625,0,-0.5625,1464788954584
151165936096,-0.0625,-0.125,-0.4375,1464788954606
151165957192,-0.125,-0.125,-0.5,1464788954627
151165973727,0.125,-0.125,-0.5625,1464788954644
151165996107,-0.0625,-0.125,-0.5,1464788954666
151166017142,-0.375,-0.1875,-0.4375,1464788954687
151166033618,-0.375,-0.0625,-0.375,1464788954703
151166056114,-0.3125,0,-0.125,1464788954726
151166078597,-0.3125,0,-0.0625,1464788954748
151166101730,-0.25,-0.125,-0.0625,1464788954772
151166116132,-0.6875,0,-0.125,1464788954786
151166138646,-0.1875,0.125,0,1464788954808
151166161760,-0.3125,0.0625,0.0625,1464788954832
151166176127,-0.1875,0.125,0,1464788954846
151166198608,-0.125,0.1875,0,1464788954868
151166221754,0,0.1875,0.1875,1464788954892
151166236115,0.125,0.1875,0,1464788954906
151166258744,0.1875,0.25,0.0625,1464788954929
151166281808,0,0.375,0.1875,1464788954952
151166296133,0.0625,0.4375,0.3125,1464788954966
151166318623,0.4375,0.5625,0.25,1464788954988
151166341739,0.5625,0.6875,0.375,1464788955012
151166362788,0.625,0.8125,0.4375,1464788955033
151166378643,0.25,0.75,0.625,1464788955048
151166401782,0.0625,0.625,0.5625,1464788955072
151166422871,0.25,0.625,0.375,1464788955093
151166438624,-0.0625,0.5,0.375,1464788955108
151166461828,0.0625,0.625,0.625,1464788955132
151166482826,0.1875,0.6875,0.4375,1464788955153
151166498584,-0.3125,0.5,0.4375,1464788955168
151166521835,-0.25,0.5,0.3125,1464788955192
151166542899,0.1875,0.4375,0.125,1464788955213
151166558637,0.1875,0.5,0.125,1464788955228
151166581770,0.1875,0.5,0.1875,1464788955252
151166602881,0.125,0.5,0.3125,1464788955273
151166618656,0,0.625,0.3125,1464788955288
151166641778,0.0625,0.625,0.1875,1464788955312
151166662919,-0.0625,0.6875,0.1875,1464788955333
151166678710,0.125,0.6875,0.125,1464788955349
151166701113,0.3125,0.875,0.1875,1464788955371
151166722903,0.75,0.8125,0.0625,1464788955393
151166738665,0.9375,1,-0.1875,1464788955409
151166761123,1.375,0.9375,-0.1875,1464788955431
151166782879,1.6875,0.9375,-0.25,1464788955453
151166798633,1.6875,0.875,-0.125,1464788955468
151166821110,1.5,1.125,0.1875,1464788955491
151166844242,-0.1875,0.625,0.375,1464788955514
151166857813,-1.25,0.0625,-0.3125,1464788955528
151166872255,0.5,-0.5,-0.3125,1464788955542
151166894732,-0.375,-0.625,-0.75,1464788955565
151166917834,0.0625,-0.625,-0.5,1464788955588
151166940375,-0.125,-0.375,-0.4375,1464788955610
151166954682,0.25,-0.125,-0.125,1464788955625
151166977800,-0.1875,-0.0625,-0.0625,1464788955648
151166992175,0.3125,0,0,1464788955662
151167014680,0.25,0,-0.0625,1464788955685
151167037884,0.375,0,0,1464788955708
151167052230,0.1875,-0.1875,-0.125,1464788955722
151167074629,0.375,-0.125,-0.25,1464788955745
151167097849,0.3125,-0.1875,-0.375,1464788955768
151167112202,0.625,-0.25,-0.4375,1464788955782
151167134743,1,-0.25,-0.625,1464788955805
151167157920,1.5625,-0.125,-0.5625,1464788955828
151167172206,1.6875,-0.0625,-0.5625,1464788955842
151167194788,1.625,0,-0.3125,1464788955865
151167217889,1.9375,0.0625,-0.3125,1464788955888
151167232175,1.3125,0.0625,-0.125,1464788955902
151167254689,1.3125,0,-0.0625,1464788955925
151167277822,-0.5625,-0.25,-0.3125,1464788955948
151167292253,-0.8125,-0.4375,-0.6875,1464788955962
151167314710,0.6875,-0.75,-0.625,1464788955985
151167337824,-2.125,-1.5,-0.875,1464788956008
151167352152,-2.875,-1.625,-1.5,1464788956022
151167374756,-1.4375,-1.75,-1.0625,1464788956045
151167397841,-1.6875,-1.75,-1.375,1464788956068
151167412205,-1.5,-1.5625,-1.25,1464788956082
151167434784,-1.3125,-1.5625,-1.3125,1464788956105
151167457952,-1.0625,-1.3125,-1.125,1464788956128
151167472298,-0.875,-1.3125,-0.9375,1464788956142
151167494731,-0.875,-1.3125,-1.125,1464788956164
151167517894,-0.5625,-1.3125,-1.1875,1464788956188
151167532175,-0.25,-1.25,-1.125,1464788956202
151167554725,-0.5625,-1.125,-1.125,1464788956225
151167577911,-0.625,-0.9375,-1.0625,1464788956248
151167592161,-0.5625,-0.8125,-0.9375,1464788956262
151167614825,-0.875,-0.75,-0.875,1464788956285
151167637979,-0.5625,-0.75,-0.9375,1464788956308
151167652351,-0.375,-0.6875,-0.9375,1464788956322
151167674738,-0.375,-0.6875,-0.9375,1464788956345
151167697919,0,-0.5,-0.9375,1464788956368
151167712283,-0.25,-0.3125,-0.875,1464788956382
151167734736,-0.3125,-0.1875,-0.5625,1464788956405
151167757279,-0.75,0.0625,-0.5,1464788956427
151167772254,-0.6875,0.125,-0.4375,1464788956442
151167794806,-0.9375,0.25,-0.5,1464788956465
151167817361,-0.5625,0.125,-0.5625,1464788956487
151167832164,-0.625,0.3125,-0.4375,1464788956502
151167854669,-0.4375,0.4375,-0.375,1464788956525
151167877199,-0.625,0.4375,-0.3125,1464788956547
151167892168,-0.4375,0.5,-0.3125,1464788956562
151167914764,-0.5625,0.5,-0.4375,1464788956585
151167937213,-0.3125,0.4375,-0.375,1464788956607
151167952171,-0.25,0.375,-0.25,1464788956622
151167974855,0,0.5625,-0.25,1464788956645
151167997241,-0.0625,0.625,-0.1875,1464788956667
151168012211,-0.0625,0.8125,-0.25,1464788956682
151168034848,-0.0625,0.8125,-0.1875,1464788956705
151168057194,-0.1875,0.75,-0.125,1464788956727
151168072240,0.0625,0.875,-0.25,1464788956742
151168094735,0.125,0.875,-0.25,1464788956765
