myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
152035685615,0.968262,0.141602,0.0463867,1464789824321
152035700670,0.959473,0.132324,0.0375977,1464789824336
152035724343,0.968262,0.138184,0.0371094,1464789824359
152035745673,0.967773,0.126465,0.0341797,1464789824381
152035760634,0.974609,0.120117,0.0366211,1464789824396
152035784318,0.96875,0.137207,0.0483398,1464789824419
152035830096,0.957031,0.158691,0.0351562,1464789824465
152035832145,0.935547,0.144043,0.0332031,1464789824467
152035844361,0.995605,0.121582,0.0268555,1464789824479
152035866332,0.981934,0.162109,0.0498047,1464789824501
152035892785,0.962891,0.178223,0.0273438,1464789824528
152035905616,0.946777,0.140625,0.0493164,1464789824541
152035926459,0.998047,0.189941,0.128906,1464789824562
152035963004,1.02588,0.0639648,0.158691,1464789824598
152035973108,1.04053,0.0307617,0.102051,1464789824608
152035986155,1.07812,0.0170898,0.0913086,1464789824621
152036001126,1.22461,-0.0185547,-0.0522461,1464789824636
152036031829,1.52734,-0.196289,-0.0454102,1464789824667
152036046167,1.91699,-0.462402,0.0805664,1464789824681
152036061179,2.00293,-0.429199,0.0976562,1464789824696
152036083637,1.64014,0.543457,0.0268555,1464789824719
152036106127,1.13965,-0.490723,0.0957031,1464789824741
152036121145,0.842285,-0.100586,0.374512,1464789824756
152036143690,0.759277,-0.414062,-0.473633,1464789824779
152036166164,-0.727051,-1.95264,1.04639,1464789824801
152036181143,-0.821777,-1.98682,1.44092,1464789824816
152036205081,0.844238,-1.25732,1.21777,1464789824840
152036225886,2.70312,-0.727051,0.576172,1464789824861
152036241172,4.78955,-0.271973,-0.0761719,1464789824876
152036263678,3.97607,0.813477,-0.167969,1464789824899
152036286222,2.16455,1.03174,-0.660645,1464789824921
152036301183,0.624512,4.85547,-2.87012,1464789824936
152036323676,0.654785,0.00195312,0.251953,1464789824959
152036346156,2.08594,-0.146973,-0.900391,1464789824981
152036361163,1.29834,0.399902,-0.248047,1464789824996
152036383679,1.58789,0.0205078,-0.0634766,1464789825019
152036406121,1.08594,0.154297,-0.262695,1464789825041
152036421172,1.0498,0.131836,-0.166504,1464789825056
152036443663,0.941406,0.043457,-0.131836,1464789825079
152036466167,0.904297,-0.090332,-0.13623,1464789825101
152036481202,0.951172,-0.111328,-0.0439453,1464789825116
152036503648,0.836426,-0.0454102,0.0942383,1464789825139
152036525953,0.742676,0.00927734,0.129395,1464789825161
152036541158,0.712891,0.0371094,0.146973,1464789825176
152036563628,0.750977,0.0869141,0.0634766,1464789825199
152036586215,0.87793,0.0849609,0.194824,1464789825221
152036600494,0.893555,-0.0371094,0.223145,1464789825236
152036625094,0.861816,-0.0703125,0.169434,1464789825260
152036646180,0.871582,-0.125977,0.174316,1464789825281
152036660539,0.963867,-0.193848,0.187012,1464789825296
152036683624,1.33008,-0.744141,0.115723,1464789825319
152036706110,1.11328,-0.79248,0.54834,1464789825341
152036720472,1.53906,-0.718262,-0.30127,1464789825356
152036745103,1.07617,0.70166,-0.178223,1464789825380
152036766177,1.97363,-0.418945,1.23877,1464789825401
152036788657,0.920898,-0.396484,0.364746,1464789825424
152036811154,0.95166,0.201172,0.034668,1464789825446
152036826160,0.831543,0.3125,-0.0693359,1464789825461
152036840495,0.883789,0.09375,-0.172363,1464789825476
152036863627,0.82666,-0.0898438,-0.142578,1464789825499
152036887605,0.925293,-0.0317383,-0.0385742,1464789825523
152036900541,1.09863,-0.175293,-0.179688,1464789825536
152036923715,1.02393,-0.0717773,-0.118164,1464789825559
152036946215,1.08203,-0.0249023,0.0292969,1464789825581
152036961966,1.09277,0.105957,0.00976562,1464789825597
152036985101,1.02979,0.0708008,-0.0356445,1464789825620
152037006641,1.0083,0.0771484,-0.0615234,1464789825642
152037021973,0.969727,0.146484,-0.126953,1464789825657
152037045116,0.978516,0.16748,-0.104004,1464789825680
152037066180,0.974121,0.105957,-0.105469,1464789825701
152037081922,0.95752,0.114746,-0.115723,1464789825717
152037105122,0.939941,0.112305,-0.127441,1464789825740
152037126176,0.910645,0.126465,-0.0703125,1464789825761
152037141980,0.893555,0.0664062,-0.081543,1464789825777
152037165091,0.952637,-0.0522461,-0.105957,1464789825800
152037186191,0.976074,0.0112305,-0.0322266,1464789825821
152037201916,1.00293,-0.0800781,0.0209961,1464789825837
152037225604,1.12549,-0.122559,-0.09375,1464789825861
152037246282,0.954102,0.0341797,0.00634766,1464789825881
152037270138,1.0415,-0.138184,-0.177246,1464789825905
152037291157,0.966309,0.0996094,-0.0932617,1464789825926
152037306151,1.00732,0.110352,-0.0253906,1464789825941
152037321976,0.987793,0.0644531,-0.0766602,1464789825957
152037345154,0.981445,-0.0229492,-0.103027,1464789825980
152037366121,0.936523,-0.0625,-0.0947266,1464789826001
152037382008,0.966797,-0.0991211,-0.0605469,1464789826017
152037405210,0.978027,-0.0771484,-0.050293,1464789826040
152037426241,0.963379,-0.09375,-0.019043,1464789826061
152037442033,1.04541,0.0136719,-0.131836,1464789826077
152037465137,1.01709,-0.0732422,0.00927734,1464789826100
152037486953,0.969238,-0.0654297,-0.0488281,1464789826122
152037501911,0.978027,-0.043457,-0.0253906,1464789826137
152037525107,0.97168,-0.0791016,-0.102051,1464789826160
152037546250,1.0127,-0.0317383,-0.0356445,1464789826181
152037562004,0.99707,-0.0410156,-0.0649414,1464789826197
152037584527,1.03857,-0.019043,-0.0375977,1464789826220
152037606267,1.04004,-0.027832,-0.00830078,1464789826241
152037621983,0.936035,0.0522461,0.0458984,1464789826257
152037644472,0.915039,-0.0444336,0.00488281,1464789826280
152037675203,0.954102,0.0239258,-0.0429688,1464789826310
152037682070,0.95166,0.0400391,-0.0478516,1464789826317
152037704584,1.00684,-0.0273438,-0.0625,1464789826340
152037727707,0.985352,-0.0341797,-0.03125,1464789826363
152037742025,0.945312,-0.0654297,0.0429688,1464789826377
152037772672,0.958496,-0.0400391,0.0527344,1464789826408
152037787803,0.978516,-0.0649414,0.0908203,1464789826423
152037802048,0.984375,-0.0361328,0.043457,1464789826437
152037824577,1.04102,0.0322266,0.0581055,1464789826460
152037847697,0.974121,-0.0805664,0.0605469,1464789826483
152037861954,0.977051,-0.0249023,0.0498047,1464789826497
152037884458,0.944824,-0.097168,0.0600586,1464789826520
152037907763,0.976562,-0.0258789,0.034668,1464789826543
152037922028,0.97998,-0.0258789,0.0195312,1464789826557
152037944471,0.967285,-0.0229492,0.0166016,1464789826579
152037967423,0.966797,-0.0507812,0.0454102,1464789826602
152037982018,0.960449,-0.0117188,0.0556641,1464789826617
152038004516,0.972168,-0.0297852,0.059082,1464789826639
152038027640,0.981934,0.0205078,0.0253906,1464789826663
152038041967,0.970703,-0.015625,0.00927734,1464789826677
152038064466,0.972168,-0.00195312,0.0317383,1464789826699
152038087750,0.975586,0.0166016,0.0478516,1464789826723
152038102053,0.983398,0.0253906,0.0693359,1464789826737
152038124608,0.983398,0.0170898,0.0668945,1464789826760
152038147617,0.994629,-0.00439453,0.0532227,1464789826783
152038168710,0.974609,0.00878906,0.0180664,1464789826804
152038184539,0.970215,-0.0268555,0.0131836,1464789826820
152038207641,0.969238,-0.0141602,0.0322266,1464789826843
