timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
73346227412,-19,-14,-35,-22,1,0,1,-12
73346227412,-13,-11,-8,-7,-4,5,-1,-15
73346228217,-10,5,-11,-4,-13,0,-5,-7
73346228217,3,-9,6,5,1,-2,1,3
73346231647,13,17,-18,-37,-51,-12,-18,11
73346231647,-2,17,-2,-1,1,-24,0,-3
73346232415,-69,14,4,-1,8,-105,0,-55
73346232415,68,2,13,-7,-8,-125,14,66
73346238834,-115,43,-105,-108,-111,-117,-88,-40
73346238834,-95,-58,-28,-124,-25,59,-36,-96
73346246766,90,-78,-126,-24,-56,-93,-64,50
73346246766,32,-45,-61,77,8,68,-24,53
73346253096,-70,-99,4,116,79,81,-8,-29
73346253096,120,8,39,112,34,112,82,127
73346268186,76,-97,67,47,69,127,25,76
73346268186,-86,53,13,-80,-8,14,84,78
73346276826,-68,101,-6,-54,35,8,22,127
73346276826,-7,-22,92,65,51,-4,34,-49
73346291770,78,-31,61,58,85,35,49,-52
73346291770,98,-33,-113,-37,-44,16,-16,1
73346299236,90,-38,91,93,108,67,64,-104
73346299236,-33,51,-42,-29,-26,-28,3,-100
73346346466,30,-32,84,97,99,-2,8,51
73346346466,-24,-88,0,8,7,-44,24,63
73346347289,11,-32,4,5,7,-54,-1,57
73346347289,-18,-43,4,9,7,-53,-31,4
73346348075,-59,-26,-53,-49,-55,-59,33,-40
73346348075,-23,-7,-13,-13,-13,-53,19,-26
73346350534,-33,-7,-50,-40,-58,-44,-35,14
73346350534,-50,5,-48,-42,-54,16,48,-34
73346358625,-35,14,-28,-28,-34,-6,2,13
73346358625,-5,8,0,-2,-1,-36,-48,-20
73346365483,-79,6,-17,-15,-14,-26,-3,-39
73346365483,-29,14,-49,-44,-48,-39,22,-17
73346372956,-59,23,-7,-66,-17,-23,-12,-50
73346372956,9,3,-17,-16,-18,-14,36,-2
73346388015,-40,42,-55,-50,-57,-25,7,-72
73346388015,-60,21,-47,-35,-55,18,54,-49
73346395539,-89,-33,-11,-39,-27,30,57,-4
73346395539,9,47,18,10,20,57,15,7
73346410496,45,-48,-32,43,-9,59,-50,60
73346410496,7,-91,-7,9,-3,54,-66,79
73346418741,75,-16,-43,-21,-38,1,-30,54
73346418741,-29,30,-56,-46,-59,13,-57,26
73346425406,123,14,49,39,47,13,-4,62
73346425406,83,-15,-51,-53,-22,-13,-32,64
73346449350,69,44,-4,6,-7,29,-28,24
73346449350,-52,3,-15,-16,-14,27,28,-28
73346450962,-35,27,8,-4,1,-25,35,-29
73346450962,26,6,11,11,7,-41,-54,4
73346455560,14,0,11,-18,-23,-18,-3,12
73346455560,8,-43,-44,-19,-28,-6,-14,3
73346471999,-55,74,-70,-85,-102,3,-50,23
73346471999,-20,24,18,14,14,10,-8,-13
73346478664,-2,11,-67,-50,-58,9,1,9
73346478664,50,-2,-11,-8,10,3,-4,13
73346485535,-26,-45,-99,-68,-71,-13,1,14
73346485535,-9,-23,-12,-15,-9,-10,23,-25
73346501152,-12,-15,8,27,14,-1,20,-25
73346501152,-16,-47,33,52,-33,-12,-14,-12
73346508042,-15,-53,33,27,34,-11,11,-32
73346508042,-48,68,-5,-7,-8,-13,19,-25
73346515533,-63,-6,-5,12,10,4,5,-41
73346515533,-12,15,13,7,13,-7,17,-14
73346524475,-9,0,-25,-34,-22,-10,-8,-7
73346524475,-22,-7,12,14,2,1,-1,-28
73346538664,-10,-7,-6,0,-2,-3,-5,5
73346538664,-2,-15,-19,-26,-7,-13,-19,11
73346545513,19,-28,-49,-61,-28,-1,-6,20
73346545513,-6,-1,-15,-18,-13,0,5,-7
73346553010,15,12,-2,6,5,3,6,-3
73346553010,-23,34,8,8,10,2,2,-7
73346576571,41,4,17,25,18,10,4,-27
73346576571,57,-28,-2,-5,-5,10,-3,-3
73346584367,25,-14,6,12,10,3,11,-11
73346584367,20,-2,5,6,2,3,8,-7
73346585929,-28,0,14,29,7,0,13,-19
73346585929,-38,13,-50,-52,-32,-6,-16,16
73346598747,53,22,6,10,9,-2,-15,7
73346598747,16,-7,-16,-18,-7,-8,7,2
73346605517,36,74,20,11,21,2,-13,14
73346605517,30,30,11,12,7,-3,7,-4
73346612980,-43,-10,-15,-9,-7,4,16,-4
73346612980,-25,15,-8,-14,-2,0,8,-2
73346628009,-4,-22,27,22,15,-4,39,-39
73346628009,23,2,9,16,11,-2,14,-4
73346635516,-39,14,-31,-12,2,9,15,-7
73346635516,13,13,4,9,12,3,-7,1
73346644396,-26,-16,2,3,7,7,-9,-7
73346644396,-8,18,-8,-1,1,12,3,-10
73346658638,11,-15,-15,-18,-12,-5,-1,-8
73346658638,-12,-10,-3,0,-6,7,18,-10
73346665486,-40,-5,1,0,4,7,3,-7
73346665486,0,-5,0,0,3,-9,11,17
73346672951,-7,-30,-55,-22,-17,-6,-6,18
73346672951,46,-19,0,-7,-3,7,-2,1
73346687974,45,31,0,-4,3,-1,6,-15
73346687974,-49,-25,-32,-53,-77,-28,-25,15
73346695428,-76,-23,34,41,6,7,-8,-18
73346695428,-73,26,-18,-12,-13,5,44,-32
73346711932,-14,-27,-68,-76,-105,-18,-12,23
73346711932,51,1,56,54,48,-3,16,25
