myot,x,y,z
450348380662,3.3125,1.25,21.3125
450348404488,-0.5625,-1,22.5625
450348419482,-0.5,-2.625,23.9375
450348440775,-0.5,-3.6875,24.0625
450348464527,-3.1875,-2.3125,22.9375
450348479423,-0.6875,-6.625,24.625
450348500861,2.4375,-10.75,25.3125
450348540292,7.4375,-10.625,21.0625
450348563011,25.375,1.0625,13.3125
450348563791,38.75,0.3125,8.4375
450348584572,48.625,-3.1875,7.6875
450348610390,53.4375,-12.5625,8.3125
450348629061,49,-27.6875,7.125
450348665737,56.1875,-30.375,5.5625
450348675788,76.9375,-61.875,12.5
450348682162,62.75,-76.625,7.9375
450348703669,63.625,-82.25,9.4375
450348719674,67.375,-73.125,9.375
450348740724,54.375,-58.6875,9.4375
450348763837,55.375,-34.1875,10.5625
450348779594,44.9375,-22.3125,10.625
450348800690,26.9375,1,4.6875
450348823936,16.3125,9.9375,0.9375
450348847743,6.5,21.375,-2.875
450348860688,-7.25,23.3125,-6.5625
450348883887,-16.25,22.625,-8
450348899692,-21.8125,26.375,-7.1875
450348920692,-24.5625,32.8125,-5.9375
450348943819,-21.4375,35.3125,-3.8125
450348959680,-16.9375,43.875,0.4375
450348980630,-14.625,41.5,6.875
450349003821,-9.4375,37.0625,12.875
450349019682,-3.375,22.5,19.375
450349042133,-4.3125,9.4375,20.3125
450349063838,2.5,-0.75,22.1875
450349079630,5.8125,-7.875,21.25
450349110247,5.875,-11.3125,18.6875
450349123735,8.3125,-9.8125,16.5625
450349139597,8.6875,-12.5,13.375
450349162079,5.5,-15.6875,9.3125
450349183793,3.4375,-16.8125,5.4375
450349199611,1.0625,-18.375,0.1875
450349222067,-3.5,-21.5625,-2.25
450349243754,-4.25,-22.875,-4
450349259603,-8,-24.3125,-8.125
450349282075,-13.4375,-24.125,-12.75
450349303147,-10.375,-16.6875,-16.3125
450349327733,-6.9375,-12.9375,-17.6875
450349342092,-10.125,-5.875,-17.9375
450349363188,-11.75,-1.75,-17.1875
450349387818,-8.0625,0.125,-14.9375
450349402685,-7.5,2.375,-12.6875
450349423149,-6.25,4.3125,-9.3125
450349439692,-2.875,6.9375,-4.875
450349462107,0.75,14.9375,-0.8125
450349483225,7.1875,18.8125,4.6875
