myoTS,x,y,z
1961282249,-1.0625,0.4375,0.1875
1961296778,-0.3125,0.125,0.25
1961319327,-0.4375,-0.0625,0.1875
1961342971,-0.625,0.25,0.1875
1961358000,-0.375,0.4375,0
1961379316,-0.3125,0.375,0.1875
1961402937,-0.0625,0.1875,0.0625
1961433644,-0.125,0,-0.0625
1961442842,-0.1875,0.0625,-0.125
1961463659,-0.125,0,-0.125
1961477999,-0.875,0.125,-0.0625
1961499980,-1.625,0.25,-0.0625
1961523563,-1.75,0.125,0.0625
1961551653,-2.3125,0.1875,0.3125
1961564171,-0.75,-0.1875,0
1961582321,-0.1875,-0.4375,0.1875
1961596642,0.0625,-0.4375,0.0625
1961619803,-0.6875,-0.3125,0.375
1961642294,-1.875,0.125,1.1875
1961656686,-1.75,0.375,1.5
1961679769,-0.8125,-0.0625,1.5
1961702301,1,-0.5625,3.0625
1961716606,3,0.6875,3.9375
1961739796,3.875,1,4.125
1961762256,3.875,0.8125,3.375
1961776614,5.0625,-0.375,3.1875
1961799153,4.5,-1.3125,2.25
1961822317,2.9375,-1.125,1.1875
1961836664,2.875,-1.875,0.8125
1961859082,7.5625,0.3125,-5.25
1961882282,28,6.9375,-9.4375
1961896598,52.875,15.75,-9.9375
1961919138,57,22.625,-1.0625
1961942332,37.1875,28.8125,4.8125
1961956594,16.5,30.75,4.6875
1961979096,-1.4375,30,0.75
1962002277,-9.3125,28.5,-1.875
1962016609,-5.75,24.875,-1.5625
1962039105,-2.5625,21.5,-0.1875
1962062287,1.25,20.4375,1.8125
1962076598,8.875,18.125,3
1962099119,18.1875,12.5,5.0625
1962129761,22.9375,8.0625,7.3125
1962138037,17.5,6.1875,7.375
1962159138,11,4.625,6.5
1962182295,8.625,2.5,4.6875
1962198114,9.8125,0.5625,2.0625
1962219129,2.8125,1,-0.125
1962242307,-10.0625,1.8125,-2.0625
1962258066,-16.875,0.875,-1.25
1962279168,-13.625,-1,-0.4375
1962302094,-5.25,-4.4375,1.75
1962318038,2,-6.375,2.875
1962339182,3.75,-6.5,2.4375
1962362302,5.1875,-6.3125,1.625
1962378113,8.6875,-6.125,1.75
1962399150,8.9375,-5.0625,2.9375
1962422309,3.1875,-2,2.75
1962438095,0.0625,-0.375,2
1962459167,3.4375,-0.5,0.1875
1962482303,5.875,-0.375,-0.5
1962498133,1.8125,0.75,-0.1875
1962519113,-1.625,0.25,-0.25
1962541658,-1.75,-1.1875,-0.5
1962558084,-1.125,-2.5,-0.9375
1962579147,-0.8125,-2.5625,-1.6875
1962601625,-0.6875,-1.625,-1.4375
1962618084,-1.3125,-0.6875,-1.0625
1962639098,-1.0625,-0.4375,-0.625
1962661647,-0.4375,-0.5625,-0.4375
1962678098,0.875,-0.5,-0.375
1962700588,0.625,-0.125,-0.4375
1962721636,0.1875,0.6875,-0.875
1962738052,-0.0625,1.1875,-0.3125
1962759183,-0.75,0.75,0.5625
1962781606,-1.25,-0.1875,0.9375
1962798076,-1.25,-0.9375,0.875
1962819103,-0.75,-1.125,0.3125
1962841607,-0.75,-1.375,-0.1875
1962858087,-0.125,-1.8125,-0.3125
1962879127,0.0625,-1.8125,0
1962901614,-0.3125,-1,0.375
1962918089,-1.0625,0.375,0.3125
1962939163,-1.125,1.875,0
1962961699,0.5625,2.125,0
1962978175,2.0625,1.875,0.0625
1962999159,-1.625,0.375,-0.875
1963021638,-2.125,-0.5,-0.5
1963038079,2.5625,-1.5,0.75
1963060636,14.3125,-8.25,0.625
1963081648,16.8125,-8.625,0.875
1963098072,13,-3.1875,-0.625
1963120589,2.3125,-2.125,1.25
1963141677,-18.8125,0.5,0.6875
1963158093,-27.125,4,1.6875
1963180584,-7.25,8.25,0.875
1963201813,3.4375,1.0625,-1.5625
1963218180,1.8125,2.0625,-0.875
1963240680,-1.0625,3.125,0.375
1963261730,-1.0625,2.8125,1.3125
1963278181,-0.4375,2.0625,1.0625
1963300680,0.5625,1,1.0625
1963321667,-0.1875,-0.625,0.6875
1963338248,0.1875,-1.6875,0.1875
1963360636,1.3125,-2.0625,-0.125
1963381907,0.125,-1.1875,-0.3125
1963398167,-1.5,-0.75,-0.5
1963420683,-1.1875,-0.5,-0.375
1963441820,-0.8125,-0.0625,-0.25
1963458159,-1.4375,0.625,-0.125
1963480688,-1.8125,1.3125,-0.125
1963503226,-0.4375,0.875,-0.25
1963518121,1.625,-0.25,0
1963540648,1.1875,-0.75,0.375
1963561938,-1.1875,-0.9375,0.4375
1963578199,-2.3125,-1.375,-0.0625
1963600692,-1.5,-1.5625,-0.4375
1963621807,-0.375,-1.4375,-0.875
1963638209,-0.6875,-0.75,-0.625
1963660764,-1.9375,-0.0625,-1
1963681868,-1.9375,0.375,-1.0625
1963698159,-1.375,0.375,-0.625
1963720728,-1.25,0.0625,-0.25
1963741889,-0.1875,-0.5,0.125
1963758162,0.8125,-1.1875,0.125
1963780702,0.5625,-1.25,0
1963801706,2.125,-3.625,-0.125
1963818156,0.9375,-4.375,-2.4375
1963840742,-3.8125,-3.6875,-0.75
1963861836,-1.125,-3.3125,0.5625
1963878136,9.4375,-3.6875,0.6875
1963900663,18.375,-5.5625,-0.5625
1963921892,22.75,-8.1875,-0.5625
1963938150,17.8125,-8.375,-0.25
1963960636,7.9375,-5,-0.8125
1963983186,-5.375,-1.5625,0.6875
1963998175,-15.9375,1.5625,1.0625
1964020713,-25.1875,3.1875,1.5625
1964043232,-23.75,15.125,3.4375
1964058169,-3.625,6.875,-2.75
1964080710,8.6875,3.3125,1.4375
1964103204,4.25,4.3125,-0.6875
1964118175,-2.6875,4.25,1.4375
1964140610,-0.625,2.1875,1.1875
1964163164,3,0.0625,0.3125
1964179626,1.625,-1.6875,-0.1875
1964200670,0.875,-2.5625,-0.0625
1964223197,0.4375,-2.5625,0.375
1964239572,-1.6875,-1.25,0.3125
1964260686,-1.5625,-0.25,0.1875
1964283218,0.0625,0.75,0.0625
1964298179,0.9375,1.5625,-0.5
1964319908,1,1.625,-0.25
1964342529,0.875,1.5625,0
1964358180,0.0625,1.6875,0.5
1964380010,-0.625,1.4375,0.5
1964402425,0.5,0.25,0.8125
1964418187,1.1875,-1,1
1964439915,0.8125,-1.25,0.9375
1964462510,0.3125,-0.6875,0.9375
1964478220,-0.3125,0.375,0.6875
1964500113,0.1875,1,0.625
1964522604,0.5625,1.25,0.8125
1964544991,0.75,2.0625,1
1964560045,0.75,2.4375,0.5625
1964582486,0.875,1.75,0.6875
1964598210,1.0625,1,0.8125
1964620009,0.25,0.75,1.3125
1964642534,-0.875,0.5,2.125
1964665019,-1.375,-0.375,2
1964680063,-0.0625,-0.9375,1.6875
1964702577,1.625,-0.75,1.0625
1964718230,-0.0625,1.1875,2.25
1964739905,-4.75,3,2.75
1964762411,-2.6875,-1.0625,3.625
1964778127,1,-6.6875,7.5
1964799855,2.625,-8.4375,8.3125
1964822498,13.9375,-8.875,7.0625
1964844961,19.8125,-9.875,7.1875
1964859894,11.3125,-9.625,7
1964890121,-3,-8.1875,7.8125
1964904953,-8.625,-9.5,8.375
1964920101,-1.6875,-10.4375,7.8125
1964942637,3.25,-11.4375,7.0625
1964958198,0.1875,-12,6.625
1964980102,-4.125,-12,7.9375
1965002484,-7.75,-13.3125,9.8125
1965024823,-13.5,-15.9375,11.25
1965039872,-16.25,-18.6875,12.0625
1965062467,-15.1875,-21.875,12.9375
1965078183,-25.5,-24.3125,10.5
1965101269,-43.8125,-33.5,8.8125
1965122318,-67.0625,-38.4375,6.125
1965138197,-73.4375,-43.0625,1.0625
1965161408,-61.625,-46.75,-0.75
1965182535,-46.3125,-48.25,-3.6875
1965198218,-35.0625,-49.1875,-3.6875
1965221394,-21.3125,-47.25,-6.625
1965242603,-18.3125,-43.375,-9.125
1965258307,-31.8125,-40.125,-9.4375
1965281395,-52.375,-37.5625,-9
1965302487,-67.5,-34.375,-9.0625
1965318187,-74.375,-32.3125,-8.1875
1965341314,-75.625,-28.8125,-6.0625
1965363765,-68,-28.6875,-2.1875
1965378088,-62.125,-30.5625,0.375
1965401398,-58.375,-33.8125,2.6875
1965422326,-56.375,-32.1875,3.4375
1965446283,-51.5,-31.625,2.3125
1965461258,-44.8125,-32.625,4.125
1965482396,-33.8125,-35.75,6.8125
1965498230,-26.0625,-38.0625,10.375
1965521359,-22.25,-34.875,15.5625
1965542564,-18.75,-35.5,16.25
1965558174,-21.1875,-33.8125,16.1875
1965581288,-24.5625,-34.375,14.8125
1965602494,-21.6875,-36.25,11.9375
1965618241,-18.3125,-38.9375,7.125
1965641397,-23.8125,-43.5625,-0.0625
1965662436,-35.875,-44.0625,-3.4375
1965678225,-45.9375,-39.4375,-3.125
1965701318,-40.5,-34.0625,4.5
1965722371,-24.4375,-22.75,16.5
1965738157,11.25,-9.375,21.25
1965761312,53.75,-4.25,17.4375
1965782397,81.5625,-2.625,7.6875
1965798166,91.8125,-6.1875,8.25
1965821324,81.8125,-7.75,8.75
1965842569,70,-7.6875,16.25
1965858186,63.3125,-5.875,24.75
1965880803,70.4375,-3.5,32.25
1965902424,60.6875,6.125,33.75
1965918188,51.25,14.5,33.1875
1965940754,46.375,24.625,30.125
1965962684,45.375,35.5,27.8125
1965978234,47.5,44.6875,27.0625
1966000796,52.3125,52.375,26.9375
1966022415,50.125,55.375,20.1875
1966038183,36.875,54.5,16.75
1966060710,31.9375,55,16.5625
1966083884,36.9375,55.5,17.875
1966098193,49.625,58.1875,21.25
1966120725,60.75,59.5625,28.125
1966143955,63,58.4375,33.875
1966158209,51.5,52.625,31.8125
1966180736,36.6875,46.25,33.0625
1966203902,34.0625,45.1875,38.375
1966218192,40.1875,47.625,43.5
1966240691,42.625,47.375,45.4375
1966263865,46.0625,42.625,47.625
1966278623,56.875,38.875,52.4375
1966300737,53,36.4375,56.4375
