myot,x,y,z
1991906483,10.3125,4.125,-3.625
1991907166,6.1875,0.9375,9.625
1991928290,-5.25,1.25,8.1875
1991943316,-14.1875,7.375,5
1991965731,-13.125,7.5625,6.5
1991988287,-5.75,4.75,3.25
1992003160,1.0625,-2.375,-2.375
1992025731,5.8125,-7.625,-3.75
1992048139,6.0625,-6.6875,-3.625
1992063347,2.8125,2.5,-1.3125
1992085757,-0.1875,4.5625,0.5
1992108165,-2.625,5.4375,0.4375
1992123346,-0.5625,-0.8125,-3.125
1992145803,0.125,-2.0625,-2.875
1992168204,-1.5625,0.3125,1.3125
1992183188,-4.625,7.5625,11.625
1992205787,-6.9375,7.0625,15.5
1992228307,-7.375,1.4375,4.75
1992243299,-0.8125,1.9375,-2.375
1992265798,6.25,0.1875,-5.6875
1992288247,6.75,1.8125,-6.0625
1992303191,4.5,3.1875,-3
1992325824,-0.875,1.75,-0.8125
1992348142,-1.875,0.375,-1.75
1992363328,7,-2.125,-4.4375
1992385802,10.5625,-4.875,-4.8125
1992408255,3.125,-4.125,-0.375
1992423313,-2.9375,-0.1875,3.0625
1992445699,-1.875,-0.125,3.375
1992468169,-1.1875,0.5625,3.0625
1992483193,-1.125,0.625,3.5625
1992505683,-3.375,0.5625,3.125
1992528190,-4.9375,7.3125,2
1992543140,0,4.375,-0.8125
1992565678,5.25,1.625,-3.625
1992588232,9.5,-1.9375,-5.9375
1992603217,11.6875,-5.375,-5.9375
1992625781,3.5625,-2.8125,-3.125
1992648174,-4.8125,0.625,-0.5625
1992663215,-5.5,-0.0625,0.1875
1992685669,-1.0625,-0.375,0.125
1992708267,3.3125,-1.9375,-0.875
1992723269,3.125,1,-0.5
1992745760,-0.125,0.6875,2.1875
1992768265,-5.625,1.9375,1.25
1992783215,-8.3125,3.375,-0.125
1992805764,-2.0625,2.875,-0.1875
1992828194,6.4375,0.4375,-1
1992843174,7.1875,-1.1875,0.5625
1992865792,2,-2.875,-1.625
1992888270,-2.0625,-0.75,-3.3125
1992903208,-1.625,-2.375,-2.875
1992925838,-1.5,0.125,-2
1992948209,-0.625,1.125,-1.6875
1992963176,2.4375,-0.75,-1
1992985577,4.75,-2.0625,-1
1993008158,5.8125,-0.6875,-0.1875
1993023143,4.125,2,-0.4375
1993045621,1.6875,1.25,-1.5625
