myot,x,y,z
42535381453,0.9375,-1.375,1.4375
42535405028,0.75,-2.1875,1.5
42535420009,0.375,-3,1.625
42535441371,1.3125,-3.6875,1.6875
42535465033,0.875,-3.25,1.625
42535480082,0.875,-2.9375,1.1875
42535525767,0.6875,-2.25,1.0625
42535527831,0.5625,-1.6875,0.9375
42535541305,1.25,-1.625,0.875
42535557832,0.6875,-1.4375,0.875
42535577901,1.6875,-1.375,0.75
42535608356,1.5,-0.9375,0.625
42535615487,-0.625,-0.5625,0.625
42535652031,-0.375,-0.1875,0.6875
42535660899,-0.1875,-0.25,0.5625
42535675197,2.875,2.125,-1.5625
42535696230,6.8125,5.5625,-4.375
42535719498,5.0625,3.25,-2.5625
42535735238,3,-0.625,-0.9375
42535756238,1.25,-4.5625,0.1875
42535779449,-1.4375,-5.5625,1.25
42535795236,-0.4375,-6.875,0.5
42535816374,2.625,-6.6875,1.0625
42535839405,-0.75,-5.75,1.875
42535855144,-1.4375,-5.875,2.4375
42535876339,0.0625,-7.0625,2.875
42535906865,-1.25,-8.0625,3.5625
42535915213,-0.125,-6.625,3.375
42535936304,-2.25,-3.125,3.1875
42535966835,-4.5,-0.1875,3.125
42535981895,-3.5625,1.5625,3.125
42535996249,-1.4375,2.4375,3.0625
42536018713,0.625,3.1875,3
42536036617,0.375,3.5,3.25
42536064362,0.375,2.8125,3.5625
42536078712,-1.1875,1,3.9375
42536095107,-1.375,-1.6875,3.875
42536116166,0.8125,-4.875,3.625
42536138735,2,-7.625,3.4375
42536155138,0.375,-8,3.1875
42536176191,0.8125,-7.1875,2.875
42536198725,2.625,-5.8125,2.4375
42536223285,2.625,-3.4375,2.6875
42536236195,2.875,-1.5,2.75
42536267303,4.3125,-0.4375,2.4375
42536276582,3.25,0.25,2.625
42536297652,2.5,-0.3125,2.875
42536320154,1.1875,-2.625,3.375
42536335186,-0.8125,-3.9375,4.5625
42536357657,0.25,-4.5625,3.9375
42536378765,5.25,-5.9375,3.75
42536395167,0.375,-6.75,4.625
42536417633,0.0625,-7.9375,5
42536438714,4.3125,-9.25,4.625
42536455125,2.125,-9.8125,5.5
42536477673,0.75,-10.3125,5.8125
42536498706,-0.6875,-11.3125,6.625
42536515159,-0.875,-13.1875,6.9375
42536537647,3.9375,-16,6.5625
42536558743,0.1875,-16.3125,7.6875
42536575170,-4.25,-15.0625,7.9375
42536597688,1.625,-13.6875,6.6875
42536618741,1.25,-13.25,8.3125
42536636641,-0.75,-13.3125,8.875
42536657629,8.5,-13,10.75
42536678693,-2.0625,-12.4375,11.8125
42536695182,-2.0625,-9.9375,11.3125
42536717661,4.4375,-8.25,9.75
42536741623,0.375,-8.5,10.8125
42536755132,4.625,-9.625,11.125
42536777707,2.6875,-10.5625,12.4375
42536798722,-5.1875,-10.75,10.9375
42536816622,0.9375,-8.125,8.125
42536837663,-2.5,-7,6.625
42536858719,-5.25,-8.8125,6.6875
42536875135,-3.8125,-11.0625,5.9375
42536905198,-2.125,-12.8125,5.5625
42536918698,-8.9375,-15.125,4.1875
42536935134,-9.875,-17.4375,4.0625
42536957632,1.3125,-22.5625,-2.625
42536978719,1,-21.8125,-3.875
42536995144,0.375,-16.0625,-5.1875
42537017634,5.8125,-15.8125,-8.5
42537038734,11.25,-18.25,-11.6875
42537055170,10.6875,-22.375,-12.75
42537077684,-1.8125,-32.0625,-6.1875
42537099379,-13.25,-41.0625,0.0625
42537114393,-18.0625,-54.875,2.375
42537136885,-27.875,-56.9375,3.5625
42537159381,-32,-59.3125,-0.4375
42537174450,0.75,-74.75,-8.1875
42537196947,13.625,-77,-13.3125
42537219423,-1.6875,-69.125,-9.6875
42537234389,-24.0625,-70.5,-7.9375
42537256925,-26.8125,-81,-6.75
42537279356,-36.9375,-80,1.125
42537294441,-57.9375,-72.1875,3.3125
42537316885,-51.0625,-84.75,-4.625
42537339381,-38.375,-99.8125,-7.4375
42537355822,-33.125,-108.625,-5
42537376696,-34.375,-110.75,-5.5
42537399353,-35.75,-105.375,-11.5625
42537414347,-12.3125,-102.375,-31.875
42537436873,20.5,-122.938,-52.375
42537459182,52.3125,-131.625,-65.4375
42537475824,68.8125,-128.438,-64.6875
42537496937,50.5,-120.25,-53.8125
42537519396,44.25,92.1875,-38.5625
42537535914,123.25,-24.4375,-28.8125
42537556962,77.5,-15.6875,-44.1875
42537579404,10.75,0.75,-26.3125
42537595906,-33.125,27.5,-19.4375
42537617099,-39.375,56.125,-15.625
42537639642,-27.25,85.9375,-10.125
42537655900,-2.25,111.875,-4.4375
42537677085,-13.75,130.875,-7.8125
42537699400,-41.4375,146.812,-7.5
42537714372,-58,154.188,-0.125
42537737634,-56.8125,159.562,1.1875
42537759416,-72.75,182.875,12
42537774389,-73.75,190.938,23
42537796867,-55.5,209.875,28.9375
42537819411,-16.6875,207.812,36.0625
42537834390,20.4375,201.125,43.625
42537864492,53.125,199.438,40.1875
42537879487,52.1875,190.688,31.6875
42537894589,27.25,175.688,23.6875
42537917069,-2.875,159.438,14.375
42537939474,-57.0625,155.188,9.625
42537954439,-116.375,140.75,4.4375
42537985901,-134.312,122.625,2.4375
42537999653,-109.625,95.1875,7.875
42538014524,-46.25,56.5,14.125
42538036882,71.375,30.25,15.25
42538059426,120.75,-11.9375,18.625
42538074382,100.75,-41.8125,10.8125
42538096852,3.875,-71.375,4
42538119349,-28.8125,-139.188,59.0625
42538134402,54.4375,-186.812,-6.875
42538156693,99.0625,-48.6875,5.5
42538179422,-6,-117.812,25.1875
42538193743,28.625,-22,23.9375
42538218355,-2.1875,-37.1875,20.1875
42538239438,32.9375,-13.375,16.1875
42538253919,73.8125,-14.625,-5.1875
42538277070,46.625,-51.6875,13.0625
42538299635,-2.5,-41.875,18.3125
42538313958,-19.9375,28.1875,0.0625
42538336969,-8.75,20.75,-7
42538359566,-9.6875,15.9375,-10
42538373860,-0.9375,14.3125,-11.3125
42538396929,11,9,-9.0625
42538419364,6.125,0.375,-3.4375
42538433721,6.875,-15.9375,0.3125
42538456916,8.25,-36.6875,4.4375
42538487536,-2.375,-57.1875,6.375
42538493708,0.1875,-76,4.3125
42538516948,5.5,-93.4375,5.125
42538539446,9.9375,-94.875,3.4375
42538553747,17.625,-106.812,0.9375
42538578421,13.5625,-117.688,3.8125
42538599617,7.625,-104.812,7.5
42538613824,5.375,-101.812,-2.5625
42538638387,-9.625,-103.75,-2
42538659628,-22.875,-94.625,-3.5
42538675271,-31.3125,-96.6875,-7.1875
42538698451,-33.5,-110.438,-5.9375
42538719631,-35.75,-117.062,-2.875
42538735359,-28.625,-120.938,3
42538758385,-31.4375,-127.312,3.375
42538779449,-54.875,-119.688,9.0625
42538795180,-59.625,-111.625,8.375
42538818332,-42.5,-110.562,1
42538839434,-36.75,-117.438,-9.4375
42538855221,-39.625,-112.688,-22.25
42538878375,-25.5625,-111.875,-40.1875
42538899415,13.9375,-120.625,-61.5
42538915176,52.25,-123.125,-75.6875
42538938901,50.25,-116.875,-71
42538961004,35.6875,60.125,-56.3125
42538989633,114.312,20.5625,-23.375
42538998370,79.0625,-11.75,-23.75
42539019655,-12.9375,9.6875,-17.25
42539035304,-73,45,-5.5625
42539058506,-83.3125,77.3125,-2.8125
42539079652,-57.5625,100.375,13.875
42539095265,-13.875,123.125,5.625
42539117816,-21.1875,148,10.75
42539139388,15.1875,177.062,9.25
42539155211,11.9375,179.5,1.25
42539177705,-46.5,186.875,11.625
42539200884,-82.125,190.438,1.3125
42539215216,-88.875,194.562,17.9375
42539237679,-35.6875,204.312,28.4375
42539260889,0.9375,197.625,37.6875
42539275186,43.4375,193.125,31
42539297722,38.75,187,24.875
42539328432,6.9375,167.938,19.0625
42539335266,-12.5625,151.062,18.5
42539357788,-32.3125,132.812,26.9375
42539381151,2.3125,123.25,12.625
42539403372,4.625,99.875,0.5
42539417832,15.5625,78.625,8.25
42539441002,-1.8125,52.6875,15.1875
42539455223,-9.8125,22.125,22.1875
42539477788,9.625,-14,32.5625
42539500941,47.0625,-25.3125,28.25
42539521945,5.5625,-41.875,11.875
42539537683,-68.625,-206.375,72.4375
42539560878,-1.5,-45,7.0625
42539581938,9.375,-94.6875,21.125
42539597706,25.75,-116.25,41
42539620890,47.25,-101.812,26.4375
42539641924,62,-111.438,-6.6875
42539657683,-0.5625,-128.625,32.3125
42539680827,8.625,-104.188,-1.875
42539701929,9.3125,-36.125,-5.125
42539717823,7.0625,-11.0625,-6.375
42539740995,13.0625,1.75,-10.1875
42539762130,11.9375,1.4375,-10
42539777804,3.5,-4.0625,-7.25
42539807089,19,-7,-9.1875
42539821983,13.3125,-4.3125,-3.8125
42539837742,4.5625,-5.0625,2
42539859481,1.4375,-5.75,6.8125
42539875319,-4.375,-11.8125,8.25
42539897678,-12.0625,-21.4375,9.6875
42539919429,-17.4375,-32.4375,13.0625
42539935229,-16.9375,-47.4375,15.6875
42539957742,-14.1875,-56.25,14.625
42539979461,-13.375,-57.75,14.6875
42540019730,-14.5,-64.5625,11.1875
42540024470,-4,-76.9375,4.625
42540039881,-3.625,-80.5,0.3125
42540055220,-7.375,-88.6875,-0.9375
42540077846,-17.8125,-89.75,-1.75
42540098951,-30.1875,-82.4375,-2.5625
42540131003,-36.625,-77.3125,-6.3125
42540137758,-28.4375,-82.625,-5.1875
42540158920,-22.25,-103.625,-7.5
42540183500,-25.4375,-109,-6.5
42540197838,-39.3125,-112.25,-2.875
42540220283,-40.8125,-113.562,3.1875
42540235320,-41.25,-117.688,2.8125
42540257797,-30.8125,-116.75,1.0625
42540278994,-27.5625,-116.312,-6.75
42540295283,-29.375,-101,-16.75
42540317779,-12.625,-97.75,-31.9375
42540338796,13.3125,-108.062,-42.3125
42540355246,17.1875,-119.75,-44.0625
42540386357,23.4375,-113.75,-42.6875
42540415789,52.3125,-90.3125,-34.0625
42540418206,35.25,19.1875,-15.8125
42540437803,60.3125,94.75,-28.9375
42540458915,23.8125,68.3125,-23.3125
42540475239,-36.5625,58.8125,-17.125
42540497782,-59.3125,77.6875,-17.375
42540518996,-89.5,93.9375,-9.875
42540535325,-47,125.438,-3.625
42540557801,-13.4375,144.125,-5
42540579045,1.5,163.938,-5.9375
42540595332,10,190.438,-7.8125
42540617768,0,204.875,-9.75
42540639478,-33.4375,213.188,-11.25
42540661757,-65.4375,219.25,0.375
42540676982,-76.25,219.812,13.0625
42540699435,-36.1875,227.812,34.9375
42540714430,19.75,224.312,20.0625
42540736959,37.0625,215,4.625
42540759448,27.5,190.812,-3.25
42540775181,14.9375,167.625,6.0625
42540797167,-9.4375,133.062,13.75
42540819443,19.75,89.4375,29.3125
42540833995,59.0625,50,34.5
42540856455,40.625,20.9375,25.125
42540879664,-55,-14.125,14.875
42540894034,-124.875,-45.125,13.125
42540916500,-152.375,-64.375,8.75
42540942401,-151.062,-110.938,16.1875
42540955236,101.938,-63.4375,39.25
42540976272,-176.5,-150.062,89
42540999490,80.4375,-86.5625,35.6875
42541013768,54.8125,-131.938,-5.625
42541036290,62.9375,-95.0625,45.0625
42541059423,-7.3125,-51.6875,32
42541074479,10.1875,-69.75,9.25
42541098431,64.25,-70.0625,-38.6875
42541119487,15.75,-66.9375,-3.1875
42541134480,-0.25,-62.9375,0.875
42541156958,15.125,-23.5,-9.8125
42541179456,-17.875,6.125,-11.5
42541194483,-27,19.4375,-9.8125
42541217004,-10.625,26.4375,-13.4375
