timestamp,x,y,z
65245229799,-18.5625,57,19.3125
65245260621,-18.5,59.4375,18.6875
65245261329,-20.375,60.75,17.9375
65245291110,-26.125,61.8125,19
65245297957,-30.5625,61.875,19.875
65245320475,-32.375,61.6875,21.5
65245334956,-31.9375,60,21.875
65245358132,-29.5,54.625,18.6875
65245388783,-25.8125,47.3125,13.8125
65245394878,-22.6875,42.125,10.875
65245418186,-18,39,9.625
65245440680,-9.1875,35.0625,7.125
65245454951,1.625,33.1875,4.25
65245477988,7.4375,30.75,3.1875
65245500632,6.5625,27.8125,2.625
65245515007,0.375,23.8125,3.4375
65245538183,-3.125,20.3125,4.4375
65245560731,-0.0625,18.5625,4.5
65245575019,1.5,16.8125,4.75
65245597994,-0.5625,14.75,3.875
65245620534,-3.8125,11.125,1.1875
65245634843,-4.0625,7.875,0.125
65245665560,0,6.75,1.0625
65245680598,1.625,7.6875,2.1875
65245694871,1.8125,6.875,1.5
65245717959,-0.125,5.125,0
65245740685,-1.25,4.3125,-0.5
65245756344,2,3.6875,-0.75
65245779449,4.6875,2.875,-1.875
65245800607,5.75,2.5,-3.375
65245815029,5.8125,1,-5.3125
65245838088,5.75,-1.8125,-6.6875
65245860592,8.3125,-3.3125,-6.375
65245875113,11.25,-4.375,-6.625
65245898135,12.9375,-6.6875,-7.625
65245920673,12.9375,-9.25,-8.5625
65245936337,13.1875,-11.125,-8.1875
65245958002,14.375,-12.25,-7.875
65245980590,16.0625,-12.9375,-8.0625
65245996284,16.75,-13.3125,-8.3125
65246017981,18.4375,-14.375,-8.625
65246040552,19.9375,-15.1875,-8.75
65246056266,20.5,-15.5,-8.1875
65246078104,20.5625,-16.3125,-6.5625
65246100554,21,-16.875,-5.625
65246118350,22.3125,-18,-6.1875
65246138167,24.125,-19.4375,-6.5
65246160617,24.8125,-20.1875,-5.6875
65246176334,21.375,-20.875,-5.125
65246198228,16.9375,-21.75,-6.1875
65246220687,17.25,-23.6875,-8.375
65246236290,20.625,-25.875,-9
65246258832,23.8125,-28.125,-8.6875
65246280529,25.25,-30.25,-8.5
65246296259,22.9375,-31.5,-8.6875
65246318761,21.375,-33.1875,-9.875
65246340329,21.6875,-35.6875,-11.1875
65246356261,23.6875,-37.5625,-12
65246378772,26.1875,-39.5,-13.125
65246401954,26.1875,-39.5,-13.125
65246416372,26.125,-39.0625,-13.1875
65246438804,26.8125,-39.8125,-14.375
65246461972,27.25,-41,-14.9375
65246476341,29,-42.25,-15.6875
65246498851,28.1875,-41.5625,-14.8125
65246521959,25.8125,-41.1875,-14
65246536207,22.75,-41.8125,-13.8125
65246558762,21.25,-42.4375,-13.4375
65246581904,22.5625,-42.1875,-12.1875
65246596312,21.3125,-41.4375,-11.5625
65246618782,17.375,-40.25,-11.125
65246641963,15.5625,-39.1875,-11.125
65246663008,14.8125,-37.875,-10.25
65246678775,15.4375,-35.8125,-9
65246701981,16.125,-34.125,-8.5
65246723240,15.375,-32.9375,-8.6875
65246738859,13.125,-31,-7
65246761966,11.875,-29.25,-5.25
65246783210,12.0625,-27.3125,-4.5
65246798837,11.5625,-25.4375,-3.25
65246821975,10.5625,-23.4375,-3
65246842996,8.5625,-21.125,-1.9375
65246858821,6,-18.125,-0.375
65246881941,5.3125,-16.625,0.375
65246903001,8.3125,-15.125,1.0625
65246918839,13.4375,-11.6875,2.3125
65246942013,16.375,-8.3125,3.5
65246963092,14.125,-4,4.625
65246978868,9.625,-2.625,2.9375
65247001980,6.8125,-2.0625,2.1875
65247023053,7.9375,0.0625,2.4375
65247038861,7.9375,1.9375,3.3125
65247062844,4.9375,3,3.4375
65247083669,1.375,2.1875,3.1875
65247098803,-1.1875,2.125,3.625
65247121929,-0.1875,1.625,3.375
65247143235,2.5,1.8125,4.9375
65247158862,2.5625,3.5625,6.4375
65247181961,-1.6875,3.5,7.125
65247203057,-6.25,1.9375,7.75
65247218863,-7.1875,2.875,9.8125
65247241340,-3.8125,2.25,11.8125
65247263046,-0.375,1.3125,13.5625
65247278812,-1.5,0.75,12.9375
65247301305,-5.25,-1.6875,10.875
65247323038,-8.3125,-2.875,7.75
65247338814,-7.9375,-3.375,4.5625
65247361299,-3.0625,-2.875,3.375
65247384491,2.9375,-2.25,2.375
65247398749,6.5,-3.6875,-0.75
65247421373,8.9375,-4.875,-2.3125
65247444636,8.625,-3.4375,-1.75
65247458853,6.4375,-3.125,-1.375
65247481379,5.4375,-2.75,-2.0625
65247504587,3.6875,-2,-0.1875
65247518841,3.4375,-0.4375,1.625
65247541349,4.375,-0.25,2.6875
65247572417,3.75,-0.3125,3
65247578788,2.9375,0.5625,3.1875
65247601324,1.9375,1.4375,3.125
65247624520,0.5,1.4375,1.8125
65247638897,0.3125,1.4375,0.6875
65247661409,1.6875,3.5,0.625
65247684576,4.3125,4.3125,1.5
65247698893,5.3125,3.6875,1.4375
65247721338,3.125,3.3125,1.875
65247744537,0.5,3.4375,2.4375
65247758825,-1.1875,2.9375,2.375
65247781357,-0.8125,1.9375,1.8125
65247804531,1.375,2.3125,1.75
65247818811,2.625,2.875,1.375
65247841351,2.625,2.5625,0.4375
65247864498,2.8125,2.4375,-0.9375
65247885744,2.5625,4.25,-1.25
65247901759,2.75,6.25,-2.0625
65247924620,3.75,7,-3.375
65247945604,5.25,8.375,-3.75
65247969537,6.9375,9.75,-3.5
65247984525,5.75,11.0625,-2.375
65248005332,2.25,9.8125,-4.0625
65248022778,0.25,8.5625,-5.9375
65248044484,0.1875,8.4375,-7.875
65248065548,3.4375,12.0625,-5.625
65248081284,11.25,12.625,-6.125
65248104511,9.0625,10.75,-7.25
65248125815,2.25,9.3125,-8.1875
65248140761,-2,6.875,-8.4375
65248155031,-5.375,4.5,-7.1875
65248177561,-5.5,2.625,-4.8125
65248200777,-6.5,3.375,-0.9375
65248215027,-9,4.3125,2.5
65248237580,-11.3125,3.9375,5.6875
65248260755,-17.8125,6.8125,6.625
65248275189,-31.4375,11.8125,7.4375
65248297527,-43.5625,14.1875,5.75
65248320757,-46.125,14.25,2.8125
65248335057,-37.5625,16.3125,2.8125
65248357388,-26.125,21.3125,6.0625
65248380655,-25.25,26.1875,8.125
65248394967,-31.5,30,7.375
65248417476,-36.1875,34.25,8.5625
65248440705,-35.5625,41.875,9.6875
65248455035,-32.375,52.5625,11.875
65248477612,-31.4375,62.4375,12.5
65248500741,-32.875,69,11.9375
65248515115,-30.75,71.9375,11.8125
65248537539,-26.1875,71.875,9
65248560792,-22.1875,72.4375,7.9375
65248575109,-20.6875,77.1875,5.1875
65248597405,-26.3125,83.375,1.25
65248620721,-32.4375,84.4375,-4.3125
65248635091,-31.875,76.8125,-7.75
65248657487,-23.4375,66.6875,-10.6875
65248680633,-11.5,62.9375,-13.375
65248695010,-10.375,65.75,-12.5625
65248717577,-18.5625,61.4375,-6.9375
65248740764,-27,48.0625,-12.4375
65248754979,-21.4375,41.5,-24.3125
65248777607,-13.25,44,-29.3125
65248800699,-20.75,47.625,-34.1875
65248814956,-35.6875,42.6875,-42.5
65248837383,-32.25,29.25,-52.1875
65248860597,-16,18.5625,-49.3125
65248874940,-0.8125,10.3125,-46.5625
65248897366,3.125,5.0625,-46
65248920568,-2.6875,5,-46.4375
65248934972,-12.9375,10.9375,-45.125
65248957383,-22,21.4375,-43.3125
65248980618,-22.1875,29.375,-39.375
65248996375,-14.5625,31.8125,-37.9375
65249017409,-1.3125,35.3125,-36.6875
65249040828,6.375,42.875,-29.8125
65249055139,2.875,46.25,-22.875
65249077596,-7.8125,45.9375,-20.125
65249100589,-17.5625,44.8125,-17.5
65249114892,-11.4375,37.5625,-18.9375
65249137582,8.5,43.5625,-13.9375
65249160823,11.25,54.4375,0.3125
65249175106,-3.1875,49.1875,3
65249197496,-16.0625,38.75,-5.5625
65249220582,-14,27.4375,-5.625
65249235014,-5.1875,24.4375,-9.3125
65249257608,7.5,31.6875,1.9375
65249280000,5.4375,38,5.625
65249295044,2.1875,35.9375,3.375
65249317491,-6.75,37.25,2.25
65249339949,-16.75,45.375,4.5
65249356021,-1.5625,48,4.0625
65249377418,7.75,50.75,4
65249399900,5.5,41.5625,-3.4375
65249415053,4.5,29.1875,-8.1875
65249437637,-0.0625,24.6875,-14.0625
65249460111,-5.0625,22.5,-18.8125
65249475025,-1,20.6875,-23.5
65249497503,9.875,20.5625,-28.0625
65249520128,26.25,23.8125,-25.9375
65249535091,41.8125,28.1875,-23.4375
65249573876,51.6875,32.8125,-27.5625
65249579910,47.1875,34.5625,-31.6875
65249595014,34.75,36.1875,-38.625
65249618844,28.1875,39.25,-40.6875
65249639875,27.875,41.0625,-36.4375
65249654886,29.0625,45.3125,-32
65249677490,38.9375,56,-30.125
65249699926,40.8125,70.6875,-25.0625
65249717829,30,84.125,-24.9375
65249737447,15.0625,83.375,-29.3125
65249768958,9.4375,78.1875,-29.3125
65249775062,17.1875,73.0625,-30.5
65249797500,40.5,68.6875,-28.8125
65249820115,67.5625,63.25,-24.125
65249835116,75.4375,56.875,-19.6875
65249857557,67.5,50.4375,-19
65249879944,55.8125,44.1875,-20.1875
65249894993,43,43,-20.375
65249917587,33.6875,44.75,-18.9375
65249939902,30.6875,42.75,-15.5625
65249956357,30.5,35.3125,-13.625
65249977451,34.4375,31.375,-11.125
65249999938,30.5625,31.25,-8
65250014934,18.9375,29.4375,-8
65250037423,4.1875,28.75,-6.0625
65250059911,-8.8125,23.3125,-4.1875
65250076342,-12,17.1875,-3.3125
65250097397,-7.9375,13.5,-1.375
65250121491,-6.5,10.75,-0.4375
65250136340,-12.125,8.375,-0.3125
65250157570,-18.5625,8.1875,0
65250179997,-17.6875,8.9375,0.25
65250196341,-10.5625,8.8125,-1.0625
65250217609,-6.75,6.4375,-2.75
65250240169,-6.8125,6.9375,-2.5625
65250256404,-4.75,7.75,-1.625
65250277523,0.6875,5.5,-3.0625
65250300054,9.875,-1.6875,-6.0625
65250316472,14.4375,-6.5,-7.875
65250337528,14.75,-13.4375,-11.3125
65250360114,16.25,-21.6875,-13.625
65250376478,20.8125,-30.375,-14
65250397581,29.5,-35.875,-10.375
65250420110,39.0625,-41.125,-5.1875
65250436353,43.375,-53.3125,-1.625
65250457576,33.0625,-70.1875,-1.5
65250479957,15.6875,-82.3125,-3.9375
65250496405,2.4375,-94.875,-6.5625
65250517619,8,-107.625,-8.0625
65250539913,27.875,-121.938,-9.4375
65250556362,46.375,-131.188,-6.875
65250577372,58.9375,-136.438,-3.4375
65250599928,62.375,-141.75,0
65250616361,57.8125,-147.875,2
65250637439,49.9375,-151.938,3.5625
65250660111,38.625,-151.125,7.9375
65250676451,26.9375,-151.688,10.125
65250697464,19.125,-158.812,9.25
65250720078,19,-165.062,6.25
65250736443,29.875,-166.625,6.1875
65250757675,40.3125,-165.938,8.5625
65250788284,30.4375,-169.625,11.375
65250796354,10.375,-172.5,7.25
65250817617,-0.5625,-172,2.875
65250841398,6.5625,-170.5,0.8125
65250856427,22.1875,-169.562,6.5625
65250877455,28.375,-169.875,8.0625
65250899947,21.875,-165.812,4.6875
65250916398,11.8125,-157.188,1.4375
65250937447,8,-147.312,0.3125
65250960093,7.375,-137.625,1.1875
65250976472,-0.375,-131.125,1.5
65250998958,-6.6875,-123.562,-1.1875
65251020671,-4.125,-113.125,-2.375
65251036403,3.0625,-102.75,-2.125
65251060393,10.9375,-93.9375,-3.4375
65251079986,9.9375,-84.3125,-5.0625
65251096417,-0.1875,-77.25,-6.5
65251118977,-4.0625,-72.8125,-9.625
65251139965,-3.125,-67.625,-12.875
65251156484,4.5625,-60.8125,-16.5625
65251180326,12.8125,-50.4375,-15.25
65251199971,8.9375,-40.375,-14.3125
65251216382,-2.9375,-35.9375,-16.0625
65251238825,-10.5625,-33.625,-18.625
65251262837,-9,-31.1875,-20.375
65251277860,2.75,-26.9375,-20.6875
65251298963,12.5,-22.5625,-17.8125
65251320161,11.5625,-17.1875,-16.3125
65251350793,3.0625,-9,-15
65251366462,-4.8125,-1.75,-15.5
65251388284,-2.3125,2.1875,-16.4375
65251396389,7.375,5.0625,-14.5
65251419009,16.625,6.875,-11.875
65251440016,19.5,7.4375,-11
65251456403,16.5,6.625,-13.625
65251478902,8.625,5.75,-17.6875
65251499948,2,5.9375,-20.0625
65251516463,-0.1875,6.125,-19.6875
65251538947,1.625,4.875,-18.6875
65251560081,4.0625,4,-17.6875
65251576409,4.375,1.8125,-16.9375
65251598860,3.25,-0.375,-15.625
65251621551,4.5625,-2.625,-14.25
65251643978,4.5,-2.6875,-12.0625
65251658854,3.125,-2.9375,-10.5
65251680015,1.8125,-4.375,-8.25
65251696370,1,-5.625,-5.875
65251718958,1.625,-6.3125,-3.4375
65251739960,3.125,-5.5,-0.25
65251756427,2.875,-4.625,1.3125
65251778911,1.25,-3.25,2.0625
65251800709,-0.4375,-2.5625,3.1875
65251817204,-3.0625,-1.5625,3.8125
65251838269,-1.9375,-0.9375,3.5
65251860827,0.75,0.5625,3.375
65251877096,3.5,2.1875,3.4375
65251898156,2.625,3.4375,4.1875
65251920818,0.125,4.8125,4.9375
65251937041,-2.0625,6.5,5.4375
65251958120,-1.875,7.3125,6.625
65251988789,1.0625,9.125,6.0625
65251995560,-0.1875,11.5,7.5
65252018168,-4.25,14.3125,8
65252042036,-7.125,17.5625,7.125
65252055635,-8,20.3125,7.6875
65252078072,-4.6875,24.625,7.3125
65252100629,-1.125,30.3125,7.5625
65252117185,-2.625,38.25,8.6875
65252138188,-7.3125,46.9375,9.625
65252160860,-8.6875,54.25,7.75
65252177157,-3.625,59.875,8.6875
65252198264,3.9375,69.5625,10.125
65252220834,5.375,79.8125,11.9375
65252237180,-0.625,90.1875,11.5625
65252258336,-6.5,100.688,9.0625
65252280640,-5.1875,109.562,8
65252297074,1,120.438,6.875
65252319600,-1.1875,131.375,4.9375
65252340608,-6.25,144,1.4375
65252357096,-7.8125,158.562,-3.3125
65252378112,3.375,167.25,-4.375
65252400710,12.0625,173.938,-3.3125
65252417144,9,181.875,-6.75
65252453858,0.375,193,-8.4375
65252460828,-6.6875,196.938,-5.875
65252477123,-12.375,187.938,1.5
65252498304,-13.3125,172.938,2.6875
65252520858,-16.3125,162.5,1.125
65252537177,-25,155.25,-1.75
65252558138,-39.1875,147.312,-3.625
65252580703,-43.6875,139.25,-9
65252597081,-34.625,134.312,-12.75
65252619564,-17.75,134.375,-12.5
65252640780,-0.8125,134.812,-12.1875
65252657194,4.875,136,-8.375
65252678106,-2.125,138.438,-3
65252700645,-15.9375,138.125,0.625
65252717071,-26.875,129.188,-0.375
65252738100,-33.9375,118.875,-2.75
