timestamp,x,y,z,w
9810906287,-0.106812,-0.00671387,-0.0358276,0.993591
9810927423,-0.107056,-0.00671387,-0.0357666,0.99353
9810943783,-0.107056,-0.0067749,-0.0357666,0.99353
9810966289,-0.106812,-0.00671387,-0.0357666,0.993591
9810990265,-0.106812,-0.00671387,-0.0357666,0.993591
9811003805,-0.106567,-0.00683594,-0.0357666,0.993591
9811026321,-0.106689,-0.00708008,-0.0356445,0.993591
9811047357,-0.107056,-0.00720215,-0.0354614,0.993591
9811063824,-0.106995,-0.00720215,-0.0351562,0.993591
9811086319,-0.107056,-0.00726318,-0.0351562,0.993591
9811107357,-0.107117,-0.00726318,-0.0349731,0.993591
9811123802,-0.106934,-0.00726318,-0.0349121,0.993591
9811146271,-0.106934,-0.00726318,-0.0349121,0.993591
9811167534,-0.106812,-0.00720215,-0.0350342,0.993591
9811183867,-0.106812,-0.00738525,-0.0352173,0.993591
9811206342,-0.10675,-0.00732422,-0.0352173,0.993591
9811227594,-0.106689,-0.00732422,-0.0350342,0.993591
9811243877,-0.106628,-0.00726318,-0.0349731,0.993652
9811266270,-0.106384,-0.00714111,-0.0348511,0.993652
9811287357,-0.10614,-0.00714111,-0.034729,0.993713
9811303770,-0.106018,-0.00720215,-0.034729,0.993713
9811326335,-0.105835,-0.00720215,-0.03479,0.993713
9811347352,-0.105896,-0.00720215,-0.03479,0.993713
9811363816,-0.106262,-0.00732422,-0.0349731,0.993652
9811393795,-0.106262,-0.00732422,-0.0349731,0.993652
9811407561,-0.106323,-0.00732422,-0.0349731,0.993652
9811423869,-0.106506,-0.00732422,-0.0352173,0.993652
9811446328,-0.106201,-0.00708008,-0.0355835,0.993652
9811468815,-0.105957,-0.00695801,-0.0358276,0.993652
9811483848,-0.105957,-0.00695801,-0.0358276,0.993652
9811506308,-0.105896,-0.00695801,-0.0358276,0.993652
9811527397,-0.105591,-0.00671387,-0.0356445,0.993713
9811543809,-0.105408,-0.0065918,-0.0354614,0.993774
9811566302,-0.105469,-0.00671387,-0.0352783,0.993774
9811588805,-0.105591,-0.00695801,-0.0352173,0.993713
9811603848,-0.105652,-0.00695801,-0.0352173,0.993713
9811626354,-0.105469,-0.00708008,-0.0351562,0.993774
9811648784,-0.105103,-0.00701904,-0.0352173,0.993774
9811669896,-0.104614,-0.00695801,-0.0352173,0.993835
9811686283,-0.104736,-0.00701904,-0.0350952,0.993835
9811708851,-0.105042,-0.00720215,-0.0349731,0.993774
9811725346,-0.105103,-0.00720215,-0.0349731,0.993774
9811746317,-0.10498,-0.00708008,-0.0349731,0.993835
9811768869,-0.104797,-0.00714111,-0.0348511,0.993835
9811785273,-0.104675,-0.00714111,-0.0348511,0.993835
9811813861,-0.104431,-0.00726318,-0.0348511,0.993896
9811828029,-0.104614,-0.00750732,-0.0348511,0.993835
9811844494,-0.104919,-0.0078125,-0.03479,0.993835
9811865579,-0.105164,-0.00799561,-0.034668,0.993774
9811888131,-0.10498,-0.00775146,-0.0345459,0.993835
