myot,x,y,z
450264532612,-10.4375,100.938,-28.9375
450264562577,-91.9375,176.938,0.125
450264602708,-134.75,213.562,138.562
450264603508,-193.438,144.812,76.25
450264604326,84.5,18.5,27.0625
450264623156,60.75,-7.875,-12.875
450264645779,-4.125,16.75,7.625
450264660005,22.6875,13.0625,-10.875
450264682541,33.9375,-8.4375,-12.0625
450264705690,3.0625,3.75,1
450264720011,-21.5625,-5.125,12.3125
450264742541,-39.9375,-1.6875,32.1875
450264765728,-33,12.8125,19.6875
450264780019,-2,-0.0625,1.4375
450264803069,-1.3125,0.4375,1
450264825765,6.4375,-1.75,-1.6875
450264841417,7.6875,-3,-3.375
450264862573,6.9375,-2.125,-2.375
450264893168,5.8125,-1.75,-2.1875
450264901437,-5.3125,1.3125,2
450264922551,-4.0625,0.8125,2.4375
450264945682,-0.75,-0.3125,1
450264961481,-0.6875,-0.0625,0.75
450264982507,1.25,-0.625,-0.0625
450265005724,4.0625,-1,-1.0625
450265021488,4.4375,-1.375,-1.6875
450265042550,-2.125,0.125,1.1875
450265065635,-2.75,0.1875,1.625
450265089709,-0.3125,-0.3125,0.5
450265102471,-0.5,-0.0625,0.5
450265125757,-0.625,0,0.6875
450265141450,2.375,-0.9375,-0.4375
450265170726,3.375,-1.125,-0.875
450265185680,-0.375,-0.25,0.5
450265201443,-1.8125,0.125,1
450265222545,-0.5,-0.1875,0.5625
450265245729,0,-0.375,0.375
450265261441,-0.3125,-0.3125,0.5
450265282566,1.125,-0.625,0.0625
450265305723,2.1875,-0.75,-0.4375
450265321486,0.3125,-0.25,0.1875
450265342594,-0.8125,-0.125,0.5
450265365688,-0.25,-0.375,0.5
450265381419,0.1875,-0.375,0.25
450265402447,0.0625,-0.25,0.25
450265425097,0.5625,-0.4375,0.125
450265448217,1.4375,-0.6875,-0.1875
450265462473,0.625,-0.375,0.0625
450265485065,-0.625,-0.1875,0.625
450265501382,-0.1875,-0.3125,0.4375
450265522505,0.375,-0.4375,0.1875
450265545018,0.0625,-0.3125,0.1875
450265561534,0.6875,-0.5,0.0625
450265582518,1.5625,-0.75,-0.25
450265605060,0.8125,-0.5625,0
450265621515,-0.6875,-0.1875,0.5
