myot,x,y,z
150972489289,-0.125,-1.875,-0.3125,0x7fff5fbfe038
150972512065,0.5625,-1.625,-0.4375,0x7fff5fbfe038
150972535642,1.375,-1.5,-0.375,0x7fff5fbfe038
150972550707,1,-1.5,0,0x7fff5fbfe038
150972579497,0.625,-1.4375,-0.1875,0x7fff5fbfe038
150972594504,1.0625,-1.125,-0.3125,0x7fff5fbfe038
150972609604,-0.25,-1.375,-0.25,0x7fff5fbfe038
150972648796,-0.5625,-1.375,-0.75,0x7fff5fbfe038
150972656517,1.3125,-1.25,0.125,0x7fff5fbfe038
150972670938,0.5,-1,-0.1875,0x7fff5fbfe038
150972693316,0.625,-1,-0.375,0x7fff5fbfe038
150972715146,0.6875,-1,-0.5625,0x7fff5fbfe038
150972731083,1.875,-0.75,-0.0625,0x7fff5fbfe038
150972766803,1.5625,-0.875,0,0x7fff5fbfe038
150972776984,1.75,-0.6875,-0.5625,0x7fff5fbfe038
150972790734,1.8125,-0.6875,-0.8125,0x7fff5fbfe038
150972811894,1.375,-0.6875,-0.9375,0x7fff5fbfe038
150972835027,0.625,-0.5625,-1.25,0x7fff5fbfe038
150972850773,0,-0.5625,-1.375,0x7fff5fbfe038
150972871818,-0.3125,-0.3125,-1.375,0x7fff5fbfe038
150972894269,-0.6875,-0.125,-1.0625,0x7fff5fbfe038
150972910756,-0.875,0.25,-1.0625,0x7fff5fbfe038
150972931810,-1.875,0.5625,-0.875,0x7fff5fbfe038
150972954273,-2.25,0.8125,-0.75,0x7fff5fbfe038
150972970784,-1.1875,1.375,-0.4375,0x7fff5fbfe038
150972991781,-2,1.1875,0.25,0x7fff5fbfe038
150973014261,-2.9375,1.375,0,0x7fff5fbfe038
150973030747,-0.5625,1.3125,0.125,0x7fff5fbfe038
150973060011,-0.625,1,0.0625,0x7fff5fbfe038
150973074364,-0.625,1.0625,0.125,0x7fff5fbfe038
150973090744,-0.375,1.0625,0.25,0x7fff5fbfe038
150973111876,-0.625,1.125,0.3125,0x7fff5fbfe038
