timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,timestamp_accelerometer,accelerometer-x,accelerometer-y,accelerometer-z,timestamp_gyro,gyro-x,gyro-y,gyro-z,timestamp_orientation,orientation-x,orientation-y,orientation-z,,orientation-w,roll,pitch,yaw
140734799966975,1,0,0,0,0,0,0,0,140734799804352,0,2.76656e+19,4.59163e-41,140734799811190,0,0,0,140734799804384,0,0,0,0,0,0,0
11151683938,1,-3,1,-2,2,18,-1,0,140734799804352,0,2.76656e+19,4.59163e-41,140734799811190,0,0,0,140734799804384,0,0,0,0,0,0,0
11151683938,-2,-2,-5,1,-6,-8,0,0,140734799804352,0,2.76656e+19,4.59163e-41,140734799811190,0,0,0,140734799804384,0,0,0,0,0,0,0
11151692144,-1,0,1,0,-2,-4,-1,2,140734799804352,0,2.76656e+19,4.59163e-41,140734799811190,0,0,0,140734799804384,0,0,0,0,0,0,0
11151692144,-2,2,1,0,8,2,-1,-3,11151692937,0.0996094,-0.0673828,1.02002,11151692937,5.3125,-2.625,0.625,11151692937,0.0604858,-0.00189209,0.926453,-0.371399,-0.0487533,-0.110896,-2.37629
11151706471,2,1,1,0,-4,-4,3,-2,11151692937,0.0996094,-0.0673828,1.02002,11151692937,5.3125,-2.625,0.625,11151692937,0.0604858,-0.00189209,0.926453,-0.371399,-0.0487533,-0.110896,-2.37629
11151706471,-1,1,-1,3,-1,-2,0,0,11151692937,0.0996094,-0.0673828,1.02002,11151692937,5.3125,-2.625,0.625,11151692937,0.0604858,-0.00189209,0.926453,-0.371399,-0.0487533,-0.110896,-2.37629
11151715241,0,1,2,0,-2,-3,2,-3,11151692937,0.0996094,-0.0673828,1.02002,11151692937,5.3125,-2.625,0.625,11151692937,0.0604858,-0.00189209,0.926453,-0.371399,-0.0487533,-0.110896,-2.37629
11151715241,1,-6,-7,-3,-4,-13,-2,2,11151717024,0.112305,-0.0366211,1.00195,11151717024,8.9375,-3.75,-1.625,11151717024,0.0604248,-6.10352e-05,0.926575,-0.371216,-0.0452743,-0.112166,-2.37694
11151729640,0,-3,0,2,1,8,-1,0,11151717024,0.112305,-0.0366211,1.00195,11151717024,8.9375,-3.75,-1.625,11151717024,0.0604248,-6.10352e-05,0.926575,-0.371216,-0.0452743,-0.112166,-2.37694
11151729640,-1,-1,-1,2,1,-1,0,-1,11151717024,0.112305,-0.0366211,1.00195,11151717024,8.9375,-3.75,-1.625,11151717024,0.0604248,-6.10352e-05,0.926575,-0.371216,-0.0452743,-0.112166,-2.37694
11151730404,1,-3,-3,-2,-2,-3,-1,-1,11151717024,0.112305,-0.0366211,1.00195,11151717024,8.9375,-3.75,-1.625,11151717024,0.0604248,-6.10352e-05,0.926575,-0.371216,-0.0452743,-0.112166,-2.37694
11151730404,-3,-3,-1,-1,-6,-2,-1,-1,11151736474,0.120605,-0.0263672,0.994141,11151736474,5.0625,-2.9375,-1.4375,11151736474,0.0606079,0.00115967,0.926636,-0.371033,-0.0431162,-0.113427,-2.37742
11151743919,-4,-1,0,-4,3,-6,0,-2,11151736474,0.120605,-0.0263672,0.994141,11151736474,5.0625,-2.9375,-1.4375,11151736474,0.0606079,0.00115967,0.926636,-0.371033,-0.0431162,-0.113427,-2.37742
11151743919,-2,-4,-4,-1,1,-1,1,3,11151736474,0.120605,-0.0263672,0.994141,11151736474,5.0625,-2.9375,-1.4375,11151736474,0.0606079,0.00115967,0.926636,-0.371033,-0.0431162,-0.113427,-2.37742
11151759654,0,-3,-2,-4,-2,-1,-2,2,11151736474,0.120605,-0.0263672,0.994141,11151736474,5.0625,-2.9375,-1.4375,11151736474,0.0606079,0.00115967,0.926636,-0.371033,-0.0431162,-0.113427,-2.37742
11151759654,-1,2,-3,-5,3,-2,0,-3,11151760411,0.121582,-0.0180664,1.0083,11151760411,-1.875,-1.8125,-0.3125,11151760411,0.0609741,0.00134277,0.926636,-0.370972,-0.0430446,-0.114246,-2.37752
