myot,x,y,z
151844884155,-0.5625,-1,1.9375,1464789633527
151844899090,-0.0625,-0.9375,2.1875,1464789633542
151844922768,0.5,-0.875,2.5,1464789633566
151844944110,0.375,-0.875,2.375,1464789633587
151844959092,0.25,-0.9375,2.1875,1464789633602
151844982785,0.6875,-0.9375,1.9375,1464789633626
151845027315,0.875,-0.9375,1.875,1464789633670
151845028116,0.8125,-0.875,1.875,1464789633671
151845042264,0.9375,-0.75,1.8125,1464789633685
151845065938,0.875,-0.6875,1.75,1464789633709
151845081764,1.0625,-0.625,1.9375,1464789633725
151845101672,1.375,-0.5625,1.9375,1464789633745
151845131463,1.0625,-0.5625,2.125,1464789633774
151845154566,0.4375,-0.4375,2.125,1464789633797
151845164980,-0.1875,-0.3125,1.9375,1464789633808
151845184598,-1.375,-0.25,1.25,1464789633828
151845200346,-1.875,-0.3125,0.6875,1464789633843
151845222125,-0.6875,-0.5625,0.25,1464789633865
151845244600,-0.1875,-0.6875,0.0625,1464789633887
151845258956,0.4375,-0.5625,0,1464789633902
151845282107,0.4375,-0.5,0.1875,1464789633925
151845304590,0.5,-0.375,0.375,1464789633947
151845318939,0.5,-0.3125,0.4375,1464789633962
151845342122,0.3125,-0.3125,-0.0625,1464789633985
151845364622,0.6875,-0.375,-0.0625,1464789634007
151845378969,0.6875,-0.4375,-0.1875,1464789634022
151845402110,0.75,-0.5,-0.25,1464789634045
151845424624,0.9375,-0.5625,0,1464789634067
151845447121,0.9375,-0.5,0,1464789634090
151845462084,1.3125,-0.4375,0.125,1464789634105
151845484628,0.9375,-0.5625,0.0625,1464789634127
151845498979,0.8125,-0.625,0.1875,1464789634142
151845521470,1.1875,-0.5625,0.125,1464789634164
151845544592,1.125,-0.5625,0.1875,1464789634187
151845558940,0.8125,-0.625,0.25,1464789634202
151845581442,0.5625,-0.5,0.25,1464789634224
151845606017,0.6875,-0.5,0.375,1464789634249
151845618948,0.6875,-0.375,0.5625,1464789634262
151845641473,0.9375,-0.5,0.875,1464789634284
151845666070,1.0625,-0.4375,1.125,1464789634309
151845678966,0.75,-0.3125,1.125,1464789634322
151845701462,0.5625,-0.375,1.25,1464789634344
151845724644,0.5625,-0.25,1,1464789634367
151845738961,0.5625,-0.4375,0.875,1464789634382
151845761417,0.6875,-0.5625,1.0625,1464789634404
151845784643,0.75,-0.625,1.0625,1464789634427
151845800362,0.625,-0.625,0.9375,1464789634443
151845821445,0.625,-0.6875,1.125,1464789634464
151845844623,0.6875,-0.75,1.375,1464789634487
151845860402,0.4375,-0.625,1.625,1464789634503
151845881447,0.3125,-0.625,1.6875,1464789634524
151845904707,0.1875,-0.6875,1.8125,1464789634547
151845920401,0.375,-0.625,1.875,1464789634563
151845941497,0.5,-0.6875,2.0625,1464789634584
151845972167,0.5,-0.6875,2.125,1464789634615
151845980444,0.3125,-0.8125,2.1875,1464789634623
151846001407,0.4375,-0.6875,2.375,1464789634644
151846024628,0.625,-0.625,2.625,1464789634667
151846040388,0.6875,-0.6875,2.5625,1464789634683
151846061478,-0.5625,-0.875,2,1464789634704
151846084625,0.25,-1,1.9375,1464789634727
151846100409,0.625,-1.125,1.6875,1464789634743
151846121477,0.6875,-1.125,1.8125,1464789634764
151846144006,0.625,-1.1875,1.75,1464789634787
151846160424,0.5,-1.25,1.8125,1464789634803
151846181506,0.4375,-1.4375,1.9375,1464789634824
151846204004,0.375,-1.4375,1.9375,1464789634847
151846220369,-0.1875,-1.5625,1.75,1464789634863
151846241452,-1.6875,-1.6875,0.4375,1464789634884
151846263891,-0.125,-2.25,0.375,1464789634907
151846280446,0.5625,-2.5,0,1464789634923
151846301420,1,-2.4375,0,1464789634944
151846323941,0.5,-2.25,0.25,1464789634967
151846340414,0.5,-2.125,0.8125,1464789634983
151846361487,0.4375,-2,1.25,1464789635004
151846383955,-0.3125,-2.25,0.9375,1464789635027
151846400474,-0.3125,-2.3125,0.875,1464789635043
151846421537,0.5,-2.4375,1.0625,1464789635064
151846444074,0.5,-2.5625,0.9375,1464789635087
