myot,x,y,z
609102781178,-0.125,-0.0625,-0.0625
609102795593,-0.125,0,0
609102819263,0.1875,-0.0625,-0.0625
609102840637,0,0,-0.0625
609102855566,-0.0625,0.0625,-0.0625
609102879258,0,0,-0.0625
609102933302,-0.0625,-0.0625,0
609102934089,-0.0625,-0.0625,0
609102935708,0.0625,0,-0.0625
609102954884,-0.0625,0.0625,0
609102976264,-0.0625,0.0625,0.0625
609102990619,0,-0.0625,0.125
609103014231,0.0625,-0.125,0
609103043684,0.1875,-0.125,0
609103053997,0.1875,-0.1875,0
609103073547,-0.0625,-0.1875,0
609103096179,-0.0625,0,-0.125
609103111158,0,0,-0.125
609103133588,0.0625,0.125,-0.125
609103156201,0.0625,0.0625,-0.125
609103171115,-0.125,0.125,0.0625
609103193661,-0.0625,0.0625,0.0625
609103216108,0,0.125,0.0625
609103231085,0,0.125,0
609103253563,0,0,0
609103275923,0,0,0.125
609103294038,-0.0625,-0.0625,0.125
609103313687,0,-0.125,0
609103336049,0.125,-0.1875,0.0625
609103351148,0.0625,-0.125,0
609103373601,-0.125,-0.0625,0.0625
609103396043,-0.0625,-0.0625,0.0625
609103410413,0.0625,0.0625,-0.125
609103433567,0.125,0,-0.1875
609103456085,0,0.125,-0.1875
609103470395,-0.1875,0.125,-0.25
609103493596,0,0.125,-0.25
609103516074,0.0625,0.0625,-0.25
609103530452,0,0,-0.125
609103553550,-0.0625,0,-0.125
609103576094,-0.1875,-0.125,-0.3125
609103590396,0.3125,-0.1875,-0.375
609103613562,0.0625,-0.625,-0.3125
609103636118,0,-1.0625,0
609103650414,-0.3125,-1.3125,-0.625
609103673555,0.6875,-1.6875,-1.375
609103696524,0.875,-2.375,-1.625
609103710492,1.3125,-2.6875,-2.1875
609103733661,-0.125,-2.9375,-2.8125
609103756113,-1.75,-3.0625,-3.3125
609103770503,0.4375,-2.8125,-3.875
609103793639,0.6875,-2.375,-4.75
609103816085,-0.375,-2,-5.625
609103830521,1,-1.5,-4.9375
609103853658,-0.3125,-1,-3.8125
609103876127,-1,-0.5625,-2.875
609103890426,-0.375,-0.25,-2.3125
609103913601,-0.0625,-0.125,-2.4375
609103936051,0.4375,0.25,-2.5
609103950390,0.6875,0.5,-2.6875
609103973604,-0.1875,0.625,-2.5625
609103996096,-1.125,0.625,-2.5
609104010424,-0.5,0.5,-2.5625
609104032916,-0.25,0.4375,-2.5
609104055434,-0.5625,0.4375,-2.375
609104070419,-0.25,0.5,-2
609104092914,-0.875,0.6875,-1.8125
609104115433,-0.125,0.875,-1.375
609104130457,0.1875,1.1875,-1.0625
609104152962,-0.0625,1.5625,-0.6875
609104175475,-0.25,2,-0.5
609104190395,-0.0625,2.25,-0.3125
609104212966,0.9375,2.125,-0.75
609104235422,4.5625,1.625,-1.8125
609104250439,7.875,2,-2.8125
609104272951,6.875,2.5,-3.9375
609104295467,6,3.0625,-4.25
609104310413,5.5,3.5625,-3.625
609104332935,0.375,4.75,-1.375
609104355431,-4,5.875,-0.0625
609104370472,-2.3125,6.25,0.6875
609104392948,-2.5,7.6875,0.0625
609104416926,-2.5625,8.1875,-1.4375
609104430442,-0.1875,8.25,-3
609104452911,0.9375,8.3125,-3.625
609104475400,0.5625,8.4375,-3.5625
609104490435,0.5,8.5625,-3.375
609104521113,0.5,8.6875,-3.25
609104535384,1.5,9,-3.1875
609104550440,4.875,9,-3.8125
609104572923,9.625,9.125,-4.4375
609104595438,13.8125,9.25,-5.4375
609104610453,15,8.875,-6.9375
609104632939,17.0625,9.25,-6.9375
609104655385,16.625,10.4375,-5.75
609104671886,13.9375,11.625,-3.625
609104692923,13.3125,13.3125,-2.125
609104723607,11.5,15.125,-1.4375
609104731887,9.25,16.75,-1.6875
609104752956,9.625,18.4375,-1.5625
609104775433,8.4375,20.1875,-2.125
609104791902,5.1875,22.5,-2.3125
609104812925,2.25,23.8125,-3.1875
609104835457,2,24.5625,-4.125
609104851887,3.75,23.5625,-4.9375
609104872932,11.3125,23.6875,-3.9375
609104895451,13.125,23.75,-3.1875
609104911910,12.625,23.75,-2.3125
609104932935,10.6875,24.5625,-2
609104955430,7.1875,24.0625,-2.8125
609104971924,7.75,23.5,-2.3125
609104992927,7.625,23.1875,-1.625
