timestamp,x,y,z
61902606070,-0.8125,-0.1875,1.4375
61902637873,0.4375,0.5,1.3125
61902638647,0.5,0.25,1.25
61902651725,-0.8125,-0.875,1.1875
61902674298,-3.0625,-0.1875,1.4375
61902696788,-1.625,0.4375,0.9375
61902711724,2.3125,0.625,1.375
61902734277,3.0625,0.4375,1.0625
61902756734,0.0625,0.875,1.1875
61902771096,-2,0.625,1.6875
61902794784,0.3125,1.125,1.8125
61902824924,2.75,1.1875,1.25
61902839221,2.625,1.1875,1
61902855675,0,1,1.1875
61902884886,-1.25,0.625,0.6875
61902891115,0.1875,0.5,0.4375
61902947073,1.9375,1,0.5625
61902959087,1.4375,0.5625,0.0625
61902970338,-0.4375,0.5625,0.5
61902975767,-1.0625,1.0625,0.5625
61902996750,-1.5,1.4375,-0.1875
61903011131,0.375,1.25,0.1875
61903034288,0.6875,1,0.5
61903056774,0.1875,1,0.3125
61903071077,-0.1875,1.4375,0.1875
61903094246,-0.6875,0.8125,0.125
61903116904,-1,0.625,0.75
61903131093,-0.375,1.625,1
61903154303,2.875,4.1875,-0.5625
61903178214,5.375,5.0625,0.0625
61903191081,1.0625,4.375,0
61903215656,-1.9375,3.375,-0.9375
61903236779,-2.6875,1.375,-1
61903251074,-0.75,0.625,-1
61903274279,0.125,0.125,-0.625
61903296764,-1.0625,0.9375,-0.25
61903311128,-1.625,1.25,-0.8125
61903334247,-1.5625,0.9375,-0.8125
61903356801,-1.1875,0.875,-0.5625
61903372501,-1.5,1.3125,0
61903394325,-1.4375,2.625,-0.1875
61903416773,0.125,3.3125,-0.25
61903432519,0.125,3.5,-0.25
61903454272,-0.625,3.625,0
61903476806,-1.375,4.625,0.4375
61903492589,0.3125,5.4375,0.5625
61903522838,1,5.875,1.125
61903536768,-0.25,5.875,1.5
61903552542,0.1875,6.75,1.875
61903574241,1.8125,7,2.5625
61903596821,3.0625,7.6875,3.0625
61903612574,3.3125,8.125,3.1875
61903635751,3.25,8.3125,2.875
61903656807,1.5,8.125,3
61903672520,2,8.1875,4.1875
61903695075,4.25,9.5,4.375
61903716806,5.1875,11.4375,3.25
61903732502,0.5,12.5625,2.375
61903755083,-1.8125,14.875,2.6875
61903778187,-0.1875,16.25,2.375
61903792579,5.9375,18.25,2.0625
61903815057,10.0625,20.125,0.5
61903838219,6.375,21.75,-0.6875
61903852574,2.125,23.875,-1.1875
61903875129,3.5,24.75,-1.25
61903898238,6.5625,24,0
61903912608,7.75,23.0625,0.3125
61903935048,5.6875,21.5,1.5625
61903958221,4.5625,20.375,1.75
61903972566,4.5625,19.4375,1.375
61903995054,5.0625,18.4375,1.875
61904018220,4.75,17.8125,1.75
61904032535,4.0625,17.75,3.4375
61904055060,6.5,18.9375,4.625
61904078184,8.5625,19.8125,4
61904092536,4.125,16.5625,1.8125
61904115086,-2.1875,13.625,1.9375
61904138899,-3.5,14.3125,1.875
61904159332,-2,13.375,2.125
61904175107,3.25,12.375,2.4375
61904198186,7.25,10.75,3.4375
61904212576,10.125,10.625,4
61904236785,10.75,12.625,4.625
61904258250,9.375,13.75,5.0625
61904279274,7.875,14.625,2.625
61904295131,5.125,11.625,0.0625
61904318254,2,12.5,0.1875
61904339296,1,12.75,0.6875
61904355101,4.375,12,1.5625
61904378200,6.5,9.875,0.8125
61904399312,4,9,-0.6875
61904415062,-0.4375,10.9375,0.625
61904438217,-0.625,12.8125,2.125
61904459338,2.75,15.125,3.875
61904475024,7,15.9375,7.4375
61904498209,9.75,15.4375,7.5625
61904519297,10.6875,14.0625,7.125
61904535047,6.1875,15.625,7.75
61904558197,4.375,17.9375,10.25
61904579289,10.75,17.25,12.3125
61904595129,16.625,17,12.6875
61904617536,19.3125,17.25,12.9375
61904639284,16.9375,19,11.875
61904655047,12.3125,20.0625,11.5625
61904677564,10.0625,21.1875,10.9375
61904699310,10.1875,20.125,10.125
61904715054,13.5625,18.8125,10.0625
61904737583,15.6875,18,9.625
61904760731,15.8125,17.4375,8.8125
61904775057,14.8125,16.4375,7.9375
61904797603,13.375,15.375,7.9375
61904820704,13.25,14.9375,7.375
61904835090,13.9375,13.375,6.375
61904857577,13.625,10.75,5.4375
61904880705,11,9.1875,4.5
61904895101,8.5,6.875,3.5
61904917551,6.8125,3.5625,2.375
61904940730,3.6875,0.1875,1.3125
61904956765,3.375,-1.3125,1.0625
61904977588,3.625,-2.25,1
61905000814,3.125,-2.875,0.25
61905015026,1,-3.3125,-0.875
61905037579,-1.125,-3.3125,-2
61905060752,-2.5625,-3.4375,-2
61905075093,-2.1875,-2.9375,-2.25
61905106611,-2.0625,-3,-3.6875
61905120745,-2.25,-2.625,-5.0625
61905135084,-4.5,-2.3125,-6.375
61905159366,-7,-2.3125,-6.125
61905180724,-7.0625,-1.5,-6.375
61905195045,-5.625,-2.0625,-6.625
61905217576,-5.4375,-2.125,-6.3125
61905240709,-5.8125,-1.0625,-6
61905261761,-5.9375,-1.25,-5.3125
61905277590,-6.4375,-0.75,-4.375
61905300759,-6.375,-0.75,-3.0625
61905321994,-6.1875,-0.375,-2.6875
61905337674,-7.125,-1,-2.625
61905360764,-7.5625,-0.125,-2.5
61905381870,-7.75,1.1875,-2.3125
61905397573,-6.5625,2.1875,-1.375
61905420810,-4.6875,3.6875,-0.75
61905441979,-4.375,5.125,0.3125
61905464356,-4.75,6.375,1.125
61905480754,-6.125,8.3125,2.5625
61905501801,-3.8125,9.8125,4.4375
61905517624,0.3125,11.0625,7.0625
61905540743,2.5625,11.0625,9.0625
61905561818,-1.0625,10.75,9.5625
61905577547,-5.25,11.875,10.4375
61905600057,-6.1875,12.75,11
61905621851,-2.4375,12,12.875
61905637569,-0.625,11.125,13.3125
61905651164,1.0625,11.375,14
61905674857,5.6875,10.625,15.375
61905696884,9.75,11.125,16.0625
61905711119,13.4375,11.125,15.4375
61905733641,12.125,10.75,14.25
61905756840,8.6875,11.6875,12.875
61905771183,6.1875,12.625,10.875
61905794388,6.9375,12.9375,10.125
61905816870,9.4375,13.0625,9.5
61905831146,10.0625,12.5625,9.5
61905853682,7.75,11.375,8.3125
61905876822,4.1875,10.5625,7.6875
61905891121,4,10.75,6.5
61905913717,5,10.3125,6.125
61905936843,6.0625,9.125,5.9375
61905951161,5.9375,8.6875,5.625
61905973689,4.25,9.375,3.875
61905996837,2.875,9.1875,3.375
61906012039,1.9375,8.25,2.875
61906033705,1.4375,7.9375,2.625
61906056848,3.375,8.125,2.5625
61906071196,5,8.375,2.5
61906093634,2.1875,8.375,1.5
61906116815,-3.8125,6.6875,1.0625
61906131185,-8.875,6.375,-0.125
61906153694,-10.9375,7.375,0.375
61906176899,-5.0625,7.3125,0
61906191201,3.4375,6.375,0.375
61906213668,4.6875,4.75,1.1875
61906236849,1.9375,4.125,2
61906251183,1.375,4.875,2.625
61906273687,4.125,5.0625,3.0625
61906296889,7.625,5.125,3.875
61906311154,7.875,4.875,4.25
61906333666,8.0625,4.9375,4.1875
61906356797,8.3125,5.4375,4
61906371187,6.625,5.8125,3.8125
61906393645,3.875,5,2.6875
61906416825,2.9375,3.8125,1.9375
61906431149,2.5,3.5,2.25
61906453687,2,3.3125,0.3125
61906476824,1.875,2.8125,-1
61906491216,-0.5,2.3125,-1.75
61906513727,-3,2.125,-1.5
61906536859,-0.9375,0.9375,-1.5625
61906551164,3.25,0.0625,-1.1875
61906575103,2.125,-0.375,-1.625
61906596865,-1.0625,0,-2.375
61906611159,-3.8125,0.25,-2.25
61906633689,-2.9375,-0.125,-2.125
61906656192,-0.0625,-0.1875,-1.0625
61906671149,2.4375,0.1875,0.25
61906693717,1.8125,0.375,0.875
61906716202,0.25,0.8125,1.3125
61906731117,0.375,0.875,1.0625
61906753675,3,0.9375,1
61906784961,2.3125,1,1
61906791223,1.0625,0.8125,0.8125
61906814508,0.375,0.4375,0.625
61906836197,0.1875,0,0.0625
