myot,x,y,z
284839772352,0.5625,-0.4375,-0.3125
284839787372,0.1875,-0.375,-0.3125
284839802387,-0.5,-0.5,-0.3125
284839823717,-0.0625,-0.25,-0.125
284839847406,0.5,-0.4375,-0.0625
284839862975,0.4375,-0.625,-0.1875
284839908115,0.3125,-0.25,0
284839910142,-0.5625,0,0.25
284839922434,0,-0.3125,0.25
284839944349,0.0625,-0.5,0.125
284839968072,0.25,-0.4375,0.4375
284839982339,0.0625,-0.3125,0.3125
284840026162,-0.375,-0.125,0.25
284840036215,0.4375,-0.1875,0.125
284840042512,0.0625,-0.375,-0.0625
284840064176,-0.6875,-0.5625,0
284840086766,0.5,-0.6875,0.125
284840101121,0.25,-0.625,-0.1875
284840124213,0.6875,-0.6875,-0.4375
284840146704,1.125,-1.5,-0.6875
284840161065,-0.625,-1.25,-0.875
284840184171,-0.6875,0.1875,-0.25
284840206594,2.5,0.5,1.0625
284840220986,2.8125,-1.5,2.4375
284840244113,2.8125,-1,3.875
284840266637,7.625,0.375,7.3125
284840281000,7.4375,0.75,8.4375
284840304131,5.75,-3.1875,6.8125
284840326603,-0.3125,-5.5,3.8125
284840341018,3.9375,-3.75,3.6875
284840364141,4.5,-2.1875,3.625
284840386647,1.5,-0.4375,4.75
284840402418,-2.375,1.875,3.3125
284840424165,-1.1875,2,2.25
284840446701,1.5625,1.3125,2.625
284840462444,0.875,1.625,1.875
284840491663,-1.75,1.0625,1.0625
284840506669,-1.9375,2.8125,1.8125
284840530686,4.8125,2,1.25
284840544197,0.125,1.4375,-0.0625
284840566744,0.375,1.75,-0.9375
284840583000,0.5625,3.5625,-1.4375
284840604247,2.125,-0.1875,2.1875
284840626762,6.0625,-3.1875,4.0625
284840642468,-1,-0.6875,0.625
284840664159,-0.75,2.1875,0.375
284840686637,4.1875,4.9375,3.25
284840702412,2.375,5,4.1875
284840723491,-3.3125,1.6875,3.1875
284840746650,-0.5,2.25,1.75
284840762441,1.8125,3.4375,1.625
284840783515,3.5625,0.3125,4.625
284840808156,0.0625,-0.875,4
284840822516,-3.0625,-1.4375,-1.1875
284840843530,-0.4375,-3.75,-3.9375
284840866790,0.3125,-5.3125,-4.8125
284840882483,-0.875,-5.5625,-4.375
284840903562,-4.5,-4.875,-5.875
284840926683,-4.375,-4.8125,-8.9375
284840942527,1.75,-7.8125,-7.625
284840963588,2.125,-4.6875,-2.3125
284840986720,0.3125,0.5,1.625
284841002450,-0.4375,1.9375,1.6875
284841025059,1.1875,1,0.125
284841048170,4,-0.875,1.125
284841062490,1.5625,-1.0625,1.5625
284841085047,-0.75,0.25,0.75
284841108184,0.5,0.1875,-0.125
284841122414,0.9375,-0.5625,-0.125
284841144994,1.75,-0.625,0.5
284841168125,1.75,-0.4375,0.5
284841182437,0.5,-0.625,0.0625
284841204975,-1,-0.3125,-0.1875
284841228095,0.1875,-0.8125,0
284841250631,-1.6875,0.5,0.625
284841265007,1.125,1.4375,2.1875
284841288094,3,-0.0625,2.9375
284841309135,1.625,-0.125,2.1875
284841324964,1.8125,0.1875,2.5625
284841348165,3.25,-0.6875,2.5625
284841369198,0.8125,-0.6875,2.4375
284841384990,1.625,-0.25,2.875
284841408181,2.3125,0.3125,3.8125
284841429190,1,0.75,3.1875
284841445062,0.4375,1.25,1.75
284841468192,1.4375,1,1.8125
284841490712,1,0.1875,1.5
284841504972,-2.5,-0.5625,-0.125
284841528092,-1.0625,-1.0625,-1.5625
284841549136,-0.0625,-1.5625,-1.875
