myot,x,y,z
71478378244,0.5,-1.3125,-0.0625
71478402000,0,-1.25,-0.125
71478417022,0,-1.4375,-0.1875
71478438258,0.1875,-1.5,-0.3125
71478468786,0,-1.6875,-0.1875
71478476959,1,-1.5,0.125
71478522695,1,-1.5625,0
71478524771,0.625,-1.25,-0.25
71478536994,0.1875,-1,-0.1875
71478559092,0.5,-0.5625,-0.1875
71478582797,-0.1875,0.0625,-0.5625
71478597052,-0.375,0.625,-0.9375
71478640725,-0.1875,0.5625,-0.9375
71478650888,0,0.4375,-0.6875
71478657059,0.625,0.375,-0.25
71478678820,0.8125,0.25,-0.0625
71478701369,1.25,0.3125,-0.125
71478715709,1.25,0.3125,-0.625
71478738836,0.125,0.8125,-0.8125
71478761317,0.1875,0.3125,-0.75
71478775659,0.5,0.0625,-0.6875
71478798841,0.25,0,-0.875
71478821379,-0.0625,0,-0.875
71478835692,0.0625,0,-1.3125
71478858929,0,0.0625,-1.3125
71478881344,0.125,0.125,-1.5
71478895740,-0.1875,0.3125,-2.125
71478918806,-0.8125,0.0625,-2.5625
71478941358,-0.0625,-0.1875,-2.6875
71478955705,-0.6875,-0.25,-2.625
71478978867,-0.625,-0.4375,-2.3125
71479001416,-1.1875,-0.5,-2.0625
71479023826,0,-0.4375,-1.3125
71479038752,-0.5,-0.4375,-1
71479061308,-0.5,-0.375,-0.75
71479077099,-0.0625,-0.375,-0.6875
71479098785,-0.3125,-0.5,-0.5625
71479121268,-0.625,-0.75,-0.5625
71479137069,-0.8125,-1,-0.5625
71479158827,0.5,-1.125,0.25
71479181345,2.5,-0.8125,-0.3125
71479197058,1.125,-0.6875,-1.125
71479218818,0.6875,-0.375,-1.8125
71479248770,0.8125,-0.3125,-2.5
71479265234,1,-0.3125,-2.625
71479278842,1.1875,0.3125,-2.625
71479301359,1.4375,0.8125,-2.75
71479317177,1.25,2.375,-2.875
71479338135,0.5,3.6875,-3.375
71479361327,-0.25,4.875,-4.6875
71479377181,-4.75,6.8125,-8.625
71479398241,-4.75,7.5,-8.1875
71479421373,-1,8.1875,-7.5625
71479445266,0.3125,11,-7.9375
71479458219,-1.4375,14.5625,-9.125
71479481345,-1.5625,13.25,-9
71479497087,-2.875,9.125,-7.625
71479518126,-5.125,8.4375,-7.5
71479541261,-3.1875,11,-9
71479557108,-3.75,13.9375,-10.5
71479579614,-4.125,16.25,-11.1875
71479601311,-0.5625,21.25,-11.0625
71479617153,-2.1875,19.8125,-9.375
71479639645,-3.25,16.25,-7.9375
71479662827,-1.625,15.25,-7.25
71479683826,-2.375,15.125,-5.375
71479699698,7.6875,17.1875,-4.1875
71479722831,8.75,24.875,-5.125
71479743947,12.125,28.25,-5.1875
71479759651,40.5625,33.3125,-14.75
71479782790,41.3125,36.8125,-6.375
71479803851,26.8125,36.125,-4.9375
71479819586,19.1875,33.875,-2.6875
71479842706,20.625,33.8125,0.1875
71479857038,26.5625,37.375,0.1875
71479878111,34.5,40.125,1.0625
71479901316,34.125,38.4375,-0.5625
71479917064,29.1875,70.3125,1.375
71479938106,31.375,102.062,1.5
71479961300,55.875,39.0625,11.4375
71479977068,44.375,-9.875,36.5625
71479999562,7.3125,-43.1875,46.8125
71480021421,-18.25,-70.1875,54.6875
71480037161,0.5625,-101.312,61.9375
71480059601,-9.5,-121.375,66.0625
71480088865,-40.0625,-131.312,64.9375
71480097093,-40.5,-126.625,55.1875
71480119670,-58.3125,-111.375,37.75
71480141361,-65.4375,-97,24.1875
71480165364,-61.8125,-60.0625,15.875
71480179689,6.125,-56,37.1875
71480201327,-45.25,-27.875,34.8125
71480217085,-35.9375,4.375,36.3125
71480239567,-18.3125,27.625,34.625
71480260634,-14,-8.625,27.6875
71480283945,4.5625,-13.125,26.625
71480300172,-20.4375,-28.0625,28.8125
71480320826,9,-35,33.1875
71480337116,7.6875,-33.375,30.6875
