myot,x,y,z
284876800696,-11.875,8.125,5.75
284876821902,-11.8125,3.25,1.9375
284876844494,-17.75,0,-1.3125
284876859479,-15.625,-1.0625,0.4375
284876874492,-5.6875,-1.125,3.375
284876897042,0.4375,-1.9375,3.125
284876919596,5.5,-4.75,0.9375
284876967688,8.875,-9.375,-0.8125
284876969839,10.875,-11.8125,-1
284876983477,10.3125,-10.875,-0.3125
284876998402,9.125,-9.625,-1.875
284877020887,7.0625,-8.75,-4.9375
284877042117,9.875,-6.1875,-7.25
284877063088,22.1875,-3.625,-5.4375
284877091849,33.4375,-3.5625,-2.9375
284877102687,36.3125,-4.6875,0.3125
284877122521,37.125,-5.375,0.5
284877136877,29.1875,-4.5,-2.5
284877160097,21.1875,-2,-6.6875
284877182442,21.0625,0.1875,-8.5625
284877196856,17.4375,2.3125,-8.5
284877220074,1.625,3.9375,-11.3125
284877242557,-22.0625,6.6875,-15.3125
284877256904,-29.1875,3,-16.3125
284877279989,-11.25,2.8125,-10.5
284877302505,6.3125,7.0625,-0.75
284877316827,3.1875,8.3125,4.9375
284877340017,-13.8125,5.5625,5.25
284877362489,-21.3125,5.125,2.8125
284877376868,-13.5,7.4375,0.875
284877400139,-3,7.625,3.5
284877422534,8.375,6.625,7.125
284877436842,7.4375,5.3125,7.75
284877459417,6.9375,3.75,6
284877475804,14.5625,6.25,9.625
284877496851,50.5,11.875,20
284877519357,83.1875,8.5625,33.5
284877542484,74.5,1.3125,35
284877556805,42.375,-8.5,29.0625
284877579276,30.6875,-10.75,22.75
284877603966,24.5,-13.3125,17.8125
284877616835,33.75,-15.0625,23
284877639326,55.5,-16.125,30.8125
284877662462,41.875,-19.375,30.625
284877678267,13,-24.375,23.9375
284877699292,21.5,-26.875,14.1875
284877724523,33.125,-27.5625,5.4375
284877736777,27.875,-25,2.8125
284877759312,6.8125,-21.75,3.0625
284877782544,-5.1875,-17.125,0.9375
284877798356,-4.6875,-12.875,-4
284877819368,-8.375,-10.1875,-8.375
284877843995,-15.6875,-6.25,-8.5625
284877858284,-18.3125,-1,-7.0625
284877879417,-16.9375,2.375,-5.9375
284877902586,-19.5,4.0625,-5.75
284877918345,-28.125,5.0625,-7.375
284877939416,-41.3125,8.4375,-9.5625
284877962492,-51.5,11.8125,-11.375
284877978298,-52.25,15,-13.125
284877999261,-48.1875,15.25,-13.75
284878022435,-42.3125,13.375,-12.875
284878044971,-43.5,5.375,-6.9375
284878059276,-43.875,-2.6875,2.1875
284878081813,-40.125,-7.5625,11
284878098242,-26.6875,-5.9375,16.5
284878119336,-17.0625,2.5625,23.3125
284878141823,-9.3125,10.875,27.875
284878158285,-7.8125,13.3125,27.75
