timestamp,x,y,z,w
150344672388,-0.0119019,-0.692444,-0.00231934,0.721375
150344679868,-0.00994873,-0.691956,-0.00488281,0.721863
150344702403,-0.00860596,-0.691101,-0.00708008,0.722717
150344724848,-0.00762939,-0.690369,-0.00939941,0.723328
150344739891,-0.00726318,-0.689636,-0.0115356,0.723999
150344762479,-0.00708008,-0.688965,-0.0133667,0.72467
150344792406,-0.00671387,-0.688171,-0.0149536,0.725403
150344799855,-0.00640869,-0.687378,-0.0162354,0.726074
150344822478,-0.00579834,-0.686707,-0.0172729,0.726685
150344844935,-0.00537109,-0.685974,-0.0180664,0.727356
150344859870,-0.00524902,-0.685303,-0.0187988,0.727966
150344883594,-0.00524902,-0.684814,-0.0186157,0.728455
150344904905,-0.00476074,-0.684387,-0.0176392,0.728943
150344919930,-0.00335693,-0.684082,-0.0168457,0.729187
150344942495,-0.00213623,-0.683838,-0.0167847,0.729431
150344964957,-0.00140381,-0.683655,-0.0171509,0.729614
150344979971,-0.00109863,-0.683472,-0.0174561,0.729736
150345002399,-0.000427246,-0.683472,-0.0175171,0.729736
150345024913,-6.10352e-05,-0.683472,-0.0177612,0.729736
150345039907,6.10352e-05,-0.683533,-0.0181274,0.729675
150345062429,0.000305176,-0.683655,-0.0184326,0.729553
150345077368,0.000488281,-0.683838,-0.0189209,0.72937
150345099929,0.000671387,-0.684082,-0.0192871,0.729187
150345122395,0.000671387,-0.684265,-0.0195923,0.729004
150345137466,0.000549316,-0.684509,-0.0199585,0.728699
150345159904,0.000366211,-0.684692,-0.0203857,0.728516
150345182376,0,-0.684937,-0.0206909,0.728333
150345197451,-0.00012207,-0.684998,-0.020813,0.728271
150345219959,-0.000488281,-0.684998,-0.020874,0.728271
150345242433,-0.000915527,-0.685059,-0.020752,0.72821
150345257333,-0.0012207,-0.685181,-0.0206299,0.728088
150345279897,-0.00170898,-0.685303,-0.0203857,0.727966
150345302333,-0.0020752,-0.685364,-0.0202026,0.727905
150345317411,-0.00256348,-0.685364,-0.0198364,0.727905
150345339851,-0.00286865,-0.685486,-0.0195312,0.727783
150345362414,-0.0032959,-0.685608,-0.019104,0.727722
150345377450,-0.00366211,-0.68573,-0.0187378,0.7276
150345399930,-0.00415039,-0.685913,-0.0184326,0.727478
150345422370,-0.00445557,-0.685974,-0.0180664,0.727417
150345437411,-0.00500488,-0.685974,-0.0178223,0.727417
150345459959,-0.00585938,-0.685974,-0.0175781,0.727417
150345482331,-0.00653076,-0.685852,-0.0170898,0.727478
150345497381,-0.00726318,-0.685669,-0.0166016,0.727722
150345519869,-0.00811768,-0.685425,-0.0161743,0.727905
150345542354,-0.00878906,-0.685181,-0.015625,0.728149
150345557443,-0.00939941,-0.684937,-0.0150146,0.728394
150345579997,-0.0101929,-0.684692,-0.0144653,0.728638
150345602438,-0.0109253,-0.684509,-0.013855,0.72876
150345617408,-0.0117188,-0.684326,-0.0131836,0.728943
150345639992,-0.0124512,-0.684204,-0.0125122,0.729126
150345662401,-0.0130615,-0.684082,-0.0118408,0.729187
150345677414,-0.0137939,-0.684143,-0.0111694,0.729126
150345699958,-0.0142822,-0.684204,-0.0102539,0.729065
150345722468,-0.0148315,-0.684509,-0.00921631,0.728821
150345737482,-0.0145264,-0.685059,-0.00836182,0.728333
150345759970,-0.0142212,-0.685791,-0.00775146,0.7276
150345782369,-0.0140381,-0.686707,-0.00726318,0.726746
150345797495,-0.0134888,-0.687805,-0.00671387,0.725769
150345819965,-0.0128784,-0.688782,-0.00622559,0.724792
150345842463,-0.0122681,-0.689819,-0.0057373,0.723816
150345857372,-0.0117188,-0.690796,-0.00524902,0.7229
150345879857,-0.0114746,-0.691589,-0.00463867,0.722168
150345902439,-0.0112305,-0.692261,-0.00396729,0.721558
150345917434,-0.0110474,-0.692688,-0.0032959,0.72113
150345939904,-0.0109863,-0.692932,-0.00268555,0.720947
150345962418,-0.0111694,-0.693115,-0.00201416,0.720764
150345977433,-0.0111084,-0.693237,-0.00134277,0.720581
150345999931,-0.0112305,-0.69342,-0.000610352,0.720459
150346022416,-0.0113525,-0.693481,0,0.720398
150346037435,-0.0113525,-0.693481,0.000610352,0.720337
150346059836,-0.0114746,-0.693542,0.00115967,0.720337
150346082422,-0.0116577,-0.693542,0.00164795,0.720276
150346097483,-0.0117188,-0.693604,0.00219727,0.720276
150346119968,-0.0119629,-0.693542,0.00256348,0.720337
150346142443,-0.0122681,-0.69342,0.00299072,0.720398
150346157511,-0.0125122,-0.693237,0.00341797,0.720581
150346179896,-0.0130615,-0.692932,0.00372314,0.720886
150346202453,-0.0137329,-0.692444,0.00402832,0.721313
150346217449,-0.0143433,-0.691956,0.00439453,0.721802
150346239936,-0.0151367,-0.691406,0.00482178,0.72229
150346262473,-0.015625,-0.690796,0.00512695,0.722839
150346277489,-0.0162964,-0.690186,0.0055542,0.72345
150346299894,-0.0172119,-0.689453,0.00585938,0.72406
150346322451,-0.0178833,-0.688843,0.00622559,0.72467
150346337439,-0.0184937,-0.688171,0.00653076,0.725281
150346359935,-0.0189209,-0.687622,0.0067749,0.725769
150346382362,-0.0193481,-0.687195,0.00708008,0.726196
150346397464,-0.0197754,-0.686768,0.00726318,0.726562
150346419939,-0.0200195,-0.686462,0.00756836,0.726868
150346442383,-0.0201416,-0.686218,0.00775146,0.727051
150346457407,-0.0203247,-0.686035,0.00793457,0.727295
150346479921,-0.0203247,-0.685974,0.00793457,0.727295
150346502451,-0.0202026,-0.686035,0.00811768,0.727234
150346517432,-0.0202026,-0.685974,0.00811768,0.727295
150346540046,-0.0202637,-0.685974,0.00811768,0.727295
150346562424,-0.0202026,-0.685974,0.00805664,0.727295
150346577376,-0.0202026,-0.685974,0.00805664,0.727295
150346599925,-0.0202026,-0.685974,0.00805664,0.727295
150346622468,-0.0202026,-0.685974,0.00805664,0.727295
150346637477,-0.0202026,-0.685974,0.00805664,0.727295
150346660007,-0.0202026,-0.685974,0.00805664,0.727295
150346682493,-0.0202026,-0.685974,0.00811768,0.727295
150346697470,-0.0202026,-0.685974,0.00811768,0.727295
150346719982,-0.0202026,-0.685974,0.00805664,0.727295
150346742451,-0.0202026,-0.685974,0.00805664,0.727295
150346757417,-0.0202026,-0.685974,0.00805664,0.727356
150346780012,-0.0202026,-0.685974,0.00805664,0.727295
150346802373,-0.0202026,-0.685974,0.00805664,0.727295
150346817418,-0.0202026,-0.685974,0.00805664,0.727295
150346839971,-0.0202026,-0.685913,0.00805664,0.727356
150346862460,-0.0201416,-0.685913,0.00805664,0.727356
150346877468,-0.0201416,-0.685913,0.00805664,0.727356
150346900019,-0.0201416,-0.685913,0.00805664,0.727356
150346922500,-0.0201416,-0.685913,0.00805664,0.727356
150346937403,-0.0201416,-0.685913,0.00799561,0.727356
150346959983,-0.0201416,-0.685913,0.00799561,0.727356
150346982455,-0.0201416,-0.685913,0.00799561,0.727356
150346997463,-0.0201416,-0.685913,0.00799561,0.727356
150347019983,-0.0201416,-0.685913,0.00799561,0.727356
150347042510,-0.0201416,-0.685913,0.00799561,0.727356
150347057405,-0.0200806,-0.685913,0.00799561,0.727356
150347080035,-0.0200806,-0.685913,0.00799561,0.727356
150347102482,-0.0200806,-0.685913,0.00799561,0.727356
150347124975,-0.0200806,-0.685913,0.00793457,0.727356
150347139980,-0.0200806,-0.685913,0.00793457,0.727356
150347162451,-0.0200806,-0.685913,0.00793457,0.727356
150347177461,-0.0200806,-0.685913,0.00793457,0.727356
150347207502,-0.0200195,-0.685913,0.00793457,0.727356
150347222498,-0.0200195,-0.685913,0.00787354,0.727356
150347237487,-0.0200195,-0.685913,0.00787354,0.727356
150347259884,-0.0199585,-0.685913,0.00787354,0.727356
150347282522,-0.0199585,-0.685913,0.00787354,0.727356
150347297519,-0.0199585,-0.685913,0.00787354,0.727356
150347319992,-0.0199585,-0.685913,0.0078125,0.727356
150347342411,-0.0199585,-0.685913,0.0078125,0.727356
150347357440,-0.0199585,-0.685913,0.0078125,0.727356
150347380485,-0.0198975,-0.685913,0.0078125,0.727356
150347402477,-0.0198975,-0.685913,0.0078125,0.727356
150347424903,-0.0198975,-0.685913,0.0078125,0.727356
150347439981,-0.0198975,-0.685913,0.0078125,0.727356
150347462475,-0.0198975,-0.685913,0.0078125,0.727356
150347477456,-0.0198975,-0.685913,0.00775146,0.727417
150347499977,-0.0198975,-0.685913,0.00775146,0.727417
150347522586,-0.0198975,-0.685852,0.00775146,0.727417
150347537480,-0.0198364,-0.685852,0.00775146,0.727417
150347559979,-0.0198975,-0.685974,0.00775146,0.727295
150347582451,-0.0197754,-0.686096,0.00769043,0.727173
150347597439,-0.0197754,-0.686401,0.00762939,0.726929
150347619957,-0.0196533,-0.686584,0.00756836,0.726746
150347642430,-0.0194092,-0.68689,0.00762939,0.72644
150347657495,-0.0194092,-0.687195,0.00756836,0.726196
150347679921,-0.0193481,-0.6875,0.00762939,0.725891
150347702482,-0.0189209,-0.687805,0.00769043,0.725647
150347717505,-0.0186157,-0.68811,0.00756836,0.725342
150347740007,-0.0183716,-0.688416,0.00756836,0.725037
150347762551,-0.0180054,-0.68866,0.00750732,0.724792
150347777463,-0.0177002,-0.688904,0.00744629,0.724548
150347800471,-0.017334,-0.689209,0.00738525,0.724304
150347822485,-0.0170288,-0.689514,0.00744629,0.723999
150347837387,-0.0166626,-0.68988,0.00738525,0.723694
150347859951,-0.0163574,-0.690186,0.00732422,0.723389
150347882422,-0.0159302,-0.690491,0.00720215,0.723145
150347897460,-0.015625,-0.690735,0.00720215,0.7229
150347920019,-0.0155029,-0.690979,0.00714111,0.722717
150347942460,-0.0151978,-0.691101,0.00708008,0.722534
150347957467,-0.0148315,-0.691284,0.00708008,0.722412
150347980044,-0.0145874,-0.691467,0.00701904,0.722229
150348002492,-0.0143433,-0.69165,0.00708008,0.722046
150348024942,-0.0140991,-0.691772,0.00695801,0.721924
150348040000,-0.013916,-0.691956,0.00689697,0.721741
150348062493,-0.0136108,-0.692139,0.00689697,0.721619
150348077368,-0.0133667,-0.692322,0.00689697,0.721436
150348100007,-0.0130615,-0.692505,0.00701904,0.721252
150348122481,-0.0128174,-0.692688,0.00714111,0.72113
150348137458,-0.0123291,-0.69281,0.00769043,0.721008
150348159947,-0.0114746,-0.692932,0.00817871,0.720825
150348182486,-0.0108643,-0.693115,0.00866699,0.720642
150348197513,-0.0100098,-0.693359,0.0090332,0.720459
150348220056,-0.00933838,-0.693604,0.00909424,0.720215
150348242397,-0.0090332,-0.693909,0.00909424,0.719971
150348272395,-0.00848389,-0.694214,0.00909424,0.719666
150348279930,-0.00823975,-0.694519,0.0090332,0.71936
150348302978,-0.00823975,-0.694519,0.00897217,0.71936
150348332454,-0.00823975,-0.694519,0.00897217,0.71936
