myot,x,y,z
84595004635,-0.625,-0.25,-0.4375
84595025973,-0.625,0.1875,0.0625
84595040968,-0.6875,0.5625,0.375
84595065852,0.1875,0.5,0.125
84595085948,1.0625,0.1875,-0.25
84595100995,0.9375,-0.25,-0.3125
84595140317,-0.1875,-0.375,-0.125
84595155166,-1,-0.0625,-0.1875
84595162427,-0.375,0.25,-0.3125
84595184619,0.25,0.375,-0.25
84595206677,0.625,0.3125,0.0625
84595222535,0.1875,0.25,0.25
84595258970,0.0625,0,0.375
84595267768,1.375,0.1875,0.125
84595282278,1.875,0.1875,-0.125
84595303265,1.5625,0.375,0.0625
84595326425,1.5625,0.0625,0.625
84595342235,0.8125,-0.5,0.8125
84595363298,-0.25,-0.5,0.5
84595387959,-1.1875,0.0625,0
84595402224,-1.875,0.625,-0.625
84595431450,-1.25,0.5625,-1.0625
84595446470,-0.3125,0.25,-0.5625
84595462265,0,-0.0625,0
84595483310,-0.0625,0,0
84595506456,0,0.0625,-0.125
84595522225,0.4375,-0.1875,0
84595543307,1.125,-0.9375,0.3125
84595565710,1.1875,-1,0.125
84595582229,0.4375,-0.875,-0.125
84595603243,-0.25,-0.1875,-0.25
84595625770,-0.75,0.3125,-0.25
84595642223,-0.4375,0.3125,-0.375
84595663277,0.25,0.125,-0.3125
84595685741,-0.0625,-0.125,-0.25
84595702235,-0.125,0.125,0.25
84595723278,-0.375,0.4375,0.3125
84595745751,-0.1875,0.4375,0.375
84595762229,-0.375,0.4375,-0.0625
84595783259,-1.0625,0.375,-0.0625
84595805769,-1.5,0.25,-0.125
84595822219,-0.5,0,-0.125
84595843289,0.125,-0.375,-0.25
84595865835,-0.0625,-0.375,0
84595882231,-0.75,-0.375,0.375
84595904749,-0.5625,-0.75,0.8125
84595925820,-1.125,-0.125,0.6875
84595942217,-0.5625,-0.125,1.3125
84595964739,-0.125,0.875,2.125
84595985796,1.25,1.5,3.3125
84596002218,1,3.5,3.875
84596024751,0.25,5.875,2.875
84596045785,0.9375,6.9375,1.375
84596062253,1.5625,7.0625,-0.1875
84596084701,0.1875,6.375,-0.6875
84596105799,-5.3125,3.8125,-1
84596122258,-14.125,1.75,-1.125
84596144728,-13.0625,0.5625,0
84596165773,-11.25,-0.1875,-3.1875
84596182203,-9.1875,0.0625,-6.3125
84596205379,-9.375,1.5,-7.25
84596225787,-10.4375,4.375,-6.9375
84596242240,-11.125,5.9375,-8.3125
84596264660,-9.625,6.8125,-9
84596285782,-8,7.125,-9.0625
84596302216,-4.0625,5.125,-11.375
84596324760,-9.4375,8.125,-14.8125
84596345800,-13.0625,9.125,-15.125
84596362289,-8.0625,9.375,-15.9375
84596384755,-1.4375,9,-15.625
84596405798,-0.25,9.8125,-15.375
84596422262,-4.0625,8.5625,-13.875
84596444745,-3.6875,9.9375,-12.5625
84596465775,-1.6875,9.4375,-11.5
84596482220,-1.3125,6.25,-11.875
84596504725,-8.75,6.625,-9.875
84596525801,-9.5625,13.4375,-14.375
84596543654,-2.0625,13.5625,-16.8125
84596564705,1.6875,12.4375,-17
84596585851,0.75,14.1875,-14.875
84596602220,3.4375,12,-12.75
84596624756,3.25,10.3125,-12
84596645798,3.3125,9.3125,-10.6875
84596668368,2.875,8.625,-11.125
84596684786,3.5,7.25,-12.1875
84596705764,1.3125,7.4375,-12.3125
84596722238,1.875,7.5625,-12.25
84596744704,2.375,8.0625,-11.5625
84596765832,4.8125,9.125,-10.75
84596782253,6.4375,9.125,-9.875
84596804783,7.6875,9.5,-8.75
84596825850,8.25,11.875,-8.25
84596842235,12.625,15.125,-8.625
84596864787,19,16.4375,-10.625
84596887257,22.3125,18.125,-12.0625
84596902256,23.875,18.6875,-13.6875
84596924773,24.375,17.1875,-15.25
84596947234,23.75,17,-13.25
84596962264,20.0625,18.6875,-10.75
84596984738,18.25,18.6875,-8.875
84597007234,21.625,15.375,-7.4375
84597023698,24.375,13.6875,-5.625
84597044730,27.9375,13.875,-5.5625
84597066418,26.5625,14.9375,-5.4375
84597088968,23.0625,15.9375,-4.1875
84597103935,23.8125,14.5,-3.25
84597126522,30.1875,12.375,-3.1875
84597148958,33.9375,8.5,-5.6875
84597163985,26.0625,7.0625,-8.0625
84597186549,12.1875,7.3125,-8.3125
84597208993,2.125,6.1875,-6.125
84597224011,-0.25,4.6875,-2.875
84597246460,2.5,3,-0.9375
84597262954,1.8125,2.375,-0.8125
84597283951,0.5,1.0625,-1.125
84597306451,-0.4375,0,0.0625
84597322994,-4.6875,-0.125,2.5
84597344047,-7,-1.8125,5.3125
84597366519,-5.1875,-4.125,8.9375
84597382941,2.125,-6.5625,11.875
84597403939,10.3125,-10.1875,12.9375
84597426468,7.0625,-10.625,12.3125
84597442948,-2.6875,-9.1875,11
84597463983,-10.0625,-8.125,9.25
84597486474,-12.25,-8.1875,7.4375
84597502946,-8.5625,-6.8125,5.375
84597523960,-4.9375,-4.5625,2.125
84597546462,-3.625,-2.4375,0.6875
84597562921,-6.1875,-2.125,2.0625
84597583939,-6.125,-3.6875,2.75
84597606465,-9,-1.8125,4.8125
84597622922,-6.1875,-0.125,5.625
84597644415,-3.5,-0.6875,4.875
84597666459,-3.125,-2.75,3.75
84597682928,-4.625,-3.5,2.75
84597703941,-4.875,-2.125,1.0625
84597726462,-0.875,-0.4375,-0.9375
84597742928,6.1875,0.125,-2.375
84597763955,7.875,0.625,-3.0625
84597786487,4.875,2,-2.9375
84597802291,0.75,2.6875,-2.25
84597823986,0,3.125,-1.625
84597846492,1.6875,2.8125,-1.0625
84597862256,3.9375,2.0625,-1.25
84597883977,5.9375,1.3125,-1.9375
84597906474,6.875,0,-2.25
84597928960,6.1875,-1.25,-1.9375
84597943963,4.1875,-1.1875,-1.5
84597966465,1.5625,-1.25,-1.8125
84597982246,-0.75,-1.375,-2.0625
84598005414,-1.0625,-0.75,-0.9375
84598026438,-1.25,-0.375,0.4375
84598042298,0.1875,-0.125,1.0625
84598065435,1.25,-0.25,0.875
84598086469,1.3125,-0.25,0.1875
84598102283,0.5625,0.125,-0.125
84598125402,-0.625,0.375,-0.0625
84598146462,-1.625,0,0
84598169015,-1.625,0.25,0.125
84598185439,-0.4375,0.4375,0
84598206457,0.3125,0.5625,0.3125
84598222291,1.5,0.5,0.25
84598246094,0.1875,0.9375,0.0625
84598266447,-1.375,0.9375,-0.125
84598282219,-1.125,0.8125,-0.1875
84598305452,0.75,1,0.0625
84598326522,2,0.5,-0.0625
84598342283,4.4375,-0.1875,-0.25
84598365431,3.25,-0.8125,0.125
84598386475,1.75,-0.6875,0.6875
84598402247,1.9375,0.25,1.1875
84598426052,5,2.1875,1.5
84598446487,10.1875,3.5,1.5625
84598462275,15.6875,5,-1
84598485935,16.8125,7.875,-2.9375
84598506466,15.75,9.625,-4.5
84598522291,13.625,9.3125,-5.25
84598545413,10.625,7.6875,-5
84598566502,7.125,7.3125,-2.9375
84598582284,4.3125,5.9375,-2.1875
84598605443,1.75,3.1875,-0.8125
84598626464,0.625,0.9375,0.5625
84598642254,-1.1875,1.4375,1.1875
84598665403,-3.3125,2.8125,1.1875
84598686440,-3.375,3.5625,0.25
84598702345,-1.625,3.25,0.1875
84598724809,-0.75,2.6875,1.8125
84598746487,-0.4375,1.5,4.6875
84598762298,0.5625,-2.375,6.4375
