myoTS,myox,myoy,myoz
1454428670,myox,myoy,myoz
1630375873,0.0595703,0.09375,1.00537
1630390860,0.0615234,0.0981445,1.01855
1630412216,0.0600586,0.0898438,1.01367
1630435924,0.059082,0.0834961,1.01074
1630450915,0.0639648,0.0888672,1.00977
1630472287,0.0654297,0.0922852,1.00928
1630511797,0.0634766,0.0952148,1.01025
1630513782,0.0541992,0.0932617,1.00928
1630533086,0.0527344,0.0883789,1.00439
1630548104,0.0576172,0.0898438,1.01318
1630571700,0.0605469,0.0986328,1.01367
1630593016,0.0644531,0.0942383,1.00781
1630629567,0.0639648,0.0898438,1.01562
1630639680,0.0605469,0.090332,1.00928
1630652766,0.0561523,0.0917969,1.01172
1630667776,0.0615234,0.0859375,1.00049
1630690278,0.0644531,0.0869141,1.00586
1630712891,0.0581055,0.0976562,1.00391
1630727955,0.0585938,0.0908203,1.00781
1630750396,0.0532227,0.0854492,1.00635
1630772758,0.0488281,0.0869141,1.01025
1630787957,0.0507812,0.0883789,1.01074
1630810201,0.0546875,0.0908203,1.01172
1630833056,0.0615234,0.0957031,1.01611
1630847673,0.065918,0.0888672,1.00781
1630870213,0.0693359,0.0849609,0.99707
1630892668,0.0654297,0.0952148,0.998047
1630907706,0.0654297,0.0966797,1.00488
1630930161,0.059082,0.0922852,1.01562
1630952672,0.0537109,0.081543,1.02051
1630967668,0.0527344,0.0869141,1.01221
1630990256,0.0605469,0.0908203,1.01318
1631012827,0.0722656,0.0893555,1.01465
1631027921,0.0727539,0.0864258,1.01514
1631050363,0.0751953,0.0839844,1.01562
1631072827,0.0844727,0.0756836,1.01562
1631087910,0.0947266,0.0688477,0.989258
1631110352,0.0927734,0.0698242,0.981934
1631132741,0.081543,0.0771484,0.987305
1631147740,0.065918,0.0732422,0.994629
1631170470,0.0566406,0.0610352,1.00488
1631192695,0.0429688,0.0668945,1.01221
1631207702,0.0454102,0.0625,1.02393
1631230252,0.0463867,0.0664062,1.03271
1631252709,0.0571289,0.0664062,1.02441
1631267049,0.0581055,0.0732422,1.02148
1631290187,0.0585938,0.081543,1.02979
1631312723,0.0600586,0.0678711,1.02588
1631326986,0.0639648,0.0493164,1.00635
1631350355,0.0732422,0.0595703,0.992188
1631372917,0.0883789,0.0727539,0.988281
1631387084,0.0825195,0.0703125,0.986816
1631410385,0.0698242,0.0727539,0.995605
1631432863,0.0522461,0.0791016,1.00049
1631447206,0.043457,0.0834961,1.0166
1631470339,0.0507812,0.0908203,1.02637
1631492981,0.0649414,0.0942383,1.02881
1631507241,0.0683594,0.0913086,1.0293
1631530264,0.0756836,0.0874023,1.02148
1631552749,0.0766602,0.081543,1.00635
1631567090,0.0712891,0.0839844,1.00098
1631590222,0.0732422,0.0756836,1.00732
1631612917,0.0786133,0.0571289,1.00537
1631628687,0.0849609,0.0429688,0.996094
1631651700,0.0869141,0.0429688,0.995605
1631672890,0.081543,0.0493164,0.99707
1631688459,0.0654297,0.0488281,1.01172
1631711649,0.0507812,0.0498047,1.02734
1631732671,0.0444336,0.0581055,1.0249
1631748522,0.0424805,0.0751953,1.02002
1631771674,0.0449219,0.0800781,1.01465
1631792694,0.0522461,0.0849609,1.01758
1631808507,0.0649414,0.0820312,1.00879
1631831650,0.0698242,0.0737305,1.01416
1631852692,0.0737305,0.0693359,1.00342
1631868526,0.0732422,0.0649414,1.00049
1631891675,0.0703125,0.0654297,0.996582
1631912736,0.0688477,0.0571289,1.00635
1631928500,0.0732422,0.0517578,1.00781
1631951642,0.0703125,0.0498047,1.01172
1631972711,0.0698242,0.0581055,1.02051
1631988460,0.0668945,0.0708008,1.01709
1632011699,0.0664062,0.0742188,1.01611
1632032708,0.0634766,0.078125,1.0127
1632048487,0.0776367,0.00732422,1.01758
1632071645,0.0791016,0.129395,1.02148
1632092695,0.059082,0.118164,1.00537
1632108468,0.0629883,0.0991211,1.02881
1632131634,0.0947266,-0.0166016,0.999512
1632152755,0.0532227,0.081543,1.01855
1632168540,0.0825195,0.0708008,1.00635
1632191019,0.059082,0.065918,1.021
1632212724,0.065918,0.0625,1.00537
1632228479,0.050293,0.0693359,1.00635
1632251008,0.0488281,0.0776367,1.00684
1632272749,0.0532227,0.0849609,1.01611
1632288486,0.059082,0.0786133,1.0127
1632310984,0.0673828,0.0673828,1.00781
1632332735,0.0766602,0.0717773,1.00391
1632348519,0.0756836,0.0683594,1.00293
1632371000,0.0712891,0.0639648,1.01123
1632394464,0.0629883,0.050293,1.00684
1632408532,0.059082,0.0634766,1.00635
1632431011,0.0605469,0.0732422,1.00391
1632454162,0.0654297,0.0839844,1.00635
1632468542,0.0629883,0.0761719,1.01562
1632490988,0.0664062,0.0664062,1.021
1632514174,0.0620117,0.0688477,1.01611
1632528511,0.0693359,0.0683594,1.01904
1632551020,0.0664062,0.0634766,1.01318
1632574167,0.0644531,0.0649414,1.01562
1632588504,0.0625,0.0620117,1.01172
1632611026,0.0644531,0.0629883,1.0083
1632634178,0.0649414,0.0581055,1.01025
1632648500,0.0649414,0.0551758,1.00732
1632671134,0.0683594,0.0678711,1.00732
1632694460,0.0727539,0.0732422,1.0166
1632708550,0.0649414,0.0654297,1.01709
1632731030,0.0605469,0.0639648,1.01367
1632754167,0.0585938,0.0688477,1.00586
1632768523,0.059082,0.0717773,1.00537
1632799161,0.0615234,0.0761719,1.00488
1632814227,0.0595703,0.0761719,1.01221
1632828515,0.0644531,0.0751953,1.00488
1632851041,0.0610352,0.0742188,1.0083
1632881662,0.0615234,0.0771484,1.00879
1632895225,0.0693359,0.0698242,1.01221
1632910992,0.0678711,0.0605469,1.01318
1632934188,0.0688477,0.0546875,1.01611
1632962761,0.0737305,0.0561523,1.0127
1632971014,0.0688477,0.0585938,1.00928
1632994182,0.0732422,0.0581055,1.01025
1633015258,0.0649414,0.0664062,1.01123
1633031105,0.0620117,0.0639648,1.00928
1633054251,0.0595703,0.0683594,1.01123
1633075317,0.0561523,0.0722656,1.00098
1633091046,0.0615234,0.0776367,1.00439
1633113575,0.0625,0.0810547,1.00244
1633135274,0.065918,0.0742188,1.01367
1633151070,0.0727539,0.0722656,1.00391
1633173518,0.0698242,0.0693359,1.00977
1633195262,0.0639648,0.0644531,1.0127
1633211021,0.0722656,0.0673828,1.00049
1633233496,0.0756836,0.0673828,1.00879
1633255207,0.0776367,0.0649414,1.01221
1633270989,0.0805664,0.0532227,1.00732
1633293539,0.0771484,0.0556641,1.00391
1633316734,0.0742188,0.0576172,1.00928
1633331091,0.0717773,0.0546875,1.00439
1633354128,0.0761719,0.0571289,1.01123
1633376755,0.0820312,0.0507812,1.00879
1633391122,0.0878906,0.046875,1.01416
1633413592,0.0878906,0.0419922,1.021
1633436758,0.0922852,0.0415039,1.0127
1633451143,0.0961914,0.0473633,1.01953
1633473664,0.0908203,0.0527344,1.021
1633496800,0.0888672,0.0625,1.01465
1633511158,0.0854492,0.0527344,1.01514
1633533547,0.0698242,0.0185547,0.977051
1633556664,0.0893555,0.0576172,0.993652
1633571068,0.0908203,0.0678711,1.01367
