myoTS,myox,myoy,myoz
1450685946,myox,myoy,myoz
41218374988,0.230957,0.910156,0.385742
41218389937,0.239258,0.897949,0.385742
41218413573,0.239258,0.866211,0.403809
41218434954,0.231445,0.853516,0.420898
41218449896,0.223145,0.858887,0.421387
41218473602,0.211914,0.864746,0.418945
41218527477,0.189941,0.878906,0.420898
41218528210,0.161621,0.906738,0.419434
41218537891,0.157227,0.907715,0.421875
41218554884,0.178223,0.881348,0.421387
41218578463,0.203125,0.869629,0.411621
41218596377,0.225098,0.875977,0.405273
41218637917,0.232422,0.887207,0.389648
41218638702,0.241699,0.88623,0.389648
41218652346,0.239746,0.878906,0.389648
41218675474,0.223633,0.859375,0.395508
41218691242,0.212402,0.85791,0.395996
41218713715,0.196777,0.883301,0.404785
41218735415,0.19043,0.882812,0.420898
41218751248,0.197754,0.874023,0.439941
41218772232,0.21875,0.847168,0.449707
41218795364,0.236816,0.837891,0.437988
41218811148,0.233887,0.847656,0.411133
41218832218,0.229492,0.868652,0.390625
41218856787,0.212402,0.888672,0.365723
41218871134,0.207031,0.912109,0.352051
41218892179,0.225098,0.925293,0.355469
41218915477,0.217773,0.904297,0.365723
41218931134,0.19043,0.880859,0.380859
41218952275,0.180176,0.888672,0.402832
41218975487,0.176758,0.902344,0.407227
41218991186,0.169434,0.894531,0.404297
41219012340,0.17334,0.899902,0.395508
41219035543,0.186523,0.908203,0.378418
41219051234,0.203613,0.913574,0.376953
41219072318,0.220215,0.901367,0.372559
41219095486,0.223633,0.901367,0.374023
41219111202,0.233887,0.907715,0.369629
41219132192,0.234375,0.896973,0.385742
41219155397,0.225098,0.873047,0.394531
41219171149,0.217285,0.854492,0.405273
41219192195,0.203125,0.856445,0.414062
41219215375,0.194824,0.873535,0.416992
41219231143,0.188477,0.895508,0.410645
41219260463,0.193359,0.898438,0.40332
41219275491,0.197754,0.885742,0.386719
41219291206,0.20459,0.881348,0.368164
41219313746,0.209961,0.882324,0.366211
41219335390,0.204102,0.899414,0.368652
41219351221,0.193848,0.914551,0.37207
41219373780,0.199707,0.915527,0.369629
41219395458,0.20752,0.897949,0.387695
41219411253,0.205078,0.887695,0.400391
41219433676,0.202148,0.887207,0.398438
41219455409,0.208496,0.885254,0.390625
41219471207,0.203613,0.862793,0.381836
41219493756,0.203613,0.871582,0.393066
41219515548,0.207031,0.897461,0.375977
41219531263,0.199219,0.914551,0.369629
41219553712,0.193848,0.905762,0.37793
41219574762,0.200195,0.880371,0.384277
41219591237,0.200195,0.880859,0.395508
41219613690,0.207031,0.897461,0.400879
41219636167,0.210449,0.900879,0.39209
41219657940,0.207031,0.894531,0.38916
41219673671,0.19873,0.888184,0.379395
41219696161,0.205078,0.893555,0.361328
41219717960,0.214844,0.899414,0.345703
41219733729,0.210938,0.878906,0.341797
41219756249,0.196289,0.871582,0.350098
41219779460,0.194336,0.897461,0.35791
41219793789,0.199707,0.913086,0.371582
41219816354,0.205078,0.905273,0.387207
41219839393,0.203613,0.884277,0.392578
41219853759,0.20166,0.855469,0.40332
41219876272,0.1875,0.866699,0.411133
41219899376,0.178223,0.918457,0.396973
41219921846,0.185059,0.95166,0.379883
41219936167,0.188477,0.941406,0.368652
41219959348,0.19043,0.912109,0.364258
41219973731,0.211914,0.904297,0.356445
41219996136,0.221191,0.886719,0.359863
41220019364,0.211914,0.885742,0.367676
41220033762,0.19873,0.912109,0.359375
41220056296,0.187988,0.92627,0.359375
41220079472,0.195312,0.930176,0.372559
41220093764,0.190918,0.905762,0.371582
41220116240,0.186035,0.865234,0.38623
41220145543,0.184082,0.892578,0.378418
41220153789,0.206543,0.901367,0.388184
41220183706,0.20459,0.897461,0.391602
41220189838,0.190918,0.895996,0.388184
41220212940,0.194336,0.895996,0.385742
41220235438,0.194336,0.894043,0.373047
41220249734,0.191406,0.882812,0.368652
41220272954,0.19873,0.883789,0.373535
41220295471,0.210449,0.882812,0.366699
41220309754,0.220703,0.88916,0.375977
41220332925,0.231445,0.89209,0.383789
41220355393,0.226562,0.886719,0.402832
41220369876,0.223633,0.870605,0.402832
41220393037,0.214844,0.883301,0.411133
41220415479,0.213379,0.869141,0.419434
41220429833,0.216309,0.883789,0.414551
41220453007,0.220703,0.880859,0.409668
41220475436,0.21875,0.865723,0.401367
41220489800,0.22168,0.872559,0.412598
41220513011,0.213379,0.875,0.412598
41220535528,0.208984,0.870605,0.415039
41220557971,0.202637,0.86084,0.428223
41220572864,0.210938,0.85498,0.434082
41220595431,0.229492,0.856934,0.417969
41220609731,0.22998,0.848145,0.413574
41220632902,0.233887,0.854492,0.40918
41220655412,0.228516,0.866211,0.399414
41220669774,0.229004,0.875488,0.400391
41220692361,0.225586,0.874023,0.411621
41220715485,0.224609,0.871094,0.406738
41220729831,0.221191,0.862305,0.408203
41220752344,0.232422,0.866211,0.42334
41220775540,0.239746,0.858398,0.421875
41220789795,0.231445,0.870605,0.418457
41220812303,0.220215,0.868164,0.400391
41220835573,0.22168,0.879883,0.401367
41220849865,0.217773,0.88623,0.391113
41220872298,0.220215,0.895508,0.379395
41220895406,0.214355,0.882324,0.391113
41220909728,0.211914,0.873047,0.392578
41220932260,0.203613,0.871094,0.393066
41220955405,0.205566,0.882812,0.393066
41220969747,0.218262,0.897461,0.391113
41220992258,0.222656,0.89502,0.392578
41221015534,0.226562,0.897949,0.378906
41221029857,0.217773,0.899902,0.371582
41221052335,0.216797,0.88916,0.379883
41221075567,0.226562,0.852051,0.39502
41221089871,0.226562,0.865234,0.388184
41221112297,0.222656,0.945801,0.337402
41221135574,0.257812,0.908691,0.326172
41221149784,0.203613,0.913086,0.324707
41221172347,0.178223,0.931152,0.29541
41221195450,0.181641,0.904785,0.291504
41221209820,0.192871,0.913574,0.275879
41221232374,0.191406,0.946289,0.291992
41221255476,0.1875,0.980957,0.289551
41221269847,0.166016,0.933594,0.270996
41221292400,0.147461,0.881836,0.236816
41221315483,0.158203,0.911133,0.240234
41221329810,0.180176,0.992188,0.259277
41221352254,0.164551,1.00195,0.259277
41221375427,0.141113,0.933594,0.272461
41221389782,0.127441,0.914551,0.293457
41221412284,0.134766,0.930176,0.241699
41221435439,0.157227,0.951172,0.223145
41221449808,0.171875,0.986816,0.23584
41221472274,0.162109,0.993164,0.22998
41221495498,0.126953,0.942871,0.230957
41221509885,0.105957,0.904297,0.243164
41221532330,0.0991211,0.931152,0.230469
41221555528,0.131348,0.972656,0.189941
41221569893,0.12207,1.01025,0.15918
41221592395,0.112793,0.990234,0.144043
41221616354,0.111816,0.947754,0.146973
41221629871,0.108887,0.951172,0.168457
41221652407,0.0981445,0.943359,0.164062
41221674929,0.090332,0.938965,0.214355
41221689790,0.0795898,0.912598,0.161133
41221712393,0.100098,0.948242,0.133789
41221734842,0.128906,0.970703,0.152832
41221749902,0.134766,0.993164,0.197266
41221772414,0.140625,0.998047,0.23291
41221794879,0.114258,1.02344,0.231445
41221809873,0.11377,1.01074,0.23877
41221832396,0.160645,0.979492,0.228516
41221863577,0.187012,0.936035,0.221191
41221869775,0.213867,0.93457,0.205078
41221892313,0.20752,0.942383,0.20459
41221914840,0.174805,0.961426,0.17041
41221929878,0.165527,0.957031,0.17041
41221952267,0.169922,0.928223,0.168457
41221974881,0.170898,0.927734,0.175781
41221992718,0.169922,0.947754,0.160156
41222012308,0.160645,0.952148,0.169434
41222034809,0.145996,0.95166,0.193848
41222049941,0.150391,0.958496,0.209961
41222072403,0.152344,0.955078,0.220215
41222094934,0.156738,0.966309,0.228027
41222109905,0.149902,0.960449,0.232422
41222132369,0.15332,0.95166,0.236328
41222164371,0.151367,0.960938,0.253906
41222169838,0.149902,0.967285,0.230469
41222192394,0.141113,0.968262,0.218262
41222214786,0.13916,0.960938,0.1875
41222229784,0.143066,0.950195,0.185059
41222252327,0.152344,0.944824,0.180176
41222274838,0.154785,0.946289,0.180664
41222289776,0.156738,0.949219,0.183594
41222312295,0.150391,0.964355,0.194336
41222335269,0.149902,0.95752,0.196777
41222349865,0.155273,0.970703,0.19873
41222372401,0.155273,0.973633,0.209473
41222394730,0.149902,0.962402,0.201172
41222411246,0.145508,0.953125,0.203125
41222432357,0.141113,0.95459,0.18457
41222454780,0.141113,0.962891,0.183105
41222471298,0.141113,0.970215,0.176758
41222492321,0.145508,0.973633,0.173828
41222514849,0.13916,0.968262,0.178711
41222531311,0.137695,0.969727,0.187012
41222552354,0.145508,0.969238,0.189453
41222574795,0.145508,0.958008,0.188965
41222591378,0.14502,0.968262,0.187012
41222612372,0.147949,0.976074,0.181152
41222634829,0.149902,0.986816,0.17627
41222651214,0.149414,0.986816,0.172363
41222672414,0.146973,0.96875,0.168457
41222694778,0.145996,0.958496,0.164551
41222711243,0.13623,0.955078,0.163086
41222732248,0.145508,0.960938,0.160156
41222754848,0.146973,0.972168,0.163086
41222771419,0.141602,0.972656,0.169922
41222792346,0.144531,0.973145,0.176758
41222814915,0.147949,0.957031,0.182129
41222831355,0.157227,0.945801,0.195312
41222852376,0.158691,0.9375,0.20459
41222874814,0.155762,0.95166,0.199707
41222891334,0.147949,0.956055,0.203125
41222912345,0.142578,0.960449,0.196777
41222934929,0.150391,0.95459,0.20166
41222951214,0.158691,0.969238,0.203613
41222973765,0.161133,0.962891,0.199707
41222994774,0.154297,0.947754,0.19873
41223011211,0.161133,0.948242,0.190918
41223032257,0.150879,0.957031,0.191406
41223054794,0.149902,0.97168,0.187988
41223071241,0.151367,0.972168,0.193359
