myot,myox,myoy,myoz,myost
myot,myox,myoy,myoz,myost
150344672388,0.981934,-0.0205078,0.0395508,1464788133
150344679868,0.986328,-0.000488281,0.0541992,1464788133
150344702403,0.994629,0.00195312,0.0644531,1464788133
150344724848,0.986328,0.0253906,0.0351562,1464788133
150344739891,0.979004,0.012207,0.0356445,1464788133
150344762479,0.970703,-0.00976562,0.0405273,1464788133
150344792406,0.974609,0.00292969,0.0576172,1464788133
150344799855,0.972656,-0.00537109,0.0605469,1464788133
150344822478,0.974609,0.0185547,0.0463867,1464788133
150344844935,0.973633,0.0239258,0.0522461,1464788133
150344859870,0.967285,0.0141602,0.0483398,1464788133
150344883594,0.963379,-0.0078125,0.0449219,1464788133
150344904905,0.96582,-0.0078125,0.0600586,1464788133
150344919930,0.970215,0.0380859,0.0629883,1464788133
150344942495,0.98291,0.0595703,0.0698242,1464788133
150344964957,0.974609,0.0566406,0.0668945,1464788133
150344979971,0.97998,0.0283203,0.0756836,1464788133
150345002399,0.976074,0.0351562,0.0629883,1464788133
150345024913,0.975586,0.0341797,0.0688477,1464788133
150345039907,0.972168,0.0234375,0.0654297,1464788133
150345062429,0.968262,0.0283203,0.0634766,1464788133
150345077368,0.974609,0.0351562,0.0668945,1464788133
150345099929,0.97168,0.0415039,0.059082,1464788133
150345122395,0.972168,0.0307617,0.0629883,1464788133
150345137466,0.985352,0.034668,0.0546875,1464788133
150345159904,0.976074,0.0410156,0.0561523,1464788133
150345182376,0.973633,0.0302734,0.0507812,1464788133
150345197451,0.973145,0.0439453,0.0595703,1464788133
150345219959,0.976074,0.0375977,0.0664062,1464788133
150345242433,0.977051,0.027832,0.0595703,1464788133
150345257333,0.980469,0.0371094,0.0561523,1464788133
150345279897,0.979004,0.0297852,0.0546875,1464788133
150345302333,0.972656,0.0302734,0.0566406,1464788134
150345317411,0.975586,0.0224609,0.0664062,1464788134
150345339851,0.978027,0.0361328,0.0556641,1464788134
150345362414,0.977051,0.0258789,0.0556641,1464788134
150345377450,0.982422,0.027832,0.0541992,1464788134
150345399930,0.962891,0.0200195,0.0517578,1464788134
150345422370,0.979004,0.0214844,0.0571289,1464788134
150345437411,0.988281,0.0297852,0.0561523,1464788134
150345459959,0.975098,0.0136719,0.0463867,1464788134
150345482331,0.976074,0.0200195,0.0473633,1464788134
150345497381,0.974609,0.0195312,0.0537109,1464788134
150345519869,0.979004,0.00976562,0.0581055,1464788134
150345542354,0.976562,0.0141602,0.0600586,1464788134
150345557443,0.977051,0.019043,0.0610352,1464788134
150345579997,0.97998,0.0117188,0.0639648,1464788134
150345602438,0.977539,0.0107422,0.0605469,1464788134
150345617408,0.978027,-0.00244141,0.0688477,1464788134
150345639992,0.98291,0,0.0683594,1464788134
150345662401,0.979492,0.00585938,0.0712891,1464788134
150345677414,0.980957,-0.00146484,0.0703125,1464788134
150345699958,0.977539,-0.0102539,0.0742188,1464788134
150345722468,0.975586,-0.0292969,0.0791016,1464788134
150345737482,0.977539,-0.0078125,0.0629883,1464788134
150345759970,0.975098,-0.00146484,0.0615234,1464788134
150345782369,0.966309,-0.0180664,0.0537109,1464788134
150345797495,0.973633,-0.0078125,0.046875,1464788134
150345819965,0.982422,-0.00439453,0.0571289,1464788134
150345842463,0.977539,0.00244141,0.0405273,1464788134
150345857372,0.978027,0.00634766,0.034668,1464788134
150345879857,0.984863,-0.0112305,0.0302734,1464788134
150345902439,0.976074,-0.00878906,0.0263672,1464788134
150345917434,0.978516,-0.000488281,0.0283203,1464788134
150345939904,0.978027,-0.00244141,0.0366211,1464788134
150345962418,0.972656,-0.0112305,0.0385742,1464788134
150345977433,0.975586,-0.00878906,0.034668,1464788134
150345999931,0.976562,-0.0131836,0.0302734,1464788134
150346022416,0.978516,-0.0161133,0.0415039,1464788134
150346037435,0.983398,-0.00830078,0.0385742,1464788134
150346059836,0.978027,-0.0117188,0.0341797,1464788134
150346082422,0.98291,-0.0219727,0.0366211,1464788134
150346097483,0.981445,-0.00927734,0.03125,1464788134
150346119968,0.975586,-0.0161133,0.0327148,1464788134
150346142443,0.974121,-0.0224609,0.0327148,1464788134
150346157511,0.981934,-0.0151367,0.0273438,1464788134
150346179896,0.981934,-0.0185547,0.03125,1464788134
150346202453,0.980469,-0.0288086,0.0419922,1464788134
150346217449,0.978027,-0.0195312,0.0385742,1464788134
150346239936,0.98291,-0.0380859,0.0405273,1464788134
150346262473,0.987305,-0.0175781,0.0473633,1464788134
150346277489,0.981934,-0.0288086,0.0424805,1464788134
150346299894,0.977539,-0.0322266,0.0488281,1464788135
150346322451,0.975586,-0.0341797,0.0527344,1464788135
150346337439,0.977051,-0.0332031,0.0556641,1464788135
150346359935,0.978027,-0.0268555,0.059082,1464788135
150346382362,0.974121,-0.0366211,0.0527344,1464788135
150346397464,0.973633,-0.0385742,0.0600586,1464788135
150346419939,0.977051,-0.0458984,0.0625,1464788135
150346442383,0.976562,-0.0336914,0.0629883,1464788135
150346457407,0.976562,-0.0351562,0.0712891,1464788135
150346479921,0.977539,-0.0444336,0.0600586,1464788135
150346502451,0.974121,-0.0351562,0.0576172,1464788135
150346517432,0.976074,-0.0410156,0.0600586,1464788135
150346540046,0.976562,-0.0405273,0.0581055,1464788135
150346562424,0.975586,-0.0332031,0.0556641,1464788135
150346577376,0.976074,-0.0385742,0.0556641,1464788135
150346599925,0.975098,-0.0395508,0.0581055,1464788135
150346622468,0.976562,-0.0390625,0.0620117,1464788135
150346637477,0.979492,-0.0410156,0.0639648,1464788135
150346660007,0.979492,-0.0400391,0.0551758,1464788135
150346682493,0.976562,-0.043457,0.059082,1464788135
150346697470,0.980957,-0.0390625,0.0625,1464788135
150346719982,0.974609,-0.0356445,0.0561523,1464788135
150346742451,0.976074,-0.0366211,0.0600586,1464788135
150346757417,0.978516,-0.0375977,0.059082,1464788135
150346780012,0.977539,-0.0400391,0.0512695,1464788135
150346802373,0.975586,-0.0375977,0.0566406,1464788135
150346817418,0.976074,-0.0371094,0.0595703,1464788135
150346839971,0.976562,-0.0366211,0.0615234,1464788135
150346862460,0.975098,-0.0366211,0.0610352,1464788135
150346877468,0.975586,-0.0371094,0.0556641,1464788135
150346900019,0.977051,-0.0351562,0.0581055,1464788135
150346922500,0.974609,-0.0380859,0.0625,1464788135
150346937403,0.980469,-0.034668,0.0566406,1464788135
150346959983,0.97998,-0.0410156,0.0634766,1464788135
150346982455,0.978027,-0.0375977,0.0551758,1464788135
150346997463,0.976074,-0.0361328,0.0595703,1464788135
150347019983,0.977539,-0.0336914,0.0532227,1464788135
150347042510,0.976562,-0.0410156,0.0576172,1464788135
150347057405,0.975586,-0.0322266,0.0585938,1464788135
150347080035,0.974609,-0.0356445,0.0561523,1464788135
150347102482,0.977539,-0.0395508,0.0488281,1464788135
150347124975,0.978516,-0.0356445,0.0615234,1464788135
150347139980,0.977539,-0.0341797,0.0561523,1464788135
150347162451,0.978027,-0.0385742,0.0600586,1464788135
150347177461,0.975098,-0.0351562,0.0610352,1464788135
150347207502,0.976562,-0.0283203,0.059082,1464788135
150347222498,0.977051,-0.03125,0.0561523,1464788135
150347237487,0.979492,-0.03125,0.0532227,1464788135
150347259884,0.978027,-0.0336914,0.0527344,1464788135
150347282522,0.976074,-0.0356445,0.0512695,1464788135
150347297519,0.974609,-0.0371094,0.059082,1464788136
150347319992,0.980469,-0.0229492,0.0561523,1464788136
150347342411,0.973633,-0.0390625,0.0537109,1464788136
150347357440,0.973633,-0.0375977,0.0576172,1464788136
150347380485,0.983398,-0.0351562,0.0605469,1464788136
150347402477,0.977539,-0.03125,0.0546875,1464788136
150347424903,0.976074,-0.0405273,0.059082,1464788136
150347439981,0.975098,-0.034668,0.0551758,1464788136
150347462475,0.974121,-0.0361328,0.0673828,1464788136
150347477456,0.978516,-0.0371094,0.0585938,1464788136
150347499977,0.978516,-0.0322266,0.0576172,1464788136
150347522586,0.978516,-0.0375977,0.0610352,1464788136
150347537480,0.977539,-0.0332031,0.0634766,1464788136
150347559979,0.976074,-0.0385742,0.0605469,1464788136
150347582451,0.979492,-0.0317383,0.0600586,1464788136
150347597439,0.977539,-0.0366211,0.0537109,1464788136
150347619957,0.977539,-0.0366211,0.0600586,1464788136
150347642430,0.978516,-0.0375977,0.0522461,1464788136
150347657495,0.977539,-0.0415039,0.0512695,1464788136
150347679921,0.978027,-0.0463867,0.0546875,1464788136
150347702482,0.978516,-0.0292969,0.0556641,1464788136
150347717505,0.978027,-0.0307617,0.0512695,1464788136
150347740007,0.977539,-0.0356445,0.0498047,1464788136
150347762551,0.979492,-0.027832,0.0507812,1464788136
150347777463,0.972168,-0.0317383,0.0561523,1464788136
150347800471,0.978516,-0.0317383,0.0517578,1464788136
150347822485,0.979004,-0.0322266,0.0522461,1464788136
150347837387,0.976562,-0.0302734,0.0419922,1464788136
150347859951,0.974609,-0.0332031,0.0463867,1464788136
150347882422,0.978027,-0.0239258,0.0473633,1464788136
150347897460,0.97998,-0.0258789,0.0424805,1464788136
150347920019,0.980469,-0.0317383,0.0424805,1464788136
150347942460,0.977539,-0.0297852,0.0488281,1464788136
150347957467,0.982422,-0.0234375,0.0454102,1464788136
150347980044,0.978027,-0.0253906,0.0419922,1464788136
150348002492,0.976074,-0.0288086,0.0400391,1464788136
150348024942,0.981445,-0.0224609,0.0415039,1464788136
150348040000,0.978027,-0.0263672,0.0419922,1464788136
150348062493,0.979492,-0.0258789,0.0458984,1464788136
150348077368,0.979492,-0.0288086,0.0395508,1464788136
150348100007,0.981445,-0.0200195,0.0390625,1464788136
