myot,x,y,z
151294949246,-2.4375,1.8125,-0.75,1464789083614
151294972415,-0.875,1.25,-1.1875,1464789083637
151294993472,-0.0625,0.625,-1.3125,1464789083658
151295016670,1.75,-0.4375,-2.25,1464789083682
151295039903,6,-1.3125,-4,1464789083705
151295053487,7.375,-1.5,-5.5,1464789083718
151295069291,7.8125,-0.125,-5.625,1464789083734
151295092480,6.5,0.5625,-5.1875,1464789083757
151295120991,3.625,0.6875,-4.6875,1464789083786
151295137384,2.25,1,-4.5,1464789083802
151295152461,0.4375,0.875,-4.125,1464789083817
151295173513,-1.1875,0.8125,-4.4375,1464789083839
151295189289,0.1875,0.8125,-4.125,1464789083854
151295219873,2.1875,0.6875,-4.125,1464789083885
151295234904,1.5625,0.8125,-3.8125,1464789083900
151295249271,1.1875,0.8125,-3.125,1464789083914
151295272431,1.375,0.9375,-2.6875,1464789083937
151295300999,1.75,0.9375,-2.5625,1464789083966
151295317397,1.125,0.8125,-2.125,1464789083982
151295331748,0.5,0.75,-2,1464789083997
151295356403,0.4375,0.4375,-1.8125,1464789084021
151295369226,-0.6875,-0.125,-2.1875,1464789084034
151295391759,0.4375,-0.375,-2.5625,1464789084057
151295414951,-0.625,-0.5625,-2.5625,1464789084080
151295429304,-1.75,-0.5625,-2.5625,1464789084094
151295451790,-1.1875,-0.375,-2.125,1464789084117
151295474924,-1.25,-0.25,-1.625,1464789084140
151295497356,-1.4375,-0.25,-1.125,1464789084162
151295512238,-0.25,-0.125,-0.9375,1464789084177
151295525313,-0.625,0,-0.5625,1464789084190
151295548508,-0.3125,0.125,0,1464789084213
151295562797,-0.0625,0.25,0.25,1464789084228
151295585255,-0.5625,0.25,0.625,1464789084250
151295608446,-0.375,0.375,0.875,1464789084273
151295624293,-0.0625,0.4375,1.375,1464789084289
151295645313,-0.625,0.75,1.5625,1464789084310
151295676654,-0.4375,1.0625,1.9375,1464789084341
151295690940,-0.6875,1.3125,2.375,1464789084356
151295706733,-1.3125,1.75,2.75,1464789084371
151295728410,-1.1875,1.75,3.1875,1464789084393
151295742815,-0.8125,1.625,3.125,1464789084408
151295774160,0.5,1.1875,2.75,1464789084439
151295788582,1.9375,0.6875,2.5,1464789084454
151295802829,2.5625,0.375,2.3125,1464789084468
151295825326,2.0625,0.125,2.1875,1464789084490
151295848464,2.1875,0.0625,1.9375,1464789084513
151295870957,2.4375,0,2.1875,1464789084536
151295885362,1,-0.3125,2.75,1464789084550
151295909932,-2.1875,-0.5,2,1464789084575
151295931037,-1,-0.5,1.6875,1464789084596
151295945391,1.0625,-0.375,1.5625,1464789084610
151295968501,-2.0625,-0.3125,1.4375,1464789084633
151295984300,-2.625,-0.3125,1.1875,1464789084649
151296005324,-2.1875,0,0.9375,1464789084670
151296029202,-2.125,-0.5,1.375,1464789084694
151296051006,-2.0625,-0.625,1,1464789084716
151296065331,-1.4375,-1.125,0.5625,1464789084730
151296088903,-1.3125,-1.5625,0,1464789084754
151296102897,-0.5,-1.9375,0,1464789084768
151296125354,0,-2.3125,0.125,1464789084790
151296148536,0.3125,-2.3125,0.4375,1464789084813
151296162896,0.875,-1.9375,0.875,1464789084828
151296185354,0.9375,-1.625,1.3125,1464789084850
151296208526,1.8125,-1.25,1.5,1464789084873
151296222866,2.3125,-1,1.5625,1464789084888
151296246825,1.9375,-0.6875,1.3125,1464789084912
151296268498,1.25,-0.9375,1.0625,1464789084933
151296284268,1.1875,-0.875,0.3125,1464789084949
151296305358,2.5,-0.9375,-0.1875,1464789084970
151296329931,1.1875,-1,-0.4375,1464789084995
151296342873,0.375,-1.3125,-0.5625,1464789085008
151296373525,0.5,-1,-0.75,1464789085038
151296387854,1,-1.3125,0,1464789085053
151296402843,2.5625,-1.25,0.625,1464789085068
151296425429,2.125,-1.1875,1.4375,1464789085090
151296456478,1.4375,-0.5625,1.625,1464789085121
151296464313,1,-0.125,1.875,1464789085129
151296485417,0.375,0.125,2.1875,1464789085150
151296507942,0.125,0.0625,1.8125,1464789085173
151296525767,1.125,0,1.6875,1464789085190
151296545412,0.0625,-0.1875,1.3125,1464789085210
151296567906,0,-0.375,1,1464789085233
151296591067,0.3125,-0.625,0.375,1464789085256
151296606817,0.125,-0.8125,0.25,1464789085272
151296627881,0,-0.75,0.3125,1464789085293
151296650999,-0.6875,-0.75,0.5,1464789085316
151296673468,-0.75,-0.625,0.6875,1464789085338
151296687936,-0.875,-0.4375,0.875,1464789085353
151296702816,-1.0625,-0.375,1.1875,1464789085368
151296733582,-1.3125,-0.25,1.25,1464789085398
151296747819,-1.25,-0.125,1.25,1464789085413
151296762940,-1.25,-0.25,1.3125,1464789085428
151296785399,-1.0625,-0.125,1.25,1464789085450
151296816707,-1.0625,-0.375,1.1875,1464789085482
151296822849,-1.0625,-0.6875,0.6875,1464789085488
151296845354,-0.125,-0.9375,0.4375,1464789085510
151296878172,0.375,-1,0.5625,1464789085543
151296882901,0.4375,-0.8125,0.8125,1464789085548
151296905439,-0.375,-0.4375,1,1464789085570
151296927949,0.125,-0.125,1.1875,1464789085593
151296942854,-0.3125,-0.1875,1.25,1464789085608
151296965374,0.6875,-0.4375,1.25,1464789085630
151296996643,0.4375,-0.4375,1.0625,1464789085661
151297011063,0.625,-0.25,1.25,1464789085676
151297033568,2.75,0.625,2.1875,1464789085698
151297047862,-5.375,17.375,19.25,1464789085713
151297062910,-18.25,32.875,24.25,1464789085728
151297085343,-5.25,16.75,14.9375,1464789085750
151297116657,-7.5625,10.0625,10.25,1464789085781
151297122874,-11.25,16.875,13.75,1464789085788
151297145379,-6.5,13,8.625,1464789085810
151297167907,-3.4375,7.3125,5.25,1464789085833
151297182904,-2.5625,4.1875,3.5,1464789085848
151297205388,-1.5,2.625,2.75,1464789085870
151297235999,-1.5,1.6875,2.25,1464789085901
151297244323,-1.625,1.375,1.875,1464789085909
151297265400,-1.0625,0.375,0.9375,1464789085930
151297287849,-0.8125,-1,-0.25,1464789085953
151297311817,0.25,-1.9375,-0.4375,1464789085977
151297325346,0.125,-3.125,-0.9375,1464789085990
151297347840,1.125,-4.3125,-1.4375,1464789086013
151297365755,1.8125,-5.625,-2.625,1464789086030
151297385346,1.125,-8.4375,-4.25,1464789086050
151297407855,1.375,-11.6875,-6.4375,1464789086073
151297425777,5.25,-13.625,-7.25,1464789086091
151297445332,5.75,-15.375,-8.5,1464789086110
151297467829,4.3125,-15.9375,-8.9375,1464789086133
151297484323,4.375,-14.9375,-8.375,1464789086149
151297506846,4.3125,-12.4375,-6.875,1464789086172
151297527933,3.375,-9.125,-4.9375,1464789086193
151297544390,2.5,-6.625,-2.8125,1464789086209
151297568250,1.75,-4.3125,-1.375,1464789086233
151297596442,1.125,-3.0625,-0.125,1464789086261
151297605773,0.625,-2.375,0.4375,1464789086271
151297625327,0.375,-2.3125,0.625,1464789086290
151297649259,0.5,-2.1875,0.75,1464789086314
151297664299,0.5625,-2.0625,0.6875,1464789086329
151297685379,0.5,-2.25,0.6875,1464789086350
151297707823,0.1875,-2,0.75,1464789086373
151297731794,0.0625,-1.875,0.875,1464789086397
151297745326,-0.0625,-1.6875,0.9375,1464789086410
151297767836,-0.25,-1.5,1.125,1464789086433
151297790333,-0.4375,-1.4375,1.1875,1464789086455
151297813513,-0.625,-1,1.5,1464789086478
151297827825,-2,-0.875,1.6875,1464789086493
151297845763,-1.9375,-0.5625,1.4375,1464789086510
151297866868,-1,-0.625,1.5,1464789086531
151297887862,-0.625,-0.75,1.875,1464789086553
151297913257,-0.375,-0.6875,1.875,1464789086578
151297928281,-0.3125,-0.75,1.6875,1464789086593
151297947911,-0.25,-0.6875,1.5,1464789086613
151297964411,0.125,-0.6875,1.5,1464789086629
151297988236,0.3125,-0.6875,1.5,1464789086653
151298007883,0.3125,-0.8125,1.375,1464789086673
151298024374,0.5625,-0.8125,1.0625,1464789086689
151298045467,0.75,-0.875,1.1875,1464789086710
151298067894,1.1875,-0.75,1.25,1464789086733
151298090429,1.3125,-0.625,1.25,1464789086755
151298106766,1.0625,-0.1875,1.75,1464789086771
151298127833,1.1875,0.1875,1.875,1464789086792
151298145786,1.4375,0.625,2,1464789086810
151298175046,1.875,1.1875,2.3125,1464789086840
151298187926,-0.625,0.6875,2.6875,1464789086853
151298205794,-0.5625,0.125,2.0625,1464789086870
151298228262,0.5,-0.0625,1.375,1464789086893
151298247933,1.125,-0.5625,0.4375,1464789086913
151298270335,0.4375,-0.6875,0.125,1464789086935
151298288300,0.25,-0.5,0.25,1464789086953
151298309318,0.375,-0.25,0.4375,1464789086974
151298325799,0.25,-0.1875,0.625,1464789086990
151298346871,0.375,-0.0625,0.5,1464789087011
151298370875,0.75,0,0.5,1464789087036
151298384332,1.0625,0.0625,0.5,1464789087049
151298406826,0.6875,0.1875,0.625,1464789087071
151298429334,-0.1875,-0.25,0.5,1464789087094
151298451812,0.25,-0.4375,0.1875,1464789087117
151298466874,0.75,-0.5,0,1464789087132
151298487934,1,-0.375,0.3125,1464789087153
151298505780,0.4375,-0.375,0.5,1464789087170
151298534384,0.875,1,1.5,1464789087199
151298549372,0.3125,1.625,1.9375,1464789087214
151298565838,0.25,1.4375,1.75,1464789087230
151298592969,0.25,0.875,1.5,1464789087258
151298607903,0.375,0.4375,1.125,1464789087273
151298631808,0.875,0.4375,1.1875,1464789087296
151298648247,0.625,0.375,1.375,1464789087313
151298667804,1.0625,0.5625,1.4375,1464789087333
151298684308,0.75,0.4375,1.375,1464789087349
151298706843,0,0.4375,1.25,1464789087371
151298730891,0.8125,0.1875,0.9375,1464789087396
151298744403,1.0625,0.1875,1.125,1464789087409
151298768818,0.9375,0.625,1.3125,1464789087434
151298790816,0.75,0.875,1.375,1464789087456
151298820011,1.5,1.3125,1.625,1464789087485
151298826841,1.25,1.5,1.875,1464789087492
151298847959,0.875,2.25,2.25,1464789087513
151298873325,0.4375,2.5,2.5,1464789087538
151298893018,0.5,5.125,3.6875,1464789087558
151298907909,-0.8125,7.0625,4.5,1464789087573
151298925929,-0.25,6.4375,4,1464789087591
151298946893,0.0625,3.5625,2.8125,1464789087612
151298976078,0.6875,1.625,1.625,1464789087641
151298984394,1.1875,0.875,1.3125,1464789087649
151299008320,-1.625,6,4.625,1464789087673
151299036110,-0.75,4.875,3.375,1464789087701
151299044400,-0.1875,2.625,2.0625,1464789087709
151299066903,0.1875,1.25,1.5,1464789087732
151299091254,0.9375,-0.25,0.5625,1464789087756
151299103649,1.125,-1.1875,0,1464789087768
151299125900,0.6875,-2.1875,-0.3125,1464789087791
151299148596,0.0625,-3.125,-1.1875,1464789087813
151299172512,0.875,-3.8125,-1.5,1464789087837
151299186095,1.875,-4.75,-1.9375,1464789087851
151299208603,-1.0625,-6.875,-3,1464789087873
151299224983,0,-7.4375,-3.875,1464789087890
151299253521,2.25,-6.75,-3.3125,1464789087918
151299268500,0.5,-6.625,-3.0625,1464789087933
151299284958,0.3125,-5.25,-2.375,1464789087950
151299306033,-0.3125,-4.875,-2.125,1464789087971
151299337450,-2.625,-4.4375,-2.6875,1464789088002
151299344988,-1.8125,-3.25,-2.6875,1464789088010
151299373554,-0.125,-2.625,-2.1875,1464789088038
151299388615,0,-2.1875,-1.5625,1464789088053
151299405642,-0.1875,-1.75,-1.0625,1464789088070
151299426169,0,-1.0625,-0.75,1464789088091
151299449982,0.0625,-0.9375,-0.5625,1464789088115
151299465798,-0.125,-0.75,-0.25,1464789088130
151299486109,0.375,-0.5,-0.125,1464789088151
151299510047,0.375,-0.1875,-0.125,1464789088175
151299525049,-0.0625,-0.125,0.125,1464789088190
151299546163,-0.125,-0.125,0,1464789088211
151299568624,0.4375,-0.0625,-0.1875,1464789088233
151299585096,0.4375,0,-0.125,1464789088250
151299606103,0.25,0,0.0625,1464789088271
151299628575,0.375,0.0625,0.125,1464789088293
151299645046,0.4375,0.125,0.1875,1464789088310
151299665847,0.5,0.125,0.0625,1464789088331
151299696098,0.4375,0.0625,0.125,1464789088361
151299705005,0.375,-0.0625,0.125,1464789088370
151299726151,0.125,-0.1875,-0.125,1464789088391
151299748633,0.5625,-0.25,-0.1875,1464789088413
151299771050,-0.1875,-0.4375,-0.3125,1464789088436
151299786045,-0.25,-0.625,-0.4375,1464789088451
151299808563,-0.5625,-0.6875,-0.5625,1464789088473
151299825042,0.375,-0.625,-0.625,1464789088490
151299846012,0,-0.75,-0.5,1464789088511
151299868525,-0.3125,-0.6875,-0.5625,1464789088533
151299884981,-0.5,-0.625,-0.625,1464789088550
151299906074,-0.25,-0.625,-0.5625,1464789088571
151299928570,0.1875,-0.625,-0.5625,1464789088593
151299945003,-0.0625,-0.5,-0.4375,1464789088610
151299966059,-0.25,-0.5625,-0.5625,1464789088631
151299988520,0.1875,-0.4375,-0.5625,1464789088653
151300004966,0.1875,-0.25,-0.25,1464789088670
151300026182,0.125,-0.25,-0.25,1464789088691
151300048656,0.4375,-0.1875,-0.25,1464789088713
151300064393,0.5,-0.0625,-0.125,1464789088729
151300086121,0.5625,0.125,0.125,1464789088751
151300108647,0.375,0.1875,0.375,1464789088773
151300124422,0.375,0.25,0.5,1464789088789
151300147514,0.375,0.3125,0.4375,1464789088812
151300168623,0.5625,0.5,0.5,1464789088833
151300184359,0.375,0.375,0.6875,1464789088849
151300207534,0.4375,0.375,0.5625,1464789088872
151300228659,0.25,0.3125,0.4375,1464789088893
151300244364,-0.5,-0.0625,0.25,1464789088909
151300267523,-0.75,-0.1875,0.125,1464789088932
151300288598,0.375,-0.3125,0.125,1464789088953
151300304349,0.5,-0.1875,0.1875,1464789088969
151300327569,0.375,-0.125,0.375,1464789088992
151300350051,0.5,0.125,0.5,1464789089015
151300364370,0.4375,0.125,0.625,1464789089029
151300387552,0.25,0.1875,0.6875,1464789089052
151300408598,0.375,0.1875,0.6875,1464789089073
151300424422,0.4375,0.25,0.6875,1464789089089
151300447570,0.375,0.1875,0.75,1464789089112
151300468674,0.5625,0.375,0.75,1464789089133
151300484384,0.625,0.375,0.8125,1464789089149
151300507560,0.8125,0.3125,1,1464789089172
151300528675,0.6875,0.4375,1,1464789089193
151300544393,1,0.4375,1,1464789089209
151300573613,1,0.25,1.125,1464789089238
151300588577,1,0.25,1.0625,1464789089253
151300604403,1.1875,0.1875,1,1464789089269
151300627605,1.25,0.1875,0.875,1464789089292
151300648631,0.875,-0.125,1,1464789089313
151300664354,-0.0625,-0.375,0.6875,1464789089329
151300687577,-0.125,-0.5,0.4375,1464789089352
151300708601,0.375,-0.5625,0.375,1464789089373
151300724449,0.5625,-0.6875,0.4375,1464789089389
151300747593,0.125,-0.625,0.5625,1464789089412
151300768623,0.0625,-0.4375,0.6875,1464789089433
151300784431,0.0625,-0.625,0.6875,1464789089449
151300807509,-0.375,-0.75,0.625,1464789089472
151300828647,-0.25,-0.6875,0.375,1464789089493
151300844402,0.1875,-0.625,0.5,1464789089509
151300867611,0.0625,-0.625,0.4375,1464789089532
151300888624,0.125,-0.4375,0.5625,1464789089553
151300904444,0.375,-0.3125,0.625,1464789089569
151300927581,0.3125,-0.3125,0.6875,1464789089592
151300948655,0.5,0,0.9375,1464789089613
151300964361,0.5,0.125,1.125,1464789089629
151300986858,0.5,0.1875,1.1875,1464789089652
151301008584,0.4375,0.1875,1.1875,1464789089673
151301024394,0.4375,0.0625,1.1875,1464789089689
151301046938,0.5,0.3125,1.25,1464789089712
151301070051,0.75,0.3125,1.3125,1464789089735
151301084391,1.1875,0.5,1.5,1464789089749
151301106919,1.375,0.625,1.5,1464789089772
151301130070,1.8125,0.8125,1.75,1464789089795
151301144422,1.4375,1.875,2.75,1464789089809
151301173611,1.125,4.6875,3.25,1464789089838
151301190060,-0.5,6.5,3.8125,1464789089855
151301204393,-1.1875,6.5,4.375,1464789089869
151301226918,-3.125,11.4375,6,1464789089891
151301250034,-3.8125,10.125,5.3125,1464789089915
151301264356,-2.3125,5.4375,3.125,1464789089929
151301295060,-0.8125,2.5625,1.75,1464789089960
151301310037,0.3125,0.875,1.0625,1464789089975
151301324429,1,-0.5,0.375,1464789089989
151301346882,1.3125,-1.5625,-0.1875,1464789090011
151301369999,1.5625,-2.4375,-0.5,1464789090035
151301384367,1.3125,-3.4375,-0.875,1464789090049
151301406926,0.875,-3.625,-1.125,1464789090071
151301430149,-0.125,-0.4375,0.625,1464789090095
151301444408,0.75,-1,0.3125,1464789090109
151301466906,0.375,-1.6875,-0.25,1464789090132
151301490071,0.5625,-2.4375,-0.6875,1464789090155
151301504395,1.1875,-2.875,-1.1875,1464789090169
151301526987,0.6875,-3.625,-1.25,1464789090192
151301550091,-0.875,-4.4375,-1.875,1464789090215
151301571185,0.3125,-4.75,-2,1464789090236
151301586896,0.375,-5.25,-2.625,1464789090251
151301610058,0.75,-5.375,-2.75,1464789090275
151301631087,0.75,-6.25,-2.625,1464789090296
151301646920,-0.5625,-6.375,-3.1875,1464789090311
151301670056,-0.4375,-5.625,-2.5625,1464789090335
151301691128,-0.8125,-4.625,-2.8125,1464789090356
151301706967,-0.4375,-3.625,-2.25,1464789090371
151301730097,-0.625,-2.875,-2.1875,1464789090395
151301751173,0.125,-2.1875,-1.5625,1464789090416
151301766922,-0.4375,-1.875,-1.5,1464789090431
151301790071,-0.625,-1.625,-1.375,1464789090455
151301811136,0,-1.375,-1.375,1464789090476
151301826889,0.1875,-1.125,-1.25,1464789090491
151301850044,0,-1,-1.125,1464789090515
151301871064,-0.375,-1,-1.1875,1464789090536
151301886852,-0.625,-1.0625,-1.375,1464789090551
151301910021,-0.1875,-0.9375,-1.5,1464789090575
151301931120,-0.4375,-0.875,-1.4375,1464789090596
151301946921,-0.1875,-0.8125,-1.25,1464789090611
151301969450,-0.375,-0.8125,-1.25,1464789090634
